-1.1087	-1.4771	-1.475	-2.889	-1.455	0.67272	-0.3841	-0.3868	-2.5454	-1.8243	-1.4815	-0.75725	-1.8337	-0.05735	-2.553	-1.4808	-0.40743	-1.4604	-0.7606	-1.4752	-1.1211	-0.73815	-0.035912	-1.4756	-1.1069	-1.0927	-0.38572	-1.8109	-0.04413	-1.8031	-1.8056	-1.0982	-1.0984	-0.029187	-0.058016	-0.73217	-1.1221	-0.76055	0.66586	0.65463	-0.038651	-0.39031	-0.37557	-0.74305	-0.051396	1.3725	1.7227	0.66989	-0.39864	-0.76192	0.28887	0.30515	-1.8395	-1.8382	-1.1148	-0.41238	-3.6094	0.31442	-1.1332	0.31521	-3.2619	-2.5515	-0.41201	-0.41065	-0.76182	0.64881	-1.1085	1.7276	1.7225	2.4245	-0.4038	-0.048947	-1.1297	2.0842	1.3725	0.28791	-1.4909	0.29342	0.64718	1.7263	2.0675	-1.8567	-0.76115	1.0096	1.3618	1.3625	3.1274	2.0677	3.1291	3.8376	2.0371	0.97915	1.3328	-0.45888	1.3167	2.0635	1.362	2.4054	-0.74881	1.0239	1.7134	3.1306	2.3685	1.3511	2.7606	-0.4127	1.0065	3.1309	1.3768	1.0094	1.0273	2.7791	0.65086	-0.3703	0.33853	1.3936	-1.4431	-2.5145	0.68513	0.31814	1.7108	2.4538	0.65971	0.30691	1.0213	3.1289	0.66152	-0.39773	0.27904	-0.044882	-1.8353	-3.6706	-3.9555	0.33568	-2.1612	-3.5744	-0.38389	0.69361	-2.5531	-1.8201	-0.063472	-0.40419	0.65121	-2.5342	-1.8461	-2.2073	1.3594	-0.41534	-1.1306	-1.4659	-0.056587	-1.1357	-0.069976	-0.37232	-5.0149	-4.3663	-4.3131	1.4041	1.7306	-0.064247	2.7711	-0.098923	-1.1718	-0.4523	1.0531	2.4459
-0.64942	-0.62739	-0.27414	-1.3472	-0.99927	-0.6455	-0.62609	-0.64345	-0.63786	0.065196	-0.64482	-2.0468	-0.29848	-0.65073	-1.0019	-1.363	0.058984	-1.35	-2.4107	-0.99981	-0.293	-1.3465	-1.3495	-0.64656	-1.6981	-1.3458	-0.96868	-0.62585	-0.26113	-0.96652	1.1311	0.057114	0.055477	0.40865	-0.2789	-0.27747	0.78792	-0.97092	-0.63167	-0.96896	-0.97552	0.41184	-1.6817	-0.27845	0.07489	0.06362	0.79125	1.4823	2.1851	0.78133	-0.29436	-0.63351	0.75947	-1.7169	-0.30801	-3.1612	-2.8212	-2.4223	-0.98626	-0.29406	-1.3468	-2.4228	-0.99424	-0.6579	1.099	-0.29063	0.79131	0.76646	-0.28723	1.8365	0.40491	-0.2959	-0.66712	-2.0718	1.4772	1.8139	0.37946	-0.6318	0.047454	-1.3956	-1.3971	-1.7425	2.1511	-0.67363	0.39811	1.1127	0.76095	2.1551	3.9269	3.9313	1.4658	1.4667	2.1586	1.7999	2.5047	1.095	1.1187	1.8224	2.8887	2.1605	1.8229	0.76194	2.5255	2.8759	2.5103	2.5393	0.77016	1.4754	1.1236	1.1002	1.1244	-0.65547	2.5145	0.75232	0.054396	0.054382	0.75112	-1.3822	0.38031	0.38794	3.2151	3.9434	1.7989	2.5151	1.8008	1.8182	1.4738	2.5317	-1.0256	-0.31904	-0.32225	-1.0743	-1.0297	-2.0972	-0.29678	-0.99956	-1.7389	-2.4247	0.036212	1.1206	1.0976	-0.29079	-0.64691	-1.7408	-0.64645	-1.3881	-2.0911	0.029382	-1.3672	-2.4473	-0.32268	-4.6081	0.3782	0.054233	-3.5572	-2.8491	-3.8837	-1.7403	-0.67516	1.4621	0.38174	-1.0681	-2.1009	-1.068	-2.4591	0.76594
-1.232	-1.2345	-0.87822	0.54065	-2.3	-2.2986	-1.5845	-2.2964	-0.52222	-0.86922	-1.2275	-1.578	-0.87274	-1.5903	-0.87868	-1.5874	-1.585	-1.2293	-1.944	-0.17038	-0.16907	-1.2265	-0.17077	-1.9393	-1.9394	-1.5801	-0.86952	-1.5931	-0.16571	0.55098	-0.88176	-1.5896	-5.5104	0.19322	0.19046	-2.317	0.19417	-0.51794	-1.2409	-1.242	-1.2248	-0.51984	0.54595	-0.51746	-0.16343	-0.16253	-0.163	0.55278	2.6691	-0.51308	-0.51539	-0.53118	1.5907	-0.53403	-0.8862	-1.9601	-2.3127	-1.9607	-3.7368	-1.9531	-2.6509	-0.90244	-0.18423	-0.18432	1.5724	-1.9701	0.53989	-4.0783	-1.2331	-0.52754	-0.52187	0.53842	-2.3137	-2.3153	0.8684	-2.3022	-1.9546	-0.91279	-3.0357	0.1572	-2.3294	1.569	1.2178	0.49697	0.16774	2.9839	0.16688	-4.0903	2.3033	2.9928	1.2398	4.0514	2.2833	0.8216	1.521	1.5157	0.44731	2.5671	2.614	2.2278	2.6136	3.3259	1.5494	1.1987	3.6448	3.6442	1.1821	0.46338	0.49701	-0.94253	1.8983	1.1802	2.2509	2.2676	1.2026	0.83149	0.12725	0.48002	0.52883	-0.54767	-0.59496	-0.94739	-0.2418	1.8861	-0.21919	1.1728	0.47323	-1.9662	-1.6498	-3.7442	1.5277	-3.8007	-3.4938	-0.54186	-3.0819	-1.6556	-1.6546	-0.23153	-4.1037	0.47521	2.2446	1.1866	-0.24986	0.12782	-2.0068	0.8301	-1.2885	-3.0781	0.12042	-2.3729	-2.0114	-1.6565	-2.0327	-2.3478	-2.0325	-3.4787	-1.3205	-3.0933	-2.3624	-0.59026	1.5531	2.1948	1.1315	-0.23573	-0.6063	0.82871
-0.23298	-0.59258	-0.25596	0.12002	0.44928	-1.2971	-0.59173	-1.6445	-0.94312	-1.2903	-1.6467	-1.2904	-1.2948	-1.6402	-1.2934	-1.3024	-1.2964	-0.228	-0.94495	0.11751	-1.6484	-1.2926	-2.0084	-1.6473	-0.94261	0.4783	-0.58723	-0.9442	-2.7173	-1.2914	-1.2988	-0.22925	-0.58379	0.12358	1.1696	0.81631	-0.60043	-1.3009	-1.299	-1.2971	-0.22941	-0.94869	0.82006	-0.58971	0.821	0.47911	-0.23167	0.12608	1.1758	0.13056	0.4812	-0.22684	2.5733	0.47826	1.8618	-2.3948	-1.6679	-0.97568	-5.2454	-1.677	-2.0025	-0.61859	-3.4384	-1.6502	0.095348	-3.1006	-0.61584	-0.61515	0.093994	-2.0235	-1.3205	-0.23877	-0.96736	-2.7275	-1.6733	-0.24658	-0.26289	0.45808	-2.75	2.2269	1.5099	0.42022	1.4989	2.2004	-0.24498	2.567	1.1504	0.094838	0.81545	0.46273	0.44533	1.1517	1.5295	3.5884	3.2366	2.5206	2.5256	1.0964	0.3935	0.74961	1.48	0.77109	0.76744	1.4858	1.8315	3.599	2.897	2.9009	2.5394	1.8382	-0.63201	1.489	-0.26363	0.42516	1.5072	-1.6893	1.133	-0.62214	0.45932	0.43558	1.133	0.069547	0.77165	1.8369	0.085603	1.4866	-0.98199	0.78855	0.43029	1.5055	1.1421	2.1993	2.201	-0.96394	0.068079	-1.7013	0.38464	-4.186	-1.6834	-0.98599	-0.26228	0.44258	1.132	0.42564	-0.27594	-0.63029	0.44345	-2.0421	-0.98086	-1.3243	-0.2768	-1.0053	-2.4456	0.41531	-2.7965	0.75083	-3.8528	-0.64492	-1.3493	0.77353	0.77904	-0.27814	2.9045	-1.6968	-2.8095	1.8758
-0.6296	-1.6972	-0.2748	-0.26913	0.42831	-1.6925	-0.61873	-0.98844	-1.6919	-1.6921	-0.98599	-0.98395	-0.98485	-0.6069	0.78677	-0.97891	0.42326	-0.97778	-0.62924	-1.6827	0.074201	-0.61443	-0.62733	-1.3272	-1.6806	0.093017	0.092429	0.093086	-0.97161	-1.3256	-1.3183	-0.253	-0.96907	-0.25355	0.44198	-0.97403	0.088466	0.4413	-0.61037	0.092353	-0.61491	-2.0387	-0.60768	-0.6088	0.79558	0.44669	1.1621	0.79976	0.80165	0.44838	0.097218	0.44494	0.79825	1.8495	3.2609	1.4952	-0.27145	-1.6917	-1.3613	-1.0252	-0.98812	-0.26103	0.0818	-1.7124	1.142	0.41152	0.077976	0.076877	0.43706	-1.0058	-0.97866	0.4163	0.41502	2.1693	0.7541	-0.98785	-2.0687	-1.7165	-1.7299	-1.7167	-0.27354	-2.0775	0.05737	1.4972	1.4745	2.1641	-0.29373	-0.28696	0.41198	1.4996	1.4635	2.8909	2.5406	-1.0493	0.36534	2.8454	3.1961	2.8416	3.5434	2.1277	0.73508	1.0769	0.71454	1.7939	1.4356	2.1391	2.1395	1.451	-0.668	-0.66873	-0.67982	1.1129	1.7987	1.1026	1.098	1.1141	1.7938	0.73124	0.054762	-0.29817	0.73052	1.4413	0.37656	2.8571	1.0899	0.72903	1.4488	-3.1465	0.040375	-1.3598	-1.3632	-1.0111	-4.1867	-1.7276	-1.0226	-1.0172	0.035952	0.029366	-2.7877	1.0876	2.517	0.74101	0.030542	0.032613	-0.65345	-0.30222	-1.7172	-2.4462	0.039836	-3.4959	-0.31596	0.38419	0.72987	-1.0603	0.020446	-4.6023	-0.69718	-2.4702	-1.7413	-0.6801	2.8556	4.9702	3.9079	3.2072	-2.4271	-1.7612
0.13814	-0.21575	-0.91864	-0.91761	-0.56399	-1.2712	-0.91896	-0.21162	-0.91427	-0.56254	-0.20997	-1.2288	0.50422	0.5053	-0.8852	0.13532	0.49774	-0.21426	-1.2358	-1.238	-1.5975	-0.52975	-0.5301	-1.9491	-1.95	0.17465	-0.17638	-1.2383	-0.88648	-0.52473	0.17673	-1.2369	0.53819	0.17082	-0.89203	0.16267	0.16214	-0.18779	0.16502	-0.53829	0.52641	-0.88896	-3.0293	-0.53755	0.52844	0.16873	0.88106	1.5847	0.16763	1.2336	0.53369	-0.1814	2.3049	0.88194	2.6132	-0.56841	-0.92082	-0.91786	-1.2768	-3.416	-1.9885	-0.53171	-0.53052	-0.92799	-0.56371	-1.2413	-3.7614	-2.6907	-1.982	-0.91445	-0.57455	0.85166	2.6168	0.50014	-0.22048	0.47175	0.10941	0.83768	-0.58661	0.11854	0.11061	-0.26234	0.82939	0.82516	0.12042	0.11381	1.8908	2.9465	1.5317	1.5372	0.48904	1.8926	2.5978	0.079126	0.079323	1.8692	3.2805	2.5962	2.2107	1.506	4.009	2.9473	1.1834	1.5214	1.1726	0.83194	2.2204	1.5334	1.1578	0.82306	-0.25843	-1.6624	-0.24064	-0.59481	0.11521	-0.5896	0.47736	1.8941	1.5316	0.11587	1.177	-0.2501	1.8769	-0.24404	0.46316	-0.94599	0.10214	-2.0112	-4.853	-2.7061	-3.0755	-3.0771	-3.457	-4.8611	-5.5311	-0.22571	-0.59684	0.47523	-1.3004	0.8174	1.8898	-1.6649	0.11201	-0.58952	-3.428	-2.7153	-2.3595	0.47679	-0.58853	-1.2951	-2.3694	-1.3083	-0.94596	-0.25911	0.47975	-0.2592	-3.0743	-2.7066	-0.60706	0.46837	4.0016	4.3556	5.7676	1.1753	0.11358	-4.8738
-1.3259	0.089563	-0.9717	-0.27341	1.1413	-0.26721	-1.3257	-0.97077	-1.3239	-0.96923	-0.6189	-0.26467	-0.26448	-0.2631	0.44009	0.088731	0.44253	0.44231	0.4418	0.084634	-1.3315	-0.62668	-1.3325	-2.0445	-0.97836	-0.27377	0.79156	-2.0621	-0.27276	-0.62419	0.089266	0.090787	-0.28697	1.84	0.43398	0.065341	0.066884	-0.64804	-0.9979	0.067923	-0.29321	-1.3467	0.42038	-0.99542	0.069327	-0.29084	0.087321	0.42239	0.42239	0.77503	1.1435	0.44146	2.5582	1.8473	1.8486	2.9	1.8553	1.1424	-0.62341	-2.047	-2.3949	-3.4747	-0.27752	-0.97713	-2.0443	-2.7496	-2.4077	-2.7833	-0.2668	-5.2545	-1.3227	-2.4309	-2.0394	0.42973	1.0998	-0.31228	0.045784	-0.66584	-0.31195	0.40286	0.75633	-0.66569	0.048341	1.1059	1.4634	-0.32518	1.1082	2.8727	2.1675	0.76204	1.4741	0.40691	2.1727	-1.376	0.38393	2.8742	1.0779	2.5012	1.7993	1.813	-0.32814	-0.66515	-0.3263	0.3832	1.1257	1.839	1.4884	3.2156	0.074811	1.4892	2.1909	-1.3453	-1.3386	-0.96895	-2.056	-2.0495	-0.99025	0.082089	-1.6718	1.1542	1.1266	1.482	0.41617	0.77278	0.42352	-0.99785	0.44511	-0.26593	-1.0167	-2.4358	-0.66292	1.8157	-3.5058	-3.8737	-2.0527	-3.8066	-2.0472	-2.7356	0.44958	-0.96904	0.07988	0.42885	-0.28676	0.42966	-4.8722	-3.0936	-0.28192	-0.6319	-2.0486	-0.27939	-0.31485	-2.7606	-3.8723	1.0884	2.5164	3.2153	-0.6798	0.033587	-2.0801	2.1548	2.1696	0.38961	-4.9401	-0.30796	1.8469	-4.2207
-0.11488	-0.82418	-1.1765	0.23665	-0.1139	-0.82177	-0.82457	-0.46022	-0.10876	0.24244	-0.10699	-0.4568	-0.45754	-2.5843	-0.11503	0.23733	-0.46477	-0.81145	-1.1624	-0.46263	-0.44859	-1.5151	-1.5109	-0.096173	-0.095921	-1.1607	-0.44579	-1.1631	-0.44576	-0.44534	-0.44261	-2.219	-2.2288	-0.10931	0.59396	0.95581	0.24463	-0.45829	1.3081	-0.10633	-1.8684	-2.2199	-0.10309	0.59959	0.60026	-0.10084	1.3141	0.25065	1.3145	0.25125	0.25154	0.96565	2.7198	0.9549	0.24295	2.7263	0.5954	2.003	0.23741	0.95111	-0.82805	1.6665	-1.5149	-0.82367	-2.2337	-1.5266	-2.601	-3.6609	-3.3016	-1.1828	-2.5888	-2.2375	-2.2338	-1.1888	0.57519	1.9899	-1.1911	-0.47633	-2.2796	-0.83064	0.90247	0.90435	0.20756	1.6493	-0.85519	-0.86245	0.9222	1.6246	1.624	2.6713	-1.5301	1.2747	2.6884	-0.14967	0.54509	0.92216	0.92184	0.20959	0.91534	0.91607	-1.5744	0.19647	-0.14744	1.2675	-1.9165	0.2182	-3.6342	1.3283	1.3292	-0.80328	-1.1561	-0.089414	0.26188	-0.80374	0.98281	0.96954	0.22304	-1.1539	0.24786	0.95986	1.3111	0.9614	0.96034	1.6707	2.734	0.61482	-1.1638	0.95727	0.60888	0.97864	2.0246	3.0864	1.6685	-3.3265	-4.0354	-5.8144	-0.80425	-0.44845	-1.5105	-1.1539	-1.1535	3.0486	-1.1496	-4.3466	-1.5045	-5.7815	0.25719	-1.8509	0.24673	-1.9178	0.24884	1.9805	-0.81402	-1.5501	0.55453	-0.099932	-1.2045	0.55654	1.621	0.57107	-1.8983	-4.7534	-0.86273	-2.2702	-1.8627	-1.1594
-1.063	0.36933	-0.0081643	-0.3577	-0.3591	-0.35783	-0.35713	-0.35592	-0.35583	-0.003092	0.35661	0.34891	-0.71381	-1.0665	-0.010696	0.35114	-1.4242	-0.34691	-0.69692	-1.4102	-1.4134	-0.71004	-0.69628	-1.046	-1.0461	-0.34303	-2.8102	-1.7556	0.010061	-0.70298	-1.415	0.36202	-1.4128	1.0678	1.42	0.36718	1.069	0.71844	0.71971	0.36851	0.36981	0.72069	1.0727	0.37114	0.72219	0.37246	0.72332	0.012628	1.7776	0.0021017	1.7671	1.0667	2.4804	1.4184	1.7707	2.1307	2.1317	3.1803	2.4789	1.0672	1.7698	-2.817	-0.34246	0.72017	-1.7592	-1.4051	-2.8303	-3.1875	-2.8185	-1.0423	-3.1862	-2.1314	-2.1159	0.70193	1.4097	-0.36043	-1.0623	-2.8311	-1.7901	-1.0624	-0.70928	-1.4395	-1.8002	-0.021247	1.0338	0.32998	-0.70639	2.4449	0.35652	1.3943	-1.0802	-0.030742	-1.4438	2.802	1.3763	0.68798	1.0376	0.70098	1.0383	2.4514	1.7564	2.4678	-1.4237	0.33738	0.35401	0.70113	-1.0488	-0.37393	-1.4274	-0.72326	-0.35904	0.0056191	0.0073687	-2.8137	-0.0090894	-1.7527	0.0042196	-0.69783	1.7843	-2.1157	-1.7857	-4.2426	-1.4129	0.36652	1.086	-4.9403	-1.7439	0.36786	1.0849	1.0877	-0.32644	0.71602	-2.1125	-4.2543	-2.1549	-3.2068	-1.0417	-1.4025	-1.7568	-1.4078	-2.0928	0.71862	-1.4267	-1.039	-4.2298	-0.02104	-1.4168	-1.0565	1.4118	-0.00042465	1.0501	1.0502	-0.025666	-2.1352	-1.7814	-1.0769	-1.0762	0.6907	1.0555	2.8191	-2.4904	-4.3012	-0.73493	-0.69561	2.4836	2.1062
-0.9893	-0.28072	-0.98917	-0.27598	-0.63626	0.076319	-0.27451	-0.98593	0.76892	-0.28314	0.066804	-3.8376	-0.9943	-0.64193	-0.64136	-1.7022	-1.3488	-1.3432	-0.28491	-0.63872	-0.98819	0.067466	-1.3465	-0.99523	0.068288	-0.64196	-1.003	-2.4054	-1.7038	-0.65073	-0.28844	-0.64975	-1.69	2.5412	2.1913	0.42763	0.42923	0.77992	0.42977	1.1316	0.079975	0.079384	1.4947	-2.0334	1.846	-1.6706	0.78529	1.1257	2.1891	1.8384	2.5403	3.6025	2.9018	2.1908	2.5423	1.8412	2.9034	3.2536	2.9038	3.2548	-0.25778	0.079109	-3.4628	-2.757	-2.7608	-2.7604	-2.0551	-3.493	-2.7938	-2.7937	-2.4117	-0.9951	-2.059	-0.99506	-0.99502	-2.4096	-4.8855	-4.1807	-2.7835	-2.7752	-1.7178	-2.0748	-1.0113	1.4628	-0.29618	-1.0141	-2.4253	1.4684	2.5137	0.74292	-0.30417	-0.66511	-0.66933	-1.7542	-0.28387	1.8155	-0.6599	-1.3473	0.766	2.8837	1.8247	2.1721	1.4779	0.40307	0.064618	0.065342	-1.3486	0.058796	-0.28459	-1.0026	0.064295	-0.28408	-0.29594	-0.66034	-2.0722	-1.0067	-0.6256	1.1224	-0.99186	-0.99327	0.074061	-0.98876	-0.97537	-1.3255	-0.99625	0.066096	0.4179	0.4265	-1.3236	-0.27222	0.080523	-4.1702	-4.8955	-4.5323	-4.1974	-2.7613	-2.3998	-0.96972	-1.3362	-0.27415	-2.7615	0.41258	-1.7068	-4.5384	0.060133	0.4186	-0.98864	-1.3556	-1.3547	0.40885	0.060277	-1.3559	1.1118	0.061095	0.061999	-2.7672	-1.3566	0.059166	0.7635	1.4778	2.8905	-5.2542	-3.8706	-2.0544	-1.0001	0.42012
