18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.171	18.17	18.17	18.171	18.17	18.171	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17	18.17
17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.414	17.413	17.414	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.413	17.412	17.413	17.413	17.413	17.413	17.412	17.413	17.413
16.652	16.652	16.652	16.652	16.652	16.652	16.652	16.651	16.652	16.652	16.652	16.652	16.652	16.652	16.652	16.651	16.652	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.651	16.65	16.651	16.65	16.65	16.651	16.65	16.651	16.651
15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.894	15.893	15.893	15.894	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893	15.893
15.139	15.139	15.139	15.139	15.138	15.139	15.139	15.138	15.139	15.138	15.138	15.139	15.138	15.138	15.139	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.138	15.137	15.138	15.137	15.137	15.138	15.137	15.137	15.138	15.137	15.138	15.138
14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.385	14.384	14.384	14.384	14.384	14.385	14.384	14.384	14.385	14.384	14.384	14.384	14.384	14.385	14.384	14.384	14.385	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384	14.384
13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.628	13.627	13.627	13.627	13.627	13.628	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.628	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627	13.627
12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.869	12.868	12.869	12.869	12.868	12.869	12.868	12.868	12.869	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868	12.868
12.11	12.109	12.109	12.11	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.109	12.108	12.109	12.108	12.108	12.109	12.108	12.108	12.109	12.108	12.108	12.108
11.356	11.356	11.356	11.357	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.356	11.355	11.356	11.355	11.355	11.356	11.355	11.355	11.356	11.355	11.355	11.355
10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.596	10.595	10.596	10.596	10.595	10.596	10.595	10.595	10.595	10.595	10.595	10.595	10.595	10.595	10.595
9.8405	9.8403	9.8403	9.8406	9.8403	9.8404	9.8405	9.8402	9.8405	9.8403	9.8404	9.8405	9.8403	9.8403	9.8404	9.8403	9.8404	9.8402	9.8403	9.8402	9.84	9.8401	9.84	9.8399	9.8403	9.8399	9.8401	9.8401	9.84	9.8401	9.8401	9.8399	9.8403	9.8398	9.8398	9.8402	9.8397	9.8399	9.8399	9.8395	9.8399	9.8396	9.8394	9.8397	9.8396	9.8396	9.8397	9.8394	9.8396	9.8396
9.0866	9.0864	9.0864	9.0867	9.0864	9.0865	9.0866	9.0863	9.0866	9.0864	9.0865	9.0865	9.0864	9.0864	9.0865	9.0864	9.0865	9.0863	9.0864	9.0863	9.0861	9.0862	9.0861	9.086	9.0864	9.086	9.0862	9.0863	9.0861	9.0862	9.0862	9.086	9.0864	9.086	9.0859	9.0863	9.0858	9.086	9.0861	9.0857	9.086	9.0858	9.0855	9.0859	9.0857	9.0857	9.0858	9.0856	9.0857	9.0858
