0	0	0	0	0	0	0	0	0	0	0	0.21242	0	0	0	0	0	0	0.44844	0	0	0	0	0	0	0	0.26954	0.229	0	0	0.30374	0.55361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25321	0.5795	0.52341	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.20986	0	0	0	0	0	0	0	0.6702	0	0	0	0.16791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30739	0.19071	0	0	0	0.18227	0.20464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33594	0.40664	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.14782	0.19741	0	0	0	0	0	0	0	0.46684	0	0.32218	0.55577	0	0	0	0.15167	0	0.22426	0.35059	0.60926	0.20743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21942	0.48668	0.31548	0	0	0.2395	0.26145	0	0.15984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.30178	0.2727	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32114	0.19985	0	0	0.19143	0.34535	0.35493	1.3991	2.1614	1.2564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20464	0	0	0	0	0	0.24704	0.244	0.26432	0.31667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.43169	0.71711	0.32288	0.55786	0	0	0	0	0	0	0	0	0	0.35453	0	0	0	0	0	0.22838	0.8374	0.70797	0.28899	0.2282	0.52607	1.1865	0.42052	0	0	0	0	0	0	0	0.23362	0.43507	0	0	0	0.22928	0.28951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.4223	0.38139	0	0	0	0	0	0.2759	0	0.21897	0	0	0	0	0	0	0	0.16064	0.21377	0	1.1199	1.4932	1.4749	0.33587	0	0	0	0.19318	0.57639	0.39928	0	0	0	0	0.44482	0.28777	0.19948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.15218	1.2281	1.6092	0.33792	0	0	0	0	0	0.27378	0.81578	0	0	0	0	0	0	0	0.28503	0	0	0	0.29573	0.59659	1.5069	0.40244	0.48065	0	0.38419	0.41125	0	0	0	0	0	0	0.23371	0.20992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.79501	0.13676	0	0	0	0.36252	0	0.35651	1.1286	0.20231	0	0	0.52058	0.37687	0.20606	0.49387	0	0	0	0	0	0	0.24799	0.21242	0	0	0	0	0	0	0	0	0	0	0.24552	0	0	0	0	0	0	0	0.35618	0	0	0	0	0	0	0	0	0	0	0.29208	0.18345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.87807	0.58565	0	0	0	0.17692	0.25328	0	0.15808	0.64146	0.16898	0.2408	0	0	0	0	0	0	0	0	0	0	0.36983	0	0.19863	0	0	0	0	0	0	0	0	0	0	0	0.27163	0	0	0	0	0	0.44515	0	0	0	0	0	0	0	0	0	0	0.16305	0	1.0386	0	0	0	0	0	0	0	0	0	0	0	0	0.25478	0	0	0	0	0	0	0	0.25478	0	0	0	0	0	0	0	0	0
0.16581	0.18444	0	0	0.22545	0.33223	1.2352	0.54849	0	0.21122	0.27063	0.18216	0	0	0	0	0	0	0	0	0.16109	0.30662	0.30784	0	0	0.14592	0	0	0	0	0	0	0	0	0	0	0	0	1.2479	1.1368	0.50769	0.42537	2.2751	0	0	0	0	0	0	0	0	0	0	0	0	0.23362	0.20201	0	0	0	0	0	0	0	0	0	0.25348	0.15053	0	0	0	0	0	0	0	0.6427	0.2165	0	0	0	0	0	0	0	0	0
0	0	0.1675	0.43896	0.32114	1.1134	1.0282	0.9157	0.49969	0.21249	0.23798	0.22565	0	0	0	0	0.2187	0.39819	0	0	0.49061	0.23531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26594	0.25011	1.5189	0.59659	0.75356	0	0	0	0.16305	0.23216	0	0.52012	0.32616	0	0	0	0	0.21942	0	0	0	0	0	0	0	0	0.55659	3.3244	0.8374	0.34191	0	0	0	0	0	0.32988	0.66883	0.17725	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.22531	0.68098	0.68604	0.70982	0.29164	0.16519	0.17004	0	0.29915	1.5184	0.63169	0	0	0.63493	0	0	0	0	0	0.31157	0	0	0.32868	0	0.2256	0	0	0	0	0	0	0	0	0.15358	0	0	0	0	0.24552	0.37526	0.54605	0	0	0	0	0	0	0	0.35864	0	0	0	0	0	0	0	0	0.4833	0.74646	0.15668	0	0	0	0	1.5265	2.8811	0.56814	0.28604	0	0	0	0	0	0	0	0	0	0	0
