3.5514	-0.68895	0.71857	2.4871	1.4309	1.115	1.1152	0.36636	0.71416	0.75128	-0.69718	0.73634	-0.65972	0.73817	1.8205	0.71831	1.4319	1.428	1.431	0.38173	0.7121	3.1956	1.7859	1.083	1.791	-0.3333	0.056105	0.3749	0.36958	-0.65008	0.37019	0.70883	0.023613	1.7946	1.4418	-0.66842	1.4314	1.4313	3.2004	2.4977	2.8594	0.74228	2.1279	-1.0656	2.4794	3.192	1.8077	0.74068	1.807	-1.7406	-2.8435	0.71505	1.8082	0.70939	-1.074	0.35566	1.064	0.34656	-3.2498	-4.3083	-3.6108	0.74061	1.4549	1.079	1.0841	0.38835	2.1411	2.1355	0.72232	-0.39703	0.0041801	1.7764	1.8052	1.7878	2.8685	3.5377	-0.32059	2.8342	3.8874	0.71949	1.0837	0.38415	-0.0052292	0.33263	2.4639	1.0966	1.7747	0.70609	-0.35058	2.0787	0.73362	3.5419	1.7745	1.4087	2.4778	2.8672	-0.34984	3.5273	3.1413	2.1245	-0.32984	0.7044	1.4443	-0.0014531	2.1553	3.8889	2.1138	3.1917	2.1245	-0.35764	0.38224	0.65481	2.1003	-1.7876	0.30147	2.4725	1.0935	3.1705	0.0062724	0.35978	3.8787	3.1761	2.8328	1.063	-1.4359	0.72796	1.7673	-1.4325	-3.1871	-0.31447	1.7778	2.8373	1.4219	2.1217	4.2733	1.8068	2.1606	3.1907	2.8733	1.4562	2.8378	1.4538	3.8882	2.8349	3.537	3.188	0.34766	0.72451	1.7988	1.0781	1.4317	-1.0651	1.447	1.446	0.73173
2.9473	2.5971	0.11957	-0.59055	0.85205	0.84634	0.48343	1.5316	-0.23392	-1.2984	1.8651	0.84483	0.13463	0.82743	1.1779	-1.3022	0.48133	0.13372	0.48036	0.84159	2.5944	2.6163	0.84253	0.84846	1.5262	-0.22196	2.9496	2.5754	1.862	3.6285	1.1821	1.8832	2.9528	2.2125	2.211	2.5732	2.9178	3.6543	3.6284	0.80539	-1.3146	0.081899	2.9174	-0.63257	2.934	2.5728	1.8838	1.852	1.1541	0.081295	0.43299	0.44891	2.9235	0.43352	-0.27595	0.1139	0.79575	0.073381	-0.99783	3.2594	1.1613	-0.63197	3.6509	-0.59383	-1.6838	0.79454	2.9441	2.2091	1.5193	3.9996	2.9372	1.8786	-0.98936	-2.4302	4.3598	1.1726	-0.26157	-1.7213	1.5098	1.1338	1.8791	2.9176	1.8594	1.5006	2.1949	2.9087	2.9432	2.5738	0.44372	1.4923	3.6458	2.5651	3.2605	2.1945	0.43044	-0.23694	1.1409	2.9165	-0.99605	1.5163	3.9792	3.6174	2.1938	1.1784	3.9843	1.177	2.9193	2.5919	4.3566	3.6087	3.2589	2.555	-1.0092	0.77614	2.5863	3.6052	5.7646	5.0504	4.6763	-0.25339	2.9352	2.2209	0.78197	1.8364	2.222	4.3507	6.431	3.9996	3.6124	1.1329	0.7897	5.0421	6.4554	3.652	2.5982	2.9501	4.3641	3.9891	4.3396	3.2756	3.6512	4.3442	4.0217	4.3494	4.349	3.2917	1.8774	0.45015	0.45658	2.5884	0.097005	2.2018	1.4976	1.5235	2.2012
1.9785	-0.50305	1.2511	1.6171	0.56415	1.2668	-0.85531	0.89804	0.21309	-0.14814	0.91555	0.91143	1.248	1.2485	0.21057	1.2618	1.2615	0.54359	1.2632	0.89571	1.9679	0.55725	1.2465	1.5997	0.90824	-1.9311	1.6133	2.3245	1.2476	-0.86441	1.2464	4.0844	2.634	1.2183	0.89385	2.3164	3.7311	0.89904	1.933	1.5713	2.3188	-0.1627	1.5714	-0.20216	1.2573	2.6696	2.672	1.9308	0.51524	-0.16703	-3.0038	0.15886	0.8621	0.1949	0.8658	-1.5763	0.19827	-1.9678	-0.51829	1.2148	1.2153	3.7316	2.2829	1.9317	1.5706	0.51295	3.0147	2.6641	0.89699	-1.58	-0.1714	1.2111	2.2781	1.25	2.2769	-0.20583	2.2769	-0.20622	1.2457	3.0137	1.5942	1.9623	2.3136	1.9245	2.2772	1.962	0.85696	3.3743	0.89487	-0.87704	1.5992	2.2777	3.0204	5.112	5.8504	2.3199	1.6062	4.0879	1.945	0.90085	0.51284	3.0192	-0.52336	1.2166	3.728	-1.2278	-0.52799	0.1903	0.5049	1.2355	3.3388	-1.9524	-1.2591	0.1501	0.18582	1.5924	-0.53313	-4.1056	-3.3795	3.7164	5.4831	4.7689	0.87772	3.3677	3.7159	3.718	4.0674	4.3835	2.3011	2.6602	3.7089	4.4242	1.2474	4.4104	3.0107	4.7747	5.4855	3.7205	1.9588	4.4081	5.1295	4.4192	5.1307	3.7301	4.0735	1.2068	1.2064	1.922	1.2078	2.2726	1.2069	-0.18127	2.6233	0.50258	2.6234
0.14297	2.6308	1.929	1.5621	0.84632	0.84566	0.87026	0.51729	1.2269	2.6358	1.2199	2.2843	2.6349	2.6346	3.3466	1.5585	-1.6373	0.51432	0.16198	0.52093	1.2183	2.6268	2.2887	0.86018	0.51434	-0.1964	0.15888	2.6338	-0.19643	0.857	0.50736	-1.6193	1.9081	2.6383	-0.19115	-0.57315	-1.2509	3.6667	2.2457	1.558	-0.22828	-0.92922	-1.2885	2.2496	2.9712	2.97	1.2201	3.6671	2.256	0.49075	0.84103	3.3211	1.5474	2.258	-2.0052	-2.0027	-1.9888	1.8912	-2.719	-3.825	1.8916	2.6074	0.51668	-1.9718	-2.3365	2.6344	3.3462	0.15705	2.9602	0.47896	1.1883	2.253	-3.0398	0.48214	-1.6553	1.5353	0.11602	0.13045	0.1303	-0.95225	1.186	0.46917	0.86382	-0.19069	0.82276	4.353	0.83416	0.49039	2.2481	4.7235	3.3107	0.48771	0.49228	0.8439	4.0254	1.1804	1.8946	-0.21432	0.47786	1.1939	2.6036	1.548	2.6071	2.2484	4.0476	4.0465	1.5768	-2.0056	2.9565	3.6657	0.12214	-1.9983	2.248	1.1687	-0.22643	-2.0019	1.5352	4.347	3.6591	4.7215	3.6857	6.4781	5.0655	1.914	4.3544	4.7487	2.5881	-3.0503	3.6864	4.7474	1.5598	3.3218	4.7343	6.1469	5.7925	5.7855	4.0387	4.0311	4.0368	5.1001	5.4495	5.0991	5.8004	5.4499	4.3874	2.6268	0.82684	1.8928	2.6282	1.9246	3.3408	1.1765	3.6571	2.2422	2.2428
2.9667	0.14961	1.2128	0.13378	1.9013	1.55	1.9032	1.9025	2.2121	3.6639	2.9231	2.9607	3.3117	1.5462	1.1975	-0.22129	1.8967	1.1573	1.5405	3.3104	3.6605	1.1892	0.83078	1.5445	2.2466	-0.22674	0.79412	-0.22298	1.8949	1.1918	2.2082	2.5547	2.1941	0.47543	1.1388	1.1409	0.10202	-0.26389	-0.22836	-0.23109	0.43901	0.41609	0.061805	1.4911	3.6076	2.5675	1.8414	3.6205	4.3179	3.6327	2.5541	1.1381	2.5558	0.076591	0.097683	-1.0056	-3.8036	-3.1359	-3.8403	-1.7105	4.3188	-0.27673	2.5558	-1.3224	-1.6727	2.5653	1.5007	-1.6991	3.6167	2.9003	2.575	0.79762	1.1358	2.5516	0.77293	-2.4202	2.9247	2.5735	3.9775	3.6021	4.6619	2.2006	0.78475	1.4847	-0.99664	0.06887	2.5494	0.45267	1.8475	1.1678	2.582	-4.4994	0.78212	0.79154	-0.96522	0.79162	4.6707	4.696	-0.27476	0.088066	-1.3458	1.5364	-2.355	-2.0464	2.2164	1.8371	3.9662	5.3648	4.3254	2.5941	1.157	-1.3505	1.156	0.81486	2.8945	1.8303	2.1946	2.9177	1.8287	3.9915	4.3529	5.0536	3.241	3.9436	4.3044	4.7027	2.5916	5.0569	6.4685	4.7017	2.5528	4.7012	5.0515	5.4058	5.4056	4.7079	6.8267	5.064	4.3667	6.4758	5.4105	5.0634	5.0629	4.0012	4.3238	1.8342	3.5986	1.8449	2.9437	2.1977	3.2947	3.261	5.0243	2.8951	2.1828
1.2484	0.58109	-0.52126	-1.5751	-1.2128	-0.52225	0.9082	1.2594	2.6566	3.0253	1.9545	3.0079	1.2456	1.5949	1.2444	2.3089	2.3046	0.17378	1.5953	0.5413	3.36	2.6581	3.7209	2.6578	0.53583	2.6502	1.2358	1.2393	1.5904	0.89144	1.5873	3.3502	1.2348	3.3509	4.4129	2.6528	0.54903	0.52857	-0.8693	1.5676	-1.9541	0.15186	0.50538	2.2968	1.2347	2.2796	2.2795	1.6017	4.0768	3.0142	1.9617	2.6634	0.54451	1.2079	-0.91523	-0.21005	0.14316	-3.0548	-2.7028	-1.2641	0.86224	1.9607	2.646	0.52958	-1.2365	-0.16926	-0.203	1.597	2.2973	2.661	1.5814	-3.7317	0.14442	-3.3834	-2.3383	-4.8486	-1.6482	0.8508	6.1849	6.1832	4.7716	1.9562	5.0989	1.5762	0.85068	1.5524	-0.56579	0.88402	3.6945	3.3352	0.8998	0.86628	-3.0488	-1.6226	-0.18098	1.9639	1.6023	0.50744	-0.90327	0.50672	-0.91113	-3.7276	2.9978	2.3112	0.14915	-0.18689	3.7065	1.5965	1.5951	1.9219	5.1155	-0.19263	-1.6088	2.9931	2.3031	4.4182	2.6525	1.2249	2.6355	3.7006	3.7043	3.3189	4.3982	4.7524	4.4018	4.0511	5.8136	4.4049	0.17721	4.3972	5.1081	5.8163	6.8768	6.166	6.5164	6.8768	6.1752	4.7765	7.2357	5.4737	6.5247	5.4692	5.8236	5.1224	4.4076	0.53766	1.9539	2.2923	3.345	3.7048	2.2919	2.6387	3.34	2.2907	1.9368
0.51361	-0.20719	0.15426	0.47899	1.2099	1.2047	0.50577	-0.21317	1.5625	0.84977	4.0283	4.3855	1.566	1.916	2.27	2.2709	1.9198	2.2668	1.5639	1.5684	-0.21247	2.2647	2.2679	2.9706	2.2683	2.2684	1.9139	1.5635	0.85305	2.5919	1.5667	0.50132	1.1998	-1.3031	-0.59379	3.303	2.2392	1.5338	-0.94672	0.10096	-1.3007	-4.1454	-1.2984	0.46589	-1.3004	2.5827	2.9363	1.8874	2.2388	2.237	2.2316	2.2309	2.9315	2.2177	1.1527	1.1663	-0.24458	0.46755	0.45243	2.9317	0.81962	-4.1414	0.11313	-1.6548	0.46688	-2.3631	-0.24271	-0.92199	-1.2983	2.5862	2.2306	0.46213	0.10816	-0.25308	-2.0218	-0.95824	1.1626	1.5094	3.9896	4.343	1.8781	2.2316	4.7039	1.1655	2.228	2.5789	1.5098	4.3254	4.6998	2.2345	0.45491	1.8841	-0.94626	1.869	-0.59848	-0.23793	-0.94359	0.12054	-0.95025	0.11867	-3.0764	1.1732	4.3532	1.8863	3.6498	1.1957	3.3206	1.5597	2.6106	4.7315	6.1326	-1.28	1.8771	0.80913	3.3159	1.9021	2.9263	0.81207	5.0526	5.4025	5.7526	4.3642	2.9274	1.5503	4.7273	5.0784	6.1293	5.0774	5.4277	5.7745	8.9469	1.8967	2.2512	5.0761	6.8384	7.188	6.8375	5.0787	6.1358	6.4963	6.1323	5.0806	5.0844	5.4308	1.5288	4.7064	2.2535	4.3684	6.131	5.0792	3.6664	5.4059	4.7282	4.3681	2.2294
1.0422	-1.1037	0.28884	0.29059	0.31178	-0.41458	-0.39	1.0284	-0.38734	-0.039614	1.0235	1.0248	1.3783	2.0776	4.2005	2.0761	0.3113	2.4267	4.55	3.4884	1.7002	2.0517	1.7245	3.1373	0.99743	0.30908	-0.41998	3.8141	0.28649	1.3457	0.65901	2.4003	2.7579	3.1127	0.99715	-0.78252	-1.47	-1.5039	-0.79894	1.6945	2.3963	-0.084219	1.3435	4.5188	2.3787	3.0904	4.185	3.4581	2.3783	4.5344	0.27837	2.4113	4.885	2.7729	2.7713	3.106	-0.43672	-2.1947	-2.5713	-1.5097	-3.2797	-0.80326	-3.2626	-2.5383	-1.8243	-1.4909	-0.78788	1.692	-4.7049	-3.2646	3.1036	2.7523	0.98842	-0.41045	2.023	2.0231	6.2591	5.5477	4.1464	-2.8968	0.60759	3.4685	5.9412	3.8179	4.5291	3.4338	4.8464	5.9067	3.8181	2.7482	1.3217	0.2542	0.61672	-1.8212	-3.6078	2.0299	-1.1509	1.3433	-1.1353	-5.0382	0.29656	0.63007	1.6939	-1.5076	2.3932	1.6914	-0.090386	-0.41003	-2.1939	-0.049135	0.30013	3.104	4.8624	4.5114	3.099	1.334	3.4512	4.8621	5.5867	7.3242	3.7961	0.97992	3.7987	5.5845	4.8836	6.2949	5.945	3.0969	4.5323	8.0557	4.1846	5.9203	5.209	6.9937	7.7045	7.7036	4.8843	5.5853	4.1829	6.292	6.3017	7.3285	5.567	5.9236	3.4536	4.1611	3.1025	4.8654	5.2154	4.1636	3.8034	5.2152	5.565	5.9223	5.2113
-0.249	-0.27255	-0.6234	0.44198	-1.6548	-2.0674	0.79119	-0.23896	0.11271	0.11095	0.43896	0.79061	1.5257	0.47183	1.5245	2.9386	2.9383	2.9389	3.6484	2.5878	3.6484	1.5241	5.0497	3.2871	1.1726	-0.65024	2.5298	2.2022	1.8175	0.43615	0.43701	1.8401	0.41447	1.466	1.1141	-0.30236	1.4688	1.4616	2.8753	-2.0712	3.9427	3.9435	1.4695	-0.30378	3.2323	3.5925	4.9867	2.8745	4.6366	4.2851	4.6363	4.9857	4.635	5.3532	7.1135	0.037609	-1.0283	-3.8626	-5.2763	-4.219	-3.1591	-1.0162	-2.0673	-2.0666	-2.7984	-2.7717	1.4632	0.78339	-3.4877	-4.9182	6.0482	-2.0785	-3.8414	-4.5635	0.7569	2.1705	0.043824	3.5792	1.8123	0.39465	3.9363	3.9293	6.7421	4.6298	4.2796	4.2794	6.3918	2.5157	2.1723	2.5166	4.2858	3.9356	-4.2112	-3.1419	-4.2043	-1.3811	1.4464	-0.30224	-4.905	0.76701	3.2256	3.94	-1.0059	1.4644	0.4343	-6.319	2.5238	2.8743	1.4603	2.8965	3.2228	1.1304	4.657	5.367	5.0055	2.168	1.5115	5.0363	5.7474	3.6339	-1.7408	0.39922	4.3336	5.7449	7.5061	7.1551	6.7954	5.0332	2.5361	6.4443	5.3929	5.0325	6.0936	6.4262	8.2044	8.5639	7.153	5.3914	8.5633	7.1522	7.5026	6.4416	5.7074	4.9965	3.9548	5.7169	6.4168	2.9255	5.3663	5.0053	5.7161	4.6544	4.6539	5.3653	4.9814
0.45049	-1.2772	-0.91	0.10797	0.8087	-0.95741	-1.614	-2.0217	0.80118	-2.6988	-0.25299	-0.25196	1.5662	-0.61353	1.9156	3.3287	0.15217	2.2661	2.2655	2.2663	3.3273	5.386	5.0892	1.9141	2.2115	0.45458	1.15	1.1499	3.9738	-0.91348	-0.22117	0.81403	-0.19167	-1.308	-1.6369	-0.23913	-1.303	-2.3522	1.1648	0.46351	1.5415	1.87	2.9315	3.9821	4.7169	3.3049	2.5931	2.594	2.9536	-0.22457	3.2812	5.3926	6.0924	4.0045	-0.5859	-0.96062	-2.0417	-2.3933	-3.0792	0.10357	-4.8558	1.5408	-2.0368	-1.2885	-3.4086	0.81151	-0.61108	-0.2418	-5.5905	0.47678	6.8076	-1.6424	-2.0415	-1.6679	1.5131	1.8865	2.2145	1.8629	-0.62565	-0.97941	1.8629	2.5644	5.4103	4.349	3.6483	5.0593	3.6482	5.7596	2.5629	1.511	1.1371	-0.62841	-2.024	-0.24744	-0.61525	-2.7351	-2.7107	-1.6634	-0.96138	2.5679	4.6908	1.5163	-3.083	1.8829	-0.61129	-3.0727	-0.24266	3.6285	3.6276	1.2065	3.6262	-0.25275	1.5649	1.2043	2.975	5.088	5.0874	3.6744	6.1367	2.5587	-0.97144	5.0838	3.3216	7.5451	5.7836	4.7155	6.4938	4.0207	5.7831	4.3712	5.4319	4.0037	5.0643	6.8254	7.9028	6.1143	6.8247	6.4746	4.3524	5.0793	5.4297	6.13	6.4369	5.3758	5.7261	4.0169	5.0785	6.7863	6.4363	8.5465	6.7958	6.7954	6.0844	5.384	4.3299
