5.5811	6.6473	5.9468	5.9684	5.9763	5.5963	5.6051	5.2562	5.9602	5.6102	5.2614	6.3068	5.9632	5.6085	5.9599	5.2475	5.5852	5.943	5.2366	5.6032	5.9551	5.5916	5.9565	4.9054	5.2549	5.215	5.5668	6.9965	5.9365	5.5883	5.5891	5.9433	5.5939	4.9158	5.604	6.2892	5.2543	4.5316	5.6111	5.6136	5.2479	5.6096	5.5951	5.2491	4.5577	5.9401	5.5963	4.9146	4.9058	5.2897	5.982	5.6343	5.6389	5.6408	5.2811	5.9456	5.5817	5.232	4.4945	5.5441	4.859	4.1487	4.851	4.4928	4.8769	5.2087	4.8562	5.92	5.2293	5.251	4.5448	5.606	5.2549	5.2363	5.5904	4.8771	5.8919	5.1777	5.5149	4.8017	5.1377	4.4197	4.7845	5.4172	5.8427	4.065	3.3468	3.7013	5.1131	5.1174	5.47	5.1234	5.1276	4.4247	4.7771	5.4831	5.0475	4.7651	4.0633	4.6785	5.1044
7.7686	6.7276	6.027	6.3863	5.6794	6.3935	6.7211	6.3762	6.3784	6.0189	6.3801	6.381	6.0209	6.3825	6.7377	5.6766	7.0894	6.7146	6.0058	6.3692	7.0715	6.3715	5.6747	6.3728	6.7364	6.3716	5.9986	5.2957	6.3462	6.0012	6.3636	5.6557	6.0135	6.0182	6.7377	6.0321	6.0108	5.663	6.3776	6.0198	6.3819	6.0232	6.7326	5.6763	6.034	6.4006	6.4074	5.6783	5.6826	6.0389	6.4041	5.6966	5.6951	5.3529	5.0007	5.005	6.0372	6.3597	5.2857	5.9834	5.638	5.29	5.3003	5.2913	4.9617	6.0082	4.9803	7.0808	5.3312	5.6978	6.0502	5.7019	5.3505	4.994	5.6844	5.6681	6.0111	5.2721	5.2589	4.5436	4.5299	5.2185	4.8538	5.5612	4.2178	4.1417	4.8698	6.237	5.0422	5.5567	5.5603	5.5646	5.2177	5.221	5.5751	4.5266	6.298	5.2113	4.0774	5.8428	4.8225
7.14	6.4496	6.4637	5.397	7.5095	6.1016	6.4547	6.4585	6.7975	5.4011	6.0993	6.801	6.451	7.1524	5.7499	5.404	6.8172	5.743	5.7311	6.4486	6.4506	5.7505	5.7653	5.7657	5.7516	6.8166	6.1154	5.7372	6.4355	5.0245	5.3784	6.0954	5.7523	6.4588	6.8138	5.4071	6.8075	5.7332	6.7891	5.7561	5.7409	5.0319	6.4452	5.745	6.4564	6.1088	6.8168	5.0395	5.0406	6.1121	6.4673	6.1204	6.4758	6.1521	5.7796	5.8061	6.1581	5.7496	5.4072	6.1153	5.4031	6.1154	5.4067	5.0362	4.7162	5.0585	5.7792	5.7818	5.0672	5.7933	5.8271	5.4697	5.4457	6.1463	6.1349	6.1231	5.7616	5.3919	5.3538	5.7006	5.57	4.4026	4.5938	5.2807	4.5754	5.3027	2.8885	4.2989	4.6721	5.277	5.2668	5.5581	5.2518	5.3056	4.9451	5.873	5.2271	5.5756	5.2239	5.2784	5.641
6.0275	7.8129	7.1194	7.0935	6.7374	6.7409	7.1043	6.7337	7.083	6.0236	6.0385	6.7403	6.3905	6.0273	5.6898	5.689	6.3862	6.3894	7.0766	6.7189	6.3706	7.0828	5.6718	6.7243	6.0375	6.7376	6.0223	5.9954	5.9922	6.0056	6.71	6.0154	6.3728	6.3925	6.3977	6.74	6.0572	6.3967	7.1004	6.0277	5.6927	6.396	6.3967	5.3463	6.4058	6.0652	6.0691	6.0764	6.7561	5.7148	6.071	5.7204	7.1403	6.4328	5.7347	6.0835	6.4333	5.7431	5.3667	5.3697	6.4382	6.4136	5.732	5.3743	6.0745	6.0821	6.7922	6.4569	5.7389	5.7572	6.4749	6.1348	6.1309	6.1206	6.1099	5.7612	6.4368	6.7751	6.0493	5.3361	6.0234	6.0094	5.5666	5.8438	5.6289	5.4022	5.1754	4.6845	4.9172	5.4108	5.8619	5.8588	5.1772	6.2931	5.1955	4.8176	5.242	4.8734	4.52	4.8922	5.2402
7.4023	6.7093	7.7637	6.6868	6.3305	6.3344	6.698	6.6741	7.0269	7.0226	5.6192	7.0314	6.6893	6.6766	6.3296	6.677	7.0433	6.681	6.6714	6.6735	7.0266	6.3174	6.679	7.014	7.0306	6.6798	6.3028	6.2924	5.2218	6.2926	6.6392	6.6415	6.6484	7.0182	5.9485	7.0151	6.6698	6.6866	6.6654	7.0185	6.6699	6.3125	6.3139	6.679	6.3397	5.9937	6.3374	6.3449	6.3381	6.7047	6.7102	6.0029	7.0691	6.0115	5.3131	6.3612	6.7316	6.7392	6.0114	5.6633	6.0128	6.3639	5.6644	5.3169	6.7344	7.0916	5.6883	6.0633	6.4	6.4136	6.0618	6.4321	6.4378	6.8002	5.7279	5.7166	6.4069	6.3946	5.6546	5.993	5.6327	5.6193	5.4635	5.8101	5.2245	6.203	4.502	4.7848	5.6256	5.5736	5.5762	5.3897	6.267	5.5632	6.574	6.3108	4.8199	4.8045	5.9515	4.9122	4.8709
7.106	7.4603	6.4134	7.1172	7.8209	7.8186	8.1886	7.0975	7.1005	6.7524	6.7604	7.4555	6.4055	7.8079	6.4073	6.0587	6.7615	6.0367	6.3881	7.091	6.0362	7.0891	7.0901	6.7413	6.7418	6.7549	6.7413	7.078	5.6674	6.7316	6.3848	7.7879	6.3909	6.7448	7.4506	6.4058	5.7135	7.4529	6.7569	7.0966	6.7479	6.4146	6.0686	5.713	5.7202	6.7862	6.0916	6.4489	6.7826	7.1386	6.4443	6.4448	6.8035	6.4567	5.7486	7.1638	6.8223	7.1741	6.1056	6.4647	6.5102	5.0957	7.2046	6.4807	6.1354	6.8423	6.1496	6.8643	6.8496	7.5616	7.5683	5.8119	7.5797	6.5348	7.5922	5.4712	6.5217	6.8601	5.7637	5.3972	6.4491	5.7242	5.7111	6.0564	4.8435	5.6374	4.9751	5.5912	5.6544	5.5399	6.2475	6.9793	6.3122	6.2713	5.5584	5.5557	6.3382	5.938	5.5713	6.3171	5.6357
7.0184	8.0837	7.0272	7.3812	6.3172	7.3857	6.689	6.6654	7.7127	6.6539	7.3566	6.3067	7.719	7.0099	6.3255	6.3137	6.6796	7.0056	5.9558	6.6582	6.6597	7.0121	6.6625	8.0755	5.9781	7.0151	6.6394	5.9527	6.3056	5.9582	6.3115	7.3645	6.6678	6.6707	7.0235	5.9787	6.6843	7.7364	7.0174	6.3331	6.6854	6.6909	7.0466	7.7612	7.058	7.4134	7.0688	6.6928	6.6982	7.0546	6.7111	7.0653	6.0332	7.0745	7.0775	6.3846	6.0568	6.3886	5.3365	6.4064	6.0501	6.4424	6.7448	6.7855	5.3283	5.3819	6.0336	6.4363	6.0975	7.1537	6.8103	7.8768	5.7706	7.178	6.1269	7.19	6.832	6.1199	7.132	6.419	7.1066	7.8034	7.0795	6.3625	6.5498	5.4551	5.4517	5.1781	6.2895	5.9788	5.9318	6.1693	6.4811	6.1957	6.5806	4.8162	5.8381	6.5314	5.8566	5.8847	6.1965
7.5252	7.5298	7.1841	7.1816	7.5348	7.8838	6.8018	7.8641	6.4561	7.5196	7.5217	7.1724	7.524	6.8172	6.1186	6.1206	6.4703	6.4724	7.8843	7.5359	7.8877	7.1882	7.1895	6.4807	5.7808	6.131	7.8609	6.4528	6.8052	7.1686	6.461	6.4629	7.1776	5.7833	5.7718	7.1867	7.529	7.8825	7.1875	6.8305	8.2444	6.4892	7.2053	6.4991	7.2169	6.5114	6.4903	6.8511	6.1527	7.5732	7.2309	7.585	5.1287	6.8839	6.8912	6.5432	6.8752	7.5939	7.2525	6.5509	5.8577	6.5337	8.2921	5.8814	6.9193	6.2434	5.8964	7.6668	6.9635	7.3287	6.625	6.6306	6.6363	6.6426	6.9991	6.3041	7.0149	6.2892	5.9483	6.2753	6.2557	6.2425	6.5768	6.5599	6.5438	6.149	6.4832	6.4461	6.9789	6.6616	6.729	6.3387	7.0724	6.3687	6.4043	5.6503	5.9986	5.7863	5.0074	4.8846	6.3993
6.9542	7.6597	7.6643	6.9483	7.6285	7.2808	7.6332	8.3443	6.9342	8.3475	7.6395	7.2907	7.9935	6.2363	7.6427	6.5745	6.9202	7.9729	6.9237	7.9759	7.9775	6.5778	7.6289	6.2331	6.5681	6.2079	6.2115	7.6251	7.2769	7.6303	7.6336	6.2247	7.6392	7.6424	6.5944	6.2111	6.9192	5.8605	7.2769	7.6311	7.2848	6.9407	6.2359	7.6508	6.9807	6.9589	7.6648	7.672	7.6775	6.2729	6.6411	8.0476	5.5919	5.5981	6.6675	5.2383	7.362	6.3097	7.0289	6.6876	7.0452	5.9503	6.2976	6.295	6.367	7.0608	6.357	7.7174	6.7301	6.7353	7.7926	8.1487	7.454	7.4601	6.7592	8.165	7.095	6.3906	7.4573	7.4512	7.7886	5.3111	6.3456	6.6892	5.9623	5.9214	6.2595	6.245	6.2308	7.2775	6.0729	5.4892	6.5433	6.4481	5.4443	6.1525	5.1938	5.499	5.8891	5.7693	6.8651
6.9802	7.6959	6.6403	6.9579	8.0253	8.028	6.9698	6.9711	8.0325	6.9723	7.3231	6.6382	7.3285	8.0158	6.6076	6.9733	7.686	7.6882	6.9793	7.6914	7.3329	7.3341	6.2839	6.9597	7.2836	7.2855	6.5889	7.292	5.8934	6.2466	8.0106	5.9015	6.2687	6.2456	6.248	6.6018	7.6664	5.9076	6.9625	6.9671	7.6814	6.2763	6.6324	6.2724	6.6297	7.3352	6.64	6.6471	7.3533	5.5983	8.0777	7.3729	6.3311	5.9909	5.612	5.2738	7.3941	6.0016	7.7715	6.7198	6.3788	7.3824	6.3291	6.3259	6.7357	6.7432	7.1006	7.1065	7.463	7.8283	6.7744	7.4809	5.7256	6.8054	5.724	6.4399	7.1467	7.5034	6.8091	7.516	6.1137	7.1464	6.8246	5.7024	6.3826	6.0083	5.9927	6.6783	6.6637	5.9498	4.8748	5.5621	6.1511	5.8243	5.5175	5.9047	6.5747	6.2601	6.5692	7.306	5.8548
