-6.1815	-5.8131	-5.0979	-2.939	-5.7981	-5.4409	-5.4421	-5.0407	-5.3832	-6.8188	-6.4581	-6.4171	-4.5876	-5.2648	-5.2015	-4.7903	-5.0953	-6.1317	-4.6216	-6.7612	-7.0742	-7.3742	-6.9927	-7.3069	-8.7793	-7.6611	-6.1609	-7.5921	-6.859	-6.8757	-5.1067	-5.8759	-2.3432	-2.372	-3.4901	-3.8712	-3.8988	-1.764	-6.4576	-5.7539	-5.751	-7.2226	-6.8696	-5.4032	-6.8922	-6.533	-7.5828	-6.1404	-3.6132	-8.0023	-6.896	-6.537	-5.4511	-5.0992	-5.8128	-5.8546	-3.6807	-5.8443	-6.6074	-8.4963	-8.4939	-5.2022	-5.2074	-7.018	-9.6451	-8.1558	-8.1905	-7.0767	-7.8171	-5.6169	-6.3297	-5.9687	-5.6118	-5.2517	-6.7037	-5.9841	-7.8258	-7.1448	-5.2812	-3.8382	-6.0296	-4.6153	-6.7516	-4.2295	-5.6724	-5.3039	-3.5292	-4.6013	-6.7673	-5.2731	-4.5552	-6.3361	-7.417	-6.3223	-4.5005	-7.3831	-7.0261	-7.7575	-5.2057	-7.0055	-7.0052	-5.1984	-5.916	-5.1731	-8.4871	-5.9148	-7.0067	-6.2756	-7.3647	-6.6434	-7.0037	-8.1137	-1.582	-5.5118	-6.2756	-4.1061	-6.2476	-7.7093	-7.3734	-6.6407	-8.829	-6.6106	-6.6158	-5.9033	-7.741	-5.9222	-5.1397	-6.176	-6.8944	-6.1858	-3.7281	-4.5118	-5.1654	-5.202	-3.995	-6.653	-6.2897	-6.3272	-7.3656	-7.0036
-5.0123	-4.2859	-2.8357	-4.2846	-5.7229	-5.3501	-6.4236	-4.2441	-4.9571	-5.661	-2.0482	-4.1778	-6.3095	-5.1701	-4.3987	-5.4215	-5.7351	-6.0435	-6.7208	-6.3052	-6.2511	-6.5779	-6.5384	-6.8513	-7.1701	-5.7178	-7.1589	-6.7914	-6.8041	-6.0458	-6.1031	-5.0686	-2.9564	-5.8855	-3.763	-3.7895	-4.8941	-5.9932	-5.2785	-4.5746	-6.03	-5.6825	-5.3139	-4.9766	-4.9751	-4.6016	-4.9988	-6.4459	-4.2813	-7.8782	-7.5152	-6.4322	-6.8133	-5.0037	-5.0077	-6.0924	-5.3887	-4.3101	-5.0538	-6.1584	-6.8999	-5.4433	-7.9954	-6.5587	-6.9461	-6.9595	-6.9762	-6.6107	-7.0041	-6.6294	-8.4716	-7.3278	-7.7206	-8.0761	-1.5831	-3.0122	-5.1783	-1.6001	-3.7481	-5.2044	-4.5075	-4.8667	-4.8591	-5.2091	-4.8478	-3.4202	-2.3367	-5.5613	-5.5596	-7.0144	-7.3554	-6.6144	-7.7084	-7.3485	-8.4342	-7.3051	-6.5718	-6.9255	-5.4735	-7.2877	-7.6412	-6.5596	-2.2213	-7.2801	-7.2673	-6.6841	-6.9084	-4.5308	-5.4584	-8.0004	-7.2659	-6.896	-2.2053	-5.8023	-5.8011	-7.2877	-9.4854	-6.5332	-6.5484	-4.6993	-8.3859	-6.5492	-5.0496	-7.9722	-6.4272	-5.0039	-4.64	-7.482	-8.6067	-7.8741	-6.209	-5.3966	-4.3481	-5.4197	-6.9066	-6.9351	-6.5363	-4.3578	-5.4514	-6.1762
-5.6242	0.78877	-1.698	-5.9813	-3.848	-4.9116	-4.5396	-5.5997	-4.8661	-4.15	-4.8319	-5.8682	-6.2182	-4.7286	-4.3196	-6.0742	-4.9296	-5.5935	-6.6108	-5.1275	-6.8927	-6.4806	-8.2455	-6.7531	-7.0799	-7.4253	-7.067	-6.3259	-6.3376	-5.9858	-3.1104	-0.66827	1.7614	-5.0513	-4.3797	-4.7569	-4.437	-1.5932	-3.7484	-3.4058	-5.2136	-5.2186	-4.148	-5.5987	-5.2402	-7.0485	-7.0659	-6.335	-4.881	-7.4424	-4.1903	-6.3076	-6.6807	-3.4604	2.5706	-5.6314	-4.9179	-4.9279	-3.8638	-4.958	-6.4209	-7.5399	-1.8089	-8.254	-6.4719	-3.9789	-5.7825	-6.8729	-5.8088	-6.8912	-5.4401	-1.867	-6.1502	-1.4814	-7.6175	-7.6279	-9.0985	-9.5028	-7.2698	-5.8207	-3.3083	-3.3286	-5.1259	-3.7082	-7.6546	-2.9577	-2.265	-5.4772	-6.9308	-6.1842	-7.6239	-8.3567	-5.0762	-8.3318	-5.0697	-3.6386	-5.7626	-7.2088	-7.9039	-6.8056	-7.8992	-2.4844	-5.7149	-6.424	-6.0804	-7.9118	-4.6541	-6.4415	-5.7204	-6.444	-8.2363	-0.34055	-6.4291	-6.0942	-6.0952	-7.9158	-6.0982	-6.0934	-5.3772	-7.8845	-4.9587	-5.5847	-7.8268	-6.035	-6.0679	-2.8004	-5.2993	-7.8189	-8.9035	-6.8383	-5.7159	-5.2767	-5.2988	-4.6702	-7.7788	-8.5685	-8.7503	-7.5342	-6.796	-5.3393
-4.9751	-4.262	-4.2525	-2.117	-3.1741	-4.5958	-3.1636	-1.7315	-2.4349	-1.6965	-4.89	-2.3837	-2.3603	-4.0896	-5.4632	-5.4057	-5.3442	-6.7327	-6.6729	-6.2568	-5.1206	-6.5246	-6.8266	-6.0719	-6.0257	-6.7393	-6.7289	-5.6628	-4.5837	2.8597	3.5409	-3.955	-5.384	3.794	5.1589	2.6463	-3.4001	-0.22761	1.1813	3.6376	2.9205	2.5598	1.4883	1.8333	-1.3556	-5.2693	-5.2868	-4.5793	-6.0169	-4.9404	-5.2992	-4.9429	-5.3012	-3.1392	-5.2893	0.034624	-3.1636	-5.3256	-5.3309	-6.7999	-4.6414	-6.4611	-5.3949	-6.1311	-7.6183	-6.8958	-6.5335	-6.9018	-3.3428	-6.2253	-6.1903	-3.6798	-1.5522	-5.1234	-7.6285	-5.8621	-8.7553	-7.6721	-6.2353	-6.9742	-5.8973	-3.3855	-3.7338	-4.8263	-6.9769	-7.3116	-4.7725	-5.1402	-3.3622	-4.4311	-3.709	-5.1359	-0.50556	-1.9118	-6.1663	-6.1869	-4.4002	-5.451	-5.0613	-6.1199	-4.3358	-6.8419	-5.7648	-7.5637	-7.5734	-7.3439	-7.1997	-6.8489	-9.403	-7.9193	-7.547	-0.041177	-7.9218	-6.4809	-6.475	-6.1116	-4.3458	-6.8381	-4.6776	-5.036	-7.5658	-5.0372	-6.5206	-6.8119	-3.9616	-5.3692	-5.3546	-5.7423	-7.9019	-5.4387	-6.1555	-5.3841	-7.1711	-5.8023	-5.0764	-7.2034	-7.2073	-7.9231	-6.8302	-7.1982
-5.7363	-7.1804	-4.295	-5.365	-6.8022	-4.6286	-2.1417	-5.3482	-4.2585	-4.6016	-3.8821	-3.8586	-7.0757	-5.2265	-4.4751	-5.8307	-5.7681	-6.0706	-6.3777	-7.0383	-4.826	-5.8613	-6.8934	-6.4905	-6.0747	-5.3303	-6.7809	-6.0761	-0.37186	7.4011	5.2584	2.7261	4.157	-3.6762	-5.1538	-4.4896	3.989	-0.27658	-4.5676	-2.7945	-2.432	-3.1539	0.38769	1.4392	3.1983	1.7729	-4.2852	-4.9622	-4.9645	-4.9648	-4.9713	-7.4972	-6.078	-2.4867	0.34564	-2.1436	-0.026631	-1.4508	-2.5403	-1.8307	-7.2183	-6.5133	-2.2389	-2.9563	-7.2832	-5.486	-6.5803	-8.0659	-4.8342	-5.8995	-5.536	-4.8209	-2.3237	-8.4588	-6.6154	-5.5454	-4.1023	-2.6997	-4.1358	-4.8489	-5.5851	-3.0959	-2.3844	-2.743	-4.875	-4.8634	-6.67	-7.726	-3.102	-6.2923	-5.187	-5.1682	-1.2521	-9.4973	-7.671	-10.247	-6.5821	-5.8666	-5.5001	-7.6244	-0.82698	-6.1903	-8.3641	-7.2598	-9.4601	-6.5364	-8.3511	-9.4645	-9.4369	-7.9813	-5.7948	0.60401	-8.7116	-7.9925	-6.5408	-6.5441	-6.9164	-5.4598	-5.0917	-4.0277	-6.1846	-4.8224	-6.8976	-6.1733	-2.2727	-5.4065	-4.3555	-4.0568	-5.7741	-4.0201	-5.1577	-7.9926	-5.4955	-5.127	-5.5002	-7.6162	-8.7016	-6.5233	-6.8845	-9.0739
-2.7862	-4.224	-4.5633	-4.9127	-5.6231	-4.9005	-4.5412	-3.4821	-4.8826	-5.5895	-4.5131	-5.2124	-4.8054	-4.4247	-1.8833	-5.754	-6.0498	-6.6924	-6.2747	-7.2962	-4.0054	-5.4051	-6.4402	-6.0222	-6.7025	-3.446	-5.5776	-3.8043	5.7418	9.5811	4.2837	-2.7843	-3.189	-3.9406	-2.215	-1.8894	-3.71	-4.435	-5.1658	-5.1905	-5.8958	-5.5504	-4.8444	-4.1293	-3.4226	2.234	5.7679	6.4791	6.103	1.1547	3.9683	0.43203	-5.2005	-3.0969	-0.60393	-3.8123	-4.194	-4.2039	-7.4626	-7.8341	-5.3306	-1.0709	-7.1626	-7.5484	-7.5413	-3.2628	-7.2312	-6.1567	-6.1633	-7.9703	-6.8839	-1.5291	-7.6256	-4.027	-2.8204	-6.5093	-7.6142	-5.476	-7.2747	-7.6384	-4.7733	-5.4918	-3.002	-3.7152	-4.4218	-7.6388	-4.4097	-4.401	-4.0428	-2.9613	-5.4732	-5.8166	-7.6109	-8.7009	-8.675	-6.512	-7.2112	-6.4968	-5.3874	-0.39775	-6.4422	-8.9802	-7.1707	-8.2513	-7.9078	-6.8122	-7.5236	-7.155	-6.0808	-6.8002	-0.72555	-4.2506	-8.234	-6.4403	-5.3648	-7.1753	-7.5345	-6.0799	-7.5251	-6.7916	-3.5645	-4.2762	-3.9363	-6.034	-4.14	-7.8038	-6.1112	-3.5066	-6.0232	-3.2631	-7.5253	-6.8409	-5.7617	-5.0217	-5.7451	-5.0161	-5.3665	-8.2376	-7.149	-8.2242
-0.7512	-4.2926	-1.8117	-3.2168	-4.6408	-3.5693	-5.3365	-4.977	-6.4032	-3.5407	-4.2254	-2.7881	-3.798	-4.8179	-6.2362	-6.1588	-6.4717	-6.0568	-6.356	-6.644	-5.1681	-5.115	-6.8755	-5.3729	-5.3268	-6.345	-5.6194	5.3208	10.25	3.1753	-2.1553	-0.72695	-0.43462	4.4832	-1.5856	-4.4435	-5.2219	-3.4487	1.1305	0.77078	-2.4069	-0.28727	-1.3588	-0.29264	-2.7706	-2.7735	-2.7854	-1.0135	-0.64819	2.8797	3.2246	4.9675	7.1194	0.76709	0.043499	-2.0901	0.37095	-1.7634	-2.498	-1.4524	-2.864	-3.2725	-4.7001	-8.3083	-5.8173	-3.3271	-5.8455	-8.023	-7.6528	-6.5813	-0.53528	-1.9628	-0.6873	-2.2902	-3.7259	-6.944	-9.5095	-8.4269	-6.629	-5.1862	-6.9942	-5.1881	-3.4316	-3.4274	-4.4859	-6.6449	-5.5672	-5.9113	-6.2515	-3.7457	-0.54112	2.2896	-6.2526	-5.5266	-7.3219	-6.2085	-5.8492	-6.5254	0.587	-6.1649	-8.3228	-6.1649	-5.4522	-7.9672	-6.894	-7.2431	-6.145	-5.7916	-6.8686	-6.1424	-0.42756	-5.4011	-5.806	-6.1509	-6.1389	-8.3179	-6.873	-10.911	-7.9883	-7.2049	-5.7669	-3.2789	-2.4316	-3.2792	-5.0241	-7.4849	-7.2876	-9.0309	-7.6357	-6.9017	-7.6072	-6.9228	-7.2419	-5.4736	-5.0801	-7.233	-9.037	-8.6808	-7.5763	-7.9164
0.80643	1.521	0.81517	0.46785	-4.8439	-3.4159	-1.6376	-6.6084	-4.8155	-4.0933	-4.037	-1.8758	0.27092	-1.4698	-4.6303	-6.0215	-5.2379	-5.903	-5.8416	-6.8587	-6.8047	-4.965	-6.3422	-7.0041	-5.1741	-5.843	-4.7377	4.792	11.102	0.55401	-1.9632	4.711	6.0818	-1.3703	-3.1821	-3.2209	-2.5534	-3.6509	-2.2379	-2.2484	-3.3044	-2.6062	-2.9606	-3.3114	-2.6104	-2.6063	-2.9605	-1.8981	-3.6707	-2.9622	-2.2282	-1.1733	1.2859	5.5155	3.7375	0.19684	-4.4264	-6.9454	-6.5919	-7.7237	-5.9234	-6.6467	-10.311	-9.5959	-8.5112	-2.4599	-4.6084	-0.71332	-1.4298	1.3827	-0.39123	-5.6845	-8.2127	-5.6941	-7.4784	-7.1484	-4.6421	-7.4993	-5.7317	-6.105	-4.6832	-3.6112	-3.9753	-6.467	-5.3916	-3.9886	-5.0394	-6.1002	-8.2502	-8.2636	-7.1606	-3.9311	-3.5634	-7.128	-6.7656	-5.6887	1.0733	3.1929	0.028771	-8.8846	-7.4396	-7.4383	-9.2402	-5.6342	-8.8746	-7.8016	-7.4164	-9.1964	-4.5366	-8.1159	-1.339	-1.3377	-5.6233	-6.3447	-5.6028	-7.4124	-8.8666	-5.6351	-7.0858	-6.8136	-5.2207	-3.0868	-4.8727	-1.6251	-8.7052	-10.123	-7.4422	-9.2481	-9.6333	-6.0361	-7.4337	-7.8104	-8.5105	-7.0715	-8.1576	-6.3431	-7.7831	-9.5955	-6.6706	-4.8818
1.2775	0.2012	-2.6013	-1.1917	-1.2028	-1.5323	-3.6652	-5.7842	-3.64	0.99259	-2.5189	-3.9128	-4.2408	-1.0348	0.76221	-2.7295	-5.5064	-6.8919	-7.1947	-6.4287	-7.0854	-4.8974	-4.1382	-6.578	-6.8884	-3.6267	-4.2955	0.0058969	12.302	7.6832	3.4347	4.0814	1.9385	-3.0518	-6.3064	-4.9209	-3.8673	-1.7884	-1.7887	-1.4415	-4.6374	-3.9232	-4.3012	-4.3002	0.66841	-4.2909	-0.74074	-1.7715	-4.9616	-4.9683	-0.72594	-4.9701	-2.1388	-4.2872	3.8334	4.5071	-0.79938	-2.9308	3.4105	-6.8732	-1.566	-10.536	-10.175	-8.0272	-6.9748	2.2498	3.9948	-1.6685	-0.25586	-2.7124	-2.017	-3.433	-5.2295	-6.2941	-4.1646	-9.196	-9.9365	-5.2573	-4.5532	-5.6328	-6.3553	-6.7189	-4.5759	-1.032	-2.8051	-5.2847	-6.3582	-6.7183	-7.0788	-6.7044	-6.6913	-5.2464	-0.99766	-0.24617	-0.60124	1.5195	-0.22903	-10.589	-9.1396	-5.9068	-6.9657	-6.615	-8.4076	-8.0198	-9.1205	-7.6782	-7.6611	-9.4658	-6.9396	-7.2907	-5.8669	2.6318	-3.034	-3.3896	-9.1016	-10.208	-7.2981	-7.9942	-6.5561	-7.4022	-7.6296	0.18085	-0.17849	-9.7084	-8.651	-10.149	-9.1306	-6.9723	-6.6279	-7.6877	-8.7836	-6.5994	-8.4158	-7.6536	-8.3711	-4.4493	-8.7415	-9.8142	-9.4535	2.6355
5.1769	2.7171	-0.45647	0.96234	-1.4989	0.97801	0.28526	-0.74526	-3.5656	-3.9073	0.68805	-3.5302	-1.7323	-6.6565	-5.2077	-1.983	-4.4079	-5.783	-6.4354	-6.7342	-7.4068	-6.2806	-4.4518	-6.1839	-6.133	-3.9087	-3.8579	8.8591	11.299	11.612	4.5363	4.132	3.0324	0.51779	2.2464	2.5741	0.77898	-1.7293	0.71607	3.19	1.06	-1.7708	-3.5281	-3.1764	-3.8807	-3.8441	-1.0053	-0.66261	-1.368	-3.8396	0.38869	-2.4427	-7.0799	-4.9547	-7.1087	5.6248	4.2074	4.5421	2.7635	3.4464	-9.2702	-11.561	-9.4076	-5.4925	-1.2359	5.0884	-5.8392	-6.9247	-5.1806	-8.7357	-6.9695	-7.3419	-8.0483	-4.8364	-3.7977	-6.6292	-8.4386	-7.0208	-3.0955	-7.0197	-5.9602	-4.5371	-4.526	0.059222	-5.9489	-5.9651	-7.3942	-4.1878	-5.605	-5.95	-8.4191	-6.2671	-9.1231	-5.887	1.0508	0.49286	-8.7399	-6.9425	-8.0191	-7.3065	-5.872	-7.6599	-9.5448	-6.6058	-7.7122	-10.515	-7.631	-6.5601	-7.981	-9.4268	-8.3285	4.4356	2.3117	-6.897	-7.9431	-8.3055	-7.0149	-4.651	-5.2616	-2.2519	-2.1647	5.5016	-1.2366	-10.431	-9.0038	-11.269	-8.0412	-6.9941	-9.4521	-8.7155	-8.3603	-9.4223	-7.7753	-7.71	-6.8825	-8.6952	-7.6148	-7.6131	-9.0531	0.91539
