5.773	5.4282	7.1525	8.0722	7.3615	7.361	7.7203	7.7271	7.0164	7.0473	7.7573	7.7565	7.3958	8.4657	8.1048	9.1645	8.1035	7.3926	7.7521	7.0405	7.7491	7.7478	7.0362	8.0859	7.0312	7.0298	7.3714	8.0876	8.0857	7.3986	6.6937	7.4026	7.0506	7.3996	8.4683	7.7563	7.0445	7.7535	8.4621	7.7501	7.7484	9.1572	7.7451	7.3829	7.7411	8.0896	7.0275	7.736	8.4451	7.3933	6.6945	7.4033	7.7488	8.0975	8.4561	7.384	8.4527	7.7407	8.0895	8.0879	7.3765	7.4029	7.402	8.0842	7.0501	8.47	7.3985	8.1081	7.7928	8.5021	7.4308	7.4298	8.1387	8.1379	8.1369	7.7862	7.4223	7.4245	7.0735	7.0726	7.0686	7.4205	6.7088	7.0649	7.414	7.7754	7.0607	7.7738	7.8137	7.817	8.1704	7.1138	7.4676	7.4714	7.4751	7.4792	7.4835	6.7943	7.8522	7.4966	7.5167	8.2065	7.4932	8.2116	8.2367	8.2347
8.0421	8.0413	7.6803	9.1001	7.3289	7.6787	7.678	8.738	7.6772	7.6766	6.6155	7.6754	8.385	8.7345	8.0336	8.3829	8.3823	6.9614	8.7183	7.6575	7.6881	8.0467	8.7455	8.0439	7.6827	8.7415	8.3902	8.7389	6.9666	8.0355	8.3839	7.3218	6.9669	7.3184	7.3168	6.955	7.3139	8.3797	7.3176	7.6662	8.0571	7.6952	9.4639	7.6917	7.6899	9.1086	8.3966	7.6845	7.3328	8.3917	9.1004	7.6786	7.327	8.0356	8.7341	8.3823	8.0307	6.9655	7.6744	7.7069	7.7057	8.0646	8.4138	7.7029	9.1226	8.4117	7.7008	8.4102	8.4095	7.6982	8.4075	7.6961	8.0553	8.0711	7.6928	8.7519	8.0509	8.0671	8.0661	8.4531	7.3916	8.101	7.0297	8.099	7.3874	8.0964	8.4456	8.4445	8.0933	8.7957	7.3883	8.4516	7.7445	8.1078	8.1085	7.7546	8.4656	7.4087	8.8228	9.2402	8.1825	7.4752	7.823	7.8206	8.5282	8.8765
8.3845	8.3834	8.033	7.3217	8.0316	7.6777	8.0303	8.74	8.0292	7.3155	8.407	8.4727	6.9984	8.7654	8.0545	7.3434	8.0532	8.4027	8.4022	7.341	7.3404	7.6997	8.0483	8.4273	8.4261	8.4248	8.0732	8.4218	7.357	8.7757	8.096	8.0942	9.1529	8.0907	7.7391	7.3774	8.4363	9.1449	9.1432	7.7314	9.1401	8.4283	8.4265	8.4247	8.0798	9.1314	8.4191	8.0675	8.0657	7.7206	8.4521	7.7438	8.0993	7.3874	8.0961	8.4446	8.443	8.4415	8.8003	9.1491	7.027	8.4363	8.0847	8.4338	8.4329	8.4321	8.8286	7.3704	8.8269	7.7657	8.5006	8.4995	9.2089	8.8577	8.4967	8.4954	8.4946	8.8536	9.203	8.4919	10.271	8.1398	8.4888	8.8477	8.4864	7.0746	7.7708	8.4698	8.1183	8.1173	7.8211	8.1617	8.1655	7.4591	8.5235	7.117	8.5321	8.8965	8.1908	8.5436	8.1958	9.2585	7.5065	7.8097	8.1576	9.2226
6.6949	7.7861	7.7857	7.4348	7.4343	9.2042	8.4934	9.2029	8.8423	8.4917	8.4912	8.1304	8.8401	8.8394	7.7786	7.7778	7.427	8.4869	8.1262	8.1224	8.4818	7.4528	7.452	8.8315	8.12	7.0583	7.7672	8.4759	7.054	8.8229	8.1109	8.4696	8.1076	8.106	8.4643	8.1026	9.1714	7.7495	8.835	7.4231	7.7716	8.8627	8.8608	8.5088	8.1473	8.8555	9.5639	8.8521	9.2103	8.1381	9.2067	9.5552	9.5535	8.8418	8.1299	8.1285	7.4334	8.1323	8.1309	8.1226	7.4618	7.8105	8.1594	7.4579	7.807	9.2267	8.1559	9.2254	8.1545	9.934	8.8629	8.5119	9.221	9.9301	8.1486	8.8575	8.5065	8.1518	7.4436	8.5098	8.1862	8.1785	9.6047	7.8333	8.8925	9.6015	7.4798	8.8892	8.1779	8.537	8.1761	7.8251	7.8284	8.5421	8.5454	7.4886	7.8425	7.4959	7.8357	7.8377	8.2407	8.2436	8.2462	8.5885	8.9403	8.5881
7.752	9.5318	9.1712	9.5306	6.6891	8.4591	7.7482	8.8179	8.4572	8.1065	8.1346	7.4238	8.8437	7.7728	7.7721	8.4817	8.4812	9.1906	8.8401	9.5495	8.8386	8.8379	7.417	8.8169	8.1059	8.1045	7.7431	8.1017	7.4166	8.4486	7.7636	9.5744	9.2126	8.1505	7.7891	8.8576	8.1458	9.5646	8.1428	8.4913	8.1395	9.1982	8.8464	8.8445	8.4827	8.4809	8.8392	8.8375	7.7654	8.8205	9.2015	8.8496	8.8477	8.8461	8.8446	8.483	9.552	8.4803	8.4789	9.1878	8.1261	8.4748	9.1837	8.1589	8.1211	7.76	8.4694	8.5051	8.8278	8.1534	7.1277	7.8269	8.8963	8.8954	9.6045	8.8933	8.8923	8.1812	7.8198	9.239	8.8879	8.8869	8.5258	8.1744	8.1734	8.8824	8.5177	8.1698	8.8755	8.1643	9.2627	9.2618	8.2006	7.8431	8.9174	8.2115	7.8557	8.5696	8.9327	9.6455	8.938	8.5804	8.5825	7.8539	7.8558	7.8574
7.7626	8.1438	8.8535	9.2129	8.5021	8.1413	8.8508	9.9205	9.5598	9.2092	9.5586	8.4977	7.7871	6.7262	7.7859	8.8455	8.1346	8.8443	7.7834	8.0993	7.4206	8.13	8.4894	9.1587	8.4479	9.1574	8.4462	8.4447	8.4431	8.7916	8.4399	8.7884	9.1467	7.7247	9.1434	8.7817	8.4301	7.7349	7.7167	8.792	8.4726	8.8208	8.8193	8.8174	8.4656	8.814	8.102	9.1706	8.4587	9.1669	8.4549	8.8031	7.7409	9.5095	10.218	8.7961	8.0911	7.3729	7.3779	8.4803	8.4791	8.1175	9.1865	8.1151	9.1843	8.113	8.4723	10.242	9.1809	9.8904	9.1794	9.1785	9.1775	9.1763	9.1755	8.1042	8.1029	8.1483	7.7969	8.8559	8.8917	8.5404	9.2497	8.5385	8.8875	9.2465	8.5352	8.8844	9.2434	9.9525	7.821	8.1701	9.2393	7.1077	8.5285	7.4683	7.4654	7.8279	9.2573	8.5429	8.5988	8.6019	8.2446	8.9771	9.3397	8.6317
9.5057	6.7405	7.1325	8.4336	8.4331	8.7925	7.1244	7.7474	8.4569	8.4561	8.274	7.1684	8.1364	9.556	8.1351	7.8771	7.5977	8.8435	8.1328	8.1321	8.8417	8.4809	8.4802	8.4794	7.7685	8.4781	8.8639	8.4764	7.7912	7.7896	7.8199	9.2387	8.5268	9.2353	9.2337	9.232	9.2305	9.589	8.5171	10.296	8.5141	8.1623	8.5106	8.8687	8.1569	9.5755	8.1534	8.5082	9.2164	8.897	7.8252	9.9536	8.8915	8.8896	9.5979	8.886	9.5947	9.9434	8.1717	9.2305	8.1689	9.2279	7.8061	9.2251	8.1639	8.5128	8.872	7.8009	8.1464	8.5303	9.2398	8.5288	7.8177	9.2372	9.5963	9.5952	9.2343	8.8832	8.5217	8.5207	9.5897	9.2283	9.2268	8.5156	9.2246	8.8733	8.9083	8.5471	8.546	8.2334	7.8725	7.1613	7.5205	8.5798	9.6491	8.5777	8.9414	9.2947	9.2979	8.2406	9.3036	9.3062	8.5984	8.9295	8.2213	7.5131
6.2714	9.6005	7.8166	8.3899	9.0994	7.6785	9.0982	8.3875	9.0969	9.0962	8.7457	9.0951	9.8047	9.454	7.6731	7.7595	7.6718	8.7275	7.3206	8.3985	8.3977	8.397	9.1066	8.0551	8.0544	8.7639	9.1133	8.4023	8.4016	8.7602	8.0483	8.3968	8.3951	8.3934	8.3918	9.1003	7.6784	8.393	8.4237	8.7824	8.0705	9.489	9.8374	9.1255	9.4839	8.7721	9.4804	10.189	9.4769	8.765	8.7632	8.051	9.1094	8.0473	8.0414	9.1037	8.0376	8.0362	8.7778	8.7765	9.4854	9.1239	8.7727	8.0613	8.7704	9.4795	9.4786	8.4077	9.477	9.4763	8.0551	8.7643	9.4735	9.4725	8.7614	9.1064	9.8154	9.8143	8.7891	9.138	8.787	8.7856	9.8444	9.4929	9.8417	9.8407	9.1295	10.199	9.4875	9.8366	9.4855	9.1244	8.4133	8.0622	8.0611	7.7354	8.444	8.4451	8.4892	9.203	8.8562	8.1494	9.5725	9.2149	8.1573	8.8698
9.0509	8.3398	7.979	7.6283	8.3378	7.267	8.3423	8.0138	8.7234	8.0126	8.7222	8.7216	9.081	8.0104	8.7198	9.0793	9.0786	8.368	9.0774	9.4269	9.4262	8.7154	9.0748	7.2731	6.986	8.0177	8.7272	9.4689	8.1413	8.1375	9.116	8.0442	9.4627	8.7509	8.3992	9.4578	10.166	9.4547	9.453	8.7413	8.7396	9.8081	8.3862	8.3844	8.7327	9.437	8.375	8.7557	9.4641	9.1123	8.7504	9.1087	8.7466	9.4549	9.1028	9.8111	9.8093	9.0973	8.7357	9.0943	9.803	10.152	8.38	8.7288	8.7277	8.0323	8.4253	8.4244	9.1338	9.1331	9.4825	8.4215	10.191	9.48	9.479	9.1279	10.537	9.126	9.4749	9.1237	9.4724	8.4109	9.8297	9.4838	9.4823	8.7708	9.4797	8.8061	9.8753	10.224	9.5135	9.5124	10.222	8.8005	8.4492	9.1577	8.7961	9.1545	8.4443	9.1574	8.8001	8.4527	8.8052	8.4264	8.4286	9.1363
9.5424	8.4705	9.8894	7.7584	8.4679	8.1172	9.5369	9.1762	8.1152	8.8248	8.4641	7.4034	6.3326	7.0421	8.8575	9.207	7.1082	9.2382	8.8874	9.2368	8.6271	7.563	8.5247	8.5579	8.5328	8.4521	7.0309	8.1005	9.16	8.0988	7.7378	7.7369	8.8055	8.4692	6.3371	9.2085	8.1469	8.4955	9.2039	8.8521	9.2005	9.909	8.487	9.1953	9.5536	9.9019	8.84	9.1884	8.4765	8.4746	8.4729	8.1209	8.1191	7.4126	8.1208	8.5016	8.8598	8.1478	9.9162	8.8541	9.2029	9.9117	9.5604	8.8492	8.8479	9.9071	8.846	8.8452	9.1944	7.7734	9.5528	8.4817	7.4363	7.7699	8.8547	9.5988	8.8878	10.297	10.656	9.9448	11.004	11.362	10.651	10.65	9.228	9.9365	10.995	9.5839	9.2229	8.8719	9.581	7.7996	7.7985	9.2132	8.1515	8.5387	7.8272	8.5357	8.8943	9.6027	9.6058	9.6091	8.9019	9.6346	9.2772	8.9296
8.6279	8.6262	7.9146	7.5583	6.8795	9.3692	7.9484	9.008	9.3674	9.7168	8.6562	9.0056	9.005	9.0044	7.5835	8.2932	8.6526	9.3622	8.2913	8.6507	8.0894	7.9393	7.2038	7.2325	8.6846	8.6839	7.613	8.6824	8.3216	9.3909	8.6798	9.389	8.678	9.0267	8.675	8.3133	8.3118	7.9602	8.3085	7.5967	7.245	7.5933	7.9572	9.048	7.6259	9.0446	9.4028	9.7511	10.459	9.7476	9.3957	7.9735	8.3217	8.68	9.0281	7.606	9.0244	7.9623	8.3105	7.5984	7.5964	7.6203	6.9088	9.071	9.4299	8.3588	9.0681	9.4273	9.0666	10.126	9.4251	8.3541	9.4235	9.7727	8.0018	9.771	8.3498	9.0589	8.3476	9.0565	9.0552	8.3591	9.0678	9.4627	10.521	9.81	9.8085	9.457	9.0958	10.515	9.094	10.513	9.092	7.6705	9.4494	8.0278	9.4466	8.3748	8.3732	8.3714	8.7297	7.3104	8.0182	8.0517	9.1151	8.768
