2.416	1.0362	2.4228	2.4393	1.4106	2.0894	2.4408	2.7807	1.4198	2.4499	2.0866	2.4512	1.7482	2.4389	2.1033	1.7638	2.0981	2.4126	2.0867	2.7845	1.0569	2.0946	1.747	1.7548	1.0653	1.0347	1.7495	2.0858	1.7465	2.0873	0.71906	1.7621	0.38241	1.7566	0.37057	1.4233	2.0865	1.0631	1.42	1.4207	1.4154	1.0663	1.4234	1.0679	0.72852	1.0526	1.7495	1.3974	1.4057	1.3997	1.0574	2.0744	1.7475	1.7358	1.053	1.7652	1.7447	1.4129	2.7654	2.426	2.0827	1.737	1.0749	1.0752	1.7519	1.745	1.7395	1.7632
2.2199	3.2466	2.573	2.5609	3.2635	3.2429	2.5567	3.2604	2.9029	2.9072	3.5877	2.9218	2.5586	2.9093	2.9193	2.906	2.9028	2.5707	2.231	2.2299	3.2615	2.2352	2.5793	2.5761	2.2284	2.5688	2.2331	2.5739	2.5571	2.9292	2.5761	3.2666	1.8833	2.5728	2.2294	1.5708	1.8838	1.5658	2.2627	1.882	1.9114	2.237	2.6009	2.2379	2.5748	1.9027	2.5808	2.2537	1.8916	2.5944	1.9051	3.2897	2.2566	2.5959	3.287	1.5263	2.561	2.2555	2.6	1.9069	2.2612	2.598	3.2798	2.2542	1.9087	1.5569	2.2564	1.8945
3.3068	3.3027	5.4269	3.3571	3.0172	4.0312	3.6951	3.695	4.0294	3.3424	3.0029	3.0026	3.3392	3.7057	4.0277	3.3407	3.3412	3.6916	3.6958	4.0323	2.6579	4.032	4.7165	3.3432	4.0314	3.3657	3.6949	2.999	2.9995	3.3678	2.6877	3.7145	3.0012	3.7154	3.3419	3.3662	2.6594	3.0277	2.6883	3.0244	2.6849	3.7154	3.3658	2.999	2.6873	2.9739	2.2996	2.975	2.9692	3.3075	3.3146	3.3069	3.9977	3.3146	3.3065	3.3156	2.9761	3.6606	3.3152	2.972	3.3164	2.6637	3.6566	3.3136	2.6344	2.6351	2.6534	3.6603
3.4074	3.7141	4.0721	4.43	4.0664	3.7151	3.7228	3.7364	4.4033	3.7377	3.7382	4.1062	3.739	4.4118	4.7621	4.0899	4.086	4.4026	4.7807	5.1171	3.3973	4.0881	4.0888	4.0808	4.1077	4.0944	4.4304	3.4007	4.0787	4.4453	4.0883	3.4026	4.7832	3.7397	4.1079	4.0627	3.7411	3.3894	3.4163	3.0669	3.0675	4.0818	3.7585	3.3926	3.4147	3.716	3.3658	4.754	4.0408	3.7141	4.0426	4.0434	4.0679	4.0448	3.0292	3.6959	3.7079	3.6921	4.4103	4.0672	2.6863	3.6946	5.103	4.0624	3.3809	3.0446	3.3777	3.0284
5.1425	4.7979	4.0967	5.8285	5.1325	5.8289	5.1394	4.8001	5.1484	4.4614	5.1358	5.1455	4.7983	5.1325	5.489	5.8368	4.4593	5.1311	4.4601	5.4904	5.128	4.4574	5.1458	5.1388	4.7909	5.1338	5.1344	4.4548	5.149	5.1493	4.465	4.8052	4.8058	4.4663	5.1311	4.8057	4.4528	4.1173	5.4842	4.7903	4.1008	4.4675	4.468	3.7698	5.1464	5.1402	4.4694	4.4615	4.5063	4.4634	4.4905	4.1104	4.4612	4.8019	3.8163	4.1569	4.4611	4.804	4.8044	5.1424	4.4868	4.4614	4.5062	4.8033	5.1442	4.805	4.4919	4.464
4.8997	5.9399	5.246	4.5721	5.59	5.9359	5.2844	4.8975	6.2782	5.6265	5.9633	5.9637	5.2742	5.6146	5.6287	6.3006	5.6108	5.247	6.3148	4.9354	5.6125	5.2871	5.9555	5.6148	5.6161	5.2714	5.6196	5.6263	5.6267	5.9709	5.6212	5.9776	5.6215	5.6015	4.921	5.2634	5.9704	4.5888	5.2819	6.3126	5.6208	5.6214	4.918	4.9314	5.2818	6.0005	4.9246	5.293	5.294	5.6173	5.2958	5.9929	5.2798	5.9882	4.9503	5.6409	5.6352	5.3018	5.6184	4.9526	5.2944	5.6415	5.2986	5.9895	5.6396	4.9441	5.6411	5.3042
5.2785	5.9848	6.9987	5.9848	5.6263	5.6293	5.6339	6.3147	6.3093	5.9715	6.6622	6.3065	6.657	6.6574	6.6578	6.0018	6.002	5.6283	6.0025	6.6884	6.6892	6.3062	6.3408	6.0015	5.996	6.3427	7.0334	5.6638	5.9997	6.0001	6.3342	6.6568	4.9649	5.3055	6.33	6.3371	6.0042	5.3087	5.6611	6.6918	6.33	5.6344	5.6511	5.6891	5.9981	5.2959	5.9865	5.9695	5.984	5.9802	5.645	5.292	5.6704	5.6712	6.6742	5.9848	5.6667	6.0134	5.99	6.0095	6.3263	4.9808	5.6477	5.2948	6.7035	6.3542	6.0088	6.0096
6.6729	5.9845	6.6746	7.3462	6.3289	6.3171	5.9538	5.9806	6.3191	6.3336	6.6604	7.3648	6.6615	6.6435	6.6715	6.3318	6.672	7.3623	7.009	7.3496	7.024	6.6822	6.6753	6.6714	6.6722	7.0266	6.3334	7.0239	7.3506	6.6748	6.3352	6.6794	7.0292	6.3398	6.3328	7.3711	6.678	6.6826	6.6796	6.3365	6.6848	7.043	6.6812	6.3255	6.6821	7.0463	6.3431	6.6837	6.6844	6.3412	6.0097	7.0506	6.3566	6.6975	6.3581	6.6825	6.3592	6.6773	6.3601	6.3446	6.7013	7.052	6.6757	6.6764	6.6997	6.002	6.0027	6.012
7.1142	6.4205	7.4468	7.7872	8.4915	7.4658	7.4663	7.8022	7.4589	7.4596	6.4203	7.4609	7.8052	7.4657	8.1461	7.8064	7.8059	7.1088	7.4632	7.1314	6.7704	7.4687	7.1331	7.4661	7.4668	7.8113	7.1311	7.4678	8.5122	6.7926	7.4831	7.4836	7.4842	8.1587	7.8255	6.7914	7.8221	7.4827	7.4835	6.4304	7.1349	7.4793	7.4861	7.1142	7.1309	7.0751	6.731	6.7317	6.3823	7.0592	7.4238	7.0668	6.7214	7.7523	7.4268	6.3874	7.0732	7.0598	8.1042	7.751	8.1054	7.4261	7.7668	7.0714	7.4222	7.0682	7.4329	6.736
7.4681	7.1283	7.4686	7.4568	8.4873	7.7978	7.7983	7.7987	8.1354	8.1451	8.4896	8.4864	8.1331	8.1512	8.8379	7.7981	8.1525	8.1492	8.4937	7.7996	7.8001	8.8407	7.4651	7.8018	7.1186	7.4631	7.8038	8.4943	8.154	8.1483	7.8051	8.4957	8.4963	7.4669	7.4652	7.4658	8.8426	7.1509	8.1531	8.49	7.1206	7.4612	7.4618	7.1262	7.4667	7.7933	7.7939	7.8084	8.159	7.8049	7.8057	7.8064	8.481	6.4356	8.1586	8.1593	8.1437	8.1442	7.4637	8.1543	7.8072	7.8056	8.8463	8.4832	8.1602	7.8087	8.1595	8.4955
