43.368	43.405	43.441	43.478	43.515	43.551	43.588	43.625	43.661	43.698	43.734	43.771	43.807	43.844	43.881	43.917	43.954	43.99	44.027	44.063	44.1	44.136	44.172	44.209	44.245	44.282	44.318	44.354	44.391	44.427	44.463	44.5	44.536	44.572	44.608	44.645	44.681	44.717	44.753	44.79	44.826	44.862	44.898	44.934	44.971	45.007	45.043	45.079	45.115	45.151	45.187	45.223	45.259	45.295	45.331	45.367	45.403	45.439	45.475	45.511	45.547	45.583	45.619	45.654	45.69	45.726	45.762	45.798	45.834	45.869	45.905	45.941	45.977	46.012	46.048	46.084	46.12	46.155	46.191	46.226	46.262	46.298	46.333	46.369	46.404	46.44	46.476	46.511	46.547	46.582	46.618	46.653	46.689	46.724	46.759	46.795	46.83	46.866	46.901	46.936	46.972	47.007	47.042
43.396	43.432	43.469	43.506	43.542	43.579	43.616	43.652	43.689	43.726	43.762	43.799	43.835	43.872	43.909	43.945	43.982	44.018	44.055	44.091	44.128	44.164	44.201	44.237	44.273	44.31	44.346	44.383	44.419	44.455	44.492	44.528	44.564	44.601	44.637	44.673	44.709	44.746	44.782	44.818	44.854	44.891	44.927	44.963	44.999	45.035	45.071	45.107	45.143	45.18	45.216	45.252	45.288	45.324	45.36	45.396	45.432	45.468	45.504	45.54	45.576	45.612	45.647	45.683	45.719	45.755	45.791	45.827	45.863	45.898	45.934	45.97	46.006	46.041	46.077	46.113	46.149	46.184	46.22	46.256	46.291	46.327	46.363	46.398	46.434	46.469	46.505	46.54	46.576	46.611	46.647	46.682	46.718	46.753	46.789	46.824	46.86	46.895	46.93	46.966	47.001	47.036	47.072
43.423	43.46	43.497	43.533	43.57	43.607	43.643	43.68	43.717	43.753	43.79	43.826	43.863	43.9	43.936	43.973	44.009	44.046	44.082	44.119	44.155	44.192	44.228	44.265	44.301	44.338	44.374	44.41	44.447	44.483	44.52	44.556	44.592	44.629	44.665	44.701	44.737	44.774	44.81	44.846	44.882	44.919	44.955	44.991	45.027	45.063	45.1	45.136	45.172	45.208	45.244	45.28	45.316	45.352	45.388	45.424	45.46	45.496	45.532	45.568	45.604	45.64	45.676	45.712	45.748	45.784	45.82	45.855	45.891	45.927	45.963	45.999	46.034	46.07	46.106	46.142	46.177	46.213	46.249	46.285	46.32	46.356	46.391	46.427	46.463	46.498	46.534	46.569	46.605	46.641	46.676	46.712	46.747	46.783	46.818	46.853	46.889	46.924	46.96	46.995	47.03	47.066	47.101
43.451	43.488	43.524	43.561	43.598	43.634	43.671	43.708	43.744	43.781	43.818	43.854	43.891	43.927	43.964	44.001	44.037	44.074	44.11	44.147	44.183	44.22	44.256	44.293	44.329	44.366	44.402	44.439	44.475	44.511	44.548	44.584	44.62	44.657	44.693	44.729	44.766	44.802	44.838	44.875	44.911	44.947	44.983	45.019	45.056	45.092	45.128	45.164	45.2	45.236	45.272	45.309	45.345	45.381	45.417	45.453	45.489	45.525	45.561	45.597	45.633	45.669	45.705	45.741	45.777	45.813	45.848	45.884	45.92	45.956	45.992	46.028	46.063	46.099	46.135	46.171	46.206	46.242	46.278	46.314	46.349	46.385	46.421	46.456	46.492	46.528	46.563	46.599	46.634	46.67	46.705	46.741	46.776	46.812	46.847	46.883	46.918	46.954	46.989	47.025	47.06	47.095	47.131
43.478	43.515	43.552	43.588	43.625	43.662	43.698	43.735	43.772	43.809	43.845	43.882	43.918	43.955	43.992	44.028	44.065	44.101	44.138	44.174	44.211	44.248	44.284	44.321	44.357	44.393	44.43	44.466	44.503	44.539	44.576	44.612	44.648	44.685	44.721	44.757	44.794	44.83	44.866	44.903	44.939	44.975	45.011	45.048	45.084	45.12	45.156	45.192	45.228	45.265	45.301	45.337	45.373	45.409	45.445	45.481	45.517	45.553	45.589	45.625	45.661	45.697	45.733	45.769	45.805	45.841	45.877	45.913	45.949	45.985	46.02	46.056	46.092	46.128	46.164	46.199	46.235	46.271	46.307	46.342	46.378	46.414	46.449	46.485	46.521	46.556	46.592	46.628	46.663	46.699	46.734	46.77	46.805	46.841	46.876	46.912	46.947	46.983	47.018	47.054	47.089	47.124	47.16
43.505	43.542	43.579	43.616	43.652	43.689	43.726	43.763	43.799	43.836	43.873	43.909	43.946	43.983	44.019	44.056	44.092	44.129	44.166	44.202	44.239	44.275	44.312	44.348	44.385	44.421	44.458	44.494	44.531	44.567	44.603	44.64	44.676	44.713	44.749	44.785	44.822	44.858	44.894	44.931	44.967	45.003	45.039	45.076	45.112	45.148	45.184	45.22	45.257	45.293	45.329	45.365	45.401	45.437	45.473	45.509	45.546	45.582	45.618	45.654	45.69	45.726	45.762	45.798	45.834	45.87	45.905	45.941	45.977	46.013	46.049	46.085	46.121	46.156	46.192	46.228	46.264	46.3	46.335	46.371	46.407	46.443	46.478	46.514	46.55	46.585	46.621	46.657	46.692	46.728	46.763	46.799	46.834	46.87	46.905	46.941	46.976	47.012	47.047	47.083	47.118	47.154	47.189
43.533	43.57	43.606	43.643	43.68	43.717	43.753	43.79	43.827	43.864	43.9	43.937	43.974	44.01	44.047	44.083	44.12	44.157	44.193	44.23	44.266	44.303	44.34	44.376	44.413	44.449	44.485	44.522	44.558	44.595	44.631	44.668	44.704	44.741	44.777	44.813	44.85	44.886	44.922	44.959	44.995	45.031	45.067	45.104	45.14	45.176	45.212	45.249	45.285	45.321	45.357	45.393	45.429	45.466	45.502	45.538	45.574	45.61	45.646	45.682	45.718	45.754	45.79	45.826	45.862	45.898	45.934	45.97	46.006	46.042	46.078	46.113	46.149	46.185	46.221	46.257	46.293	46.328	46.364	46.4	46.436	46.471	46.507	46.543	46.578	46.614	46.65	46.685	46.721	46.757	46.792	46.828	46.863	46.899	46.935	46.97	47.006	47.041	47.077	47.112	47.147	47.183	47.218
43.56	43.597	43.634	43.671	43.707	43.744	43.781	43.818	43.854	43.891	43.928	43.964	44.001	44.038	44.074	44.111	44.148	44.184	44.221	44.257	44.294	44.331	44.367	44.404	44.44	44.477	44.513	44.55	44.586	44.623	44.659	44.696	44.732	44.768	44.805	44.841	44.878	44.914	44.95	44.987	45.023	45.059	45.096	45.132	45.168	45.204	45.241	45.277	45.313	45.349	45.385	45.422	45.458	45.494	45.53	45.566	45.602	45.638	45.674	45.71	45.746	45.782	45.819	45.855	45.89	45.926	45.962	45.998	46.034	46.07	46.106	46.142	46.178	46.214	46.25	46.285	46.321	46.357	46.393	46.429	46.464	46.5	46.536	46.572	46.607	46.643	46.679	46.714	46.75	46.786	46.821	46.857	46.892	46.928	46.964	46.999	47.035	47.07	47.106	47.141	47.177	47.212	47.247
43.587	43.624	43.661	43.698	43.734	43.771	43.808	43.845	43.882	43.918	43.955	43.992	44.028	44.065	44.102	44.138	44.175	44.212	44.248	44.285	44.321	44.358	44.395	44.431	44.468	44.504	44.541	44.577	44.614	44.65	44.687	44.723	44.76	44.796	44.832	44.869	44.905	44.942	44.978	45.014	45.051	45.087	45.123	45.16	45.196	45.232	45.268	45.305	45.341	45.377	45.413	45.45	45.486	45.522	45.558	45.594	45.63	45.666	45.702	45.739	45.775	45.811	45.847	45.883	45.919	45.955	45.991	46.027	46.063	46.099	46.134	46.17	46.206	46.242	46.278	46.314	46.35	46.386	46.421	46.457	46.493	46.529	46.564	46.6	46.636	46.672	46.707	46.743	46.779	46.814	46.85	46.886	46.921	46.957	46.992	47.028	47.063	47.099	47.134	47.17	47.205	47.241	47.276
43.614	43.651	43.688	43.725	43.762	43.799	43.835	43.872	43.909	43.946	43.982	44.019	44.056	44.092	44.129	44.166	44.203	44.239	44.276	44.312	44.349	44.386	44.422	44.459	44.495	44.532	44.568	44.605	44.641	44.678	44.714	44.751	44.787	44.824	44.86	44.897	44.933	44.97	45.006	45.042	45.079	45.115	45.151	45.188	45.224	45.26	45.296	45.333	45.369	45.405	45.441	45.478	45.514	45.55	45.586	45.622	45.658	45.695	45.731	45.767	45.803	45.839	45.875	45.911	45.947	45.983	46.019	46.055	46.091	46.127	46.163	46.199	46.235	46.271	46.307	46.342	46.378	46.414	46.45	46.486	46.522	46.557	46.593	46.629	46.665	46.7	46.736	46.772	46.807	46.843	46.879	46.914	46.95	46.986	47.021	47.057	47.092	47.128	47.163	47.199	47.234	47.27	47.305
