18.158	18.158	18.158	18.158	18.159	18.158	18.159	18.159	18.158	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.159	18.16	18.159	18.159	18.16	18.159	18.159	18.16	18.159	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.16	18.161	18.16	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.162	18.161	18.161	18.162	18.161	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.163	18.162	18.163	18.163	18.162	18.163	18.163
17.401	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.402	17.403	17.403	17.403	17.403	17.402	17.403	17.403	17.402	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.404	17.403	17.403	17.403	17.403	17.403	17.403	17.403	17.404	17.403	17.403	17.403	17.403	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.404	17.405	17.405	17.405	17.405	17.404	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.406	17.405	17.405	17.406	17.406	17.406	17.406	17.406	17.406	17.406
16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.64	16.641	16.64	16.641	16.64	16.64	16.64	16.64	16.64	16.641	16.64	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.641	16.642	16.641	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.642	16.643	16.643	16.642	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.644	16.643	16.643	16.644	16.643	16.643	16.644	16.643	16.644	16.643	16.643	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644
15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.883	15.884	15.883	15.884	15.883	15.883	15.883	15.883	15.883	15.884	15.883	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.884	15.885	15.884	15.884	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.885	15.886	15.885	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.887	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887
15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.129	15.128	15.128	15.128	15.128	15.128	15.128	15.128	15.129	15.128	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.129	15.13	15.13	15.13	15.13	15.129	15.13	15.13	15.13	15.13	15.129	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.13	15.131	15.13	15.13	15.131	15.131	15.131	15.131	15.13	15.131	15.13	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.132	15.131	15.132	15.132	15.131	15.132	15.132
14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.375	14.376	14.375	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.376	14.377	14.376	14.376	14.376	14.376	14.377	14.376	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.378	14.377	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.379
13.618	13.618	13.619	13.618	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.619	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.62	13.621	13.62	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.622	13.621	13.622	13.622	13.622	13.622	13.622
12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.861	12.86	12.86	12.86	12.86	12.86	12.86	12.86	12.861	12.86	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.861	12.862	12.861	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.863	12.862	12.862	12.863	12.862	12.863	12.863	12.862	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863
12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.101	12.102	12.102	12.102	12.102	12.101	12.102	12.102	12.101	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.102	12.103	12.103	12.103	12.103	12.102	12.103	12.103	12.102	12.103	12.102	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.104	12.104	12.103	12.104	12.103	12.103	12.103	12.103	12.104	12.103	12.103	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104
11.348	11.348	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.349	11.35	11.349	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.351	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.35	11.351	11.35	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351
