7.1069	6.7402	6.7329	7.4394	7.803	7.4599	7.8224	8.5407	7.4777	7.4834	7.4958	7.4927	7.4959	7.8648	7.1801	7.895	7.8989	7.8992	8.2478	8.2434	7.1772	6.4631	6.8121	6.8125	6.8151	8.2405	6.8271	7.1961	6.8467	6.867	7.2353	6.5535	6.5754	7.3009	6.9976	7.7263	7.0295	7.7492	7.0431	7.0382	7.0285	7.3745	6.9956	7.3324	8.3666	8.7127	7.9916	7.9748	6.5686	6.9185	7.6415	5.5144	4.4867	6.2557	7.7046	7.706	6.6536	8.7985	8.7998	8.787	8.0641	8.4015	7.3272	7.3143	6.2317	6.9312	6.9209	6.9109	6.5521	5.8331	5.8256	6.1557	6.1511	6.8994	5.4866	6.3987	6.429	5.2753	5.54	6.0431	5.3634	6.423	4.9774	5.7426	4.8477	1.3484	1.4806	2.4587	3.7352	3.0946	2.7321	3.7568	4.0619	3.5118	3.8713	3.8708	3.1606	3.0256	3.0247	3.0243	1.6437	4.4856	4.3308	6.0718	5.4233	5.2889	5.6089	5.218	5.9257	5.9231	6.2715	7.2572	6.5375	6.1812	5.8232	6.529	7.5942	6.1678	6.5113	7.2143	7.2068	6.4875	5.7672	5.7553	5.3861	6.428	5.698	6.0429	5.6842	6.0302	6.0239	5.6316
7.7019	7.3713	7.3654	8.05	7.7198	7.7239	7.7556	7.0591	8.1432	8.5049	8.8662	8.1713	8.875	7.8168	7.8179	7.8179	7.4657	7.1004	8.1646	7.4468	8.1488	8.1436	7.4482	7.0709	7.0896	6.77	7.1313	6.7943	7.871	8.9494	8.6193	7.9312	7.9534	8.3364	7.6489	7.3068	7.3167	8.0324	7.3228	8.3891	6.9603	8.3547	7.6269	7.6048	7.225	7.2487	8.6648	7.2353	6.9637	7.9638	8.6814	7.2666	4.9148	6.5739	7.9863	9.047	8.3458	7.9828	8.3312	8.6693	7.5969	8.3022	6.1524	7.2011	6.5287	6.8847	6.1711	7.2292	7.2277	6.8769	7.5804	5.4424	6.502	5.791	6.8614	6.6691	5.6071	6.1588	6.223	4.8919	5.3124	4.2786	4.9954	4.6371	4.439	1.7533	2.5082	2.4536	3.5254	4.4357	2.3989	3.4174	4.4302	4.4287	3.0068	2.1694	1.634	3.0014	2.9717	2.6638	3.6377	2.5726	3.5958	4.2693	5.4255	6.343	6.6066	6.255	5.8932	6.6027	7.3113	7.3107	7.2441	6.5243	5.7939	6.1239	6.4729	6.1009	6.0852	6.071	6.7668	7.4642	6.3869	6.3697	6.3499	5.9768	7.3838	6.3084	7.0073	7.3539	6.2918	7.0018
8.8573	8.8542	7.434	7.435	8.8578	8.8614	8.8664	8.5126	8.5207	8.1774	7.473	8.5383	8.1922	7.8315	7.8462	8.5568	8.5587	8.2088	8.2084	8.5561	8.5522	7.8426	8.185	8.5341	8.5355	8.5387	7.4839	7.1413	6.7909	7.8773	7.8985	7.557	8.2922	7.6041	7.2761	8.0375	8.4157	8.7781	7.7257	9.1498	8.0839	8.4228	9.1174	7.3259	7.0168	8.0009	8.6883	7.3166	8.108	8.3476	7.9968	8.0015	6.9347	8.3547	8.3588	9.1209	9.1299	8.4182	8.4151	9.1202	8.0472	8.3847	7.3119	7.6501	5.8667	6.9158	7.6155	6.5451	7.2461	6.5272	6.5193	5.4456	6.1545	6.5134	6.4304	6.4639	6.1487	6.4275	6.6955	5.6819	6.4579	6.1823	5.1107	5.5134	5.4673	3.5217	2.2435	3.8656	3.864	4.838	5.2719	3.4996	3.1479	4.5289	4.8663	4.7493	3.6211	3.6219	3.8309	4.8911	4.275	4.133	3.1131	3.4625	5.1859	7.1047	7.399	6.288	6.6463	5.9329	5.5707	6.6255	6.6239	7.2561	6.5171	7.2107	6.4835	7.1872	7.1805	7.1732	6.816	6.4469	7.1479	7.1373	5.3552	7.1091	7.09	7.3958	6.6807	6.3144	7.3776	5.9585
8.1618	8.5178	8.1839	8.5177	7.8362	8.8994	9.2855	9.2966	8.5993	8.252	8.264	9.6936	8.6379	8.6409	8.283	8.9914	7.2183	8.6343	8.2688	8.2623	7.5714	7.1855	7.1923	7.1641	7.8901	8.2427	7.9249	8.997	7.9539	8.6908	7.656	7.318	8.0503	9.1331	9.156	8.8288	8.8521	8.8756	8.527	8.5262	7.4603	7.4503	8.491	8.1163	7.0778	8.0737	8.1054	8.7785	8.8772	7.4262	7.3658	9.1389	7.3733	7.3771	9.1503	9.1513	9.504	9.4919	9.8301	9.108	9.0962	9.4444	7.6624	7.6509	7.6662	7.6694	8.3925	8.0398	7.6872	6.9761	7.3289	7.3266	7.6853	6.9743	6.9741	5.7461	6.064	6.4217	5.9797	6.001	6.4168	5.026	5.8425	4.863	4.4197	3.5757	3.3215	4.6354	4.9857	4.2835	6.0042	2.9131	3.9715	3.2072	4.9271	4.879	4.2713	3.3806	3.3407	3.5061	5.1077	4.0108	3.0487	3.3665	6.1335	5.8775	6.7002	6.699	6.3478	6.6965	7.4054	6.3441	6.3427	5.9052	8.0194	6.5761	7.2641	6.1711	6.6783	7.5603	7.1961	6.1101	6.0809	6.4373	5.6965	6.3883	6.3777	6.3577	6.7073	5.9968	5.9971	7.4163
8.5503	9.2624	9.2619	8.5517	8.9129	8.5556	9.9798	8.925	9.2819	8.9399	8.2563	7.5519	8.6005	7.1936	8.6212	9.0035	7.5858	7.9369	9.0076	7.936	9.7132	7.5739	8.2745	8.9738	8.2515	8.2442	8.9585	9.3149	7.5653	8.2965	7.9577	8.6895	8.361	9.09	8.402	8.4554	8.8338	8.8625	9.2521	8.5676	9.6253	9.2621	8.8743	8.4068	8.8635	8.0998	8.085	9.1232	8.0486	8.7491	9.105	8.7714	8.0642	8.4291	7.3705	8.8328	8.12	9.1867	9.5337	9.1788	9.5166	8.4438	8.0716	8.4193	8.7573	7.3348	6.9625	8.7222	6.942	7.6461	7.6434	7.2908	6.2051	7.2744	7.2739	6.163	6.4659	6.7616	6.9838	7.0126	6.3983	6.1418	5.5942	6.214	6.924	5.1845	5.588	7.2683	4.2124	4.2094	3.1981	3.8572	3.9419	5.2175	5.1656	5.2798	4.6144	3.9628	4.2614	3.9093	3.5954	5.631	4.6035	3.9008	4.5538	6.9575	7.075	6.7222	7.3922	7.7402	7.0278	6.3148	7.3141	7.6491	7.9778	6.9049	7.9485	7.0588	7.2052	7.9005	6.833	7.5349	6.8157	5.9842	5.9827	6.4197	5.3535	7.0985	6.3829	6.0278	6.7334	6.3684
8.5455	8.1822	8.5406	9.2502	9.2674	7.4893	9.2981	8.2379	8.6097	8.9723	8.9871	8.9978	9.3671	9.0099	8.6603	9.3695	9.0075	9.0041	9.3597	7.9336	8.987	9.3392	8.6364	7.9159	8.2546	8.6277	9.6785	8.6388	8.665	8.6914	9.0631	9.4452	9.467	9.4896	9.512	9.8851	7.7777	9.2211	7.4742	8.2079	8.1972	8.2068	8.177	9.1772	7.7336	8.4631	8.8146	10.189	9.4778	8.7659	8.4033	8.0533	8.407	8.7736	8.4203	9.1207	9.4692	9.8074	9.4456	8.3799	8.7285	8.7168	9.3989	8.3173	7.6549	9.4303	8.3549	7.9996	7.9959	7.6399	8.3473	7.9948	7.6332	7.9921	7.6317	8.1232	7.0151	7.2836	7.2853	6.9375	5.9828	6.1895	5.5273	5.132	5.555	5.5553	6.58	6.1767	4.2254	3.924	4.6348	4.2733	4.9818	5.24	5.2382	5.1474	6.0339	5.383	4.7046	3.4108	4.396	3.3326	4.7413	4.0296	3.6657	6.3014	7.4849	7.4046	8.1137	7.4027	7.4013	6.6895	7.0477	7.0458	6.6831	8.6894	8.3171	6.675	8.2718	7.5384	5.7442	6.4389	6.4235	5.9505	5.6793	8.5147	8.5139	6.7631	6.4124	6.4116	7.1224	6.412
9.2731	8.92	8.5575	8.5564	9.6267	9.6284	8.9212	8.9255	8.5714	7.8682	8.2372	8.2335	8.595	8.6051	7.9336	8.6345	8.638	9.3503	8.6414	9.7102	8.9939	8.626	8.9772	7.8968	7.8856	9.6533	8.9371	8.9378	9.6586	7.549	8.2801	6.8812	7.9893	6.6006	8.4232	8.451	8.8294	9.2179	10.667	8.5618	9.274	9.62	9.969	9.2319	8.2533	8.7859	9.5205	9.8655	9.8542	9.4856	9.8903	8.4932	8.4446	9.1583	9.2128	9.5687	8.5109	9.9277	10.272	9.1995	9.1872	9.175	9.513	9.501	8.4288	9.127	8.4049	8.7437	6.2572	8.0214	8.3774	8.0209	7.3088	8.0174	8.5137	8.0665	8.0745	7.3729	7.8104	8.5699	7.5271	7.2772	7.0505	6.3377	4.9651	3.9421	4.6013	4.5514	2.9293	3.2896	3.5854	3.9727	4.2433	5.6013	6.0747	6.2939	6.2913	5.6693	4.7519	3.9859	5.7127	5.7115	6.3681	3.6797	4.3346	6.4099	7.5379	6.3133	5.9607	8.08	5.956	7.4003	6.6983	8.1052	7.6576	7.092	6.3802	7.7991	7.7963	6.5138	8.2678	6.48	7.8882	7.0753	7.5114	6.8047	7.1491	7.4623	5.6865	7.1019	7.4473	7.0886
8.0842	8.7903	8.4334	8.082	8.4537	9.1699	9.1777	9.8966	9.9071	8.8564	10.285	9.9346	9.2363	8.537	8.9073	9.6223	8.2009	8.9085	8.9048	8.5399	8.534	7.8426	8.5446	9.2453	8.554	9.2599	9.9738	9.2689	8.9234	9.2769	8.588	9.6798	9.7016	9.3638	9.3861	9.7689	9.4317	9.4547	8.4177	9.1363	9.1329	9.8383	9.1087	9.8463	8.894	8.8928	10.156	11.218	9.4364	9.7881	9.7831	9.4208	10.111	10.493	9.0721	8.7093	7.6451	7.9897	9.3989	9.0371	10.092	10.44	9.359	8.3384	8.6839	9.7491	7.9634	8.3244	8.669	8.6624	7.5946	8.6485	8.6467	7.9353	7.5845	8.2946	6.9289	8.0166	6.7406	5.7842	5.4324	5.8649	4.1925	5.2829	4.984	4.3279	5.2787	4.215	3.9094	3.9058	5.6324	6.2423	5.9289	5.8787	5.8763	6.8579	6.1458	4.8097	3.1882	3.6474	4.0922	4.7957	5.0192	5.2654	5.3159	6.0262	6.5002	6.9384	7.2874	7.6461	7.9943	8.3525	7.28	6.9266	7.6352	8.2203	7.4879	6.0554	6.0325	5.8859	6.7331	6.2287	6.5863	6.9811	7.3299	7.7327	7.7319	7.0212	7.0204	8.0801	8.0804	8.0802
9.8492	8.4221	8.7677	8.7656	9.1249	9.4756	9.1275	8.4466	9.1357	9.1676	8.7897	8.1164	8.512	8.8778	9.2536	8.908	9.6322	9.9935	9.9904	9.2758	9.2703	8.9034	9.2554	8.5361	9.9464	9.5829	8.5209	8.5208	9.2321	9.235	8.175	8.5493	8.2403	10.398	10.075	9.3927	8.7101	10.854	9.8087	10.517	10.515	10.861	9.0862	9.0802	9.0105	9.121	9.0401	9.0017	10.408	9.0129	10.425	9.7561	9.0557	9.7754	9.4341	9.4409	9.0792	8.3641	8.718	9.7682	10.817	9.0343	9.0224	7.9504	8.2888	8.2772	9.3409	7.9161	8.2607	7.5448	7.534	8.2745	8.2732	8.2783	7.9346	8.0473	8.484	6.1527	5.9419	5.4808	5.5768	6.9954	7.6536	6.9416	6.2292	5.9271	5.2161	5.2147	5.924	5.512	5.8408	6.9729	6.0145	6.3111	7.0189	7.9831	6.2559	4.9335	4.9332	4.2184	5.9471	5.9424	7.6188	5.2287	4.5659	4.9149	6.1457	6.5889	7.2602	6.2133	6.2107	7.6697	7.6687	8.0269	8.3757	7.1653	8.2188	7.4921	8.1852	8.1682	8.0144	8.1335	7.2979	7.0275	6.9313	8.0779	7.7119	6.6147	6.9594	6.9543	7.3055	6.5901
6.7806	9.2769	7.8543	8.5628	9.2764	9.9915	9.2867	8.5794	9.2938	8.5894	9.6697	8.2623	6.8543	10.056	10.417	8.656	7.9547	8.6728	7.9604	7.6107	8.3114	8.6864	8.6839	7.6198	10.099	8.6779	10.446	9.3846	10.095	10.098	9.0413	8.6869	9.0552	8.367	8.7392	8.4115	9.8544	9.1645	9.9096	9.9078	8.867	9.9396	10.291	10.292	9.0559	8.3868	10.716	9.8393	10.886	10.165	9.4472	9.8049	8.3878	10.159	9.0991	8.0271	6.9638	8.4051	7.722	8.4583	10.261	8.7859	8.4317	8.7771	9.1303	9.1218	8.7574	8.4024	9.817	9.4508	8.7338	8.3761	8.4509	6.7128	6.4182	5.423	5.1825	5.5919	5.5901	6.6003	5.9666	7.0243	7.4318	7.1211	5.7621	7.428	7.0655	7.7254	6.3137	6.97	6.5743	6.6602	7.0571	5.9944	7.6721	6.777	4.9777	3.3144	4.3294	4.016	5.1152	6.173	5.7655	6.3739	5.7122	6.165	6.6763	7.4609	8.4512	7.3781	7.3756	7.7333	7.0214	7.3687	6.6565	6.8912	6.8694	6.2984	5.941	6.9982	7.3942	7.8348	8.0995	6.7433	8.4553	8.1497	8.147	7.4565	7.4557	7.455	6.7448	7.1047
