-8.6167	-8.2429	-7.2355	-8.2404	-7.2339	-6.8562	-8.5875	-9.6192	-8.9282	-8.2377	-8.9558	-7.8974	-8.9563	-9.2691	-7.2333	-9.2927	-8.6112	-8.6083	-8.2358	-8.2349	-7.5441	-6.8534	-8.2588	-6.197	-7.5732	-8.2593	-8.2627	-7.5423	-7.5563	-7.2024	-6.5395	-7.2292	-6.8514	-7.9215	-7.57	-7.894	-6.8535	-6.1958	-5.8196	-3.7852	-5.1296	-6.1701	-6.4608	-6.1244	-5.4344	-4.7443	-5.0986	-6.1218	-4.7565	-5.1329	-3.7153	-4.4022	-5.0864	-4.4201	-6.1202	-6.1353	-5.4491	-5.4342	-4.7441	-5.4434	-6.1253	-4.4156	-4.0547	-4.0698	-4.8014	-5.0906	-4.7819	-5.091	-4.4134	-6.1669	-5.788	-4.4425	-3.7274	-5.7822	-5.0946	-5.7892	-6.5174	-4.7805	-5.8273
-8.3249	-8.6579	-8.329	-8.9983	-8.3327	-6.608	-6.264	-8.9989	-8.3438	-8.3228	-9.0211	-7.9887	-8.6731	-8.6765	-8.3291	-7.6397	-6.963	-7.9861	-7.9899	-7.9877	-7.6341	-6.6035	-7.9845	-6.6059	-5.5717	-7.6334	-7.6369	-7.2947	-7.2946	-1.7998	-6.9443	-7.6337	-7.6319	-4.5577	-7.3082	-6.9443	-6.2779	-5.9139	-6.2782	-6.9451	-7.6471	-7.2932	-5.9548	-5.2509	-4.5721	-6.3045	-5.2731	-5.9401	-5.9402	-5.9405	-7.3379	-5.6246	-4.5944	-4.9462	-3.5546	-4.9393	-5.2908	-4.6071	-4.9363	-4.9439	-5.6345	-5.9511	-5.2734	-5.2774	-3.568	-4.5974	-3.9184	-4.9215	-6.3298	-4.9419	-6.3178	-5.2587	-4.2522	-6.3159	-6.9814	-5.2783	-6.6806	-6.6406	-7.672
-9.0091	-7.9706	-9.0167	-8.3337	-9.0208	-8.3264	-8.3343	-9.0208	-9.0121	-8.3178	-7.9675	-8.6583	-7.9643	-8.6676	-8.3187	-7.9681	-8.3309	-7.6404	-7.2826	-7.9769	-7.9684	-7.2867	-8.6715	-8.0062	-7.2747	-8.3157	-7.9656	-8.3536	-7.2839	-4.1799	-4.8864	-7.6258	-5.9046	-6.245	-7.9664	-8.3134	-5.5517	-5.5517	-6.2637	-6.9565	-7.96	-6.2429	-6.3505	-7.0448	-6.3096	-6.66	-6.6979	-5.6199	-6.3482	-4.9638	-3.2437	-5.2773	-6.013	-4.6249	-6.0097	-5.9976	-7.7191	-5.6805	-4.2774	-5.6483	-6.355	-6.0151	-5.659	-5.3053	-5.6457	-4.9706	-4.6316	-6.3412	-6.3366	-5.6637	-6.3581	-4.98	-5.3241	-6.0259	-7.3645	-7.0458	-6.7232	-6.6898	-6.7238
-7.8611	-7.4937	-7.8441	-7.8438	-7.8484	-7.8409	-8.1816	-8.8721	-7.4949	-7.8376	-8.1902	-8.8761	-7.1685	-7.4875	-7.495	-7.8454	-8.8762	-8.5333	-7.8397	-7.8381	-7.1632	-7.4897	-7.5059	-7.4897	-6.8119	-7.839	-8.8872	-7.1483	-7.1528	-7.4892	-7.4857	-7.4856	-7.4896	-7.4871	-7.8362	-7.8401	-7.1424	-4.41	-5.7669	-6.131	-6.1336	-5.7638	-5.4237	-6.8086	-6.7873	-7.4854	-5.0882	-5.4248	-4.377	-4.0722	-4.045	-4.423	-4.3995	-4.0459	-4.0499	-5.112	-5.0986	-6.1343	-5.1114	-5.7681	-6.4965	-5.1121	-5.7801	-4.7622	-4.0721	-4.0862	-2.6935	-4.4141	-7.157	-7.1572	-5.4425	-5.4489	-7.1658	-5.7858	-4.4127	-6.8392	-5.4712	-6.8186	-6.4734
-4.0668	-7.8551	-8.2332	-6.1757	-4.0676	-8.5813	-7.5092	-7.203	-8.5738	-8.5879	-7.8975	-4.068	-1.6567	-6.5093	-6.1731	-7.2136	-8.2443	-5.4869	-6.8649	-7.549	-7.2114	-6.8638	-7.2117	-7.5407	-7.2047	-6.8133	-7.8778	-7.2086	-4.7525	-7.205	-7.5378	-7.8781	-7.8856	-7.2052	-7.8921	-6.8519	-7.8823	-7.2083	-2.7208	-4.7988	-4.4414	-4.4453	-5.1758	-5.8786	-6.2103	-5.5302	-5.5304	-4.8529	-5.5271	-4.8408	-4.4874	-3.4574	-4.1603	-4.8346	-5.1787	-4.485	-4.1564	-3.8028	-4.4971	-4.8472	-4.8615	-4.4864	-4.5081	-4.8583	-5.8749	-3.8419	-4.1921	-3.8184	-4.1687	-4.5378	-5.9146	-5.1994	-5.9114	-6.6132	-5.5778	-5.5754	-5.916	-6.2511	-6.2517
-7.39	-7.7267	-8.421	-8.067	-6.7341	-8.1048	-7.765	-6.0032	-2.9061	-8.4184	-6.6936	-7.7556	-5.317	-7.0338	-7.7556	-7.3881	-6.7314	-6.0425	-7.7471	-8.0931	-7.7438	-7.3859	-8.0666	-6.3721	-8.4346	-7.7531	-7.7269	-7.7269	-7.7594	-8.4501	-7.4135	-7.7239	-8.0643	-6.7196	-7.3825	-7.0598	-8.4131	-7.3838	-5.6618	-2.5624	-5.3471	-4.9909	-6.772	-5.4002	-6.0744	-6.4623	-5.3884	-4.6944	-4.3546	-5.7477	-6.422	-5.7835	-6.4165	-4.6999	-5.3905	-4.3566	-4.4043	-4.0093	-4.0286	-6.4435	-6.44	-6.1224	-6.4165	-4.0044	-4.3921	-3.9961	-4.0238	-4.4016	-5.0644	-4.3793	-6.095	-6.0637	-5.4287	-6.4593	-4.0364	-5.7835	-5.0898	-7.4827	-6.4561
-4.933	-7.6665	-7.337	-7.6914	-6.9735	-8.0204	-8.3724	-8.3724	-6.3203	-6.3116	-7.3419	-7.3144	-6.3252	-6.6516	-6.9947	-6.6622	-7.6888	-7.689	-7.7067	-7.7066	-6.326	-6.6486	-6.3086	-7.7035	-8.0259	-8.7378	-8.0226	-8.0266	-7.6865	-6.6613	-7.6869	-6.3022	-8.0408	-7.358	-7.3367	-7.3325	-7.7044	-5.9798	-2.8753	-4.9221	-1.8491	-2.8795	-3.2059	-4.604	-5.2906	-5.6308	-5.6311	-5.6175	-4.6051	-4.9453	-4.2568	-2.5468	-4.9439	-3.2221	-4.2665	-4.5994	-3.5869	-5.2938	-4.9416	-3.2214	-3.9233	-5.2961	-4.6061	-4.9426	-4.6025	-4.265	-4.9428	-3.5802	-2.894	-4.6106	-4.9523	-4.6111	-5.6414	-4.9527	-4.259	-5.3022	-3.5797	-4.9488	-3.9595
-6.6483	-7.3387	-4.9278	-5.6183	-6.0062	-6.6628	-6.6907	-4.9702	-5.6667	-6.66	-6.6463	-7.0341	-6.6941	-5.6574	-7.028	-8.4148	-7.3505	-8.0725	-7.376	-7.3784	-6.0042	-5.3106	-6.001	-0.48358	-6.9976	-7.0253	-7.0318	-7.3758	-8.07	-3.5884	-2.5521	-6.6896	-7.0235	-8.0689	-7.0201	-7.0237	-5.9957	-4.2689	-5.9957	-5.6556	-6.3399	-5.6557	-3.8679	-2.1792	-3.2095	-5.5964	-5.243	-5.9333	-5.2433	-4.2133	-5.9301	-4.2052	-4.5617	-5.6184	-4.92	-3.1922	-4.5466	-3.1928	-5.2335	-4.9252	-4.9215	-4.894	-4.5792	-4.5795	-5.5845	-4.2044	-4.8946	-2.5156	-4.2323	-3.8921	-2.2135	-4.5727	-4.2326	-6.6474	-4.9311	-6.3081	-4.9656	-4.9574	-5.9966
-5.8575	-7.2284	-5.1538	-6.5343	-6.8886	-7.2117	-6.9095	-7.5975	-6.2132	-6.5672	-2.7763	-6.919	-6.5699	-5.1894	-6.546	-7.2478	-7.5941	-6.9119	-8.2851	-6.9159	-8.2967	-6.5784	-6.5648	-6.5785	-6.2147	-4.8367	-4.4905	-5.8748	-6.2289	-4.8099	-3.0757	-5.5354	-4.4912	-5.8792	-2.0883	-0.020397	-2.0883	-5.8966	-6.8981	-5.5213	-6.8982	-5.8756	-0.71709	-1.7611	-2.7915	-4.168	-4.8485	-5.2026	-4.5264	-4.5267	-4.8671	-3.8409	-3.8411	-5.558	-4.8506	-4.8648	-4.1847	-3.4987	-4.1715	-4.8831	-5.9114	-5.9063	-4.2049	-3.1472	-3.4974	-3.8501	-2.8199	-4.2002	-3.1601	-3.8379	-4.8805	-4.5497	-3.8596	-4.8903	-3.5202	-6.2627	-5.5601	-5.5564	-4.5619
-7.5823	-6.9098	-5.8663	-2.7681	-7.9377	-6.2169	-5.8546	-6.545	-5.1784	-6.9092	-7.2496	-6.8954	-7.9384	-7.9324	-7.2388	-6.8973	-6.8924	-5.8521	-6.5563	-7.2605	-7.587	-5.8525	-7.2609	-5.8665	-6.5492	-4.8288	-6.5398	-4.8194	-4.8195	-6.1999	-7.2367	-7.2365	-7.9208	-4.1292	0.68527	1.7216	-1.3786	-6.5424	-5.5059	-4.1255	-2.4052	-2.7615	-0.0088563	-0.37135	-3.4619	-4.4899	-5.5205	-4.8566	-4.1405	-5.885	-5.8791	-5.8818	-5.5182	-5.8584	-5.8764	-5.1926	-4.8529	-3.4668	-3.4492	-2.7931	-1.7531	-3.121	-2.4335	-3.13	-5.1819	-4.1481	-3.4641	-3.8142	-3.4581	-3.812	-4.8799	-4.5399	-6.9507	-5.2121	-4.4993	-4.8536	-7.3025	-5.2258	-6.244
