1.1503	1.4781	2.1819	1.4786	0.76394	1.13	2.9009	-2.4322	0.76954	-0.28043	1.4866	0.79641	1.1426	0.77996	0.075681	0.44829	0.78897	1.1502	0.7896	0.79028	0.087599	1.4998	2.9212	1.858	1.5156	0.80156	-0.97793	0.43233	0.081999	0.061053	-0.25356	0.098561	3.9995	2.2373	3.9553	3.6473	-1.3056	-2.0068	1.8054	1.8938	0.82151	0.8233	1.193	2.2136	1.1766	-1.315	2.6204	1.1914	0.46937	-0.24467	-1.3496	0.82222	1.8474	-0.59494	2.9533	1.1811	3.29	-0.23266	2.5634	0.79621	-0.23659	-2.3719	2.2336	0.82535	2.9561	0.7967	-0.24611	-0.99297	-2.0491	0.12449	-0.95884	-0.6076	-0.22805	-1.2962	0.83464	-0.22337	-2.2963	-1.038	0.53392	1.4968	0.20927	-0.3053	-0.70298	1.3314	1.099	-1.0918	1.0054	0.77941	0.52772	-4.8616	-3.9516	0.70758	0.8323	1.5793	0.93062	-1.1465	-0.072405	-0.89245	0.52922	-0.15085	-0.50388	0.90665	-1.2198	-2.6689	-0.52677	1.9762	0.20228	2.6775	1.9511	0.52956	-0.501	-1.2177	-1.9457	-0.28093	1.1544	0.54398	0.20502	1.2783	-0.16042	1.981	2.684	0.91613	1.2107	0.21001	1.2761	-0.1476	0.89094	0.53647	3.0271	1.6088	1.2563	1.9428	0.89251	1.6101	1.592	3.3776	3.026	1.6188	0.90374	0.90568	-0.48339	0.92902	0.92774	1.6191	0.55525	-1.9532	-2.6641	-3.7275	-4.4507	-3.3632	-2.3344	-2.8925	-2.3056	-4.7889	-0.97923	-2.2821	-1.9472	-3.0187	-2.9979	-0.16541	3.0289	0.54665	0.5382	-2.2876	-0.1612	-0.18636	-1.5859	0.51835	-1.9305	0.54706	-0.90763	-2.3043	-3.3628	-1.5863
3.332	0.86255	0.85984	1.2172	0.86183	0.49783	2.2703	2.9857	1.5617	1.5709	1.2211	0.17794	0.17647	0.54091	-3.3724	0.90531	1.6114	1.236	0.5451	-0.1543	0.52837	0.55342	0.91692	0.18257	0.53755	-0.88699	3.0105	1.9586	0.90674	-3.3659	2.3146	1.6176	1.9709	-0.15557	3.0353	0.22102	0.19839	-0.49802	2.3894	-1.5695	2.0406	0.32137	2.828	2.457	-0.86321	0.91551	1.281	1.9599	-1.5785	-1.2528	-1.6054	1.5893	0.91629	1.6104	-1.5715	2.6788	2.3204	1.2673	1.9649	2.6535	1.6134	0.52973	-1.5833	-2.6487	0.91782	2.6561	-0.52538	-0.15438	0.52721	-3.3764	-1.5756	-0.52061	1.0353	1.0248	1.0338	0.14691	1.0409	-3.9801	1.9973	-1.4283	-2.0271	-2.8609	2.7968	0.91092	-0.83852	-0.15329	-2.4991	-2.3535	-5.8968	-1.8049	-0.21781	2.1864	1.1511	1.1689	1.7152	0.37743	-0.090789	0.61299	-0.79697	-0.44611	-0.43649	-0.086694	-0.80159	0.62084	-2.942	-2.5808	-3.6574	-2.2175	-2.9454	-1.8669	-1.1569	2.036	-1.5542	1.7755	1.7258	-0.54726	0.74304	1.3352	1.7119	3.4571	2.0423	3.8145	4.5261	2.8455	1.4318	1.7635	1.3769	-0.086762	2.7522	3.11	3.1101	4.523	3.1255	2.0606	3.4768	4.5361	2.06	3.4771	0.9976	-1.8398	0.29456	2.4143	1.7103	-0.41349	0.64196	-1.4975	-3.2956	-3.2769	0.27275	-0.065021	-3.276	-2.9047	-1.8955	-3.64	-1.1468	-0.78083	-1.1391	-2.2002	-1.4937	-1.8563	-1.143	-1.1437	-1.5005	3.8176	2.0522	-0.77543	-0.10451	-2.211	-0.7827	0.62801	-1.5016	-2.9367	-4.3543	-4.365
1.6505	1.2972	0.95696	0.25595	-0.49001	2.7247	0.94376	1.6439	0.23965	1.3134	0.61306	2.3832	0.26344	0.26503	1.6716	1.3235	0.97775	0.6233	1.3294	0.62741	0.63289	-0.79021	0.25875	-2.2088	0.61443	0.97072	2.7547	2.0532	2.044	0.27163	-1.1487	0.28771	2.4101	1.6972	1.7002	3.117	5.9318	2.4178	0.46146	-0.17641	-1.0937	-0.97458	2.9715	2.8459	1.3483	-0.071175	2.7585	-0.075579	-1.1274	-0.43155	0.98388	-0.432	3.47	2.7526	2.0491	4.1656	2.0621	2.0492	-3.2835	-0.78502	0.95838	-0.78462	-2.2114	-2.209	-0.78399	-0.066918	0.28437	-0.06592	-1.882	-3.6346	-1.4916	-1.8379	0.64086	-1.8351	-4.6932	-0.68874	-0.53461	0.47145	0.69848	-1.5521	-3.9045	-3.7316	-0.86455	-1.6158	-0.91862	2.0818	-1.9489	-0.21961	2.9963	-0.97394	1.8498	3.693	-0.61903	1.784	0.8286	-0.16511	1.3055	-0.70458	0.71256	-0.3688	-2.8402	-1.2635	0.73992	-0.58368	-1.7776	1.0499	-2.8515	-1.4325	-0.016089	-1.7744	-0.35416	0.00043842	3.2303	1.7625	0.89715	0.85037	0.52389	-1.4025	0.37031	2.8438	1.659	5.0228	2.487	3.5113	2.8425	1.4232	0.37231	0.3683	0.36645	4.6039	1.086	2.8519	1.0897	2.4832	3.9028	4.2681	-0.32669	1.0899	1.0858	2.8398	0.38292	2.4893	3.1909	1.4226	2.1382	1.7692	-1.4133	-2.8352	0.82447	-0.59519	-0.70796	-3.1014	-1.0048	-2.4864	-4.2579	-2.1214	1.4144	0.7071	-3.2041	-2.4745	2.4747	3.1832	-1.0774	1.0706	-1.0584	0.36628	0.71584	0.71396	-1.0674	-3.9148	-0.36545	-0.7183	-6.0892	-7.5535
0.90334	0.55075	0.55547	-1.5886	1.2502	2.6768	1.9327	1.9615	1.9622	3.3781	1.9643	0.56387	0.91494	0.9158	0.20155	0.5485	-0.85134	0.56839	1.6306	0.2199	-0.49438	0.57167	-0.88424	1.6296	0.92634	2.7032	-0.4968	0.23231	-1.1983	-2.2656	0.57885	2.3193	-0.47274	2.3618	0.58907	0.2398	-2.5988	0.21332	1.8061	1.2326	2.2429	2.5562	1.1896	-0.10564	-1.1679	2.684	1.2921	-0.49618	-0.14939	0.2264	1.6435	2.3408	3.0524	3.7544	2.6913	1.631	3.397	0.91831	0.91228	1.977	2.34	0.91278	-2.6332	0.56303	-4.4061	-2.2672	1.6383	1.6463	-1.1912	-1.9002	-0.12882	-2.2472	1.2836	0.21867	0.21605	0.95835	0.31041	-2.556	-2.1497	-4.0123	0.53459	0.45434	-0.94182	-2.6337	-0.71031	1.4784	-0.13345	-4.424	-2.2197	-2.3029	-1.7067	0.29989	2.1679	1.5932	0.25793	1.1731	-0.83077	-0.40586	0.29506	-1.1215	-0.40529	-0.32244	-2.8861	1.1065	-0.771	-0.045337	-0.42289	-3.9803	1.3232	3.1	3.4795	2.0755	3.247	1.4187	3.5915	0.16042	-0.70216	-1.8193	-0.014313	-4.6599	4.2781	3.4962	4.5446	2.5273	2.7817	2.0991	2.4518	-0.38217	1.0362	4.5681	2.4453	0.66886	2.8028	2.452	2.4373	-0.38384	3.1642	0.33101	-0.74338	0.33015	2.4386	3.1497	-0.039399	0.66884	-0.7402	-0.75127	-0.057898	-3.3944	0.67616	1.4711	1.2341	-3.5058	-0.72241	-1.9484	-4.3216	-1.4652	-1.4627	1.0123	0.30518	-2.5422	0.30898	2.7895	2.0847	-0.40962	2.7619	3.8298	2.7586	1.702	3.1174	0.98594	0.99164	-0.43621	-3.9885	-6.8507
2.5912	1.5469	-0.96192	2.952	3.6404	3.9929	1.5321	1.1837	-0.95508	-3.4236	-0.58238	0.47293	0.82092	0.4748	-0.21954	0.48533	1.1866	1.547	-3.7604	0.85315	1.2204	-0.56545	0.49812	0.13948	1.2242	0.14571	-3.4099	1.9215	0.84449	0.85879	0.8535	-0.91576	0.86327	0.17248	1.5893	-0.54884	0.15333	1.9193	1.807	2.793	1.5873	0.856	-0.23424	1.5738	1.2098	2.9893	0.84656	-2.3307	-2.3533	-1.2859	1.5482	1.1968	2.2788	2.6261	1.576	2.9908	1.9265	1.5626	1.5609	2.9774	1.209	-1.6383	-1.6255	-3.0504	-4.1297	-2.7078	-3.0497	-0.19127	1.5641	0.48646	-0.93096	-0.21546	0.48981	2.2584	-0.51016	-0.25766	0.46106	-2.665	-0.78324	0.29606	1.9502	-0.74832	1.0139	0.11714	0.44484	2.5332	-1.5387	0.88654	-1.082	-3.7169	-2.6278	-1.5601	-1.9613	-2.6358	-4.562	-1.3685	0.58174	-1.206	1.285	-1.5509	0.21409	-2.2664	-1.0147	-1.0741	0.79795	1.9942	1.6435	-0.13077	2.3392	1.293	0.91714	2.3055	2.777	1.9101	0.17212	3.4034	1.6426	0.92516	-0.1336	-0.25624	-1.4927	5.0672	6.452	0.82122	2.8469	4.833	3.7951	0.26055	2.0279	3.7929	6.9454	2.7161	3.7699	2.3563	2.3557	1.3027	0.94028	-0.11581	-1.5303	-1.1561	0.61168	2.0033	1.307	2.7221	2.3509	0.57078	0.92291	-0.60934	-2.6657	0.95848	2.2776	-2.1676	-2.3002	-0.83066	-2.6055	-1.8886	0.23439	2.0013	0.59051	0.92762	0.60453	2.3652	0.94064	4.4802	0.59987	2.3535	2.3511	3.0615	3.4106	3.4087	0.19718	-0.14379	-0.15926	-1.23
-0.46139	0.23417	1.3022	0.60064	2.722	2.0189	5.1923	3.7808	4.1329	2.3766	0.96031	1.3075	3.7865	3.0749	0.24855	-3.2958	-0.80227	-0.80343	-0.79075	0.62492	1.6805	1.678	1.3245	1.6858	0.6271	-1.8539	2.7381	3.1038	-0.43045	0.27644	-0.081636	0.63599	2.055	2.0601	-0.071476	0.64679	1.696	1.5049	3.7831	2.8997	1.6673	2.7152	2.6781	1.3439	0.8203	1.3299	0.97937	-0.09764	1.336	0.26853	2.0582	3.1105	3.1108	1.3388	2.4081	3.111	1.3442	2.7523	3.0974	1.3442	1.3312	1.3328	-2.5735	-2.5722	-1.4994	1.6884	-2.5596	-1.8549	-3.5984	1.3461	1.6855	3.1024	3.0065	4.1661	3.8777	0.2524	1.0278	2.4675	0.70014	1.6195	1.6324	2.4258	-1.0272	2.6308	-1.5252	-0.40729	-2.1868	-1.4806	-0.99299	-3.5641	-1.4728	-1.0828	-1.0043	-0.96667	-0.11728	-0.27093	-1.4198	-0.0048429	-0.009932	0.34156	-1.057	-3.8789	-1.7286	0.34417	0.33124	2.2258	2.1175	3.1774	2.4684	1.7568	3.7441	2.4233	0.55315	2.1027	3.2918	-0.43726	-3.4847	-1.2529	-1.9152	-2.3488	-1.057	-1.7498	6.1079	3.528	2.309	3.9131	3.199	2.1484	3.5491	5.3221	6.7274	4.6103	2.1457	0.36801	1.081	1.0806	-0.33584	-1.0417	-1.4026	0.016714	0.73081	2.8458	1.7827	3.1928	3.1917	0.01699	0.72841	-1.7256	-2.2127	2.0933	2.1774	-0.10351	-1.4101	-1.4104	0.0034395	-0.34821	0.71588	0.716	2.1296	1.4235	0.0046493	-1.0389	0.71984	2.1458	1.7835	4.9452	3.5312	3.5161	1.4119	1.045	-1.0528	-2.138	-2.4942	-3.9409
-0.53319	1.2169	1.5961	5.1209	2.9977	0.86477	0.16364	-1.5811	1.9358	1.2378	0.53922	1.24	0.5455	2.3126	0.54335	-0.52231	0.19255	-0.86701	2.3206	0.55238	-1.5687	1.9745	1.6247	0.55626	0.91324	-0.51902	0.21017	-1.2037	1.6316	1.2533	1.9848	3.396	1.6404	0.57448	-0.84478	0.22255	0.22135	2.8654	1.381	2.7337	1.9212	3.2096	3.6153	1.5277	0.21569	1.2658	-2.3017	1.9514	0.53804	1.6142	3.3794	3.0322	2.6857	3.7444	3.744	3.744	1.9812	0.55059	1.2676	-1.572	-3.0019	1.951	0.55316	-3.0066	-2.6521	-1.2162	-4.4353	0.18572	-0.17495	-2.2941	2.6836	-6.1841	-1.2096	-1.4995	-0.71063	3.25	-2.6344	1.5222	2.801	2.7429	1.1172	1.1678	2.0592	2.7575	-0.25076	-0.81341	0.23007	-5.4926	-2.6085	-2.9341	-0.43851	2.0271	1.1962	-0.10459	-2.837	1.5532	0.39634	1.7598	-1.5001	-1.2327	1.2357	1.4184	-0.22009	0.58817	4.2604	2.48	1.7856	3.4625	3.1017	2.3875	1.7375	3.4227	3.6255	0.42125	-1.5054	-0.9281	1.2774	-4.1161	-3.0982	-3.819	-4.1782	-1.5325	-3.0165	-0.24842	7.0226	6.3441	4.8892	6.6639	7.0144	4.9055	5.6073	4.1939	4.9033	7.0153	7.0156	6.3048	1.0131	0.66068	1.0131	-0.047534	-4.3007	0.31054	0.3086	3.4846	3.4703	-0.42204	-0.81134	-2.3506	0.093501	2.4782	2.0802	2.6039	2.403	0.65211	-0.062726	-0.41511	0.99987	0.29592	2.4126	2.0598	-1.4772	0.62258	3.8194	2.4065	4.1703	2.7513	4.1622	2.7478	1.3344	2.0425	4.8523	0.61009	-0.1048	-0.47225
3.1412	-0.026726	0.32394	2.0947	3.5049	2.426	2.4454	1.7441	0.33131	2.1038	2.8134	1.7519	2.4546	4.2325	-1.0711	1.0552	0.34486	2.1112	0.35105	-0.0022388	0.70591	1.7702	2.8317	2.8328	-0.71308	-0.34657	0.71033	0.71232	0.35591	0.71545	4.2553	1.4337	-0.3303	-0.0693	1.43	0.71946	-0.33274	3.3929	2.5955	1.5352	1.4374	2.0339	2.0395	1.4349	-1.7604	-2.1133	0.69443	3.1874	5.6479	4.6008	0.36185	2.4913	2.8526	3.1902	2.4921	-0.68862	-3.5211	1.7755	4.2475	5.2846	2.8267	-1.0657	-5.3175	-0.014928	4.2391	2.102	-1.7686	-0.0060117	-2.1146	-2.481	1.2044	1.7576	-0.37047	-0.68198	-0.46446	3.8019	-0.46579	-0.36417	0.066945	2.3436	2.743	-0.65308	-0.63707	1.5668	-0.7842	-2.062	-5.9261	-2.0754	-1.2166	0.49451	-0.19623	1.8201	0.99742	-0.15379	2.2537	0.77773	2.0414	0.75095	-2.8362	-3.6681	-0.27817	1.5565	1.4051	1.4604	0.27494	-0.10066	0.68502	-0.98231	2.1343	1.8484	4.5471	4.2617	1.4395	-2.9909	-0.63048	1.9299	2.101	1.9161	0.63393	0.47022	-2.0846	-2.6001	-3.4519	-3.802	5.387	7.5829	6.4455	6.4455	6.7961	2.9201	3.288	5.7489	5.0486	7.1644	8.9223	9.2821	3.9872	1.5214	0.10628	-0.60718	-0.24588	0.10522	2.933	3.2806	3.6298	2.5643	0.71083	-3.4223	0.092485	1.352	2.791	2.7047	1.5102	0.098781	1.1583	0.796	1.1574	0.79483	0.79475	2.206	4.3243	1.496	-0.98466	4.3359	5.3853	2.9199	2.1926	1.502	1.5015	1.4986	3.5975	3.9473	-1.3537	0.060335
-2.0511	2.5479	3.2632	2.9076	3.6252	2.2145	4.6726	2.2095	1.1539	-0.96735	0.10034	2.5781	2.5792	0.10372	2.9317	-1.6619	1.522	2.2357	2.9252	-1.6409	0.48724	1.1938	3.6663	2.9559	2.2433	-0.22535	1.8856	3.2991	4.3621	2.9648	1.905	-6.2475	-1.6313	-1.6299	-2.3262	-0.28326	3.3303	1.1056	1.3349	1.1413	1.991	2.0839	2.6091	2.609	-2.6064	0.48509	1.8917	3.6696	6.4826	5.7828	5.0722	2.612	2.6132	2.6127	3.3105	3.3073	1.5401	3.6673	2.609	3.3057	-3.7589	2.958	3.3088	5.7751	7.1861	7.1865	6.1262	-2.3622	-7.3296	-3.12	-0.5699	1.5491	-1.6494	-2.5675	-0.20533	2.5879	-3.1315	-5.8566	-3.1419	0.0064523	3.9918	2.2275	-0.9714	3.0476	-0.6052	-0.68445	-0.15989	-8.7392	-6.9113	1.4751	2.5348	1.6441	-1.5874	3.1431	3.9339	1.6187	-0.34295	-1.0134	-2.75	-0.6691	-1.8246	-4.5055	1.8094	0.81259	-1.9183	-2.3797	-1.3032	-1.7858	1.7773	1.734	2.8984	5.6297	4.7077	3.901	4.3459	2.8598	1.0448	1.2244	2.2185	1.2684	-0.14595	-1.9138	-1.2157	-5.1026	-5.5934	0.92881	8.6855	10.433	8.6726	6.565	7.2629	3.7529	6.2161	8.3283	6.9336	4.8217	8.3446	6.9204	-0.82369	0.92997	0.21868	1.6318	1.9825	1.28	1.2788	3.9763	3.4596	1.1498	1.9486	3.7718	3.0463	1.2818	1.9826	1.6316	3.3945	3.043	2.3406	-0.49626	3.0261	0.92237	3.0355	4.4452	3.368	3.3659	1.9512	0.18483	0.56163	0.5562	-0.15872	-2.999	-5.1209	2.664	4.0756	-3.0038
1.5576	-3.0428	1.9132	5.0881	4.3784	2.9772	2.9815	2.2686	1.204	0.15186	-0.55534	-2.6582	0.17671	0.86553	2.9907	0.16269	0.86888	2.6345	0.17121	-1.2455	1.602	4.0535	4.0548	4.4066	3.357	4.7701	5.4714	4.4119	2.6512	2.6526	-0.58389	-4.4308	-3.0011	-0.16794	-1.2168	-0.23955	-0.66293	1.473	2.3659	1.9709	-1.2088	0.55347	0.90423	3.3794	2.6662	6.5502	6.1908	4.4328	6.1945	6.1953	5.1446	5.1446	-0.50565	-2.6299	3.0292	3.3796	5.4919	1.6129	0.90161	1.6157	1.9627	6.1875	3.3746	4.4259	4.7866	4.4265	5.8382	4.0734	-0.51503	-2.9828	-2.0983	1.6209	-1.5873	1.0536	0.35464	-4.0893	1.8867	-3.7519	1.0498	0.92278	2.1088	-0.35079	0.35448	1.7344	-0.67037	2.422	-6.8457	-3.675	0.37867	0.5108	-0.70263	2.6843	2.3465	0.67698	0.057551	-2.5645	-0.42732	-2.8059	0.31439	-2.5821	-1.2398	-0.11273	-0.63545	4.5844	1.1994	-0.8942	-5.6074	-0.93373	-0.20678	2.9775	3.67	3.453	4.4442	5.0959	2.2475	2.4761	2.4265	1.3169	0.37639	-0.4455	1.32	0.26477	-1.1463	-1.2639	-4.087	-4.691	-2.5452	9.0833	8.033	11.205	3.4499	-4.6932	-5.4088	-4.3427	-3.6289	-2.9163	-4.3324	-3.9776	0.62775	1.7062	1.705	3.8146	2.7524	3.8131	4.399	4.9201	6.2256	2.0171	-1.7907	2.8042	3.2352	-0.43014	2.0425	2.3958	1.6936	3.8031	2.7367	-2.9128	-2.5593	0.61764	1.6783	0.96773	-0.087564	-1.8711	0.25806	3.7806	1.3012	-0.10795	2.3569	-1.1748	-3.9997	-1.1596	1.3091	5.1936
