44.023	44.06	44.097	44.134	44.171	44.208	44.245	44.282	44.319	44.356	44.393	44.43	44.467	44.504	44.54	44.577	44.614	44.651	44.688	44.725	44.762	44.799	44.835	44.872	44.909	44.946	44.982	45.019	45.056	45.093	45.129	45.166	45.203	45.239	45.276	45.313	45.349	45.386	45.423	45.459	45.496	45.532	45.569	45.606	45.642	45.679	45.715	45.752	45.788	45.825	45.861	45.897	45.934	45.97	46.007	46.043	46.079	46.116	46.152	46.189	46.225	46.261	46.297	46.334	46.37	46.406	46.443	46.479
43.997	44.034	44.071	44.108	44.145	44.182	44.219	44.256	44.293	44.33	44.367	44.404	44.441	44.477	44.514	44.551	44.588	44.625	44.662	44.699	44.735	44.772	44.809	44.846	44.883	44.919	44.956	44.993	45.03	45.066	45.103	45.14	45.176	45.213	45.25	45.286	45.323	45.36	45.396	45.433	45.469	45.506	45.542	45.579	45.615	45.652	45.688	45.725	45.761	45.798	45.834	45.871	45.907	45.943	45.98	46.016	46.053	46.089	46.125	46.162	46.198	46.234	46.27	46.307	46.343	46.379	46.415	46.452
43.971	44.008	44.045	44.082	44.119	44.156	44.193	44.23	44.267	44.304	44.341	44.378	44.415	44.452	44.488	44.525	44.562	44.599	44.636	44.673	44.709	44.746	44.783	44.82	44.856	44.893	44.93	44.967	45.003	45.04	45.077	45.113	45.15	45.187	45.223	45.26	45.297	45.333	45.37	45.406	45.443	45.479	45.516	45.552	45.589	45.625	45.662	45.698	45.735	45.771	45.808	45.844	45.88	45.917	45.953	45.99	46.026	46.062	46.099	46.135	46.171	46.207	46.244	46.28	46.316	46.352	46.389	46.425
43.945	43.982	44.019	44.056	44.093	44.13	44.167	44.204	44.241	44.278	44.315	44.352	44.388	44.425	44.462	44.499	44.536	44.573	44.61	44.646	44.683	44.72	44.757	44.793	44.83	44.867	44.904	44.94	44.977	45.014	45.05	45.087	45.124	45.16	45.197	45.233	45.27	45.306	45.343	45.38	45.416	45.453	45.489	45.526	45.562	45.599	45.635	45.671	45.708	45.744	45.781	45.817	45.853	45.89	45.926	45.963	45.999	46.035	46.071	46.108	46.144	46.18	46.216	46.253	46.289	46.325	46.361	46.397
43.92	43.957	43.994	44.031	44.067	44.104	44.141	44.178	44.215	44.252	44.289	44.326	44.363	44.4	44.436	44.473	44.51	44.547	44.584	44.62	44.657	44.694	44.731	44.767	44.804	44.841	44.878	44.914	44.951	44.988	45.024	45.061	45.097	45.134	45.171	45.207	45.244	45.28	45.317	45.353	45.39	45.426	45.463	45.499	45.536	45.572	45.609	45.645	45.681	45.718	45.754	45.791	45.827	45.863	45.9	45.936	45.972	46.009	46.045	46.081	46.117	46.154	46.19	46.226	46.262	46.298	46.335	46.371
43.894	43.931	43.968	44.005	44.042	44.079	44.115	44.152	44.189	44.226	44.263	44.3	44.337	44.374	44.41	44.447	44.484	44.521	44.558	44.594	44.631	44.668	44.704	44.741	44.778	44.815	44.851	44.888	44.925	44.961	44.998	45.034	45.071	45.108	45.144	45.181	45.217	45.254	45.29	45.327	45.363	45.4	45.436	45.473	45.509	45.546	45.582	45.618	45.655	45.691	45.728	45.764	45.8	45.837	45.873	45.909	45.945	45.982	46.018	46.054	46.09	46.127	46.163	46.199	46.235	46.271	46.308	46.344
43.868	43.905	43.942	43.979	44.016	44.053	44.09	44.126	44.163	44.2	44.237	44.274	44.311	44.347	44.384	44.421	44.458	44.495	44.531	44.568	44.605	44.642	44.678	44.715	44.752	44.788	44.825	44.862	44.898	44.935	44.971	45.008	45.045	45.081	45.118	45.154	45.191	45.227	45.264	45.3	45.337	45.373	45.41	45.446	45.483	45.519	45.555	45.592	45.628	45.664	45.701	45.737	45.773	45.81	45.846	45.882	45.919	45.955	45.991	46.027	46.064	46.1	46.136	46.172	46.208	46.244	46.281	46.317
43.842	43.879	43.916	43.953	43.99	44.027	44.064	44.1	44.137	44.174	44.211	44.248	44.285	44.321	44.358	44.395	44.432	44.468	44.505	44.542	44.579	44.615	44.652	44.689	44.725	44.762	44.799	44.835	44.872	44.909	44.945	44.982	45.018	45.055	45.091	45.128	45.164	45.201	45.237	45.274	45.31	45.347	45.383	45.42	45.456	45.492	45.529	45.565	45.601	45.638	45.674	45.71	45.747	45.783	45.819	45.856	45.892	45.928	45.964	46	46.037	46.073	46.109	46.145	46.181	46.217	46.254	46.29
43.816	43.853	43.89	43.927	43.964	44.001	44.038	44.075	44.111	44.148	44.185	44.222	44.259	44.295	44.332	44.369	44.406	44.443	44.479	44.516	44.553	44.589	44.626	44.663	44.699	44.736	44.773	44.809	44.846	44.882	44.919	44.955	44.992	45.028	45.065	45.102	45.138	45.175	45.211	45.247	45.284	45.32	45.357	45.393	45.429	45.466	45.502	45.539	45.575	45.611	45.648	45.684	45.72	45.756	45.793	45.829	45.865	45.901	45.938	45.974	46.01	46.046	46.082	46.118	46.154	46.191	46.227	46.263
43.791	43.828	43.864	43.901	43.938	43.975	44.012	44.049	44.086	44.122	44.159	44.196	44.233	44.269	44.306	44.343	44.38	44.416	44.453	44.49	44.526	44.563	44.6	44.636	44.673	44.71	44.746	44.783	44.819	44.856	44.893	44.929	44.966	45.002	45.039	45.075	45.112	45.148	45.184	45.221	45.257	45.294	45.33	45.367	45.403	45.439	45.476	45.512	45.548	45.585	45.621	45.657	45.693	45.73	45.766	45.802	45.838	45.874	45.911	45.947	45.983	46.019	46.055	46.091	46.127	46.164	46.2	46.236
43.765	43.802	43.839	43.875	43.912	43.949	43.986	44.023	44.06	44.096	44.133	44.17	44.207	44.243	44.28	44.317	44.354	44.39	44.427	44.464	44.5	44.537	44.574	44.61	44.647	44.683	44.72	44.757	44.793	44.83	44.866	44.903	44.939	44.976	45.012	45.049	45.085	45.122	45.158	45.195	45.231	45.267	45.304	45.34	45.376	45.413	45.449	45.485	45.522	45.558	45.594	45.63	45.667	45.703	45.739	45.775	45.812	45.848	45.884	45.92	45.956	45.992	46.028	46.064	46.101	46.137	46.173	46.209
43.739	43.776	43.813	43.849	43.886	43.923	43.96	43.997	44.033	44.07	44.107	44.144	44.181	44.217	44.254	44.291	44.327	44.364	44.401	44.437	44.474	44.511	44.547	44.584	44.62	44.657	44.694	44.73	44.767	44.803	44.84	44.876	44.913	44.949	44.986	45.022	45.059	45.095	45.131	45.168	45.204	45.241	45.277	45.313	45.35	45.386	45.422	45.458	45.495	45.531	45.567	45.603	45.64	45.676	45.712	45.748	45.784	45.821	45.857	45.893	45.929	45.965	46.001	46.037	46.073	46.109	46.145	46.181
