43.761	43.798	43.835	43.872	43.909	43.946	43.983	44.019	44.056	44.093	44.13	44.167	44.203	44.24	44.277	44.314	44.35	44.387	44.424	44.46	44.497	44.534	44.57	44.607	44.644	44.68	44.717	44.753	44.79	44.827	44.863	44.9	44.936	44.973	45.009	45.046	45.082	45.119	45.155	45.192	45.228	45.264	45.301	45.337	45.373	45.41	45.446	45.482	45.519	45.555	45.591	45.628	45.664	45.7	45.736	45.773	45.809	45.845	45.881	45.917	45.953	45.99	46.026	46.062	46.098	46.134	46.17	46.206	46.242
43.736	43.772	43.809	43.846	43.883	43.92	43.957	43.993	44.03	44.067	44.104	44.141	44.177	44.214	44.251	44.288	44.324	44.361	44.398	44.434	44.471	44.508	44.544	44.581	44.617	44.654	44.691	44.727	44.764	44.8	44.837	44.873	44.91	44.946	44.983	45.019	45.056	45.092	45.129	45.165	45.201	45.238	45.274	45.311	45.347	45.383	45.42	45.456	45.492	45.528	45.565	45.601	45.637	45.673	45.71	45.746	45.782	45.818	45.854	45.89	45.927	45.963	45.999	46.035	46.071	46.107	46.143	46.179	46.215
43.71	43.747	43.783	43.82	43.857	43.894	43.931	43.968	44.004	44.041	44.078	44.115	44.151	44.188	44.225	44.262	44.298	44.335	44.372	44.408	44.445	44.481	44.518	44.555	44.591	44.628	44.664	44.701	44.737	44.774	44.811	44.847	44.884	44.92	44.956	44.993	45.029	45.066	45.102	45.139	45.175	45.211	45.248	45.284	45.32	45.357	45.393	45.429	45.466	45.502	45.538	45.574	45.61	45.647	45.683	45.719	45.755	45.791	45.828	45.864	45.9	45.936	45.972	46.008	46.044	46.08	46.116	46.152	46.188
43.684	43.721	43.757	43.794	43.831	43.868	43.905	43.941	43.978	44.015	44.052	44.088	44.125	44.162	44.199	44.235	44.272	44.309	44.345	44.382	44.418	44.455	44.492	44.528	44.565	44.601	44.638	44.674	44.711	44.747	44.784	44.82	44.857	44.893	44.93	44.966	45.003	45.039	45.075	45.112	45.148	45.185	45.221	45.257	45.294	45.33	45.366	45.402	45.439	45.475	45.511	45.547	45.584	45.62	45.656	45.692	45.728	45.764	45.8	45.837	45.873	45.909	45.945	45.981	46.017	46.053	46.089	46.125	46.161
43.658	43.694	43.731	43.768	43.805	43.842	43.878	43.915	43.952	43.989	44.025	44.062	44.099	44.135	44.172	44.209	44.245	44.282	44.319	44.355	44.392	44.429	44.465	44.502	44.538	44.575	44.611	44.648	44.684	44.721	44.757	44.794	44.83	44.867	44.903	44.939	44.976	45.012	45.049	45.085	45.121	45.158	45.194	45.23	45.267	45.303	45.339	45.375	45.412	45.448	45.484	45.52	45.556	45.593	45.629	45.665	45.701	45.737	45.773	45.809	45.845	45.881	45.917	45.954	45.99	46.026	46.062	46.098	46.133
43.632	43.668	43.705	43.742	43.779	43.816	43.852	43.889	43.926	43.963	43.999	44.036	44.073	44.109	44.146	44.183	44.219	44.256	44.292	44.329	44.366	44.402	44.439	44.475	44.512	44.548	44.585	44.621	44.658	44.694	44.731	44.767	44.804	44.84	44.877	44.913	44.949	44.986	45.022	45.058	45.095	45.131	45.167	45.204	45.24	45.276	45.312	45.349	45.385	45.421	45.457	45.493	45.53	45.566	45.602	45.638	45.674	45.71	45.746	45.782	45.818	45.854	45.89	45.926	45.962	45.998	46.034	46.07	46.106
43.605	43.642	43.679	43.716	43.752	43.789	43.826	43.863	43.899	43.936	43.973	44.009	44.046	44.083	44.119	44.156	44.193	44.229	44.266	44.302	44.339	44.376	44.412	44.449	44.485	44.522	44.558	44.595	44.631	44.668	44.704	44.74	44.777	44.813	44.85	44.886	44.922	44.959	44.995	45.031	45.068	45.104	45.14	45.177	45.213	45.249	45.285	45.322	45.358	45.394	45.43	45.466	45.502	45.539	45.575	45.611	45.647	45.683	45.719	45.755	45.791	45.827	45.863	45.899	45.935	45.971	46.007	46.043	46.079
43.579	43.616	43.653	43.689	43.726	43.763	43.8	43.836	43.873	43.91	43.946	43.983	44.02	44.056	44.093	44.13	44.166	44.203	44.239	44.276	44.312	44.349	44.385	44.422	44.458	44.495	44.531	44.568	44.604	44.641	44.677	44.714	44.75	44.786	44.823	44.859	44.895	44.932	44.968	45.004	45.041	45.077	45.113	45.149	45.186	45.222	45.258	45.294	45.331	45.367	45.403	45.439	45.475	45.511	45.547	45.583	45.62	45.656	45.692	45.728	45.764	45.8	45.836	45.872	45.908	45.944	45.98	46.015	46.051
43.553	43.59	43.626	43.663	43.7	43.736	43.773	43.81	43.847	43.883	43.92	43.956	43.993	44.03	44.066	44.103	44.14	44.176	44.213	44.249	44.286	44.322	44.359	44.395	44.432	44.468	44.505	44.541	44.578	44.614	44.65	44.687	44.723	44.759	44.796	44.832	44.869	44.905	44.941	44.977	45.014	45.05	45.086	45.122	45.159	45.195	45.231	45.267	45.303	45.34	45.376	45.412	45.448	45.484	45.52	45.556	45.592	45.628	45.664	45.7	45.736	45.772	45.808	45.844	45.88	45.916	45.952	45.988	46.024
43.526	43.563	43.6	43.636	43.673	43.71	43.747	43.783	43.82	43.857	43.893	43.93	43.966	44.003	44.04	44.076	44.113	44.149	44.186	44.222	44.259	44.295	44.332	44.368	44.405	44.441	44.478	44.514	44.551	44.587	44.623	44.66	44.696	44.732	44.769	44.805	44.841	44.878	44.914	44.95	44.987	45.023	45.059	45.095	45.131	45.168	45.204	45.24	45.276	45.312	45.348	45.384	45.421	45.457	45.493	45.529	45.565	45.601	45.637	45.673	45.709	45.745	45.781	45.817	45.853	45.888	45.924	45.96	45.996
43.5	43.536	43.573	43.61	43.647	43.683	43.72	43.757	43.793	43.83	43.867	43.903	43.94	43.976	44.013	44.049	44.086	44.123	44.159	44.196	44.232	44.269	44.305	44.341	44.378	44.414	44.451	44.487	44.524	44.56	44.596	44.633	44.669	44.705	44.742	44.778	44.814	44.851	44.887	44.923	44.959	44.995	45.032	45.068	45.104	45.14	45.176	45.213	45.249	45.285	45.321	45.357	45.393	45.429	45.465	45.501	45.537	45.573	45.609	45.645	45.681	45.717	45.753	45.789	45.825	45.861	45.897	45.932	45.968
43.473	43.51	43.547	43.583	43.62	43.657	43.693	43.73	43.767	43.803	43.84	43.876	43.913	43.949	43.986	44.023	44.059	44.096	44.132	44.169	44.205	44.242	44.278	44.314	44.351	44.387	44.424	44.46	44.496	44.533	44.569	44.606	44.642	44.678	44.714	44.751	44.787	44.823	44.859	44.896	44.932	44.968	45.004	45.04	45.077	45.113	45.149	45.185	45.221	45.257	45.293	45.329	45.365	45.402	45.438	45.474	45.51	45.546	45.582	45.617	45.653	45.689	45.725	45.761	45.797	45.833	45.869	45.905	45.94
43.446	43.483	43.52	43.556	43.593	43.63	43.666	43.703	43.739	43.776	43.813	43.849	43.886	43.922	43.959	43.995	44.032	44.068	44.105	44.141	44.178	44.214	44.251	44.287	44.323	44.36	44.396	44.433	44.469	44.505	44.542	44.578	44.614	44.651	44.687	44.723	44.759	44.796	44.832	44.868	44.904	44.94	44.977	45.013	45.049	45.085	45.121	45.157	45.193	45.229	45.265	45.301	45.338	45.374	45.41	45.446	45.482	45.517	45.553	45.589	45.625	45.661	45.697	45.733	45.769	45.805	45.841	45.876	45.912
43.419	43.456	43.493	43.529	43.566	43.603	43.639	43.676	43.712	43.749	43.785	43.822	43.859	43.895	43.932	43.968	44.005	44.041	44.078	44.114	44.15	44.187	44.223	44.26	44.296	44.332	44.369	44.405	44.442	44.478	44.514	44.55	44.587	44.623	44.659	44.696	44.732	44.768	44.804	44.84	44.877	44.913	44.949	44.985	45.021	45.057	45.093	45.129	45.166	45.202	45.238	45.274	45.31	45.346	45.382	45.418	45.454	45.49	45.525	45.561	45.597	45.633	45.669	45.705	45.741	45.777	45.812	45.848	45.884
43.392	43.429	43.465	43.502	43.539	43.575	43.612	43.648	43.685	43.721	43.758	43.795	43.831	43.868	43.904	43.941	43.977	44.014	44.05	44.086	44.123	44.159	44.196	44.232	44.268	44.305	44.341	44.377	44.414	44.45	44.486	44.523	44.559	44.595	44.631	44.668	44.704	44.74	44.776	44.812	44.849	44.885	44.921	44.957	44.993	45.029	45.065	45.101	45.137	45.173	45.209	45.245	45.281	45.317	45.353	45.389	45.425	45.461	45.497	45.533	45.569	45.605	45.641	45.676	45.712	45.748	45.784	45.82	45.856
