48.427	48.391	48.355	48.319	48.283	48.248	48.212	48.176	48.14	48.104	48.068	48.032	47.996	47.96	47.924	47.888	47.852	47.816	47.78	47.744	47.708	47.671	47.635	47.599	47.563	47.527	47.49	47.454	47.418	47.382	47.346	47.309	47.273	47.237	47.2	47.164	47.128	47.091	47.055	47.019	46.982	46.946	46.909	46.873	46.837	46.8	46.764	46.727	46.691	46.654	46.618	46.581	46.545	46.508	46.471	46.435	46.398	46.362	46.325	46.288	46.252	46.215	46.178	46.142	46.105	46.068	46.031	45.995	45.958	45.921	45.884	45.848	45.811	45.774	45.737	45.7	45.664	45.627	45.59	45.553	45.516	45.479	45.442	45.405	45.368	45.331	45.294	45.257	45.22	45.183	45.146	45.109	45.072	45.035	44.998	44.961	44.924	44.887	44.85	44.813	44.776	44.738	44.701	44.664	44.627	44.59	44.552	44.515	44.478	44.441	44.403	44.366	44.329	44.292	44.254	44.217	44.18	44.142	44.105	44.068	44.03
48.395	48.359	48.323	48.287	48.251	48.215	48.18	48.144	48.108	48.072	48.036	48	47.964	47.928	47.892	47.856	47.82	47.784	47.748	47.712	47.676	47.639	47.603	47.567	47.531	47.495	47.459	47.423	47.386	47.35	47.314	47.278	47.241	47.205	47.169	47.132	47.096	47.06	47.023	46.987	46.951	46.914	46.878	46.842	46.805	46.769	46.732	46.696	46.659	46.623	46.586	46.55	46.513	46.477	46.44	46.404	46.367	46.33	46.294	46.257	46.221	46.184	46.147	46.111	46.074	46.037	46	45.964	45.927	45.89	45.854	45.817	45.78	45.743	45.706	45.67	45.633	45.596	45.559	45.522	45.485	45.448	45.411	45.375	45.338	45.301	45.264	45.227	45.19	45.153	45.116	45.079	45.042	45.005	44.968	44.931	44.893	44.856	44.819	44.782	44.745	44.708	44.671	44.634	44.597	44.559	44.522	44.485	44.448	44.41	44.373	44.336	44.299	44.261	44.224	44.187	44.15	44.112	44.075	44.038	44
48.362	48.327	48.291	48.255	48.219	48.183	48.147	48.111	48.076	48.04	48.004	47.968	47.932	47.896	47.86	47.824	47.788	47.752	47.716	47.68	47.644	47.608	47.572	47.535	47.499	47.463	47.427	47.391	47.355	47.318	47.282	47.246	47.21	47.173	47.137	47.101	47.065	47.028	46.992	46.956	46.919	46.883	46.847	46.81	46.774	46.737	46.701	46.664	46.628	46.591	46.555	46.519	46.482	46.446	46.409	46.372	46.336	46.299	46.263	46.226	46.189	46.153	46.116	46.08	46.043	46.006	45.969	45.933	45.896	45.859	45.823	45.786	45.749	45.712	45.676	45.639	45.602	45.565	45.528	45.491	45.454	45.418	45.381	45.344	45.307	45.27	45.233	45.196	45.159	45.122	45.085	45.048	45.011	44.974	44.937	44.9	44.863	44.826	44.789	44.752	44.715	44.678	44.641	44.603	44.566	44.529	44.492	44.455	44.417	44.38	44.343	44.306	44.269	44.231	44.194	44.157	44.12	44.082	44.045	44.008	43.97
48.33	48.295	48.259	48.223	48.187	48.151	48.116	48.08	48.044	48.008	47.972	47.936	47.9	47.864	47.828	47.792	47.756	47.72	47.684	47.648	47.612	47.576	47.54	47.504	47.468	47.432	47.396	47.359	47.323	47.287	47.251	47.215	47.178	47.142	47.106	47.07	47.033	46.997	46.961	46.924	46.888	46.852	46.815	46.779	46.743	46.706	46.67	46.633	46.597	46.561	46.524	46.488	46.451	46.415	46.378	46.342	46.305	46.268	46.232	46.195	46.159	46.122	46.086	46.049	46.012	45.976	45.939	45.902	45.866	45.829	45.792	45.755	45.719	45.682	45.645	45.608	45.572	45.535	45.498	45.461	45.424	45.387	45.35	45.314	45.277	45.24	45.203	45.166	45.129	45.092	45.055	45.018	44.981	44.944	44.907	44.87	44.833	44.796	44.759	44.722	44.685	44.648	44.611	44.574	44.536	44.499	44.462	44.425	44.388	44.35	44.313	44.276	44.239	44.202	44.164	44.127	44.09	44.053	44.015	43.978	43.941
48.299	48.263	48.227	48.192	48.156	48.12	48.084	48.048	48.012	47.977	47.941	47.905	47.869	47.833	47.797	47.761	47.725	47.689	47.653	47.617	47.581	47.545	47.509	47.473	47.437	47.401	47.365	47.328	47.292	47.256	47.22	47.184	47.148	47.111	47.075	47.039	47.003	46.966	46.93	46.894	46.857	46.821	46.785	46.748	46.712	46.676	46.639	46.603	46.566	46.53	46.494	46.457	46.421	46.384	46.348	46.311	46.275	46.238	46.201	46.165	46.128	46.092	46.055	46.019	45.982	45.945	45.909	45.872	45.835	45.799	45.762	45.725	45.688	45.652	45.615	45.578	45.541	45.505	45.468	45.431	45.394	45.357	45.32	45.284	45.247	45.21	45.173	45.136	45.099	45.062	45.025	44.988	44.951	44.914	44.877	44.84	44.803	44.766	44.729	44.692	44.655	44.618	44.581	44.544	44.507	44.47	44.432	44.395	44.358	44.321	44.284	44.247	44.209	44.172	44.135	44.098	44.06	44.023	43.986	43.949	43.911
48.268	48.232	48.196	48.16	48.125	48.089	48.053	48.017	47.981	47.945	47.91	47.874	47.838	47.802	47.766	47.73	47.694	47.658	47.622	47.586	47.55	47.514	47.478	47.442	47.406	47.37	47.334	47.298	47.261	47.225	47.189	47.153	47.117	47.081	47.044	47.008	46.972	46.936	46.899	46.863	46.827	46.791	46.754	46.718	46.682	46.645	46.609	46.572	46.536	46.5	46.463	46.427	46.39	46.354	46.317	46.281	46.244	46.208	46.171	46.135	46.098	46.062	46.025	45.988	45.952	45.915	45.879	45.842	45.805	45.769	45.732	45.695	45.659	45.622	45.585	45.548	45.512	45.475	45.438	45.401	45.364	45.328	45.291	45.254	45.217	45.18	45.143	45.106	45.07	45.033	44.996	44.959	44.922	44.885	44.848	44.811	44.774	44.737	44.7	44.663	44.626	44.589	44.552	44.515	44.477	44.44	44.403	44.366	44.329	44.292	44.255	44.217	44.18	44.143	44.106	44.069	44.031	43.994	43.957	43.92	43.882
48.236	48.201	48.165	48.129	48.093	48.058	48.022	47.986	47.95	47.914	47.879	47.843	47.807	47.771	47.735	47.699	47.663	47.627	47.591	47.555	47.519	47.483	47.447	47.411	47.375	47.339	47.303	47.267	47.231	47.195	47.159	47.122	47.086	47.05	47.014	46.978	46.941	46.905	46.869	46.833	46.796	46.76	46.724	46.688	46.651	46.615	46.578	46.542	46.506	46.469	46.433	46.397	46.36	46.324	46.287	46.251	46.214	46.178	46.141	46.105	46.068	46.032	45.995	45.958	45.922	45.885	45.849	45.812	45.775	45.739	45.702	45.665	45.629	45.592	45.555	45.519	45.482	45.445	45.408	45.371	45.335	45.298	45.261	45.224	45.187	45.151	45.114	45.077	45.04	45.003	44.966	44.929	44.892	44.855	44.818	44.781	44.744	44.707	44.67	44.633	44.596	44.559	44.522	44.485	44.448	44.411	44.374	44.337	44.3	44.262	44.225	44.188	44.151	44.114	44.077	44.039	44.002	43.965	43.928	43.891	43.853
48.205	48.169	48.134	48.098	48.062	48.027	47.991	47.955	47.919	47.883	47.848	47.812	47.776	47.74	47.704	47.668	47.632	47.596	47.56	47.525	47.489	47.453	47.417	47.381	47.344	47.308	47.272	47.236	47.2	47.164	47.128	47.092	47.056	47.02	46.983	46.947	46.911	46.875	46.839	46.802	46.766	46.73	46.693	46.657	46.621	46.585	46.548	46.512	46.476	46.439	46.403	46.366	46.33	46.294	46.257	46.221	46.184	46.148	46.111	46.075	46.038	46.002	45.965	45.928	45.892	45.855	45.819	45.782	45.745	45.709	45.672	45.636	45.599	45.562	45.526	45.489	45.452	45.415	45.379	45.342	45.305	45.268	45.231	45.195	45.158	45.121	45.084	45.047	45.01	44.974	44.937	44.9	44.863	44.826	44.789	44.752	44.715	44.678	44.641	44.604	44.567	44.53	44.493	44.456	44.419	44.382	44.345	44.308	44.27	44.233	44.196	44.159	44.122	44.085	44.048	44.01	43.973	43.936	43.899	43.862	43.824
48.174	48.138	48.103	48.067	48.031	47.996	47.96	47.924	47.888	47.853	47.817	47.781	47.745	47.709	47.673	47.637	47.602	47.566	47.53	47.494	47.458	47.422	47.386	47.35	47.314	47.278	47.242	47.206	47.17	47.134	47.098	47.061	47.025	46.989	46.953	46.917	46.881	46.844	46.808	46.772	46.736	46.7	46.663	46.627	46.591	46.554	46.518	46.482	46.445	46.409	46.373	46.336	46.3	46.264	46.227	46.191	46.154	46.118	46.081	46.045	46.008	45.972	45.935	45.899	45.862	45.826	45.789	45.752	45.716	45.679	45.643	45.606	45.569	45.533	45.496	45.459	45.423	45.386	45.349	45.312	45.276	45.239	45.202	45.165	45.128	45.092	45.055	45.018	44.981	44.944	44.907	44.87	44.834	44.797	44.76	44.723	44.686	44.649	44.612	44.575	44.538	44.501	44.464	44.427	44.39	44.353	44.316	44.279	44.241	44.204	44.167	44.13	44.093	44.056	44.019	43.982	43.944	43.907	43.87	43.833	43.796
48.144	48.108	48.072	48.037	48.001	47.965	47.929	47.894	47.858	47.822	47.786	47.751	47.715	47.679	47.643	47.607	47.571	47.535	47.5	47.464	47.428	47.392	47.356	47.32	47.284	47.248	47.212	47.176	47.14	47.104	47.068	47.031	46.995	46.959	46.923	46.887	46.851	46.815	46.778	46.742	46.706	46.67	46.634	46.597	46.561	46.525	46.488	46.452	46.416	46.379	46.343	46.307	46.27	46.234	46.198	46.161	46.125	46.088	46.052	46.015	45.979	45.942	45.906	45.869	45.833	45.796	45.76	45.723	45.686	45.65	45.613	45.577	45.54	45.503	45.467	45.43	45.393	45.357	45.32	45.283	45.246	45.21	45.173	45.136	45.099	45.063	45.026	44.989	44.952	44.915	44.878	44.842	44.805	44.768	44.731	44.694	44.657	44.62	44.583	44.546	44.509	44.472	44.435	44.398	44.361	44.324	44.287	44.25	44.213	44.176	44.139	44.102	44.064	44.027	43.99	43.953	43.916	43.879	43.842	43.804	43.767
