7.2169	7.2108	7.6193	8.6646	8.6599	7.9269	7.9226	8.598	8.2464	7.5322	7.888	8.2347	7.8664	8.1987	8.5375	8.5237	7.0477	8.4617	7.037	7.3836	8.0847	9.1442	8.4433	7.7324	8.0821	7.7313	8.7911	8.7907	8.0801	9.1396	8.0957	8.4379	7.7258	8.4495	9.4893	8.0822	9.1388	8.0746	8.4307	8.7685	8.4175	9.4771	9.1164	8.7658	9.1154	9.8255	8.7651	9.1152	8.7652	9.1424	8.4048	8.4226	8.7713	8.4186	9.1167	8.4144	8.7622	9.0992	9.8105	9.1004	9.4614	8.7518	9.1023	8.7531	9.1035	8.7542	9.1048	8.4053	8.7564	8.7573	8.7586	9.1093	9.4682	7.333	9.4628	8.0439	8.3882	8.3903	8.392	8.7445	8.036	8.0384	7.6901	8.0427	8.7552	8.7573	8.7593	8.4113	8.7633	8.055	8.0551	8.7649	8.7713	8.053	8.4196	7.6899	8.7597	8.0519	8.7645	8.7669	8.4193	7.7113	7.7135	9.1262	8.068	8.0698	7.0111	8.0734	7.3642	9.1407	7.3606	8.0687	7.7232	7.3532	8.0576	8.0579
8.5705	7.5242	8.2089	8.5958	8.1982	7.8494	8.1878	8.5164	8.1629	8.1587	8.5044	8.5363	8.524	7.4367	9.2048	9.1074	8.125	8.4722	8.0452	7.6845	8.7443	8.3934	8.3899	8.0408	9.4472	8.033	7.6689	8.7253	9.0789	9.0751	8.7044	9.0637	8.7026	9.0618	9.4109	9.7701	9.409	9.7683	9.767	9.4062	10.115	9.054	9.0605	9.0526	9.4062	9.403	8.3395	9.0467	9.7538	9.3823	9.7322	10.083	9.0228	10.444	9.3738	9.3747	9.7357	9.0258	9.377	10.087	8.6681	9.3785	9.7389	9.3768	9.7215	8.6492	9.7173	8.645	8.993	9.3441	10.056	9.7068	10.059	9.3497	9.0016	9.3532	8.6449	9.7173	9.0089	9.0112	8.68	8.6824	8.6542	8.6807	8.3296	7.2415	9.376	9.7382	9.0298	9.0317	8.3236	9.0359	9.0379	9.3904	9.3924	9.045	9.3974	8.3666	8.369	9.0817	8.3452	8.0213	8.7207	9.0796	8.7183	8.7047	9.0667	7.6479	8.3599	9.0717	8.3628	9.424	9.0744	7.6545	8.7151	8.3645
7.8646	7.8593	8.554	9.3182	7.9034	8.6001	7.8583	8.9338	8.8988	8.9072	9.57	8.857	8.5153	7.7915	9.1981	8.8313	7.7677	8.409	8.4377	8.0512	9.4446	8.7239	8.3633	9.7831	9.0724	9.0719	9.0713	9.7807	9.4302	9.0693	9.4287	9.778	8.7634	9.1125	9.4227	9.4187	9.1019	9.808	9.8041	8.0298	10.147	8.7254	10.495	10.145	10.495	10.494	10.144	9.7844	10.495	10.145	10.145	9.7854	10.856	10.495	10.17	10.14	9.8052	10.513	9.7896	9.79	10.151	9.7912	9.7919	10.153	9.793	9.0837	10.504	9.4449	10.155	10.156	9.4474	9.4486	9.4501	9.4487	10.145	9.0865	8.7354	9.4195	10.131	9.4236	9.7755	10.138	8.7198	10.143	8.7243	9.4368	9.4386	9.7909	10.503	9.795	10.157	8.7548	9.8142	9.1034	9.8126	9.812	8.7388	9.4513	9.0936	9.4561	9.0983	9.8105	9.4624	9.8145	9.8165	8.7581	9.4701	8.7617	9.1133	8.4049	8.4037	8.3986	8.7591	8.753	8.7496	9.445
8.2828	7.9657	7.9608	9.0149	9.0093	8.9507	8.2524	8.9298	8.9374	7.8732	8.5555	8.1843	8.9345	9.612	9.6097	9.6218	9.1737	7.8314	9.1726	9.1719	8.4613	9.1707	9.8801	9.1693	9.5177	8.4534	9.5265	9.5058	8.4585	8.8049	9.4945	9.8602	9.499	9.1479	9.4972	9.146	10.205	10.204	9.4933	10.912	9.1411	10.91	10.199	10.225	9.8479	9.5117	9.8418	9.5056	9.8629	11.28	10.159	10.159	9.8094	10.16	10.521	10.161	10.872	8.7424	11.234	9.4538	10.165	9.455	10.876	9.8019	9.8129	9.4506	9.8085	10.143	9.0823	9.7798	10.131	9.422	9.784	10.135	10.137	10.139	9.7912	10.143	9.7951	9.0872	9.0892	9.8019	8.7893	9.8591	9.8013	9.1471	9.4964	9.4841	10.906	9.848	9.1399	10.562	10.564	9.4965	9.8587	9.5011	10.214	9.1559	8.7985	9.1608	9.1629	10.223	9.1614	9.8705	8.4488	9.1544	8.7818	8.7834	8.785	10.567	9.4982	8.4394	9.1495	9.4992	8.0785	8.7883
7.534	7.882	9.6406	9.3505	7.9259	8.6133	9.6798	8.5742	9.281	10.378	9.6335	8.5423	9.2428	8.5103	9.2433	8.0998	8.4458	8.8021	9.1482	9.1712	8.8172	9.1564	10.576	9.1554	10.225	9.5143	9.5138	9.5131	9.8625	9.8616	9.8608	10.57	10.219	10.928	9.1449	9.1677	9.4971	9.1331	9.1291	10.572	10.558	9.8469	9.1358	9.495	10.915	10.915	11.265	10.556	11.266	10.556	9.8266	11.247	9.8273	10.187	9.824	10.182	10.53	10.184	10.521	11.231	10.172	10.883	11.583	10.524	10.884	10.525	11.586	9.4662	10.177	10.887	10.178	10.179	10.181	10.89	9.1085	9.4741	10.177	10.52	10.172	10.884	9.8163	8.7584	10.181	9.1133	10.896	10.538	10.19	10.542	9.484	10.546	9.4881	9.4894	9.8386	10.205	9.1269	10.203	9.1197	9.1221	9.4846	9.8369	10.199	9.491	9.8431	9.845	10.917	9.4986	9.5004	8.4319	9.8537	8.4818	9.9007	9.1412	9.1852	9.8919	9.1783	8.8133
8.6428	8.2775	9.3616	7.916	9.3486	8.9646	8.2165	9.2981	8.2081	9.6306	9.2645	8.5974	8.9106	9.6338	9.1695	9.9882	8.8864	8.808	9.5175	9.877	9.5164	9.8757	9.8751	9.5138	9.8698	9.1559	9.1518	9.5245	9.1704	9.5167	10.215	8.7939	10.923	10.572	10.211	10.21	10.209	10.568	10.567	10.916	11.265	12.334	9.8527	10.562	9.8451	10.192	9.8427	10.546	10.894	10.531	11.232	11.232	11.593	11.594	11.944	11.235	11.595	10.176	11.237	11.237	11.598	10.888	11.599	10.176	10.174	10.549	10.53	10.184	9.8219	10.173	11.234	10.884	10.886	10.888	9.8298	10.182	10.184	10.546	10.188	10.19	9.8419	10.194	10.903	10.529	10.192	9.8415	9.0945	9.4468	10.159	10.161	9.8128	11.225	10.527	9.8193	10.532	10.534	11.237	9.4687	10.891	10.544	10.184	8.7629	10.559	9.1372	9.8461	10.182	8.7637	10.186	10.897	10.898	9.8387	10.549	9.4793	10.55	9.8392	9.8388
7.9788	10.104	8.7748	8.7482	8.7444	8.39	9.7695	8.6956	8.6607	9.0475	9.7709	9.011	8.9949	10.398	9.3247	8.9714	9.2649	8.5807	8.8835	9.2297	9.5782	10.638	9.9271	9.2163	9.9259	10.986	10.985	10.634	10.633	10.633	10.982	10.631	11.339	10.277	10.623	10.616	10.262	10.258	10.604	9.1689	10.238	11.647	10.936	11.645	10.234	12.004	11.644	11.645	11.645	11.645	11.286	11.637	11.286	11.284	10.921	10.916	10.913	10.9	10.55	11.971	10.552	10.902	11.973	11.613	10.554	10.205	9.845	10.906	10.556	10.907	9.8479	10.909	11.617	9.8457	9.5112	10.22	11.617	10.909	10.561	11.273	10.565	10.218	11.63	10.572	11.285	10.577	11.289	10.231	10.234	10.936	10.587	9.8925	11.312	10.601	9.54	9.8765	10.589	10.241	10.944	10.246	10.948	10.25	10.602	9.1839	9.8958	10.958	10.959	10.611	10.262	9.9002	8.1272	9.5448	10.568	8.4351	9.1302	10.55
8.5849	9.2715	8.2423	8.5665	8.2291	8.5388	8.8775	8.1518	8.1338	8.1207	9.5838	8.4859	8.8438	9.887	9.5347	9.882	9.8794	11.297	9.8053	9.8047	9.804	9.4534	10.511	10.157	9.083	8.729	8.3908	9.4571	9.4433	10.153	10.502	11.211	11.56	11.209	11.208	10.497	11.556	11.205	10.844	10.493	11.552	11.201	11.199	10.835	10.831	10.863	10.86	10.858	11.206	12.266	10.777	11.848	11.488	12.199	11.139	12.201	10.781	11.492	11.143	11.853	11.494	10.432	11.176	10.778	10.812	11.88	10.796	11.157	11.508	10.449	10.799	12.22	11.511	11.872	11.515	11.166	10.809	10.81	11.173	11.175	10.815	10.465	10.464	10.8	10.099	10.788	11.86	11.152	11.504	11.866	11.158	11.16	10.102	10.455	10.807	10.809	9.7517	10.464	10.117	10.816	9.4051	9.044	10.829	11.188	10.115	10.467	9.7585	10.119	11.18	10.821	11.181	10.822	11.532	10.472	10.122	10.471
8.2222	9.5976	9.3046	8.9183	9.6232	10.31	8.5174	10.271	9.2073	9.5536	10.26	9.1792	9.1627	7.7392	8.7323	9.8623	9.1108	10.167	9.8068	10.156	9.8057	9.445	10.505	10.504	10.503	10.153	10.862	10.151	11.211	10.5	10.498	10.495	10.851	10.137	10.489	11.555	11.902	10.827	11.886	11.175	11.534	11.533	11.882	11.881	11.531	12.24	11.169	11.53	11.53	11.17	11.109	10.757	10.755	11.829	10.766	11.463	11.464	11.815	11.465	11.816	12.177	12.177	12.178	11.819	11.109	12.53	10.76	11.471	11.822	10.402	10.4	10.774	10.412	11.12	11.107	10.758	11.111	12.183	12.185	12.187	12.189	11.122	10.774	11.127	11.129	10.422	11.494	11.497	10.077	9.7261	10.801	10.801	10.09	10.787	10.429	10.081	11.854	10.436	10.798	11.511	10.443	10.445	11.157	10.449	11.521	10.812	10.453	10.811	9.0384	10.102	9.7434	11.517	10.432	10.792	10.792	10.082
9.7646	9.0136	9.0088	8.6946	8.3202	7.9974	8.6418	9.4292	9.3831	9.7405	9.7468	10.435	10.058	10.055	10.389	9.9706	8.6132	8.6107	9.2594	10.317	8.543	8.539	10.305	8.5367	9.2427	10.659	9.9379	9.9373	9.5866	10.286	10.285	10.284	10.993	10.642	11.351	10.99	10.639	12.058	11.697	10.635	10.981	10.253	10.263	10.955	10.951	11.647	10.936	11.296	10.937	12.717	11.288	12.349	13.06	12.35	11.641	11.292	12.002	10.933	11.292	11.64	10.928	10.571	11.279	11.616	11.976	11.617	11.268	12.329	11.269	11.27	12.331	11.622	11.273	10.563	10.915	11.277	11.279	11.63	10.595	10.234	10.233	10.593	11.29	11.293	9.8752	11.648	11.3	12.013	10.595	10.947	12.019	10.951	10.604	10.606	9.5481	9.9005	10.961	9.5499	10.265	8.4936	9.2028	10.611	11.673	11.675	10.966	11.677	10.968	10.969	11.679	10.26	10.62	11.33	11.331	10.97	10.62	10.257
