18.161	18.161	18.161	18.161	18.161	18.161	18.161	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.162	18.163	18.163	18.163	18.163	18.163	18.163	18.163	18.163
17.404	17.405	17.404	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.405	17.406	17.406	17.406	17.406	17.406	17.406	17.406	17.406	17.406	17.406	17.406	17.406
16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.643	16.644	16.643	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644	16.644
15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.886	15.887	15.886	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887	15.887
15.13	15.131	15.13	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.131	15.132	15.131	15.132	15.132	15.132	15.132	15.132	15.132
14.377	14.377	14.377	14.377	14.377	14.377	14.377	14.378	14.377	14.378	14.377	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378	14.378
13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.621	13.622	13.621	13.622	13.622	13.622	13.622	13.622	13.622
12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.862	12.863	12.862	12.863	12.862	12.862	12.862	12.862	12.863	12.862	12.863	12.862	12.863	12.862	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863	12.863
12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.103	12.104	12.103	12.104	12.103	12.103	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104	12.104
11.351	11.35	11.351	11.35	11.35	11.35	11.35	11.351	11.35	11.351	11.35	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351	11.351
