132.02	132.06	132.09	132.13	132.16	132.2	132.23	132.27	132.3	132.34	132.37	132.41	132.45	132.48	132.51	132.55	132.58	132.62	132.65	132.69	132.72	132.76	132.79	132.83	132.86	132.9	132.93	132.96	133	133.03	133.07	133.1	133.14	133.17	133.2	133.24	133.27	133.31	133.34	133.37	133.41	133.44	133.47	133.51	133.54	133.57	133.61	133.64	133.67
131.97	132	132.04	132.08	132.11	132.15	132.18	132.22	132.25	132.29	132.32	132.36	132.39	132.43	132.46	132.5	132.53	132.57	132.6	132.64	132.67	132.71	132.74	132.77	132.81	132.84	132.88	132.91	132.95	132.98	133.02	133.05	133.08	133.12	133.15	133.19	133.22	133.25	133.29	133.32	133.35	133.39	133.42	133.46	133.49	133.52	133.56	133.59	133.62
131.92	131.95	131.99	132.02	132.06	132.09	132.13	132.16	132.2	132.23	132.27	132.31	132.34	132.38	132.41	132.45	132.48	132.51	132.55	132.58	132.62	132.65	132.69	132.72	132.76	132.79	132.83	132.86	132.89	132.93	132.96	133	133.03	133.07	133.1	133.13	133.17	133.2	133.24	133.27	133.3	133.34	133.37	133.4	133.44	133.47	133.5	133.54	133.57
131.86	131.9	131.93	131.97	132.01	132.04	132.08	132.11	132.15	132.18	132.22	132.25	132.29	132.32	132.36	132.39	132.43	132.46	132.5	132.53	132.57	132.6	132.64	132.67	132.7	132.74	132.77	132.81	132.84	132.88	132.91	132.95	132.98	133.01	133.05	133.08	133.12	133.15	133.18	133.22	133.25	133.28	133.32	133.35	133.39	133.42	133.45	133.49	133.52
131.81	131.85	131.88	131.92	131.95	131.99	132.02	132.06	132.1	132.13	132.17	132.2	132.24	132.27	132.31	132.34	132.38	132.41	132.45	132.48	132.52	132.55	132.58	132.62	132.65	132.69	132.72	132.76	132.79	132.83	132.86	132.89	132.93	132.96	133	133.03	133.06	133.1	133.13	133.17	133.2	133.23	133.27	133.3	133.33	133.37	133.4	133.43	133.47
131.76	131.8	131.83	131.87	131.9	131.94	131.97	132.01	132.04	132.08	132.11	132.15	132.18	132.22	132.25	132.29	132.32	132.36	132.39	132.43	132.46	132.5	132.53	132.57	132.6	132.64	132.67	132.71	132.74	132.77	132.81	132.84	132.88	132.91	132.94	132.98	133.01	133.05	133.08	133.11	133.15	133.18	133.22	133.25	133.28	133.32	133.35	133.38	133.42
131.71	131.74	131.78	131.81	131.85	131.89	131.92	131.96	131.99	132.03	132.06	132.1	132.13	132.17	132.2	132.24	132.27	132.31	132.34	132.38	132.41	132.45	132.48	132.52	132.55	132.58	132.62	132.65	132.69	132.72	132.76	132.79	132.82	132.86	132.89	132.93	132.96	133	133.03	133.06	133.1	133.13	133.16	133.2	133.23	133.26	133.3	133.33	133.37
131.66	131.69	131.73	131.76	131.8	131.83	131.87	131.9	131.94	131.97	132.01	132.05	132.08	132.12	132.15	132.19	132.22	132.26	132.29	132.33	132.36	132.39	132.43	132.46	132.5	132.53	132.57	132.6	132.64	132.67	132.7	132.74	132.77	132.81	132.84	132.88	132.91	132.94	132.98	133.01	133.05	133.08	133.11	133.15	133.18	133.21	133.25	133.28	133.31
131.6	131.64	131.68	131.71	131.75	131.78	131.82	131.85	131.89	131.92	131.96	131.99	132.03	132.06	132.1	132.13	132.17	132.2	132.24	132.27	132.31	132.34	132.38	132.41	132.45	132.48	132.52	132.55	132.59	132.62	132.65	132.69	132.72	132.76	132.79	132.82	132.86	132.89	132.93	132.96	132.99	133.03	133.06	133.1	133.13	133.16	133.2	133.23	133.26
131.55	131.59	131.62	131.66	131.7	131.73	131.77	131.8	131.84	131.87	131.91	131.94	131.98	132.01	132.05	132.08	132.12	132.15	132.19	132.22	132.26	132.29	132.33	132.36	132.4	132.43	132.47	132.5	132.53	132.57	132.6	132.64	132.67	132.71	132.74	132.77	132.81	132.84	132.88	132.91	132.94	132.98	133.01	133.04	133.08	133.11	133.15	133.18	133.21
