46.319	46.283	46.247	46.212	46.176	46.14	46.105	46.069	46.033	45.998	45.962	45.926	45.891	45.855	45.819	45.783	45.747	45.712	45.676	45.64	45.604	45.568	45.532	45.497	45.461	45.425	45.389	45.353	45.317	45.281	45.245	45.209	45.173	45.137	45.101	45.065	45.029	44.992	44.956	44.92	44.884	44.848	44.812	44.776	44.739	44.703	44.667	44.631	44.595	44.558	44.522	44.486	44.449	44.413	44.377	44.341	44.304	44.268	44.231	44.195	44.159	44.122	44.086	44.049	44.013	43.976	43.94	43.904	43.867	43.831	43.794	43.758	43.721	43.684	43.648	43.611	43.575	43.538	43.501	43.465	43.428
46.347	46.312	46.276	46.24	46.205	46.169	46.133	46.098	46.062	46.026	45.991	45.955	45.919	45.883	45.848	45.812	45.776	45.74	45.704	45.668	45.632	45.597	45.561	45.525	45.489	45.453	45.417	45.381	45.345	45.309	45.273	45.237	45.201	45.165	45.129	45.093	45.057	45.02	44.984	44.948	44.912	44.876	44.84	44.803	44.767	44.731	44.695	44.659	44.622	44.586	44.55	44.513	44.477	44.441	44.405	44.368	44.332	44.295	44.259	44.223	44.186	44.15	44.113	44.077	44.04	44.004	43.967	43.931	43.894	43.858	43.821	43.785	43.748	43.712	43.675	43.639	43.602	43.565	43.529	43.492	43.455
46.376	46.34	46.304	46.269	46.233	46.197	46.162	46.126	46.09	46.055	46.019	45.983	45.947	45.911	45.876	45.84	45.804	45.768	45.732	45.696	45.661	45.625	45.589	45.553	45.517	45.481	45.445	45.409	45.373	45.337	45.301	45.265	45.229	45.193	45.156	45.12	45.084	45.048	45.012	44.976	44.94	44.904	44.867	44.831	44.795	44.759	44.722	44.686	44.65	44.614	44.577	44.541	44.505	44.468	44.432	44.396	44.359	44.323	44.286	44.25	44.214	44.177	44.141	44.104	44.068	44.031	43.995	43.958	43.922	43.885	43.849	43.812	43.775	43.739	43.702	43.666	43.629	43.592	43.556	43.519	43.482
46.404	46.369	46.333	46.297	46.262	46.226	46.19	46.154	46.119	46.083	46.047	46.011	45.976	45.94	45.904	45.868	45.832	45.796	45.761	45.725	45.689	45.653	45.617	45.581	45.545	45.509	45.473	45.437	45.401	45.365	45.329	45.293	45.257	45.221	45.184	45.148	45.112	45.076	45.04	45.004	44.968	44.931	44.895	44.859	44.823	44.786	44.75	44.714	44.678	44.641	44.605	44.569	44.532	44.496	44.459	44.423	44.387	44.35	44.314	44.277	44.241	44.205	44.168	44.132	44.095	44.059	44.022	43.985	43.949	43.912	43.876	43.839	43.803	43.766	43.729	43.693	43.656	43.619	43.583	43.546	43.509
46.432	46.397	46.361	46.325	46.29	46.254	46.218	46.182	46.147	46.111	46.075	46.039	46.003	45.968	45.932	45.896	45.86	45.824	45.788	45.752	45.716	45.68	45.644	45.608	45.572	45.536	45.5	45.464	45.428	45.392	45.356	45.32	45.284	45.248	45.212	45.176	45.14	45.103	45.067	45.031	44.995	44.959	44.922	44.886	44.85	44.814	44.777	44.741	44.705	44.668	44.632	44.596	44.559	44.523	44.486	44.45	44.414	44.377	44.341	44.304	44.268	44.231	44.195	44.158	44.122	44.085	44.049	44.012	43.976	43.939	43.903	43.866	43.829	43.793	43.756	43.719	43.683	43.646	43.609	43.573	43.536
46.46	46.425	46.389	46.353	46.318	46.282	46.246	46.21	46.175	46.139	46.103	46.067	46.031	45.995	45.96	45.924	45.888	45.852	45.816	45.78	45.744	45.708	45.672	45.636	45.6	45.564	45.528	45.492	45.456	45.42	45.384	45.348	45.312	45.275	45.239	45.203	45.167	45.131	45.095	45.058	45.022	44.986	44.95	44.913	44.877	44.841	44.805	44.768	44.732	44.696	44.659	44.623	44.586	44.55	44.514	44.477	44.441	44.404	44.368	44.331	44.295	44.258	44.222	44.185	44.149	44.112	44.076	44.039	44.003	43.966	43.929	43.893	43.856	43.819	43.783	43.746	43.709	43.673	43.636	43.599	43.563
46.488	46.453	46.417	46.381	46.346	46.31	46.274	46.238	46.202	46.167	46.131	46.095	46.059	46.023	45.987	45.952	45.916	45.88	45.844	45.808	45.772	45.736	45.7	45.664	45.628	45.592	45.556	45.52	45.483	45.447	45.411	45.375	45.339	45.303	45.267	45.231	45.194	45.158	45.122	45.086	45.049	45.013	44.977	44.941	44.904	44.868	44.832	44.795	44.759	44.723	44.686	44.65	44.614	44.577	44.541	44.504	44.468	44.431	44.395	44.358	44.322	44.285	44.249	44.212	44.176	44.139	44.103	44.066	44.029	43.993	43.956	43.92	43.883	43.846	43.81	43.773	43.736	43.699	43.663	43.626	43.589
46.516	46.481	46.445	46.409	46.373	46.338	46.302	46.266	46.23	46.194	46.159	46.123	46.087	46.051	46.015	45.979	45.943	45.907	45.871	45.835	45.799	45.763	45.727	45.691	45.655	45.619	45.583	45.547	45.511	45.475	45.439	45.403	45.366	45.33	45.294	45.258	45.222	45.185	45.149	45.113	45.077	45.04	45.004	44.968	44.931	44.895	44.859	44.822	44.786	44.75	44.713	44.677	44.64	44.604	44.568	44.531	44.495	44.458	44.422	44.385	44.349	44.312	44.276	44.239	44.202	44.166	44.129	44.093	44.056	44.019	43.983	43.946	43.909	43.873	43.836	43.799	43.763	43.726	43.689	43.652	43.616
46.544	46.508	46.473	46.437	46.401	46.365	46.329	46.294	46.258	46.222	46.186	46.15	46.114	46.078	46.042	46.007	45.971	45.935	45.899	45.863	45.827	45.791	45.755	45.719	45.682	45.646	45.61	45.574	45.538	45.502	45.466	45.43	45.393	45.357	45.321	45.285	45.249	45.212	45.176	45.14	45.104	45.067	45.031	44.995	44.958	44.922	44.886	44.849	44.813	44.776	44.74	44.704	44.667	44.631	44.594	44.558	44.521	44.485	44.448	44.412	44.375	44.339	44.302	44.266	44.229	44.192	44.156	44.119	44.083	44.046	44.009	43.973	43.936	43.899	43.862	43.826	43.789	43.752	43.715	43.679	43.642
46.572	46.536	46.5	46.464	46.429	46.393	46.357	46.321	46.285	46.25	46.214	46.178	46.142	46.106	46.07	46.034	45.998	45.962	45.926	45.89	45.854	45.818	45.782	45.746	45.71	45.674	45.637	45.601	45.565	45.529	45.493	45.457	45.421	45.384	45.348	45.312	45.276	45.239	45.203	45.167	45.131	45.094	45.058	45.022	44.985	44.949	44.912	44.876	44.84	44.803	44.767	44.73	44.694	44.657	44.621	44.585	44.548	44.511	44.475	44.438	44.402	44.365	44.329	44.292	44.255	44.219	44.182	44.146	44.109	44.072	44.036	43.999	43.962	43.925	43.889	43.852	43.815	43.778	43.742	43.705	43.668
