8.0889	7.7544	8.4456	8.0834	8.0818	7.7468	7.7446	7.7252	8.0907	8.4315	8.4546	8.0961	8.8076	8.4591	7.3903	8.8125	7.3935	8.4653	7.3925	8.4605	8.458	9.5159	8.8031	7.7405	9.1487	7.7361	8.0839	7.0218	7.7299	8.7984	8.8071	7.3881	8.4593	8.8105	7.7513	7.7521	8.4618	7.7493	8.0972	8.0949	8.8034	8.091	6.3256	7.7376	8.0861	7.3811	8.4498	8.798	8.4565	8.4577	8.4592	8.4604	7.7446	7.7531	7.3948	8.1041	8.8128	8.4613	7.7494	8.0981	8.0964	7.3845	7.3803	8.0884	7.7357	8.0833	7.3636
9.0666	8.7105	7.6521	9.0741	9.0756	7.6567	8.0186	7.6599	9.0817	8.722	8.7199	8.7177	10.136	8.7137	8.0111	8.0095	8.7076	8.3823	9.09	8.3775	8.3828	8.7343	8.0349	8.3866	8.3878	8.3892	9.4507	9.1022	9.1004	7.3278	9.4467	9.4441	8.3812	8.7289	8.0262	8.3742	8.7386	9.0964	8.3669	8.0318	9.4524	8.3935	8.3952	8.3967	8.3983	9.11	7.3409	9.8196	8.3973	8.7456	8.3933	8.7413	9.0996	8.0371	9.0958	10.154	8.7322	7.6574	8.7162	8.0264	8.0413	8.7432	8.7322	9.0942	9.0953	8.3856	8.7333
8.423	8.7813	8.7796	8.0842	9.1255	8.43	7.7282	7.349	8.7845	8.4223	9.4905	9.8462	9.1376	9.8495	8.4306	9.5023	9.8537	9.8549	8.0857	9.854	8.4311	9.4992	9.8469	8.7842	8.9321	8.8744	9.8378	8.0522	8.7604	9.1087	9.4755	9.1164	9.1173	8.7683	8.7694	9.8308	9.8318	9.1217	8.4093	8.7672	8.405	8.0529	9.1115	8.7595	8.3971	8.3953	8.7506	8.7486	9.0968	9.455	9.1067	8.758	9.8197	9.1109	9.4727	9.8243	9.8246	8.7628	7.3405	7.6992	7.6975	8.396	9.8451	8.7831	9.8419	9.1294	8.777
9.5257	10.234	9.1792	9.891	10.603	9.1838	8.5706	7.4165	8.4785	8.4803	9.1892	9.1871	8.4748	8.8229	9.1809	8.8186	8.8161	7.7802	9.5482	9.1689	8.8331	8.4902	9.2015	9.203	9.3387	8.2519	9.0216	8.8482	10.269	9.9165	8.8436	10.261	9.1987	8.8361	9.5437	9.1914	8.8287	8.1331	8.8411	8.4888	8.4965	9.208	9.5597	9.921	9.9223	8.1433	9.565	10.636	10.634	9.5616	9.9199	10.268	9.5533	9.5546	9.9128	10.261	9.5493	8.8373	7.4253	8.4807	8.1319	8.4938	8.8157	9.5278	9.1798	9.8921	8.822
9.1554	9.5133	9.8611	10.929	9.8569	9.855	9.601	8.4775	8.8355	10.604	8.4249	9.8983	9.8998	9.5514	10.613	8.9932	8.4848	8.1357	10.267	9.5548	10.613	9.9001	9.5476	9.8954	9.183	9.1809	9.1952	9.1933	9.901	9.5484	8.135	9.5563	8.487	8.488	9.9093	9.9104	9.9115	9.9115	10.269	9.5569	8.8446	10.263	10.261	9.1883	9.1862	9.5443	9.5391	9.1769	9.8852	10.593	10.605	10.257	9.8984	10.97	10.262	9.5533	10.614	8.4816	9.5501	8.8383	10.257	8.835	8.8136	8.4519	8.4504	9.519	9.1842
9.1968	9.2014	9.5529	9.5544	10.266	10.628	9.6797	8.5002	9.5621	9.922	9.56	9.5581	10.627	9.5544	9.5518	9.9094	8.555	9.5445	9.5418	10.266	9.9219	8.5029	9.5644	8.1454	9.567	10.279	8.8596	10.281	9.9283	9.9255	9.923	10.631	9.5579	9.5553	9.2193	9.5505	9.1979	9.9222	9.2099	9.2076	9.9278	10.279	9.93	10.281	11.343	9.9337	10.285	10.993	10.991	10.989	9.5674	9.5656	10.274	9.9225	10.271	9.2094	9.5577	8.8457	9.1707	9.5192	10.603	9.8944	8.7861	8.7882	9.1503	9.5012	10.21
10.263	9.55	9.1877	10.256	9.8936	9.5415	9.5558	8.8437	8.8418	9.9001	9.9062	10.268	9.5597	10.271	10.273	9.9136	9.9146	10.276	10.273	10.621	10.269	9.5561	10.264	9.1914	9.549	9.1732	9.1709	9.5423	9.5257	8.8224	11.304	10.244	9.5351	10.246	10.947	9.8882	10.599	9.8861	9.5337	10.592	9.1691	9.8768	10.935	10.582	8.836	9.242	8.1219	9.8639	10.948	11.319	10.961	10.263	10.964	10.616	11.328	10.619	8.8472	9.9057	9.554	8.4821	10.611	9.5489	9.1869	9.1853	9.2099	9.9185	9.567
8.7461	10.168	10.169	9.8108	10.522	10.874	10.875	9.8163	10.174	10.172	9.8105	11.229	10.867	11.225	9.4519	10.16	9.4473	9.8009	9.0882	10.166	10.867	11.229	8.7496	10.521	9.8123	8.3935	10.173	10.52	10.517	10.515	9.4519	10.86	9.0867	9.0843	9.4418	10.176	9.463	9.1006	9.1089	9.8202	10.181	10.882	10.883	11.244	10.885	10.668	10.279	11.59	10.878	10.527	11.945	10.523	9.8112	9.8096	10.168	9.4427	9.4413	10.5	9.8018	10.163	9.455	11.227	10.179	10.181	9.8197	10.528	10.527
9.138	9.0679	10.836	10.834	10.472	10.476	9.7734	9.7714	10.478	10.84	11.552	9.4233	11.905	10.918	10.487	11.908	10.486	10.484	10.131	10.479	10.126	9.7737	9.4369	9.7689	9.4065	9.1772	9.8953	10.145	11.206	9.7964	10.147	10.858	10.149	10.86	11.21	11.207	10.855	10.142	9.7896	9.4271	9.4248	10.133	10.48	9.4177	10.481	9.7786	10.127	11.198	11.909	11.561	11.562	11.204	10.146	10.146	11.205	10.853	10.852	10.49	10.489	10.487	10.486	8.7138	9.7614	9.7598	9.4338	10.142	11.216
10.248	10.61	11.321	10.963	10.614	10.962	10.25	10.608	9.5459	10.604	9.5419	8.8295	10.597	9.5706	10.268	9.2061	10.274	10.635	10.277	9.9278	10.279	9.9301	10.281	10.281	9.5782	10.276	9.301	10.63	9.5676	9.2051	9.2024	9.1997	9.557	9.19	10.248	10.256	9.5565	11.328	10.021	10.025	9.9107	9.9117	9.5607	11.329	11.676	10.613	10.611	9.5485	10.607	10.605	10.243	9.5766	10.6	10.634	9.9221	10.994	10.646	10.288	10.29	10.292	11.004	11.004	10.582	10.58	10.928	10.577	9.1549
10.12	8.3897	9.3779	11.146	10.441	10.443	10.084	10.445	12.217	10.799	10.09	11.161	10.451	9.7385	10.796	10.444	10.792	9.3794	9.7272	8.665	9.0127	10.076	10.073	9.7209	9.3799	9.7309	9.7317	10.443	10.793	9.12	8.6745	10.083	10.08	10.787	10.785	10.782	10.78	10.777	10.862	9.103	9.3602	9.0032	8.6508	10.07	11.491	10.432	10.432	11.143	10.434	11.146	10.784	10.567	10.216	10.227	10.068	10.777	10.425	11.134	9.0024	8.6509	8.6494	9.6835	9.3611	10.435	11.497	10.079	9.3806
9.0209	9.7258	9.9462	9.9443	9.5923	9.5904	8.5284	8.5317	9.5899	10.298	10.305	10.657	10.658	11.369	11.02	10.662	10.313	11.023	10.66	11.368	10.306	9.9439	10.652	8.5288	9.2363	8.1635	9.2663	8.9037	10.671	9.2695	9.4132	9.271	10.332	9.9726	9.6232	11.394	11.392	11.75	9.9677	10.675	10.323	10.671	8.9998	10.316	8.8934	9.6263	9.2739	10.331	10.329	10.34	11.052	10.694	11.406	9.9873	9.9891	12.119	10.347	11.056	10.694	10.343	9.6315	10.34	9.5876	9.9363	9.5845	8.5381	7.4663
