47.377	47.341	47.305	47.269	47.233	47.198	47.162	47.126	47.09	47.054	47.018	46.982	46.946	46.91	46.874	46.838	46.801	46.765	46.729	46.693	46.657	46.621	46.585	46.549	46.512	46.476	46.44	46.404	46.368	46.331	46.295	46.259	46.222	46.186	46.15	46.113	46.077	46.041	46.004	45.968	45.932	45.895	45.859	45.822	45.786	45.749	45.713	45.676	45.64	45.603	45.567	45.53	45.494	45.457	45.421	45.384	45.347	45.311	45.274	45.238	45.201	45.164	45.128	45.091	45.054	45.017	44.981	44.944	44.907	44.87	44.834	44.797	44.76	44.723	44.686	44.65	44.613	44.576	44.539	44.502	44.465	44.428	44.391	44.354	44.318	44.281	44.244	44.207	44.17	44.133	44.095	44.058	44.021
47.347	47.311	47.276	47.24	47.204	47.168	47.132	47.096	47.06	47.024	46.988	46.952	46.916	46.88	46.844	46.808	46.772	46.736	46.7	46.664	46.628	46.592	46.555	46.519	46.483	46.447	46.411	46.375	46.338	46.302	46.266	46.23	46.193	46.157	46.121	46.084	46.048	46.012	45.975	45.939	45.903	45.866	45.83	45.793	45.757	45.72	45.684	45.648	45.611	45.575	45.538	45.502	45.465	45.428	45.392	45.355	45.319	45.282	45.246	45.209	45.172	45.136	45.099	45.062	45.026	44.989	44.952	44.915	44.879	44.842	44.805	44.768	44.732	44.695	44.658	44.621	44.584	44.547	44.511	44.474	44.437	44.4	44.363	44.326	44.289	44.252	44.215	44.178	44.141	44.104	44.067	44.03	43.993
47.318	47.282	47.246	47.21	47.174	47.138	47.103	47.067	47.031	46.995	46.959	46.923	46.887	46.851	46.815	46.779	46.743	46.707	46.671	46.635	46.599	46.562	46.526	46.49	46.454	46.418	46.382	46.345	46.309	46.273	46.237	46.201	46.164	46.128	46.092	46.056	46.019	45.983	45.947	45.91	45.874	45.837	45.801	45.765	45.728	45.692	45.655	45.619	45.582	45.546	45.509	45.473	45.436	45.4	45.363	45.327	45.29	45.254	45.217	45.18	45.144	45.107	45.071	45.034	44.997	44.961	44.924	44.887	44.85	44.814	44.777	44.74	44.703	44.667	44.63	44.593	44.556	44.519	44.483	44.446	44.409	44.372	44.335	44.298	44.261	44.224	44.187	44.15	44.113	44.076	44.039	44.002	43.965
47.288	47.252	47.216	47.181	47.145	47.109	47.073	47.037	47.001	46.965	46.929	46.893	46.857	46.821	46.785	46.749	46.713	46.677	46.641	46.605	46.569	46.533	46.497	46.461	46.425	46.389	46.352	46.316	46.28	46.244	46.208	46.171	46.135	46.099	46.063	46.026	45.99	45.954	45.918	45.881	45.845	45.808	45.772	45.736	45.699	45.663	45.626	45.59	45.554	45.517	45.481	45.444	45.408	45.371	45.335	45.298	45.262	45.225	45.188	45.152	45.115	45.079	45.042	45.005	44.969	44.932	44.895	44.859	44.822	44.785	44.748	44.712	44.675	44.638	44.601	44.565	44.528	44.491	44.454	44.417	44.381	44.344	44.307	44.27	44.233	44.196	44.159	44.122	44.085	44.048	44.011	43.974	43.937
47.259	47.223	47.187	47.151	47.116	47.08	47.044	47.008	46.972	46.936	46.9	46.864	46.828	46.792	46.756	46.72	46.684	46.648	46.612	46.576	46.54	46.504	46.468	46.432	46.396	46.36	46.324	46.288	46.251	46.215	46.179	46.143	46.107	46.07	46.034	45.998	45.962	45.925	45.889	45.853	45.816	45.78	45.744	45.707	45.671	45.635	45.598	45.562	45.525	45.489	45.452	45.416	45.379	45.343	45.306	45.27	45.233	45.197	45.16	45.124	45.087	45.05	45.014	44.977	44.941	44.904	44.867	44.831	44.794	44.757	44.721	44.684	44.647	44.61	44.574	44.537	44.5	44.463	44.426	44.39	44.353	44.316	44.279	44.242	44.205	44.168	44.132	44.095	44.058	44.021	43.984	43.947	43.91
47.229	47.194	47.158	47.122	47.086	47.05	47.015	46.979	46.943	46.907	46.871	46.835	46.799	46.763	46.727	46.691	46.655	46.619	46.583	46.547	46.511	46.475	46.439	46.403	46.367	46.331	46.295	46.259	46.222	46.186	46.15	46.114	46.078	46.042	46.005	45.969	45.933	45.897	45.86	45.824	45.788	45.751	45.715	45.679	45.642	45.606	45.57	45.533	45.497	45.46	45.424	45.387	45.351	45.314	45.278	45.241	45.205	45.168	45.132	45.095	45.059	45.022	44.986	44.949	44.912	44.876	44.839	44.802	44.766	44.729	44.692	44.656	44.619	44.582	44.545	44.509	44.472	44.435	44.398	44.362	44.325	44.288	44.251	44.214	44.177	44.141	44.104	44.067	44.03	43.993	43.956	43.919	43.882
47.2	47.164	47.128	47.093	47.057	47.021	46.985	46.949	46.914	46.878	46.842	46.806	46.77	46.734	46.698	46.662	46.626	46.59	46.554	46.518	46.482	46.446	46.41	46.374	46.338	46.302	46.266	46.23	46.194	46.158	46.121	46.085	46.049	46.013	45.977	45.94	45.904	45.868	45.832	45.795	45.759	45.723	45.686	45.65	45.614	45.577	45.541	45.505	45.468	45.432	45.395	45.359	45.323	45.286	45.25	45.213	45.177	45.14	45.104	45.067	45.03	44.994	44.957	44.921	44.884	44.848	44.811	44.774	44.738	44.701	44.664	44.628	44.591	44.554	44.517	44.481	44.444	44.407	44.37	44.334	44.297	44.26	44.223	44.186	44.15	44.113	44.076	44.039	44.002	43.965	43.928	43.891	43.854
47.171	47.135	47.099	47.063	47.028	46.992	46.956	46.92	46.884	46.849	46.813	46.777	46.741	46.705	46.669	46.633	46.597	46.561	46.525	46.489	46.453	46.417	46.381	46.345	46.309	46.273	46.237	46.201	46.165	46.129	46.093	46.056	46.02	45.984	45.948	45.912	45.876	45.839	45.803	45.767	45.731	45.694	45.658	45.622	45.585	45.549	45.513	45.476	45.44	45.403	45.367	45.331	45.294	45.258	45.221	45.185	45.148	45.112	45.075	45.039	45.002	44.966	44.929	44.893	44.856	44.819	44.783	44.746	44.71	44.673	44.636	44.6	44.563	44.526	44.489	44.453	44.416	44.379	44.343	44.306	44.269	44.232	44.195	44.159	44.122	44.085	44.048	44.011	43.974	43.937	43.9	43.864	43.827
47.142	47.106	47.07	47.034	46.999	46.963	46.927	46.891	46.855	46.82	46.784	46.748	46.712	46.676	46.64	46.604	46.569	46.533	46.497	46.461	46.425	46.389	46.353	46.317	46.281	46.245	46.208	46.172	46.136	46.1	46.064	46.028	45.992	45.956	45.919	45.883	45.847	45.811	45.775	45.738	45.702	45.666	45.63	45.593	45.557	45.521	45.484	45.448	45.412	45.375	45.339	45.302	45.266	45.23	45.193	45.157	45.12	45.084	45.047	45.011	44.974	44.938	44.901	44.865	44.828	44.792	44.755	44.718	44.682	44.645	44.608	44.572	44.535	44.498	44.462	44.425	44.388	44.352	44.315	44.278	44.241	44.205	44.168	44.131	44.094	44.057	44.02	43.984	43.947	43.91	43.873	43.836	43.799
47.112	47.077	47.041	47.005	46.97	46.934	46.898	46.862	46.827	46.791	46.755	46.719	46.683	46.647	46.611	46.576	46.54	46.504	46.468	46.432	46.396	46.36	46.324	46.288	46.252	46.216	46.18	46.144	46.108	46.072	46.035	45.999	45.963	45.927	45.891	45.855	45.819	45.782	45.746	45.71	45.674	45.637	45.601	45.565	45.529	45.492	45.456	45.42	45.383	45.347	45.311	45.274	45.238	45.201	45.165	45.129	45.092	45.056	45.019	44.983	44.946	44.91	44.873	44.837	44.8	44.764	44.727	44.69	44.654	44.617	44.581	44.544	44.507	44.471	44.434	44.397	44.361	44.324	44.287	44.25	44.214	44.177	44.14	44.103	44.067	44.03	43.993	43.956	43.919	43.882	43.845	43.809	43.772
