2.1689	2.1688	2.1693	2.1658	2.8797	2.5265	2.8766	1.4668	1.4652	2.1657	2.5254	1.8145	0.39535	0.75188	1.1057	1.1018	2.1663	1.1038	1.104	1.8159	2.5269	0.39183	2.1658	1.4637	0.38848	2.162	1.4631	0.75016	1.4602	1.4647	1.4644	2.5255	1.4616	1.4643	2.5267	1.8154	2.5265	1.4649	1.0969	2.1659	2.1669	1.4648	2.1602	3.2311	1.7824	0.35864	0.0077676	-0.35515	0.72017	2.8698	2.1312	2.5195	3.2302	2.1589	2.4939	3.2046	2.1606	2.1607	1.4607	0.74906	-1.09	-1.4135	-0.70226	0.36152	-1.7782	-1.0626	2.8442	1.0986	0.7551	0.75497	0.39268	2.5268	1.4649	2.1579	1.1039	0.033822	0.74684	0.74618	-2.4527	-1.3891	0.0085985	1.0974	0.71959	-0.35187	-1.7792	1.7819	1.097	2.1326	1.808	2.1601	2.1601	3.2042	2.133	2.8438	2.5206	4.2931	0.036378	2.4937	2.1326	1.4588	1.0964	2.8696	1.43	2.4914	-0.70456	1.1024	1.0952	2.8677	1.8121	-0.67683	-1.4196	3.2337	0.71616	2.1282	3.5776	1.8051	-1.0952	-0.35747	-0.3294	2.1548	0.74216	1.093	-0.35787	-0.35916	1.092	2.5211	2.5136	3.5814	1.0897	1.4509	2.1509	3.2292	2.8686	5.7109	4.65	2.1497	2.8603	0.7355	3.577	2.863	3.5726	4.2865	3.2225	3.9325	3.9352	3.9346	4.6456	4.285	3.5709	4.645	2.8743	2.1558	1.806	1.4635	0.39122	1.464	0.74575	1.0957	2.1653	1.4574	1.8081	1.8079
2.8085	2.4481	1.3798	1.3868	1.7369	-0.036185	2.0977	2.1335	1.4235	-0.036718	2.0974	3.1578	1.3786	1.3838	0.66595	1.384	0.6651	2.4454	2.4442	2.8049	1.0322	1.3825	0.67128	0.66335	1.7323	1.7254	2.0931	1.7327	2.0932	2.8043	1.375	1.3812	2.0932	1.7337	1.3758	1.7265	0.6644	-0.047741	2.8048	-0.046677	-0.043229	0.31731	1.0266	1.3771	1.0258	2.8015	0.31678	-0.067795	0.66776	2.0903	3.5127	1.7267	2.4386	2.7987	2.8019	3.5132	3.1496	1.0302	2.4426	0.31896	-0.058431	-2.5542	-2.5451	-2.1946	-1.1279	0.65328	1.7315	0.66982	0.66993	-0.39284	1.3801	1.3767	-0.39699	0.66448	2.4376	2.4401	1.0285	0.31801	1.7301	-1.8342	-0.043058	-0.75404	0.66752	1.3803	3.8631	2.8017	2.799	1.7305	1.7302	2.0913	0.66899	1.7308	0.30151	-0.042484	3.5131	2.0918	1.03	0.33357	1.3953	0.31647	-0.027643	1.7431	1.7461	-1.0884	-0.026696	-2.1636	-0.02653	1.7439	0.6845	1.044	3.8748	2.8137	1.0438	2.8131	3.1638	2.4533	2.1056	0.32904	2.4532	2.1024	1.391	2.4555	2.1017	1.7406	0.68165	3.5298	3.8798	1.7396	2.4498	3.1604	4.2314	4.5812	2.8095	5.298	1.0356	3.1583	2.0965	4.9366	4.5784	3.1634	3.5236	4.9345	4.2337	4.5837	5.2937	3.8722	4.9332	3.8717	5.2929	4.2321	3.1533	0.31855	1.7308	1.0303	1.7311	1.7306	1.7315	2.0915	1.7302	2.0908	0.66877	2.804
1.8003	2.8641	1.7767	0.37928	2.5143	1.4385	3.2214	2.1498	2.1489	1.0909	1.0878	2.8596	1.4373	1.0903	2.1512	2.8611	2.8608	1.7994	1.4381	1.7981	1.4375	1.7984	1.7984	1.7974	1.7981	2.5056	2.509	2.8589	2.1481	1.0837	0.73587	1.0871	2.1484	1.4378	2.8601	2.5099	3.5696	1.4104	1.4377	3.544	3.194	4.2555	1.4119	1.0623	1.0342	0.32307	0.6828	1.3849	1.0615	2.8337	2.4831	2.4836	1.0614	3.9046	3.1943	2.8347	2.1242	3.1953	1.3795	-0.39358	0.68491	-0.39338	-0.74409	-2.1809	-1.4913	-0.026112	0.68513	2.1251	1.4138	-0.71139	-0.71191	0.3499	1.0341	1.0614	2.122	3.5437	-1.0738	-1.8132	0.35025	-2.5249	-2.5308	-1.1069	0.31713	4.2286	3.9054	3.5444	1.7732	3.5448	3.1676	2.0964	1.3852	3.5181	1.0272	2.4571	0.32349	0.68411	1.3859	-0.39507	0.67674	-1.4513	1.0612	1.0603	2.806	1.0327	0.32064	0.32114	-1.4532	0.34803	2.4807	0.34643	4.2517	2.5061	2.8291	4.2779	4.278	4.9613	3.9011	-0.031447	-0.0054689	1.0843	2.8558	1.7943	1.0557	2.5046	3.2151	3.8987	4.9591	1.7658	2.8538	4.6253	3.9244	3.5635	3.5632	5.3341	3.5627	4.9832	3.5617	3.5609	2.1362	4.618	5.3279	4.2699	4.9769	4.9885	4.2781	4.6316	3.5712	5.7029	4.2819	3.2209	3.2213	1.0621	2.5107	1.8	2.5111	2.8622	2.512	2.8629	3.1966	2.5127	2.8359	3.5477
1.115	0.76782	1.8299	1.4732	2.5408	2.8978	0.78102	1.1149	0.057113	1.1184	0.055355	0.76312	0.41202	2.8954	3.2452	2.1839	3.2441	2.533	1.8224	1.8215	2.8932	2.5323	1.8241	1.8243	1.1096	1.8206	1.4711	1.1139	2.5319	1.1097	2.1814	2.8963	2.5356	2.1848	0.76387	1.8259	2.5327	0.76417	0.41294	1.1145	1.4689	1.4686	1.8196	0.047185	1.4692	-0.32037	-1.7606	-1.3761	1.1078	1.8202	1.0923	3.2413	2.1801	3.6083	3.2411	3.2418	2.8913	2.8917	2.181	1.8043	1.0935	0.74246	-0.33564	-0.67989	0.74341	2.1816	0.75939	-0.66328	-0.66442	-2.087	0.40838	0.40749	1.1083	1.826	0.053096	2.5359	1.1074	-1.0161	-1.3766	-0.30391	0.047001	0.030713	0.39137	1.8037	2.8912	1.1242	2.5458	1.8356	2.5462	1.1246	3.6174	2.1965	2.1801	1.8367	2.5476	1.8369	0.77586	-0.28596	0.75904	1.8379	-0.99794	1.4879	0.40931	-1.3586	-2.0869	0.77513	-1.7266	2.5541	0.063413	-1.7078	1.1314	-0.66615	0.061643	-0.64335	1.8416	2.5485	2.2024	2.5453	3.2631	2.9055	0.42872	2.9115	2.5505	3.9718	4.6822	5.0322	-0.29213	2.9099	2.9097	3.9675	3.2566	4.317	4.6803	0.41833	6.4471	6.4466	5.739	3.9674	2.9057	4.3134	4.6732	5.3834	5.0228	4.6722	3.9615	3.9649	4.6713	5.3819	4.3139	4.3142	2.9023	3.2526	2.9021	2.1915	2.1909	2.5412	3.6125	2.5411	2.9016	2.9013	3.2514	2.5401
-0.29678	2.1867	1.1248	0.063364	1.4755	2.5732	-0.27148	1.4747	0.41287	1.8348	1.4741	0.76222	0.43813	1.4726	1.8327	1.8591	1.1474	1.8311	1.8303	2.5413	2.1805	1.4703	1.8293	2.8902	2.5405	1.8296	1.1187	1.4698	3.2515	2.5411	2.1808	1.1191	1.823	1.4699	2.541	2.1808	0.75966	0.75339	3.246	3.9464	1.4645	0.75344	0.75401	-1.4031	0.027273	0.37017	0.72149	0.019683	1.7988	1.4386	1.0882	2.5102	2.5364	1.8254	4.3075	3.9478	0.75459	3.9484	2.8876	3.2477	2.8612	1.0893	0.020856	-2.4807	-0.68387	0.027496	-0.68425	-0.33398	-1.7572	-0.30642	-1.3963	0.02694	0.052071	0.052376	-1.398	0.75247	2.1749	-0.30846	0.75378	0.72713	2.51	3.2209	3.2474	3.2207	0.72767	-2.1096	2.8604	3.9479	3.5981	2.8873	2.1499	2.8607	3.5976	1.8254	2.8603	3.2208	1.7921	1.4379	-2.4701	0.053063	-0.68617	-0.33591	1.4369	0.72599	0.024895	0.40095	1.8233	1.1126	1.1119	2.8836	-1.3669	2.5325	2.1723	-0.33937	2.8823	1.4609	0.39942	3.5993	5.0203	5.3703	1.4596	0.04772	3.5981	4.6586	4.6582	2.8867	-1.4045	1.4574	3.2464	3.2457	4.3069	4.3066	3.946	3.2448	2.8842	5.7257	4.3047	4.6541	4.6539	6.4343	6.4338	5.7347	5.0248	5.0246	6.4456	5.3751	7.156	4.6652	5.3756	4.3155	5.3761	3.6051	1.834	1.1222	2.5447	3.6058	4.3166	3.9564	2.5462	3.25	2.1792	3.2491
2.1804	2.18	0.36182	0.75877	0.046573	1.1042	1.1076	0.72103	0.71925	1.0706	1.0703	1.106	2.1768	0.7554	2.1759	1.4653	0.75287	1.4635	2.8848	1.813	2.8844	0.35452	2.1365	2.5236	2.8837	2.5237	2.1729	3.1975	2.8842	1.4623	0.39114	0.71548	2.8476	2.1373	1.066	1.7772	1.4268	1.7773	1.4274	1.7776	1.4278	0.0099559	1.0652	1.7827	0.35495	3.9149	2.1365	2.1368	2.1433	2.8542	2.854	3.9147	2.8536	2.4935	2.4936	3.9146	3.555	2.8547	2.1437	3.5553	2.8485	-1.4174	-2.8266	-2.8271	-3.1928	-2.1294	0.0046716	0.7162	-1.4189	-2.1237	-0.70724	0.72155	1.0692	-1.0527	-1.4208	1.0703	1.4274	-3.9072	-3.1948	-0.34005	1.4329	1.783	1.4328	2.1437	0.0045508	2.4943	2.4942	3.9153	2.4942	3.219	3.5693	3.2195	2.509	3.9304	0.36951	0.36987	1.4486	0.37764	-0.33029	0.027501	-1.0416	-0.33059	0.73973	1.8003	-0.32255	2.5109	2.1573	2.1597	1.0887	1.0881	1.448	-0.32517	3.5661	4.9866	2.8652	4.6364	1.083	2.8652	3.2514	4.6721	4.3117	3.9245	3.9608	4.3105	3.5996	3.2126	3.2126	3.5991	3.9596	4.3095	4.3094	5.0194	3.9583	3.2474	5.0184	3.5969	4.3073	3.596	5.7269	6.4365	7.1465	6.796	5.3754	5.375	5.0145	3.5932	6.0846	4.2671	5.3374	4.9771	3.9162	3.5555	2.4948	2.4949	3.5554	3.2049	4.2654	4.265	2.8537	3.5537	1.4349	2.4957
0.44252	1.8805	3.6519	1.8804	2.9408	0.80906	-0.98163	1.5023	0.4043	0.44012	0.43932	0.75355	2.5712	0.78865	0.076556	0.78753	0.78716	2.2087	1.8572	1.1461	2.9179	1.4963	1.4963	3.6279	2.2066	1.1455	2.5672	1.8566	2.2071	1.8569	0.074493	0.78584	2.568	2.2081	2.2078	0.78655	1.1108	2.5687	1.1472	-1.0218	0.75076	0.014296	1.8229	1.086	3.235	2.8848	1.7972	1.4369	3.5692	3.2088	3.9455	2.534	2.5338	3.945	2.1733	2.5076	3.9189	3.2086	3.2089	1.8235	0.37609	0.72049	-1.4033	-2.8258	-0.33531	-0.68514	-0.68541	0.37593	-0.3346	-0.33483	-1.0195	0.75226	1.463	-1.734	-2.1101	3.5934	3.5936	-0.68746	-0.3375	0.37519	3.2085	3.2089	0.72618	1.0868	0.72671	1.798	3.2095	1.8239	2.1484	2.1745	2.8847	3.5952	1.8232	3.2348	4.6295	3.2084	0.72545	-3.534	-1.3724	1.8232	-0.33687	0.37468	-0.33825	0.012936	-1.0232	2.5323	2.532	0.39989	-1.4002	-0.66264	-2.4727	-0.68916	2.5302	3.2668	1.4586	1.1443	3.2663	1.8189	1.8181	-1.0254	5.0464	4.686	4.6857	6.466	3.624	3.2276	2.2025	5.7546	5.3944	4.6842	4.684	5.7539	5.7539	4.3486	3.6381	3.2609	3.6373	5.7681	7.1783	6.4612	6.1172	5.4065	6.1001	5.0554	5.761	5.0508	4.3404	5.0514	6.4722	5.4019	4.3417	3.6313	5.0522	4.3421	4.6924	3.9821	5.4031	5.0167	3.9466	4.3067	3.9465	2.8854
1.001	1.7478	1.0007	0.2909	0.28968	0.64369	0.28843	-0.42224	-0.068697	2.0635	1.3524	-1.1373	-0.070397	1.0007	0.28886	0.63903	1.3495	1.3487	1.3483	2.7692	2.0585	0.63271	2.4183	1.3467	0.63273	2.0543	3.4793	3.4751	1.7039	1.3478	2.0585	1.7083	2.0586	3.1198	3.4801	0.28736	3.12	1.7091	0.99851	1.7036	0.99871	1.7043	0.63952	0.28284	0.63403	-1.4892	-1.1384	0.97896	2.0563	3.117	2.7509	0.99465	0.99449	2.0556	-0.79549	-1.155	0.63446	2.4164	-0.77727	1.7054	1.6895	-2.5777	-1.8649	-2.928	2.0569	3.1174	0.63547	1.7067	1.0018	0.99515	2.0559	2.7723	1.3505	-3.2896	-2.5635	1.7042	2.4204	0.99296	4.8965	5.2473	5.2476	6.3187	0.99525	-1.5046	-4.0003	-0.44262	1.7066	3.4779	3.828	4.8982	3.1172	2.0559	3.477	3.8272	2.0554	3.4766	1.7053	-1.5054	-0.77832	1.7255	-1.8515	-1.8519	-0.061023	0.64941	-0.061572	1.0158	1.721	0.29984	-1.4737	2.7816	0.29904	1.0156	1.0156	1.3658	2.787	4.2039	3.4932	4.9137	3.4928	2.7819	1.7212	2.7816	-0.062115	1.3595	4.2009	4.551	3.8401	4.5506	6.6816	6.6813	5.9711	4.9104	1.7177	3.1287	2.4278	2.4312	3.4879	5.2584	6.6788	8.8086	8.4482	7.3876	7.0274	4.5458	4.5459	4.1992	4.5491	5.9699	5.9656	5.2551	4.1982	4.1943	4.5482	4.9081	4.5475	5.968	4.1968	5.6172	4.1964	3.4855	2.0579	3.4784
3.8405	2.069	0.64737	1.6926	2.0684	0.64647	0.6303	0.26955	0.64348	0.97901	1.6888	0.97785	2.3988	1.337	0.26532	-1.1321	1.6863	2.0462	2.3963	0.98833	1.6852	1.335	2.7458	2.0451	2.0451	1.6847	1.6851	4.5274	3.4571	1.6856	1.7004	2.0615	1.7008	1.3509	0.64026	0.99089	3.8332	3.123	2.7482	0.97746	-0.070238	1.3527	1.3525	-0.074351	1.3531	1.3485	-1.4959	-0.78428	1.3489	1.699	-0.43973	-0.78444	1.6987	1.6985	1.3475	-1.8534	-2.9256	0.98742	2.0589	0.63785	0.98748	-0.79057	-2.5633	0.27705	0.9881	0.28363	1.7043	2.415	0.99385	2.4006	4.1859	2.751	-0.068039	2.4141	-0.78665	-0.069648	0.99137	4.1843	6.6657	6.3161	6.3168	5.9671	4.5411	1.6993	-1.1404	-2.212	2.4103	2.7662	1.6984	2.7604	5.2571	2.0589	2.4092	1.348	2.0589	0.27696	-0.073919	-2.5583	1.3536	1.7035	1.3526	1.3527	0.99147	-2.2033	-0.43024	-2.5603	0.27991	-0.78739	-1.8494	-1.4929	2.7476	0.98987	3.107	4.8778	3.4567	1.3347	3.1061	-0.43427	-0.43915	-0.079363	-0.79041	7.0067	4.5253	2.0434	1.3324	2.7427	4.874	4.5237	5.234	4.8737	4.5233	3.1024	3.1017	2.3911	0.63382	-0.45256	1.6797	1.6792	5.2468	7.3672	7.7269	5.9561	4.5352	3.8087	5.2294	4.8689	4.8687	6.6392	6.6391	5.9387	6.2886	6.2882	7.3484	6.6492	4.8787	5.949	5.2391	4.1682	6.3137	4.8935	4.1832	2.7622
2.9002	0.057197	1.4789	-0.65466	2.2044	2.9145	0.055568	-0.29588	0.37923	0.054209	0.05284	-0.33363	0.41272	0.37637	0.72589	0.72574	0.72564	2.1814	1.1201	1.7948	0.72307	1.4338	1.8297	1.4333	0.37279	1.0834	1.0833	3.5657	4.2763	2.8551	0.013058	-1.024	1.7948	1.7947	3.2063	2.1701	2.1457	3.5668	1.7957	1.0856	-1.7347	0.39892	0.39976	-1.7339	-1.7478	-1.3706	-0.68521	1.0968	1.0968	3.2186	3.5791	3.9443	4.3046	1.8226	2.1728	0.73613	1.0963	-0.32568	2.5228	0.40137	-2.8096	-2.4847	-0.67049	3.594	1.1127	2.1735	0.75196	-1.3714	-1.7327	-2.8101	2.4991	-2.7934	0.40097	1.7979	1.4367	-1.0226	1.8206	3.9179	4.629	3.2086	5.3402	3.2341	4.3055	5.726	3.595	3.9454	3.235	0.75282	0.40205	2.8845	6.0757	2.1737	1.1121	-0.31001	2.8835	0.040919	-2.0992	-1.0212	0.72642	-0.33541	2.8577	1.7968	0.7258	0.7255	1.7965	1.4359	-1.7345	-1.7585	-0.31261	-0.67322	3.2062	4.9868	1.7941	3.6009	-0.68598	3.6143	2.8684	-1.3624	-0.29991	0.73684	4.2896	3.615	3.6146	1.4476	1.4473	3.6145	3.9643	6.8057	2.9039	0.38646	3.2551	0.38683	2.5446	0.422	0.73712	1.8077	5.3848	1.0961	6.4446	7.8643	6.8039	7.1537	5.3829	6.8031	2.9009	2.1546	4.6718	6.0922	6.8021	5.7414	7.1516	7.5115	6.0908	6.7653	5.3444	5.3441	4.9938	5.3433	5.7032	3.9219	3.9214	2.5002
