0.015128	0.72571	0.72603	1.0775	1.7887	1.0771	1.7872	0.72545	1.4372	1.0836	0.020053	-1.0605	0.73153	0.0201	-0.33991	0.37162	0.02074	1.7952	0.372	-0.34057	0.019307	-0.3418	1.0642	0.71358	1.0648	1.7693	0.70741	1.4256	0.3549	0.71682	-0.35642	0.35543	0.71713	0.71715	1.0678	2.1297	0.71499	1.7815	0.71886	0.72021	3.2045	2.4943	0.0099356	0.36212	1.0701	0.0083323	1.0713	2.1336	2.137	2.1373	3.5602	2.139	2.8505	1.7895	1.4391	2.8418	2.1309	2.8425	1.0879	1.7822	1.7825	0.71307	2.126	2.1324	1.4055	0.33387	1.0283	-1.0813	-1.0901	0.67917	1.7398	1.7433	1.031	1.742	0.31963	0.67174	0.67939	1.3925	1.0234	2.4539	0.67514	1.3941	-1.1089	-1.1161	-0.035375	0.67804	-0.41651	-1.113	-1.8407	1.3919	2.4534	-0.39872	1.0252	0.31965	-0.38338	0.32109	0.67531	-0.029113	1.3947	1.7451	1.7454	1.7662	3.1708	3.5253	1.7535	2.1003	3.5221	3.1718	1.7507	0.34499	1.4181	1.0444	1.7485	0.68582	1.7481	-0.73718	-1.0926	0.32667	1.405	2.0996	1.7498	1.7496	-0.38522	-0.37577	-0.72786	-0.72689	-0.72639	-0.3843	-0.73489	-1.4457	-0.38118	2.088	1.756	1.739	-0.031456	0.31966	-2.1818	0.31796	-0.033101	2.4542	-0.03015	-1.4402	-1.8196	-0.74413	0.33581	-0.74315	1.0311	1.0539	0.33608	0.33546	2.1091	1.4076	2.4784	2.1184	1.4172	2.8297	2.8304	2.121	1.7711	1.415	3.5395	1.4004	0.68944	-1.0914	-2.5043	-3.5904	-2.1609	-0.73394	-0.74531	-1.0926	-1.8235	0.69312	-0.017972	2.818	1.0454	-0.37745	2.1138
0.68913	0.68835	0.33582	0.68589	1.397	1.0505	1.034	1.3845	0.32271	0.32219	-0.038114	1.0332	-0.039291	0.32186	0.32167	0.67367	-0.74979	-0.75091	-0.38937	1.0346	0.68106	-0.38849	0.32358	-0.3941	1.7364	2.0981	-0.38768	1.0355	-0.035186	0.32608	0.67621	1.7394	1.3889	-0.03261	0.32822	-0.37814	1.0394	1.3908	1.7422	0.33047	1.0422	2.1045	0.68148	0.33064	1.3987	1.7333	1.7341	1.3831	2.0948	2.8067	1.7358	2.0971	2.0977	2.808	1.3865	2.4292	3.1437	2.0828	1.0192	1.3698	2.7923	3.146	2.0581	0.66315	1.3469	2.769	-0.42737	1.3479	2.0581	-0.088514	1.3499	1.3329	0.63885	0.98301	-0.44061	0.98143	-0.08945	1.3495	-1.513	0.62211	-1.152	0.60458	1.6684	-0.45334	-0.10351	-0.10612	0.26066	-0.81735	0.26104	0.23761	0.96999	2.3663	2.3665	0.95308	1.3055	0.59436	-0.46604	0.24452	3.4732	1.6913	2.0523	2.3853	0.97391	1.3372	3.1102	2.4025	2.7599	2.4	1.3381	0.62687	0.27603	1.0157	1.3381	0.30369	-0.056261	-0.056603	-0.081551	-0.056095	1.0159	2.0782	1.7173	0.65633	0.65659	-1.4781	-0.058133	-0.40471	-0.76649	-0.4307	-0.053103	-0.40286	-0.051508	0.31036	0.99505	2.4078	-0.090644	0.28797	2.4118	-0.80138	2.0623	-1.8466	0.99963	-0.80072	-0.80202	-2.58	-2.2295	1.3325	1.6793	1.3565	1.7063	2.4182	1.7064	0.64459	2.4183	2.0656	1.7081	2.7803	1.3591	3.1335	2.397	2.7581	2.7596	2.4005	1.34	-0.4309	1.3438	1.6781	0.99538	0.6357	0.9966	-0.42611	-0.075926	-1.1407	0.28365	1.724	0.28416	-1.4725	2.7956
1.0815	1.4327	1.4317	1.4314	-0.69444	0.018778	1.4306	1.7908	1.08	0.73043	0.72879	0.36771	0.72873	1.0759	-0.34652	0.36465	-0.69267	0.36659	0.014449	-0.69728	0.015481	-0.34534	0.36668	0.72577	0.72457	1.0588	0.34831	0.34825	1.0606	1.0601	1.0605	0.70957	0.71003	-0.36173	0.35092	1.4126	2.1243	1.0629	2.8356	2.4865	2.4868	2.4873	1.4167	2.4883	0.0047647	-0.70598	-0.33886	1.0849	1.0857	1.0864	2.1492	1.798	1.0886	2.1503	1.4228	2.525	1.4544	1.8143	1.4554	1.4558	1.4564	1.4567	1.089	0.38077	1.8037	0.7389	3.5712	1.0699	1.0733	1.7845	0.3588	0.69534	1.0733	1.3969	2.1074	-0.37718	-0.70548	0.33442	1.3805	-0.015267	0.36308	-0.39059	-0.72936	1.7607	0.32115	0.68332	1.7458	1.7457	-0.39102	0.68206	0.68099	1.0367	2.0985	2.0985	2.4724	1.7617	-0.38546	1.7488	1.7497	1.3895	1.7668	2.1176	2.1435	2.1168	2.1445	2.1442	2.5051	0.37105	1.4335	0.73033	0.74745	0.73007	1.0818	1.0848	0.37396	2.5072	2.123	0.35046	-0.34365	0.72827	-0.00043982	-0.00033084	0.017236	-2.4785	0.017826	0.00051257	0.71341	0.71353	0.35465	0.0070635	0.0036166	1.066	0.71769	0.35737	2.4944	2.495	1.4246	1.7844	-1.4401	-0.394	1.7577	2.1094	0.31896	-2.8687	-2.487	2.846	1.7821	1.4222	1.0714	1.0712	1.7829	2.5096	2.5113	0.73912	0.3781	-0.32559	2.514	1.4438	2.1386	2.5003	2.8522	1.0803	-0.33822	-0.003416	-1.7883	2.1479	2.1493	1.0881	2.1497	1.439	1.7982	-1.7865	0.023703	0.71858	-1.4394	-2.8656	0.007685
0.75536	1.0888	1.7992	0.73765	0.40294	1.1021	1.8126	0.74928	0.73259	0.38204	0.38177	0.020831	0.020315	0.021249	0.021483	0.020806	0.021341	-1.0407	-0.69018	-0.68987	-1.4018	-0.69041	0.022226	1.4456	-0.32801	0.73527	0.72212	0.38462	0.38456	0.72256	1.4343	0.025696	0.026458	0.38703	0.026748	-0.68481	0.027373	0.74009	0.028125	0.74037	1.4523	1.4392	1.4535	1.4541	1.4537	0.39185	0.37764	1.0611	1.4231	1.7732	1.7741	2.4865	1.4261	1.7758	1.7767	2.1478	1.7877	1.0779	1.7897	2.1432	2.8551	1.7835	1.4337	2.4778	1.768	2.8386	2.1286	0.70956	0.70614	0.70567	-0.69988	-0.71321	-1.4246	-0.0016721	-0.0053656	-0.01829	-1.4253	0.35872	1.4045	-0.35068	-0.35134	-0.013574	-0.36469	-1.075	1.384	-0.38829	-0.36386	-0.010442	-1.8095	-3.9464	-0.72253	-0.36548	2.8138	2.1066	0.33215	2.1041	1.3965	2.1086	2.4555	1.4111	1.394	1.0505	0.69853	1.4075	2.4716	1.4113	2.1188	1.0478	0.36259	-0.013085	-1.0761	-0.34759	1.0653	2.1367	-0.34649	1.0483	-1.4203	1.049	1.0491	0.71638	-0.34688	-1.0506	-2.1469	0.69985	-0.34497	-1.4347	-1.417	-1.7841	1.413	-0.0077834	0.70261	-0.34247	0.35388	1.0553	0.70538	1.4161	2.8383	-0.0023032	-1.7927	-0.72724	1.0598	1.4214	1.0603	0.69292	1.4213	1.3986	1.0383	-0.0072782	0.70394	1.7494	2.1264	1.0551	0.36113	2.8382	2.1287	1.4183	0.70757	0.7088	0.34241	1.4225	1.047	1.4082	1.7633	2.1248	1.4111	0.70105	1.7632	2.4741	1.0532	1.4144	-1.4296	0.69034	-1.0708	-1.0701	-3.2038	-0.72865	-1.4291
1.1248	1.4756	1.835	1.4738	0.061566	0.76262	1.1225	0.76186	1.1223	0.7619	1.4725	0.41168	1.473	0.059664	0.76277	0.41096	-1.0039	-0.64312	-1.0101	0.068702	-1.361	-0.64203	-0.29229	0.41924	0.76886	1.1289	-0.31144	0.0507	1.4634	0.75211	0.7527	0.4027	0.051984	1.4646	0.75409	1.1147	-0.30665	0.75493	0.75578	0.75634	1.4676	0.75737	2.1805	2.541	1.47	1.4706	0.42657	0.075835	1.4889	-0.28334	1.8505	1.1397	1.4741	2.5461	1.1247	1.4662	0.40488	2.8891	1.8283	1.8289	2.8906	2.1801	2.5405	1.8135	1.4529	1.1028	1.0959	1.812	1.0997	-2.4815	0.021987	-0.0012727	1.4113	-1.4018	0.36688	-0.35891	-0.3614	-0.3605	0.34911	-0.69443	1.0629	0.0038594	-1.7659	0.69076	0.69019	0.0067007	-2.1446	-0.72056	1.0698	0.69272	-0.73507	-1.4298	-0.70204	1.0717	1.4222	1.7796	2.8447	3.205	1.7847	0.7122	1.4204	1.0698	-2.4885	0.72641	1.4372	1.797	1.0869	0.024652	0.37607	0.3833	1.0886	1.0951	1.4456	0.033215	0.3777	1.4467	2.517	0.71422	0.36526	-1.392	0.031303	0.382	1.4265	0.35976	0.35935	-0.34468	-2.4803	0.35991	0.011108	0.36855	1.4305	0.018343	-0.69123	0.72084	2.1372	1.427	1.4275	-1.4253	-1.0742	-1.4214	0.70108	1.0771	0.71686	3.9103	1.0779	1.078	0.72376	0.72422	1.0844	1.4354	1.8124	1.4519	1.1016	1.453	1.4543	1.1038	2.1496	1.4394	0.72951	1.0913	1.0929	1.4383	0.72742	1.0894	0.3791	1.096	2.5128	1.8098	2.1534	2.8637	0.01276	-1.0424	0.72952	0.028455	-2.8458	-2.4983	-0.69753
0.37065	0.40694	0.7666	0.05486	-0.33305	0.76462	2.1842	0.74533	1.0958	0.38497	0.38476	-0.31717	0.74493	0.74425	0.74484	1.0959	0.034563	0.38478	0.74532	-0.31514	1.0973	0.74612	-0.31475	-0.3141	-1.0258	0.037302	0.38819	-0.6731	-0.3121	1.0966	0.035158	0.035676	0.039043	-0.31369	0.036941	0.037177	0.7517	0.75168	0.39187	0.038784	0.39053	-0.30751	0.044635	0.75574	0.044356	-0.3075	1.1009	0.37414	1.4456	1.086	0.024787	1.0875	1.7983	1.4482	0.73721	1.7997	0.022099	0.7402	1.4512	1.085	2.1568	1.0856	3.2187	2.5077	2.5083	0.72966	1.4407	0.37543	0.36908	0.34346	1.7914	-0.33174	0.018734	-0.32554	-0.33184	-1.4298	-1.0649	-0.71776	-1.4033	-1.7763	1.0596	0.34836	0.34902	-1.0625	-0.35725	-1.0656	-0.35605	1.4169	-1.7957	-0.71129	-0.3582	1.7497	-0.73277	0.33574	0.33026	1.4078	0.69622	0.33721	2.1193	0.69823	1.7595	2.4658	2.4659	0.72009	0.71961	0.33354	1.7554	2.1424	2.4657	0.33422	1.0453	0.72081	-0.33424	0.017375	1.0792	1.0795	1.7905	1.0798	1.7838	0.018049	-1.4033	-0.68664	0.012129	-0.69258	1.7858	-1.4095	-0.69684	0.72578	0.366	-0.69547	1.4383	0.70106	0.70134	0.34168	1.7899	1.0795	0.72903	-2.1176	-1.071	1.0575	1.7647	0.70309	2.1509	2.4835	1.0618	1.4223	1.4224	0.35088	2.4833	1.4218	1.7788	0.0069216	0.013251	0.35813	1.7805	1.7818	0.35443	1.0663	1.0669	0.008103	0.3596	2.1491	1.7829	1.0738	1.7852	3.2064	1.4358	3.9188	3.209	3.209	2.833	3.5336	0.36747	-2.1437	-2.1411	-0.72078	0.72922
1.4829	1.4821	0.42076	1.1319	1.1315	0.77049	0.76932	0.7704	1.1305	1.1305	0.41881	0.4182	1.1301	0.058992	0.76939	1.1301	0.77064	0.41972	0.060635	-1.337	-0.98524	-0.27412	-0.27395	1.1471	0.43455	1.4794	-0.29277	0.41861	0.77017	-0.29188	0.42048	0.4204	-0.29083	-0.64107	-0.28988	0.061771	1.1332	1.4837	0.062467	1.1345	0.42455	1.4859	0.064048	1.1371	1.4877	-0.28393	0.76432	0.76523	0.068351	0.06866	1.14	0.43029	0.069942	1.1426	1.8538	2.5551	0.77411	1.4848	1.8461	0.063928	2.5575	2.1976	2.1985	0.77652	2.5583	1.4861	0.04655	-1.0149	0.046995	-1.0146	-0.66001	-1.3844	-1.3833	-0.3061	-2.441	0.029514	0.74069	0.045372	-1.7445	-1.0152	-1.0143	0.74266	0.047346	-0.65328	-1.7289	-2.1065	-2.8193	-1.3793	-1.0434	0.018068	0.39526	2.5284	1.4412	-0.66462	1.8026	3.5746	1.8032	3.2148	1.4597	1.8203	1.8203	1.1092	1.1093	1.8361	0.76454	-0.64762	0.76349	0.41033	1.1251	1.8374	0.4154	-1.0061	-1.0104	0.41297	-1.0101	-0.66868	0.038967	1.1095	1.4615	2.1659	0.40005	-1.0208	-1.0285	-0.66565	-1.3904	0.39948	1.4612	1.108	1.4584	-0.30703	1.8195	1.113	0.75329	1.4646	1.4608	2.1726	-2.0805	-2.1133	-2.4425	-0.3219	0.02861	-0.65708	0.7518	3.2343	3.2347	2.5338	0.75568	-1.3729	-0.30972	-0.30395	-0.30263	0.048269	-0.30256	1.12	0.76076	1.1159	1.4674	-0.65552	1.1234	0.76323	0.41469	0.41171	2.1846	0.41642	2.1862	2.1862	-0.29593	2.5475	3.6119	2.9005	0.76788	-1.0049	-0.6585	-2.8101	-2.4462	2.5356	2.1721
0.31906	1.3794	0.66712	1.0264	0.29762	0.29735	1.0076	0.64789	-0.064017	1.007	1.0076	0.64716	1.0082	1.7184	0.64716	-0.76436	1.3588	0.29772	-0.76472	-0.76299	-0.061964	1.3597	0.65062	1.0106	0.29985	-0.41143	-0.76126	-1.1204	-0.059045	-0.40366	-0.40345	-0.052224	0.65868	-1.1145	-0.050915	0.65993	1.7315	0.31092	0.66149	1.3731	-0.048645	1.0223	0.66208	1.0221	-0.065381	-1.1272	0.64609	1.007	1.7182	1.7186	2.0695	1.0087	1.3596	0.64924	1.3611	1.0016	0.2914	1.7128	2.0638	2.0646	1.715	2.7768	2.4267	1.7155	2.4266	1.716	-0.065733	-1.5197	-0.08156	0.60404	0.25257	-1.1698	-1.1646	-1.1648	-1.4935	-1.1678	-0.80349	-2.2322	-1.164	-0.80357	0.60998	-1.5131	-1.1677	-1.5182	-1.5178	-1.1612	-0.10601	-0.81297	-1.5402	-0.82396	0.94957	0.23905	-0.46581	-0.46536	1.6683	2.379	3.0795	2.0193	2.3798	2.7302	2.7305	1.3086	2.7263	1.3047	2.0192	2.0188	1.6677	1.6685	1.3049	2.7264	-1.5248	-1.1782	-0.089274	-0.8165	-0.1159	-1.1766	0.27187	-0.43903	0.99896	0.62267	-0.77348	-0.78897	-1.4999	-1.1745	0.95872	1.3098	-0.78759	-1.1734	-0.11114	-1.1719	-0.084151	1.6723	1.312	2.7596	0.27717	1.6738	-0.10484	-2.5894	-1.8855	0.25492	-0.47355	0.23783	-0.12677	0.60987	1.6813	0.23326	0.58371	0.23348	0.9708	2.7428	0.27605	0.62682	1.3225	0.9726	2.3947	0.61406	-1.1801	-1.5299	0.95097	1.6628	2.7255	0.24288	0.59558	0.59583	-0.11412	-0.1139	-1.8819	-0.10774	3.442	3.7968	-0.1076	-2.234	-2.5942	-1.5185	1.6763	3.4443	1.6729
1.3441	0.63289	-0.78904	1.3427	1.3425	-0.78997	-0.7649	0.27088	0.2712	-0.41468	-0.054648	-0.079749	-0.41492	-0.76532	-0.76492	-0.41436	-0.054345	0.65799	0.29624	0.65661	0.29515	1.3494	0.9889	0.63934	0.6397	0.63981	0.27962	0.27982	0.28037	1.7026	0.2809	0.28125	0.28193	0.28188	-0.77853	-0.067669	-0.78245	-1.1317	-0.43104	0.99559	0.64595	-0.064547	0.64706	-1.4853	-1.1248	-0.42677	1.3561	-0.42616	-0.064712	0.99685	0.2865	0.28752	0.99825	0.2879	0.64924	2.0509	0.98058	0.27507	0.63541	0.98598	0.98518	2.4064	1.679	2.0398	3.1008	2.7405	0.61878	-1.5296	-2.9375	-0.80224	-0.12298	0.93824	-1.8955	-0.09123	-2.2405	-2.9676	-1.1527	-7.2195	-1.5281	-1.5288	-0.81722	-1.1883	-0.1266	-1.2027	-1.578	-1.5625	-1.2171	-1.5622	-1.2166	0.19633	-0.86536	-2.9849	-1.1995	-0.13715	1.3008	1.3016	1.6521	1.6527	3.0737	0.94198	0.94836	2.0188	1.6583	2.0188	0.9423	2.0183	2.0181	1.3081	0.23731	0.59402	2.3665	0.6106	0.5946	-0.1319	-1.1936	-1.9038	-1.1766	-0.11431	-0.45967	0.25154	-1.5202	-0.12923	0.93253	1.2935	-0.4736	0.22233	-0.48821	-0.12757	-1.1731	-0.47146	0.25584	2.022	2.0227	2.0385	1.3127	2.7246	0.24198	-2.6083	-2.2792	-1.1923	-2.264	-0.48473	0.60272	1.3136	0.95342	2.7245	1.6644	2.0249	0.25844	1.3304	-0.8021	0.61975	2.0423	2.043	2.7283	0.94214	1.3185	3.0914	1.6718	1.3222	1.6573	1.308	-1.1751	0.23839	-1.5184	-0.82392	2.004	3.0654	5.5471	7.3183	1.6455	0.60068	-1.8671	0.58511	6.6254	3.4339	0.95183
0.73648	1.0965	1.0961	0.73531	1.096	0.024365	2.1567	0.73533	2.1564	0.73511	0.73379	1.0952	1.0949	-0.32759	0.38408	1.0948	1.4458	0.38488	0.38546	-1.3865	-0.32506	0.38609	-0.68421	-0.68483	0.026714	0.027193	-0.3224	-0.68327	-1.0335	-1.0279	-0.67621	-0.67588	0.035053	0.035682	0.036151	0.74681	0.74668	0.39493	0.37751	-1.3944	-0.69324	0.01873	0.73062	-0.32992	0.38104	0.38182	1.4436	0.02212	-0.68832	0.022325	0.38453	0.38529	0.73647	1.0968	0.38664	1.7891	1.4291	1.7904	0.71927	1.7914	0.0095336	1.792	2.4934	2.8536	2.8542	1.4326	-1.4054	-1.0554	-2.493	0.012162	-0.35977	-2.4771	-1.0489	-1.421	-1.4204	-1.4409	-2.8283	-2.8272	-0.70308	-1.0753	-0.72265	-0.74217	-1.4593	-0.74265	-0.031147	-0.74179	-3.2509	-1.1158	0.68229	1.7539	2.4546	0.68374	2.105	0.33369	1.0303	1.0314	0.33574	1.7582	2.8191	1.3981	1.7588	1.7584	1.4035	-0.73534	0.68693	2.4583	1.4028	1.4034	1.4034	1.4194	-0.71336	-0.016512	0.69392	1.7655	-1.0835	0.69492	-0.015258	0.36085	0.0005652	1.0776	-0.71049	-1.4108	-0.73038	-0.73029	1.0528	-0.018556	-0.012827	-1.7911	-1.7855	0.0039209	0.0045033	1.7859	0.69571	0.69609	2.4678	1.7678	-1.0912	-1.8233	-1.4464	-2.5349	-2.5347	-2.519	0.68193	-0.3791	-1.09	0.69767	1.7687	2.1186	-0.013236	-1.0739	-0.0070132	-0.71759	-0.35694	0.34986	0.7013	0.33586	1.0478	1.7594	1.4001	1.066	2.1128	1.0527	1.764	-0.017173	-1.7957	-0.37193	4.2487	6.7304	7.0808	7.0814	3.1802	-3.2153	-3.1877	1.4308	0.72042	2.4924	-0.34629
