8.2873	8.6379	6.2121	9.3481	8.321	9.6981	8.6715	8.6511	9.0096	9.3495	6.8806	7.9425	7.942	7.5882	7.2425	7.9402	7.5903	9.0024	7.5813	8.2866	7.2354	7.6011	7.9377	6.8771	7.953	7.9397	7.6037	7.253	7.2439	8.2956	7.9466	7.2704	7.9486	7.5993	7.6008	8.3021	6.9144	7.2656	7.9676	6.5507	6.5522	7.6206	7.6225	6.9142	7.9776	7.9801	7.2805	7.9668	7.9691	7.9713	7.6235	8.3266	7.2787	8.3063	7.2838	6.5803	7.6317	6.922	7.9502	7.9512	7.6017	8.3366	7.9865	6.9265	6.5768	7.6374	7.6266	7.2763	7.6323	8.3305	7.9809	7.6354	6.2187	8.3351	5.869	7.6267	6.5664	7.626	5.5046	7.2763	6.5674	7.2867	6.9223	6.9251	8.6592	7.2582	6.541	5.8363	6.8992	7.6136	6.9006	6.5546	6.9085	6.9193	6.9155	5.8557	6.9134	6.2208	6.931	5.9211	6.5967	7.6663	6.997	6.9701	7.7202	6.6217	6.6665	5.9685	7.3553	7.0399	7.7513	7.759	6.3508	6.0036	7.0512	4.5767	5.9998	8.1122	7.4177	7.4169	6.3555	7.7782	8.4827	8.1269	8.4781	8.1174	7.7645	8.4701	8.1141	8.1213	8.1223	8.1163	7.4137	7.7615	7.0709	8.4495	7.0385	7.7838	8.1019	7.0755	8.4893	9.1682	8.8081	7.789	7.3934	9.1907	6.0061	8.133	7.4337	8.8377	8.4922	7.4385	9.2006	6.3609	6.6981	7.0497	7.426	7.05	7.0501
9.468	8.7671	8.7704	8.7707	9.1173	9.4676	9.1174	9.0674	9.4611	9.4594	9.7998	8.3887	9.4497	8.3892	9.1002	7.6735	9.0857	8.3755	8.3923	7.6654	8.0164	8.0328	8.0316	8.0185	8.3832	8.3839	9.4316	9.0819	7.6846	9.0867	7.3199	8.028	8.3792	7.3229	8.375	6.6142	8.0267	6.9807	8.3681	6.6076	8.3701	8.7324	6.9762	8.0297	7.6816	8.3854	9.0982	8.0386	9.0909	8.3822	8.7454	6.9992	8.054	8.056	8.0593	6.9933	7.7103	6.2702	6.9982	7.3334	8.4016	8.036	7.7024	8.3874	6.9871	8.3896	7.6888	6.2794	8.0285	8.3796	7.3437	7.6951	8.3838	7.6975	8.0493	7.7	8.3999	7.0127	8.7526	6.6318	7.3689	8.3975	7.3489	5.9576	7.0388	8.4434	7.7433	8.0874	7.0435	7.3937	7.7486	8.8136	7.0557	7.0602	5.6498	7.0674	8.1176	6.7078	8.1347	7.7927	7.7946	7.8031	7.1168	7.4691	7.4756	7.4802	8.1771	6.0753	7.1437	7.1455	7.1509	7.5048	8.2096	8.5632	7.1656	8.2166	6.4463	7.8609	8.9253	8.2143	8.575	7.5269	9.6375	8.5791	8.581	8.5776	8.5675	8.2223	8.5731	9.281	8.5708	9.2821	8.5757	8.5709	7.8708	8.2316	7.8549	7.8734	8.9213	9.6232	8.5779	8.2293	7.8669	8.9427	8.2171	9.6158	8.9309	6.8236	8.9341	9.2996	9.6374	9.3022	8.2288	8.2422	8.936	8.5758	9.6373	9.2871	9.2876
9.5488	8.1306	8.8377	9.538	9.8983	9.538	8.831	8.8211	9.1714	9.1707	8.8058	9.8707	9.1603	8.4843	7.7733	8.835	8.8122	8.8364	8.8371	8.4858	9.8885	9.5288	8.4785	7.7723	8.1331	8.4846	9.5324	8.4863	8.1366	9.1774	6.7296	9.1796	9.1807	8.4949	8.8324	8.4832	7.7879	8.4996	7.0923	8.1399	7.431	8.4936	8.1454	8.8482	8.1533	9.2034	8.509	8.5079	9.5521	9.5508	8.853	8.8427	7.7846	7.436	7.4382	7.7904	7.792	8.8403	7.083	8.1414	7.7848	8.1429	7.4364	7.7839	8.8459	7.7894	8.1508	8.8457	8.4896	7.7797	8.4918	7.7818	9.545	7.8086	7.4592	8.498	7.8113	7.4538	7.8023	8.5145	8.1701	7.8082	6.7636	8.8749	8.1575	8.1611	7.802	7.0933	7.8015	7.8055	7.8098	7.4635	6.7607	7.4659	7.472	7.8348	7.4817	8.5405	7.4877	7.1489	7.5076	7.1657	8.2348	7.5319	7.1894	7.8956	7.1993	7.1949	7.9008	7.9066	7.2112	8.9772	9.3311	7.2469	7.5749	8.3096	8.6595	7.9182	7.9486	8.3087	9.0116	9.364	7.9551	9.7187	8.3222	9.3668	9.3576	9.7094	9.3599	9.7105	8.3102	8.661	9.0116	7.9452	6.5553	9.7072	7.5917	8.99	8.6544	9.699	9.6943	9.696	8.6607	8.3125	9.363	7.9443	9.3504	6.5326	8.6467	9.0047	8.9999	7.9398	8.652	9.0032	9.0077	9.3482	8.286	10.397	8.987
9.1523	10.209	9.4746	9.1381	9.1383	9.112	9.4721	10.169	10.169	8.7584	10.182	9.8217	9.4718	10.523	9.0982	10.523	9.0971	8.0471	9.0982	9.459	9.0888	7.352	9.0902	9.8011	8.7416	8.7663	9.4537	9.1181	9.4555	9.095	8.4089	9.8212	9.4719	9.4731	8.7637	8.7686	9.1162	9.121	8.7725	8.0716	8.4102	7.3583	8.7675	7.3625	9.8328	9.1289	8.7807	8.7838	8.785	9.1256	8.0778	9.1311	9.8436	8.0877	9.4971	10.199	7.743	9.1442	8.0813	8.7827	8.7831	9.1342	9.495	9.8462	8.7865	9.1374	8.4421	9.1424	6.3418	8.4311	9.133	7.7566	8.4587	8.4599	7.377	7.4019	8.8146	9.1639	8.8043	8.1054	8.8086	7.3837	7.3861	8.8163	8.4328	8.433	7.3782	8.0896	8.0797	8.4379	9.1424	7.7458	8.1345	6.3789	7.4024	8.1542	8.8593	8.5044	7.4513	9.2214	7.8283	9.5981	7.8447	8.2027	8.5612	8.1908	9.2444	8.1872	8.2188	8.8983	8.2029	7.1462	8.2119	7.5381	7.9023	8.6029	9.3034	9.2605	8.947	10.01	8.9549	8.2567	8.6094	10.369	9.314	9.3123	9.31	10.356	10.36	11.071	9.6614	9.6618	9.6622	10.013	8.9661	8.5988	9.3106	7.5231	8.2343	9.3025	10.014	9.6493	9.2911	8.9429	10.356	9.2936	9.6522	8.2308	9.6434	10.346	9.9965	9.271	10.699	9.9999	9.2903	9.981	9.9671	9.2567	8.5806
9.7792	9.7754	9.4144	9.7646	9.0642	10.115	10.475	9.1086	10.836	10.126	9.1077	9.7986	9.7985	9.7991	9.4489	10.15	9.7998	9.8005	10.145	9.7953	9.4351	9.7859	10.137	9.4379	8.0116	8.0125	9.074	9.7915	8.7155	9.4253	10.117	8.3402	10.479	10.12	8.3436	10.122	9.4232	7.9972	8.6995	9.776	9.4013	7.3358	8.6945	9.7575	10.11	10.823	9.1078	9.4174	10.163	10.153	9.8056	10.157	9.4592	9.1105	8.4058	8.7578	9.4699	9.1203	9.1081	9.4594	10.16	7.353	9.4614	8.7558	9.1131	9.1139	8.0543	8.408	8.7467	9.4577	8.7489	8.0728	8.4012	8.7523	7.7269	7.7284	8.0804	8.756	8.4206	8.7732	9.4861	8.0776	8.7805	7.7165	7.6854	8.7433	8.746	8.3968	7.3357	6.9834	7.6977	8.0536	8.4096	7.7295	8.4227	7.7436	8.4483	8.7945	7.7515	8.0963	8.8187	8.4764	8.8348	8.8426	9.2097	7.097	8.857	8.8542	9.57	8.8647	7.1218	8.8744	8.5288	8.5461	8.1858	8.8859	10.671	9.9507	7.8553	8.8809	10.668	9.9597	10.312	8.917	9.2654	10.328	9.962	8.2176	10.316	10.317	9.6167	9.2531	8.5705	9.2815	9.2819	9.9795	10.313	9.2659	10.318	9.9682	9.6192	9.9445	9.5966	9.599	9.6009	10.687	9.9481	9.5875	9.939	10.651	11.002	10.653	9.594	10.689	9.9796	11.037	10.989	9.6122	10.313
11.282	10.92	10.568	10.567	7.7897	8.4999	10.918	10.578	10.579	9.192	9.9005	10.591	10.942	10.242	8.1045	10.592	8.832	10.243	9.1669	10.594	10.218	10.219	10.57	10.221	10.572	8.4758	10.924	9.5281	9.5289	9.528	9.8789	9.8799	10.231	9.1718	9.5231	10.585	9.1759	9.8878	9.9032	9.5325	8.484	9.186	9.1882	8.1436	10.603	9.2088	8.5108	10.625	9.2011	9.5554	9.5573	9.9193	8.511	10.273	8.1479	8.8662	9.2117	9.9223	9.5507	10.262	10.263	8.8529	10.264	8.8543	9.2053	8.5059	9.2009	8.8505	9.5455	9.9005	9.9019	9.5423	7.4262	9.9053	8.496	8.8414	10.254	7.7816	9.1839	8.836	9.8992	9.5416	9.1941	8.15	8.1728	9.5733	8.8742	9.23	8.173	8.1775	8.543	8.8993	10.316	8.2016	8.2082	8.9251	7.8724	8.2192	7.5271	8.5959	8.6042	8.9624	6.5219	8.9771	8.2964	8.3003	7.9526	8.2968	9.3631	8.6676	9.0229	9.3775	7.5944	9.0361	9.739	8.6617	9.3612	10.763	10.065	10.768	9.709	11.122	11.124	10.426	10.778	10.469	9.7559	10.107	10.458	10.108	10.809	11.509	10.073	10.81	10.073	10.42	9.3567	10.408	11.109	11.111	11.462	11.464	9.719	9.7212	10.783	11.132	10.779	10.42	10.071	11.473	10.424	10.449	10.776	9.7401	9.74	11.147	10.083	10.434	11.485
10.557	10.196	10.895	11.604	10.543	11.254	9.1273	11.235	10.175	10.525	10.508	10.508	10.508	10.508	10.859	10.509	10.859	9.0984	10.173	10.159	9.8145	10.866	10.167	11.578	10.869	10.169	11.231	10.171	9.4713	10.515	9.8152	9.8159	10.867	10.169	10.52	10.521	9.1458	8.447	10.559	9.4991	10.201	10.203	9.8549	10.207	10.91	9.8623	9.4879	9.5168	9.1189	10.181	9.4831	9.4849	10.888	8.7717	9.8408	9.1255	9.8377	9.8429	9.1164	9.828	10.178	9.1189	9.8294	10.181	10.882	9.4961	9.4969	9.1348	10.535	9.8363	7.6998	10.539	7.3518	9.1307	8.7657	9.4779	10.179	10.168	9.4705	8.4123	9.8256	8.7677	8.7703	8.4231	9.1368	7.7413	8.4516	8.4456	9.5105	9.1559	9.8717	8.4675	9.8842	9.1807	8.8373	8.1349	9.1807	8.8383	8.4965	8.505	8.5138	9.2215	8.5277	9.595	8.1927	8.1957	7.8286	9.2447	8.1995	9.255	8.2097	9.2643	9.269	9.9833	10.333	10.682	9.2661	9.9787	10.681	11.033	11.746	9.2905	11.75	11.402	8.5935	10.702	10.691	9.9921	11.403	11.404	10.344	10.344	11.405	11.046	10.336	9.9892	11.023	10.674	9.9742	9.6255	10.678	11.03	11.032	11.034	9.9961	11.741	10.684	10.335	11.747	12.099	11.4	12.451	12.102	11.766	9.6526	9.6491	10.338	12.099	11.399
11.05	11.049	11.398	10.697	11.397	9.9862	11.047	10.341	10.34	10.329	10.69	11.741	11.04	10.691	11.041	12.101	8.5742	10.335	10.331	10.686	9.6269	10.328	11.39	10.69	11.041	10.692	11.043	9.6267	9.266	9.9669	9.9676	10.678	11.029	10.681	11.382	10.684	10.325	9.3088	9.6497	9.6513	11.064	9.6552	10.718	11.07	10.722	10.365	10.01	9.6492	10.711	11.063	11.065	10.007	10.719	9.6604	10.723	8.957	9.6567	9.6469	11.059	10.35	10.35	9.3005	10.351	10.352	8.976	10.004	10.713	10.016	9.3164	10.018	10.369	10.37	10.021	9.3223	8.6075	8.9685	10.018	9.6604	9.6627	9.6651	9.6678	9.6704	8.9728	9.6761	9.3582	8.3012	10.054	8.2983	9.7138	9.7196	9.3749	9.7314	10.438	9.3945	9.7491	9.0265	9.0246	8.6723	9.391	9.0495	9.0576	8.705	9.0718	9.7777	6.9824	9.8064	9.4525	9.808	8.7529	10.168	9.473	10.528	7.3539	10.182	9.4747	10.166	10.878	10.881	10.883	11.935	11.937	11.939	8.7637	9.8243	10.882	10.871	10.512	9.462	10.513	10.514	10.514	10.875	12.286	11.573	9.8131	10.862	11.914	12.275	12.626	11.568	11.219	12.632	12.984	11.573	11.595	12.294	11.586	11.587	11.939	11.24	12.301	11.942	11.242	11.591	10.177	11.579	10.519	11.579	12.289
11.189	11.548	11.188	10.837	11.187	10.836	9.7594	10.799	10.088	11.849	11.139	11.5	12.2	12.55	11.5	11.5	9.7442	10.453	10.795	10.796	10.797	10.448	11.509	10.8	11.511	10.445	10.095	10.085	10.085	11.136	9.7267	10.437	10.788	11.14	8.7036	11.143	10.793	10.807	10.809	9.4002	10.462	10.114	10.116	10.469	8.3536	9.7566	10.806	10.808	10.81	10.812	11.164	11.165	10.467	9.7587	9.7842	9.7826	9.7737	10.485	9.7763	11.188	10.488	10.489	10.49	9.4305	8.7142	9.7796	8.7023	9.7538	10.115	10.816	10.117	10.118	10.82	10.121	10.822	7.6335	9.3964	9.3988	10.461	9.4037	10.117	9.0589	10.822	9.4143	8.0161	8.3699	9.0741	9.4284	10.493	9.7891	10.505	9.1009	9.107	9.1113	9.1196	9.4771	8.7848	10.203	9.5014	9.5095	8.8174	9.8757	9.1804	7.7662	8.821	9.1768	9.8827	8.4874	8.8429	9.548	10.613	10.617	7.4486	8.8587	10.261	10.964	11.677	12.029	10.971	13.444	11.325	11.687	11.687	10.638	10.276	9.9175	10.979	10.98	11.691	12.391	9.9214	11.332	9.5814	10.289	11.329	10.979	10.98	12.742	10.984	11.695	12.047	12.049	11.698	11.68	12.721	12.372	12.024	11.675	12.027	11.677	12.028	12.029	11.677	9.9165	10.265	10.966	12.376	11.316	12.026
10.511	11.57	11.569	11.569	12.268	12.268	10.189	10.879	10.879	10.88	11.58	10.88	12.281	10.881	11.931	10.534	10.884	10.525	11.236	9.8265	10.888	11.589	11.24	10.891	9.4948	10.544	10.184	11.246	11.596	11.247	9.8373	10.898	8.7916	12.66	9.5039	9.8439	10.196	10.197	10.909	10.551	10.913	11.265	11.267	11.269	9.8431	10.894	10.535	10.538	10.189	10.542	10.543	10.545	10.547	10.541	10.53	9.8315	10.183	9.8344	11.246	10.187	10.538	10.899	10.539	10.9	8.7897	8.441	9.8522	10.554	9.5042	9.8557	10.557	10.919	9.1426	8.791	9.1318	8.7838	10.196	9.1385	10.551	10.204	10.917	9.8592	10.21	7.7526	9.8475	9.1412	9.8553	10.56	9.8638	9.5194	10.225	7.0827	9.1738	9.1933	8.5002	9.5681	8.8658	9.2242	9.5928	10.301	9.2488	8.5531	7.84	8.1865	8.5426	9.9587	8.2038	9.2594	9.9749	9.9797	9.6322	9.6313	8.5834	9.9874	11.051	11.053	11.056	12.109	13.171	12.463	12.465	10.326	9.9735	11.374	12.075	11.026	10.317	12.078	11.029	12.08	9.9908	10.338	9.6342	10.326	10.327	12.088	12.089	12.441	11.392	12.444	12.095	9.9856	10.334	11.387	12.439	11.391	12.093	12.444	12.806	12.446	11.047	10.683	10.683	10.673	11.034	11.734	11.734	12.794	12.084
