1.4503	1.7862	1.1273	1.4489	1.7708	2.1239	2.1268	1.0835	0.75782	2.4497	2.1303	1.4235	1.7628	1.0995	0.75911	1.4525	2.0846	2.1278	1.4034	1.4503	1.795	1.1005	1.1037	1.453	0.80024	1.4898	1.446	1.8376	1.162	1.5113	0.47515	1.1658	1.1677	1.1235	1.1716	1.1574	1.8288	1.4921	1.493	2.4849	2.1783	2.184	1.83	1.8334	1.8062	1.4656	1.8381	1.4666	2.1482	2.1471	1.4781	1.4819	1.4781	2.475	1.4761	1.8162	1.7814	1.8319	1.8275	1.7794	1.4853	1.7886	1.482	1.8355	1.8353	1.5026	1.4988	1.1447	1.8375	2.5196	0.80124	1.1593	2.1815	1.5122	2.5308	1.5043	1.8292	2.5379	2.5166	1.8441	1.1684	1.8586	1.8587	2.1911	1.5148	1.8034	1.5107	1.8504	1.5175	1.1595	1.177	1.4668	0.74838	1.8158	1.7886	2.1283	2.1323	2.1327	1.8157	1.4627	1.7948	1.4783	2.1371	2.495	1.1423	2.1512	1.4949	2.1502	1.4712	1.8111	1.4922	1.4662	1.8306	1.4712	1.4975	1.8103	1.8098	1.8085	1.8363	2.1509	1.8384	1.1258	1.4984	1.5066	1.8232	0.81442	1.1518	1.8203	1.4697	1.4664	1.4867	1.483	1.4898	1.1445	2.4858	1.1093	1.8118	1.8104	1.1178	2.1477	0.78233	1.8096	1.4665	1.4759	1.8152	1.52	1.1309	1.4629	2.1599	1.5042	1.4891	1.4862	2.1676	1.8278	1.1123	2.1591	2.1471	2.1301	2.493	2.4781	2.5154	2.8339	2.5101	2.5045	3.1956	2.8306	2.492	3.1786	3.195	2.8402
2.2554	2.3027	2.9868	2.9477	2.2622	2.6014	2.6144	2.256	2.6457	2.9775	2.6105	2.6436	2.2853	2.6422	1.9515	2.6411	2.9731	2.2878	1.9285	2.2866	1.9272	3.3329	2.9661	2.9921	1.6118	2.3385	2.6428	1.9346	2.3243	2.3326	1.671	0.63602	0.94919	2.355	1.638	1.9858	1.6918	2.0123	1.6524	2.7056	2.6966	2.665	3.0349	2.6618	2.6378	2.3095	2.3169	1.9823	2.334	2.6742	3.3481	2.3064	2.6489	2.6552	3.0203	3.0031	3.0167	3.3558	3.0113	2.6882	2.3365	2.3198	1.9733	1.6455	1.9728	3.0127	1.6668	1.9789	1.9816	2.327	2.6663	2.6695	3.3828	2.3523	2.002	2.6757	2.3623	3.0524	2.6786	2.0012	2.7026	3.0526	2.6786	3.036	2.7021	2.6857	3.0389	2.6998	2.7118	2.355	2.7106	2.0379	2.387	2.7427	2.3883	2.035	2.3848	2.739	2.4133	2.0639	2.4123	2.0671	2.7544	2.4181	2.0669	2.4219	2.427	2.7467	1.735	1.7432	3.124	2.0818	3.1162	2.7648	2.4274	2.4266	2.4088	2.4301	2.073	2.4411	1.4044	1.7455	2.4443	2.0745	1.7754	3.1255	2.4315	2.0824	2.433	2.4347	1.7622	2.4271	2.0732	2.4169	3.1093	1.7466	2.4511	2.4015	2.4244	2.4356	1.7202	2.0812	2.0843	2.0873	2.1016	2.4781	1.7673	1.7531	3.1318	1.7418	1.766	2.4458	1.7473	3.4515	2.4519	3.1099	2.1003	2.0718	3.4544	2.787	3.5015	3.8094	3.4557	3.1145	3.1095	3.4483	3.8146	3.4462	3.7814	4.8523
3.3489	2.6736	3.3493	3.03	3.3479	3.3471	3.0103	3.6934	3.295	2.9543	3.6098	3.2591	3.6422	2.583	2.9474	2.9555	2.615	2.5982	2.9413	2.9532	2.2625	2.596	2.9395	2.941	2.9446	3.6346	3.6307	3.2843	2.6042	3.6343	2.3186	1.983	2.305	1.6501	1.9783	2.3272	1.972	2.666	2.988	2.6869	2.3018	3.004	2.9813	3.6946	3.3255	2.9804	2.6341	2.9744	2.6471	2.6472	2.9722	2.2947	2.9836	3.3337	4.0225	4.0076	2.9741	2.9896	3.6666	2.9723	3.3119	2.6353	2.975	1.9675	2.9857	2.6459	3.3257	2.9849	2.9837	3.3185	2.2878	2.6823	3.6744	4.0211	4.0209	2.692	3.6844	4.0381	3.0084	3.3485	4.0172	2.6921	3.348	3.7093	3.0428	3.0049	3.3821	2.3278	3.0411	3.0167	3.0159	3.4257	3.0966	2.7685	3.4353	2.7661	2.7776	3.4452	3.1182	2.7826	2.756	2.7721	3.1219	2.7707	2.4345	2.4235	3.1256	3.4826	2.7994	3.1434	3.8334	2.8014	3.1311	2.7822	3.4775	3.1243	3.147	3.1309	2.4576	2.7959	2.7969	2.798	2.8031	2.447	3.1386	3.1399	3.1504	3.1436	2.4501	3.1329	2.7967	3.1327	3.1288	2.7887	3.4611	3.1172	2.4277	2.42	2.4198	2.7944	3.1089	3.4561	2.7716	2.7782	2.7953	2.4466	3.4894	3.1418	2.8065	2.7991	2.7897	3.8076	3.1224	2.7641	3.1184	3.4739	3.4591	3.7942	3.1053	2.7817	4.5162	3.461	3.808	3.828	4.4932	4.4944	4.1568	4.1343	4.1343	4.4981
3.8813	3.83	3.5435	3.8764	3.8443	3.8398	3.8258	3.1537	3.8412	3.5207	3.8451	3.5107	4.1962	4.193	3.5047	3.154	3.5072	3.1642	3.5051	4.2086	3.5106	3.5041	4.2002	4.1937	4.5336	4.5472	3.8494	3.8569	3.1592	2.8694	3.2219	2.8676	3.9182	2.5429	3.8958	3.2265	3.2183	3.8891	3.5646	3.9179	3.5513	3.576	3.8939	3.2212	3.895	4.2492	3.8842	3.5406	3.8797	3.8784	3.877	4.2382	4.2107	3.5457	4.2083	4.5611	4.584	3.8933	3.8918	3.2127	4.5686	3.8782	4.2527	4.2299	3.9042	3.9079	3.9036	4.2288	3.8883	3.9102	3.2264	4.6058	3.9116	4.6051	3.221	3.9109	3.2386	3.8839	4.2732	3.9195	3.9408	3.9406	4.2688	3.9334	4.6155	4.6113	3.5922	3.5979	3.9493	4.2811	3.9486	3.2458	4.2816	4.2671	3.5901	4.2829	3.2266	3.2367	3.9272	3.9317	2.911	3.942	3.6031	4.3024	3.2601	3.6113	2.9209	3.6167	3.2596	4.3073	3.2595	3.6275	3.9659	3.6247	3.6113	3.6232	4.3071	3.9638	3.6206	3.9653	3.6263	3.9775	3.285	3.6403	3.9819	3.6428	3.9675	3.6244	4.311	3.9635	4.3271	3.2808	3.623	2.9328	3.2626	4.2925	3.261	3.6183	3.6281	3.9507	3.6239	4.616	4.3205	3.6435	3.6238	3.9437	3.6446	3.9883	2.6134	3.9764	3.9616	4.9995	4.6413	4.6399	3.6089	4.3042	4.6431	3.6057	3.9369	3.9358	4.6383	4.6233	4.6359	5.6707	4.2932	5.3282	4.6375	4.9875	4.9812	4.9875
4.0903	4.4374	3.7506	4.1323	4.4408	5.1225	4.7819	5.1226	5.0962	4.7493	4.0723	3.724	4.4209	4.4118	4.7573	4.7504	5.0897	4.4154	5.0887	5.4383	4.4079	4.0952	4.4212	4.4129	4.1105	4.137	4.4605	3.7567	4.1024	4.1223	3.8142	3.4636	4.4704	3.7837	3.7917	4.5235	4.5377	4.8594	4.1297	4.8147	4.5024	4.1613	5.195	4.1722	4.5	4.8497	4.8272	4.8306	5.1695	4.832	4.4946	5.5159	4.1347	4.8345	5.1734	4.4785	5.1751	4.4905	4.1476	4.8296	4.4897	4.4991	4.4929	3.8216	4.1582	4.5118	4.1535	4.1561	5.1921	5.1899	4.4997	4.1562	4.1482	4.5131	5.197	4.8577	4.1644	4.5023	4.1611	4.1686	4.5184	4.5105	4.5175	4.5292	3.4809	4.1742	4.8513	5.5407	4.8667	4.5267	4.5266	4.2158	3.879	5.6021	4.9074	4.9225	5.2689	4.5763	4.5729	4.576	4.5807	4.5896	4.918	4.5937	4.2452	4.5827	4.5949	4.2454	4.9496	4.5957	5.323	4.6361	4.2912	4.9463	4.6395	4.2897	4.6449	4.6515	4.2683	5.3329	4.3039	4.9889	3.9664	3.9655	4.6596	4.3088	4.6613	4.3182	4.998	4.6578	3.2761	3.962	3.958	4.2941	4.2901	3.94	4.641	4.6346	3.9367	3.5888	4.2685	4.6276	4.9776	4.2993	4.9749	4.2837	4.6343	4.6437	4.2972	6.0028	4.964	5.3094	4.9474	4.6132	4.9476	4.6066	4.6094	4.9482	5.2894	4.9557	5.2907	4.9494	5.292	5.6332	5.9758	5.6357	5.2893	4.9417	4.9436	4.9549
4.9665	4.9722	6.0054	5.0024	4.9642	4.9727	4.6658	5.0052	5.2623	4.8878	5.6047	5.2602	5.2357	4.9087	5.9518	4.5673	4.5667	5.2378	4.915	5.2608	4.9105	5.264	5.9539	4.9098	4.6027	4.9488	4.9456	4.9525	5.642	4.9571	4.9682	4.6289	4.632	4.9626	4.6219	3.6003	4.6385	6.0214	4.9719	5.303	4.9669	4.6499	5.6461	5.3431	5.3386	5.3348	5.6168	6.0154	5.6403	4.6329	4.9692	4.9756	5.2812	5.2719	6.007	5.6561	5.3151	5.3246	4.9278	4.976	5.2819	5.6236	4.6385	4.9791	5.3291	5.2849	5.3278	4.6497	4.9855	5.3332	4.9842	5.331	4.9768	4.9776	4.9759	4.6427	4.9793	4.6427	5.3391	4.6552	4.6488	4.9946	5.3379	5.3433	4.6462	5.6815	4.3073	5.348	5.688	5.6816	5.3476	5.0801	5.0795	5.0525	5.394	6.0904	5.4267	5.3914	5.7623	4.7125	5.4108	5.413	4.7511	5.0941	4.7541	5.0965	4.7296	5.7876	5.4478	5.42	5.4587	4.768	4.7332	5.0789	4.4266	5.0792	5.1109	4.7401	5.1083	5.4593	5.811	4.4597	5.8173	6.165	5.8205	5.4784	5.1474	5.4784	5.1244	4.7843	4.7876	5.1234	5.1354	5.1176	4.7698	5.1058	4.7794	4.4354	4.4312	5.4332	5.1014	5.1172	5.1163	5.4491	5.772	5.423	5.4248	5.4494	5.1081	5.4517	5.1169	5.4519	6.0983	5.4226	5.4382	5.7427	5.0678	6.1242	5.7392	5.398	5.3967	4.7464	6.1241	5.4157	5.7732	5.7555	6.8029	6.123	5.7552	6.1226
6.3907	5.7101	6.0634	6.0628	6.0623	5.3716	5.3709	5.7273	6.3769	5.3676	6.7255	6.404	6.4071	5.7226	5.7219	6.4013	5.7206	6.4	6.0595	5.7192	5.7526	5.3743	5.7279	6.0402	6.0677	6.0928	6.0676	5.7656	6.1015	6.4449	6.4504	5.7855	5.4317	5.7706	6.4682	4.7523	5.7968	4.7656	5.7906	5.4401	5.0947	5.7926	6.1199	5.7758	6.4525	6.0993	6.4565	5.4215	5.4087	5.4076	6.1003	5.7699	5.772	5.4286	5.7503	6.7955	5.7622	6.429	6.4316	6.4478	6.1097	6.1238	6.1224	5.7866	5.7827	6.1221	5.7834	6.4595	6.4573	6.8086	6.4517	6.1241	6.4628	6.1198	5.0929	5.7849	5.799	6.1216	5.4492	5.4489	6.461	5.7842	6.1362	5.8093	6.4884	5.808	6.1342	6.4882	6.4744	5.8018	6.4877	6.4937	6.4792	5.4571	6.1461	6.1626	6.165	6.146	6.1589	6.4853	5.1308	5.4768	6.1688	5.4767	5.15	5.8446	6.1814	5.8455	6.1817	5.8414	6.1808	5.8401	6.2073	5.177	6.1951	6.2028	6.9093	6.2198	6.1928	6.2213	6.2063	5.8675	6.2251	6.9167	5.8751	6.9137	5.5511	6.5402	5.2099	5.5459	6.2319	5.1553	5.8674	6.5434	6.2087	6.5447	6.2007	6.1932	6.1875	6.8391	5.8368	6.1817	5.5094	6.1711	6.4865	5.4818	5.4959	5.5074	5.4832	5.8557	5.8426	6.5233	6.5099	6.1437	6.8402	5.8244	6.5029	6.5079	5.8266	6.8392	6.5041	6.5029	6.1626	7.1924	6.1599	6.8522	6.5079	6.858	6.844	6.4938
6.6799	7.0232	6.3387	6.6782	6.3431	6.0239	6.3418	6.6888	6.7731	6.0824	7.454	6.0733	6.7664	7.4558	6.4251	6.43	6.1171	6.4325	6.7991	6.4239	7.1251	6.081	7.1209	6.4268	6.4555	6.8031	6.7989	6.1178	6.8132	7.1625	6.472	5.7887	6.492	6.8303	5.7871	5.8088	6.147	5.1176	5.8011	5.8381	6.4908	5.4919	6.1765	6.8135	6.1486	6.8244	6.8479	6.8453	6.4656	6.818	7.1571	6.8298	6.8288	5.7977	6.4867	6.1135	6.8149	6.1275	6.8277	6.8461	6.824	7.1991	7.1998	5.7961	6.1596	6.1339	6.4911	6.8242	5.8243	6.4953	7.1662	6.8299	7.178	6.4876	6.812	6.4962	7.5148	6.8249	6.5087	6.1508	7.1981	6.8475	6.5106	7.1999	7.1995	6.8455	7.5523	6.5185	6.5184	6.522	5.8316	6.1128	6.1121	7.4912	6.8024	6.4611	7.141	6.8063	6.8039	7.1604	6.1172	7.1905	6.4708	6.8437	6.5049	6.1557	6.5062	7.1964	6.1404	6.1677	6.8572	6.5306	6.8288	6.1662	6.8699	6.5163	6.8568	6.1398	6.543	6.1939	5.8075	6.5326	6.5478	5.8626	6.8897	6.5508	7.246	6.8939	6.5331	7.256	6.9018	6.5537	6.5495	6.1955	6.8852	6.5373	6.8715	6.1618	6.8498	6.8523	7.5197	7.1869	6.1645	6.5126	5.8219	6.4935	7.1916	6.1722	6.1662	5.8373	5.8117	6.4999	7.2137	6.8237	6.8079	6.4921	7.5076	7.1599	6.8086	6.8136	6.8187	6.1408	7.502	7.168	7.5079	6.4902	7.5252	7.5015	7.5075	7.5074
7.8278	8.1711	7.4905	8.1699	6.7994	7.485	7.8282	7.1337	7.5078	7.1588	6.8219	7.855	7.8466	7.8752	6.8368	7.1761	7.5117	7.5436	7.8813	7.5156	6.4715	6.8213	7.1788	7.5148	6.8386	7.1859	7.2143	6.5034	7.5459	7.5704	7.5737	7.2232	6.8953	6.5446	7.2379	6.5347	6.198	6.5528	7.2356	6.8982	6.9043	6.9076	6.5591	7.2256	6.5223	7.2283	7.2086	7.2258	6.5118	7.5637	7.5464	6.869	7.8979	6.1769	7.5585	7.2114	7.2141	7.2166	7.9089	6.8912	7.583	6.894	7.2522	7.5846	7.2088	7.9264	7.5682	8.2634	7.9338	6.8942	7.2353	6.9069	7.2453	8.2742	6.9043	7.5948	8.6249	7.2449	7.6024	7.5943	7.2428	6.9198	6.5653	7.2587	7.6046	7.2544	7.2583	8.2886	7.2547	7.612	6.9268	7.2956	7.291	7.29	7.6365	7.2741	7.6413	7.2873	6.945	6.5979	7.6387	8.3362	7.9978	6.9867	7.6601	7.3108	7.3288	7.3113	7.9949	6.9704	7.6775	7.6772	6.631	7.3146	7.3384	7.3522	6.6626	7.3394	7.6902	7.0012	7.3562	7.3436	8.0449	6.9918	7.7066	7.0316	7.373	7.0347	7.0364	7.3777	8.0498	7.7194	6.6852	8.7511	6.6759	8.3898	7.3539	7.333	8.3386	6.6468	7.9902	6.9835	6.9878	7.3232	7.3482	6.9833	7.6721	7.0001	7.6839	7.3028	7.6816	6.9864	7.3138	7.2882	7.643	8.0047	7.6464	7.6441	6.9688	7.6345	7.6355	7.6576	7.3074	8.6649	6.9732	8.0031	7.6405	6.9568	7.6466	7.9864
7.5063	8.1896	7.5052	8.5347	8.188	7.1636	7.5108	7.5024	7.8563	8.2056	6.8486	7.5197	7.8828	7.8445	7.5177	8.2447	8.9528	7.9329	8.6052	7.5523	7.8781	7.8836	7.5435	7.8834	7.8835	7.5757	7.9261	8.5972	8.2781	8.2812	6.9056	7.9413	7.9311	7.6043	7.6075	7.9475	8.9908	7.9511	7.6059	6.925	7.2649	7.292	7.3073	8.3159	8.2995	6.9173	7.6075	6.9101	6.8875	7.5828	8.6057	8.6144	7.9181	7.2413	7.5966	7.5871	7.5959	8.2884	8.6245	7.2627	7.5984	8.6294	7.2701	7.6161	7.9293	7.9278	8.3197	7.9655	7.9617	7.5948	7.9322	7.6138	7.6006	8.6273	7.9393	7.5973	8.3136	7.9635	7.9633	7.6229	7.596	7.2814	7.6337	7.6209	7.6331	7.973	8.3108	7.9611	7.2676	8.2973	8.3107	8.3256	8.3371	8.3365	7.9857	7.9913	7.6509	7.6446	7.9911	7.3117	7.9926	7.6476	7.3153	7.9966	8.3533	7.67	8.0041	8.3536	8.009	8.0022	7.668	7.3154	7.6551	7.6612	8.3566	6.9767	8.0208	7.3338	9.0483	8.0093	7.6836	7.3438	7.6844	8.0253	9.0665	8.0383	7.7036	8.0454	8.3934	9.0855	7.7058	8.3891	8.0373	7.695	7.6947	8.7162	9.0333	7.6507	8.678	8.3593	7.9727	7.985	8.6765	7.6549	7.6504	7.6347	6.9638	7.299	7.3463	7.3313	7.3345	7.6452	7.3171	8.3315	7.6395	7.9775	7.6355	8.3297	7.6382	7.6517	7.2975	7.9748	7.6508	7.963	7.6506	8.3267	7.9741	7.9964	8.6862	7.9959
