7.2481	8.1265	8.7501	8.6469	7.9903	6.6213	6.9279	7.9165	7.6377	7.287	7.6802	7.636	8.0297	6.6172	8.3504	7.342	6.9953	6.9952	6.994	6.6275	8.0384	7.3504	6.9882	6.9742	6.9817	7.3414	7.3339	7.339	7.6816	6.2799	7.3278	6.6149	7.3309	6.9624	5.9388	5.9233	7.3346	6.9862	5.932	6.6324	8.393	7.3404	6.9777	7.6872	8.4022	7.3492	7.7018	8.0472	7.3486	6.6362	6.9845	7.3402	7.689	6.6303	6.9948	7.6888	6.6252	8.0356	8.0344	6.971	7.6809	7.3295	6.9684	7.3447	8.396	6.6873	6.9826	6.6311	7.3957	6.98	7.3399	7.7426	8.4421	6.9933	7.4076	8.1075	6.358	7.0447	7.0438	7.0432	6.3403	6.7038	7.0527	6.3706	5.9865	6.3319	5.6184	5.9799	7.3948	6.0209	6.3749	7.7539	7.4059	7.4325	8.1376	7.0838	6.7332	8.1533	7.4526	6.746	7.81	7.4613	8.5095	8.1853	7.8323	8.1808	8.1793
7.2726	7.4758	9.0397	8.7206	8.813	7.7812	7.7804	8.1307	8.13	7.779	5.6655	8.128	7.0763	8.8378	6.7385	7.4407	7.1135	7.4633	7.8165	7.8125	7.4604	8.1637	7.105	7.4409	7.089	7.4543	7.803	7.4513	7.804	7.8023	7.0958	8.1458	7.4435	8.1458	6.3755	8.1592	8.1516	7.8058	7.0971	7.0953	7.4442	7.7926	8.4921	6.7285	7.8013	8.1526	8.8614	8.149	7.7971	7.0946	7.8078	8.1428	7.8049	8.8644	7.468	8.5175	7.1279	7.4769	8.1627	8.5117	7.8236	8.1582	8.5216	5.6904	7.486	8.8968	7.1342	7.8184	8.5344	8.5336	7.8156	8.1649	8.5141	7.4756	7.1283	7.1442	8.889	7.4766	7.84	8.1753	8.5255	8.1877	7.4857	8.1855	7.4885	6.7844	7.4939	8.1998	8.9096	8.2013	7.854	7.1557	6.0913	7.1499	7.8838	8.2383	6.8244	8.2403	8.251	7.1978	7.2079	8.2615	8.2578	7.8999	7.9286	7.9228	7.5772
7.8456	6.8175	7.3163	7.8669	8.9271	7.5153	7.8807	7.8542	7.1526	7.529	6.8015	6.8032	7.8779	7.8509	8.2106	7.1645	8.2254	7.1636	8.5742	7.8768	7.8624	7.5109	7.5233	7.4825	7.1307	7.4797	7.4946	8.2037	6.4941	7.8408	7.8387	7.1897	8.1957	6.486	8.5966	7.9004	7.1982	8.2038	7.5459	7.5375	7.8866	8.2451	7.8829	8.5918	8.5898	8.2543	7.8922	8.6011	7.5381	8.2409	7.8857	8.2382	8.5933	7.8745	7.1722	8.2486	7.5365	8.2452	7.1889	8.2428	7.8811	8.2396	7.5277	7.5304	6.1414	8.2532	8.2562	7.5448	7.544	8.278	8.253	7.5655	8.9755	8.6241	8.9494	8.266	7.5919	7.5532	7.24	7.2391	7.5882	7.9378	7.5863	8.2959	8.2948	7.2514	8.3118	8.3104	7.9488	7.5979	8.6607	6.8954	7.9498	7.9532	7.9564	7.2818	6.2285	8.352	7.9958	8.7111	7.3061	6.6027	8.0067	7.2888	7.9871	7.3117	8.0106
7.0757	7.5609	6.4075	6.7574	7.4237	7.8171	7.8327	6.0536	8.4984	7.1195	8.5311	7.1641	8.5296	7.1014	8.1619	7.8111	7.8422	7.8419	7.1085	8.525	8.174	8.5236	8.523	8.866	8.8607	8.1626	8.5276	7.8257	7.8237	8.5231	8.1712	6.4213	7.8313	6.7681	8.8649	8.1762	8.5415	6.7785	8.5386	7.4792	7.8347	8.5374	8.5317	8.1836	7.4708	8.1797	8.8952	9.2434	7.8403	8.1895	9.232	8.5361	7.8279	8.8834	7.8244	8.1732	8.1881	8.5374	8.536	8.1903	7.8326	9.2323	8.5306	8.5289	8.1917	9.2589	8.908	8.2068	8.5563	9.256	8.5546	8.5535	8.1963	7.4901	9.605	6.4044	8.2099	8.209	7.4713	8.5573	8.5566	8.1791	8.2043	8.8772	6.7644	9.2445	8.8931	7.8674	8.8911	7.8392	8.5384	7.1716	7.8416	8.5456	7.892	7.1847	8.2725	8.6267	7.9311	8.2845	8.2906	7.9386	7.5804	8.9779	7.9134	8.2749	9.0017
5.2413	8.071	7.0033	7.7133	8.4132	7.0013	7.7271	8.0769	8.4268	7.7251	8.0754	8.0744	8.0741	8.4238	8.4167	7.3651	8.0812	8.7812	8.7869	9.8407	8.0788	9.139	8.0775	8.7974	7.7494	7.3979	8.1131	7.7613	8.807	9.1693	8.1068	7.4046	8.4475	7.7448	8.8008	7.0375	7.4061	8.806	8.8043	8.8026	7.4336	8.099	8.1306	8.4793	8.1273	8.8263	8.8409	8.4886	8.8374	8.8353	9.1938	8.4813	9.5404	8.1414	8.4905	8.1387	9.5646	7.802	7.0903	6.7318	8.4984	8.1469	8.4957	8.8382	7.4362	9.2135	8.1585	8.502	8.5009	8.8507	8.4994	7.0715	9.2081	8.8468	8.4957	8.4784	8.8453	6.7364	8.4929	8.8421	9.5518	8.8405	8.1388	8.8381	8.4903	8.1388	8.1572	8.5062	8.1549	9.2147	8.1563	8.1518	7.804	7.807	9.2182	7.814	8.5407	8.1947	8.8988	8.5512	7.8538	8.2062	9.2693	7.8798	8.9326	8.2609	8.2531
6.7948	8.9124	7.8446	9.2614	8.5602	7.4924	7.5079	8.9181	8.2072	8.2066	7.8594	8.5656	7.5041	8.9145	8.5638	7.1556	8.2221	8.2213	8.581	6.8122	6.812	8.219	7.5176	8.1411	7.7898	8.506	7.8037	7.8026	7.8008	8.8604	8.5083	7.4495	8.8553	7.4425	7.795	8.8537	9.2187	8.8669	9.2157	8.5137	9.5626	8.1502	9.2092	8.8606	7.7982	8.8573	9.2222	8.5198	8.8682	8.516	8.8647	8.863	7.4638	8.1486	9.5578	8.8861	8.5345	9.5838	8.882	8.1703	9.5795	8.8779	8.1899	7.488	8.1638	9.2641	8.2026	9.2624	9.2616	10.321	9.6103	8.5623	9.2623	8.9069	9.2598	7.866	8.9218	8.9245	9.2736	8.9223	9.2713	9.9805	8.5722	8.211	8.2101	8.5879	7.1761	8.2257	7.8743	8.934	8.5829	8.9322	7.5237	9.6303	7.8744	7.8989	7.903	9.3179	8.9707	8.6232	8.9761	7.9118	7.5638	9.383	8.3183	9.0568	7.9982
8.1157	7.0779	8.4647	7.7536	7.7765	8.8365	7.7912	8.4254	7.0895	8.4996	9.1996	8.843	7.7876	7.7504	8.4965	9.5568	9.6063	9.4595	7.7636	9.1738	9.1732	6.4043	7.8045	8.1199	8.463	8.4785	8.1276	8.1263	8.1245	8.8237	8.8219	8.8204	9.169	8.4667	7.7549	8.4832	8.1316	8.8304	9.1791	7.7667	8.8259	8.4738	8.1221	8.504	7.7916	8.5167	8.1648	8.8633	9.572	9.21	7.771	8.1558	8.5041	7.7655	8.8241	8.8387	8.8375	9.8966	9.1852	9.5437	9.5422	8.4806	7.7922	8.1513	8.494	8.8665	8.165	9.2146	8.8638	8.5129	7.8017	9.922	8.5105	8.1589	7.8117	8.1888	8.888	8.887	9.5962	8.8847	9.2338	9.9428	7.8236	8.1828	8.882	8.5496	8.5487	9.6082	8.8969	9.2459	9.2449	7.4764	7.8256	7.8249	8.8844	7.8434	7.8473	8.9114	7.8538	9.2676	8.9205	8.573	8.9254	9.9678	8.5528	8.2297	8.5822
7.5829	8.2404	9.475	8.0882	7.9142	7.9298	8.6293	8.2786	5.4594	6.5196	8.1953	7.2195	8.986	8.9852	8.2779	8.4642	8.8276	8.6422	8.6414	9.3514	6.5423	9.7001	7.9383	7.6305	8.3464	8.6959	8.3452	8.3444	8.6937	7.9917	9.0506	7.6382	7.9504	7.9487	7.6128	9.022	8.31	8.6589	8.6572	7.6051	9.0143	7.285	8.3004	7.9918	8.0064	9.4154	9.4137	9.0618	8.3496	10.109	8.6963	9.4048	8.6925	9.0344	8.3385	9.7473	9.0452	9.3938	9.3927	8.6809	8.6795	7.641	8.6769	9.0658	9.0651	8.3534	9.7633	8.7019	9.0613	9.7608	9.4099	9.0589	9.4082	8.6801	8.697	9.4064	8.6948	10.454	9.4031	9.4021	9.7511	8.3424	10.098	9.05	9.4175	8.0056	9.4154	9.4142	9.0632	8.702	8.3508	8.7001	7.6916	9.1016	9.8204	9.8195	9.1176	8.76	9.1235	9.8269	8.7693	9.1321	7.7072	8.0397	9.1265	7.718	9.4812
8.4072	8.2343	9.1831	8.4655	7.9702	8.4034	8.4025	9.1022	9.8019	8.7509	8.7502	8.3994	7.7217	8.782	9.1472	9.1468	9.4964	8.7956	9.1449	8.0839	8.0833	8.7929	8.7922	9.1504	8.4498	7.7385	8.0882	8.4473	8.4465	8.2553	8.0842	9.4933	8.0844	8.4557	8.4576	8.4558	9.8547	9.5032	9.5017	9.4999	9.4984	8.7962	8.4446	7.7418	8.4506	7.7385	8.447	8.4453	9.494	9.8422	9.4905	8.4382	8.0994	9.1744	8.4722	8.4703	8.8186	9.8672	10.226	9.5143	8.4457	7.7341	8.8099	8.0982	9.1578	9.8568	10.566	9.505	9.5042	9.8535	8.4554	8.8047	8.0936	8.4703	9.5199	9.1687	9.8678	9.1667	9.1655	8.8142	10.224	7.4143	8.4736	9.5408	9.1893	10.248	10.247	9.5359	9.185	9.184	8.8327	9.1952	8.1336	8.8623	8.8615	9.2101	9.5588	8.8568	8.8576	9.9112	9.2139	7.4491	8.8623	8.1759	9.2396	7.8309	8.5438
8.1226	8.1211	8.1492	7.7984	8.8481	8.4975	8.8467	9.1962	8.8454	9.555	8.8443	7.4162	8.8423	8.1417	9.5514	8.1403	8.1398	8.8395	8.4885	9.1883	8.1372	8.1196	8.1352	8.1538	9.5402	8.9278	8.8521	8.8513	8.8505	9.125	8.1485	7.4502	8.1751	8.8737	8.5221	9.2207	8.8688	9.2176	9.5763	8.5141	8.5125	8.9003	8.5485	7.8463	8.895	9.2435	10.652	10.3	8.5381	8.5361	9.2348	8.5421	9.6007	8.8885	8.8865	9.2348	9.5932	8.881	9.9397	8.5274	8.1689	8.8843	8.5329	8.8818	9.591	9.2297	8.5286	9.9381	9.227	7.8389	9.2254	8.9049	9.6144	9.9635	8.9023	9.6117	9.2505	9.9597	9.6085	10.308	8.2187	9.9961	9.2846	9.2833	9.9919	9.6404	9.639	10.338	8.9267	7.148	8.5744	8.5756	8.9249	8.9239	8.9227	9.9816	9.27	10.679	8.9166	9.2655	8.5515	8.2419	8.5783	8.9204	8.573	9.6358	9.2781
