1.7625	0.73066	0.38134	0.72698	1.4094	2.0937	0.71901	0.70924	0.37438	0.014267	0.71395	1.0447	0.012883	0.34953	0.69923	0.68651	1.0325	0.68331	1.0367	1.7137	1.7194	1.0311	1.0105	1.0119	0.32865	0.66941	0.6663	0.99957	0.32032	0.99761	0.65891	0.30188	-0.046797	-0.037897	0.30223	0.63996	0.64503	0.97174	1.6678	0.62183	0.28042	1.3128	1.3154	0.96794	1.6496	0.97011	0.28178	1.3152	-0.41589	0.6175	0.6134	0.27331	0.61356	0.285	0.61777	1.3081	1.6446	0.27192	0.27978	0.62027	0.95696	0.62481	0.96157	-0.075702	-0.063974	0.29067	0.61732	-0.079001	0.28716	0.28086	1.3198	0.28723	0.28501	-0.067353	0.63174	0.96485	-0.067449	0.62426	0.63011	0.2841	0.29332	0.63862	0.28889	-0.39965	0.29943	-0.045427
1.1394	2.1735	1.4743	1.8225	2.1606	2.1587	1.8164	1.8217	1.4693	1.1273	1.8073	0.75801	1.8078	1.1161	1.4507	1.7991	1.0998	1.102	0.75392	1.4272	0.74285	0.39715	2.1191	1.4258	1.4264	1.7808	1.4277	1.4061	1.0593	1.4154	1.0574	0.70488	1.0676	0.70376	1.0589	2.0829	1.0512	1.3821	0.68662	1.7327	1.7389	1.0284	1.0386	1.3811	1.3799	1.7223	1.3715	1.7249	1.3629	1.37	1.3737	1.0224	0.67265	0.33656	1.3678	0.66669	1.3721	0.33102	1.3689	2.0556	1.3659	1.7201	1.3668	1.0354	1.3648	1.0333	0.68808	1.368	0.34278	1.3817	0.68538	1.3729	0.68481	1.0287	1.0302	1.3784	0.67857	1.3891	1.0357	1.0447	1.7403	1.0517	1.3972	1.0401	0.34775	1.0506
2.2066	2.5442	2.1893	2.5453	2.8833	2.8852	1.8491	1.8341	2.1761	2.1744	3.2142	2.1749	2.5232	2.1791	2.1736	2.1679	2.1586	1.8132	2.8492	2.1574	1.8118	1.8061	1.8106	2.4973	2.1406	1.786	1.7867	1.0937	1.7883	1.774	1.4462	1.4396	1.7769	1.7713	2.4589	1.7629	2.1086	1.7593	2.7953	1.4122	2.4523	2.1007	2.4427	1.4037	1.4025	1.7491	1.4042	1.7399	2.4445	1.7541	2.0905	1.744	1.4042	1.7406	2.4384	1.7373	1.7489	1.7379	1.7533	1.4098	1.3958	2.43	1.4005	2.081	1.4095	1.7505	2.0915	1.7527	1.7462	1.408	1.0517	1.7505	1.4119	1.0557	2.0947	2.0993	1.7532	1.4186	2.1003	2.4557	2.4539	1.0678	1.427	1.0747	1.43	2.104
2.6675	3.018	3.3532	4.382	3.0042	3.3486	3.0003	2.6546	2.6491	2.3112	3.3434	2.9832	2.6415	2.2999	3.3283	2.9767	2.9749	2.3047	2.9868	3.3238	2.9606	2.2738	4.3383	2.9587	3.3093	3.6423	2.9453	3.2923	3.2968	2.9253	2.59	3.281	1.8982	2.9216	3.273	1.8796	2.583	2.2337	2.5689	2.9149	2.9135	2.5605	3.2569	3.2555	2.9081	2.9069	2.222	2.5582	2.5614	2.2253	2.5541	1.8642	2.5582	2.566	2.8986	2.2189	2.8962	3.2503	2.2091	2.5533	2.5574	2.5539	1.8682	2.5628	2.2162	2.5541	2.5588	1.87	1.8673	1.8647	1.8697	3.2624	2.57	2.2199	2.9018	1.8798	2.228	2.5658	2.2313	3.2629	2.2308	2.2323	2.5777	1.893	1.8945	1.8925
3.4448	3.4325	3.4392	4.468	3.4326	3.0985	3.4272	4.1195	3.0726	3.4186	3.7532	4.113	3.7536	4.1058	4.4441	3.4082	4.0927	3.7411	3.0517	3.7378	4.0892	3.7319	3.3962	4.0829	3.7184	4.069	3.372	3.709	4.3997	4.0567	3.7038	3.3647	3.3543	3.6959	3.0097	4.0377	3.6858	3.3403	3.6786	3.3369	4.0293	2.99	3.3295	3.6796	2.9907	3.3295	3.3208	3.3313	3.6711	4.0171	2.991	3.3169	3.3171	3.6648	4.0151	4.0115	3.3218	2.6434	2.9899	3.6703	3.6638	3.3241	3.3287	4.0081	4.0128	3.6713	2.9961	3.6697	3.6784	3.6611	2.9937	3.3273	4.0264	4.0163	3.3314	3.3361	3.3377	3.3356	2.9973	3.0026	3.6809	3.6786	2.6464	2.9979	2.657	2.6585
3.8381	3.8347	4.1702	3.8214	4.51	4.1585	3.4667	4.5128	4.165	3.4694	3.809	4.1436	3.8057	4.4941	4.4886	3.8008	4.1391	4.1412	3.4532	3.7897	4.4726	3.7945	3.7874	4.1163	4.8069	3.7698	3.7704	4.4536	4.4546	3.7616	4.4411	3.7481	3.7454	3.4003	3.3905	3.7422	3.7323	3.735	4.4271	4.4216	4.0663	3.7285	4.0634	4.062	4.4145	4.4171	3.3691	5.0889	4.0548	3.7108	3.7183	3.7145	4.0547	4.7486	4.0589	4.0562	3.015	4.0605	3.7169	3.3634	4.0576	3.3681	3.0214	3.7236	4.7438	4.0585	4.4132	3.3629	3.3639	3.7266	3.3702	4.0729	4.4166	3.7208	3.0321	4.067	4.4072	5.4503	4.0682	4.0735	4.0752	4.0768	3.7422	3.74	4.0741	3.3818
4.564	4.5595	5.2488	4.5538	4.2201	4.8851	4.5396	4.5381	3.8465	4.8826	5.571	4.5392	4.5375	4.8713	3.8281	4.5281	4.8587	4.5209	5.2129	4.5235	5.8864	4.8529	4.8421	4.1587	4.8392	4.1598	4.1565	4.4858	5.1727	3.7973	5.1743	4.8142	4.8115	4.8091	4.8069	4.8048	4.4625	4.4567	5.1447	5.4868	3.7622	4.4467	4.793	5.134	4.1026	4.4453	4.4445	4.4559	3.7503	4.1077	4.4371	4.1007	4.7731	4.4408	4.7772	3.7551	4.4338	5.1318	5.4682	4.4317	4.4399	4.0967	3.7514	5.1321	3.7568	4.44	4.4408	5.4759	4.436	4.7772	4.7861	4.4472	5.1386	4.1022	4.4514	4.7888	4.7904	4.4483	5.4803	5.4857	5.4836	4.1075	4.1129	4.1222	5.1537	4.1214
5.7259	5.0492	5.3886	5.3876	5.3862	6.0823	5.3867	5.7289	5.0304	6.0627	5.715	5.3734	5.7156	5.7101	6.0622	6.7506	5.3611	5.6953	5.3485	5.6929	6.032	5.3424	5.3353	5.3395	5.3361	5.3288	6.012	5.6628	5.6635	5.3127	4.6274	5.6468	5.9982	5.9996	5.6396	4.9543	5.632	4.95	5.6318	5.626	4.5943	5.9765	5.2851	4.9398	4.943	5.2745	5.618	5.2702	5.6176	5.6136	5.9672	5.2771	5.277	5.6102	5.6103	5.2705	4.9269	5.961	5.965	6.3016	4.9361	5.6206	5.6108	5.2677	5.6123	5.9632	5.2778	5.6189	5.6198	5.6172	5.2784	5.9734	5.6138	5.4516	5.9745	5.2781	6.3136	5.629	5.2907	5.6323	5.9841	5.2995	5.9799	4.5976	5.633	5.9883
6.0741	6.4135	5.7227	6.0693	5.72	5.7185	5.7168	5.7191	6.4074	6.0595	5.7141	5.6961	6.0422	6.0406	6.0389	5.705	5.6994	6.3868	6.3796	6.034	6.0191	6.3658	6.3664	5.673	7.0358	6.3561	6.0065	5.9956	6	5.6497	6.3328	6.674	5.6339	5.9714	6.663	5.6346	5.9685	5.9741	5.9612	6.3092	6.6474	6.6493	6.3079	5.9564	5.9475	5.9548	6.3083	6.2936	5.2533	5.2531	6.6406	5.2566	5.2527	5.9579	6.6441	6.6402	6.2976	6.2902	5.2543	5.6049	6.2917	5.9423	5.2647	6.9777	5.9523	5.6132	5.9432	5.9481	6.299	5.6062	5.6113	5.6086	5.9577	5.6117	5.9609	5.9547	6.3067	6.3083	6.31	5.6216	5.9672	5.6288	6.3204	5.9682	6.3236	6.6576
5.7804	6.4661	6.1333	6.4753	7.4859	6.7944	5.7589	6.4512	7.4834	6.1079	7.1363	6.7847	6.443	6.7807	7.1253	7.1237	7.4652	6.0843	7.4588	6.7616	7.1122	7.1088	6.7441	7.4345	6.7412	6.7415	6.3942	7.0847	6.735	6.7318	7.4152	6.7115	6.7129	6.3781	6.368	7.7397	6.3635	7.0515	6.0194	6.3573	6.6962	6.6942	7.0426	7.0409	7.3804	6.6901	7.0397	6.0019	6.6854	6.6928	6.682	5.998	7.3717	7.3716	6.3454	5.6515	6.6854	6.3417	6.6899	6.3361	5.9968	6.6812	6.002	6.0027	6.6911	6.0081	5.6589	6.35	6.6839	7.0349	6.006	5.6534	6.3489	6.6943	7.3859	6.0174	7.0491	6.3569	7.7251	6.3567	7.0522	7.0461	6.7055	6.0195	7.0587	7.4002
