1.8058	1.4556	0.74655	1.8051	1.4582	1.4553	1.8058	2.5193	2.155	1.4572	1.4579	1.8081	2.5198	3.2308	0.027761	0.027391	2.87	1.4508	-1.0379	1.097	-0.68289	-0.38838	-0.3884	-1.4237	-3.1749	-2.1371	-2.816	-0.67704	0.74049	1.0978	1.4585	2.156	2.5198	2.5196	3.2277	1.8051	2.1579	1.8076	1.8074	0.7372	0.73792	1.0922	-0.68693	-3.1719	0.031288	1.8058	1.455	2.5171	2.8675	1.7988	1.0877	1.805	1.0947	2.149	0.70805	0.024765	-1.0475	2.1493	1.4476	0.73653	2.1491	2.5102	0.73732	0.71015	0.7379	0.37539	0.74426	-0.33403	0.7358	2.1488	0.38211	0.74291	1.0895	1.0925	1.4505	2.512	1.8017	1.8006	0.38191	0.023648	0.030612	-1.0435	0.74168	-0.33952	0.025481	1.0913	1.4516	2.8603	2.8641	-0.68388	0.37853	0.37436	-0.33562	0.028073	4.6454	1.4516	1.0833	2.8641	2.861	0.73634	3.9355	0.37121	0.37864	2.8793	1.1096	1.4672	2.5282	1.4663	2.5278	3.589	3.5896	3.2381	3.9488	4.2994	3.5888	3.6052	5.7199	4.6587	2.8761	3.2372	2.1649	2.164	0.044534
0.37113	1.7458	2.4575	1.0449	1.3957	1.7459	1.3951	1.7384	2.4493	0.6768	2.0987	1.3949	1.0447	-0.034436	2.8108	3.521	3.1682	3.5283	0.33359	0.68303	0.68414	1.0402	0.67678	1.0406	1.3915	0.67935	0.31238	-2.5443	-2.168	-0.031202	1.7399	2.4504	2.4569	2.8181	1.7462	2.1054	2.817	2.0978	0.32448	-0.74221	1.0429	2.4545	1.3861	0.67413	0.67727	2.8082	3.5261	2.4472	1.3925	-0.38485	1.038	1.7366	2.0968	1.7361	-0.38496	-0.034194	-0.037541	-0.036979	1.7355	-0.033484	0.67726	0.3239	2.8119	1.386	2.809	2.1013	3.5194	2.104	-0.03048	-0.38856	1.0404	1.0346	-0.74924	-0.38685	-0.031514	1.0411	2.4528	0.67882	1.7346	-0.75106	-0.74916	2.8083	1.3861	2.094	-0.75258	1.7328	1.7322	1.7392	3.1614	1.3842	-0.040302	1.3813	2.4507	-1.458	-0.037493	-1.8166	-1.4221	0.67085	1.3892	2.8041	2.4878	3.1548	4.5753	2.8037	5.6428	1.7748	1.776	1.7756	2.8469	4.6181	3.1965	3.9069	3.196	3.197	5.291	4.6166	3.9064	2.1342	3.1948	2.8444	2.4465	2.1321	0.67325
1.4285	1.792	2.1428	1.0808	1.7887	2.5032	1.7915	3.9245	2.8528	3.9241	2.853	0.70367	1.7654	1.7928	1.4324	2.8536	2.1423	1.0807	2.5031	1.4044	0.72693	3.924	2.1158	-0.36911	-0.0075632	-1.4054	-0.0062645	1.0552	-1.1072	-1.4311	2.1164	2.5039	2.1427	3.2143	2.5024	2.502	3.5627	2.142	1.4025	1.7897	2.5009	0.72824	-1.7952	-0.37105	-0.69453	1.7901	1.0516	-0.69617	1.4292	2.5003	2.5003	1.4017	-1.1106	1.0516	0.3671	-1.768	0.33975	0.33925	2.1126	1.0516	1.402	2.824	0.33992	-1.1107	-0.69529	-0.00895	0.34038	2.8512	0.72784	2.8233	1.7888	1.0499	0.69911	1.788	1.4276	1.4279	-1.0582	-0.72401	0.36561	0.33894	0.69839	2.8486	2.1369	1.0752	2.8475	0.72476	1.4252	0.011039	-0.34915	0.72404	2.847	1.0933	0.71592	0.00499	-0.35649	-1.069	-0.35536	0.38285	1.4442	3.2266	2.8665	3.9367	6.0582	4.2873	1.8004	2.5113	2.1513	3.5727	3.2218	3.9323	4.9932	4.9926	5.3428	6.0533	5.343	4.6317	3.5715	3.5708	3.2197	4.6312	3.2198	3.2189	1.0891
2.5468	2.1954	1.4852	2.1956	1.8351	0.42589	2.5451	1.8344	1.4842	3.9701	3.9705	3.2597	3.2595	3.6203	2.9061	1.4881	1.4882	-2.0773	-2.7895	-1.7089	1.1276	0.77563	1.1246	1.4851	0.42657	1.1272	-0.65256	-0.28509	0.41957	1.4886	1.8393	2.1995	2.1965	2.1984	2.1951	3.2558	2.5483	2.5479	1.4859	2.1966	0.77078	3.2574	0.77379	-1.7115	0.4231	2.9043	-0.2873	-0.99916	0.77471	2.1935	3.9643	3.2573	3.968	3.9677	1.8355	2.1958	0.76644	2.9065	1.4786	2.9001	-0.29423	-1.0069	0.76761	1.1187	-1.005	-0.65585	-2.4299	1.1194	1.1178	2.1959	0.061389	-1.0083	2.1944	0.41843	1.1221	3.2519	1.4839	0.054101	-1.3692	-0.65667	2.1944	2.1911	2.5441	2.9042	3.9616	2.1897	-0.65825	1.8256	2.1925	-0.65236	0.052182	-1.3651	-0.29106	-1.7383	-1.0116	1.8312	0.76705	1.4779	2.9026	2.1892	4.314	2.5391	2.9023	3.2497	0.055078	1.4765	1.8275	1.4761	3.9753	3.9756	5.0361	4.3258	5.0358	3.6249	4.6853	4.3244	2.9143	2.8966	2.5526	3.9738	4.667	1.8234	0.76488
2.2017	1.4909	0.75377	1.4909	1.8239	2.1748	2.5354	3.2462	2.8854	2.5354	1.107	1.1071	2.8789	1.1139	1.1142	2.175	1.4646	-0.66749	0.72027	2.1681	1.1069	0.75312	0.045028	-2.8285	-1.7383	1.4641	4.3075	1.8192	1.1084	0.74771	1.4589	2.8867	1.4646	2.1756	1.4638	1.4633	2.8847	2.878	3.588	0.74471	1.8221	-1.022	0.77725	3.244	3.2707	1.1116	1.4556	1.8153	1.1107	1.1053	2.8829	0.39379	-0.66977	1.4612	0.39303	0.042731	2.5257	-0.66869	-1.4067	1.0774	3.9374	2.8766	2.5001	3.2114	1.0797	-0.69372	1.1057	1.8159	2.1723	2.8823	2.1653	1.4533	0.041717	3.5924	0.749	1.4605	4.3033	1.8132	1.453	0.041158	1.4534	2.8811	1.1089	-0.31294	1.8124	3.9412	3.584	2.1621	-0.3028	0.40865	1.8307	-2.0776	-1.3913	-1.7518	-0.30352	1.1255	0.76521	2.1874	2.5482	0.40879	4.3198	7.511	4.6695	2.8981	2.8978	0.063268	2.547	1.5022	4.6942	5.4048	5.4051	4.6941	5.4043	5.0541	5.0541	6.1142	4.3434	4.3433	4.6927	5.053	3.9818	0.41051	0.4108
1.117	2.5389	2.1881	1.8272	0.76596	1.7912	1.4763	2.5376	2.1878	0.72922	-0.32842	0.021753	1.4407	2.5054	2.8627	2.1511	1.0839	0.37263	2.5051	2.8616	1.7902	1.7903	0.022565	0.3719	-1.7521	1.0808	2.5017	-2.1146	0.72993	-0.68792	0.36979	-0.33192	0.018661	0.36832	-0.33276	1.791	4.2723	1.4404	2.5366	4.3076	2.8962	2.8599	1.078	1.0776	1.438	3.2103	3.2103	2.86	1.4383	2.4995	1.0775	0.72655	3.2095	3.2096	2.1484	1.0763	4.9838	3.923	2.5019	2.8634	4.2739	6.4052	4.9851	3.2139	0.73187	-1.76	-1.4029	-2.1147	0.36665	2.1487	0.72567	1.4367	2.4981	2.8577	0.36534	0.72533	-1.0477	0.014193	4.6293	3.9185	2.1508	1.4353	1.1121	0.36818	2.4964	1.7855	3.2066	0.36326	0.01547	-0.69689	0.011939	2.8589	0.009148	-1.0465	3.2055	0.75909	0.36231	0.048122	1.0729	3.9162	2.1451	4.3027	4.3024	3.5923	-1.4134	-1.3746	3.9514	2.8905	5.0079	4.6575	6.0783	5.7178	5.3672	5.3675	5.0071	6.4272	5.0067	5.01	4.6594	4.2989	2.1769	-0.34301	0.0058595
2.5628	3.2634	1.8523	2.2021	3.9736	3.263	1.1406	3.6232	1.8514	3.5871	1.8153	3.9734	2.8765	2.5628	2.5628	1.4556	0.033856	1.4548	4.3337	4.3336	0.74398	1.8509	0.032537	-2.4513	-0.31639	-0.28031	0.74489	-0.66755	0.033753	-1.0542	-2.8279	-3.1903	-2.4769	-4.5808	-2.0904	4.3333	4.3332	3.6223	3.6218	1.4896	2.9105	2.2003	1.1388	2.5607	2.8743	3.9721	5.3927	2.9116	2.5609	3.6215	-0.32019	1.8497	3.6205	3.2603	2.1633	3.2238	2.9098	1.4523	2.1632	1.102	3.2245	5.0056	3.6214	3.2253	-1.3816	-2.8315	-3.1928	-1.7686	0.031484	1.8487	1.1383	0.065375	0.4268	0.42642	1.848	1.1371	0.42644	-0.32177	-0.32072	0.77631	0.74035	1.4871	-0.32173	0.73996	1.8469	1.1358	1.0994	0.7752	-0.32379	-1.0669	-1.0607	0.40655	-0.30476	-0.30397	0.79407	1.5041	-1.691	-1.7287	-0.2683	5.0204	5.0572	5.0568	5.0563	2.9254	2.9253	3.2746	2.9407	1.8794	5.4218	6.1318	6.1319	5.4212	7.1915	6.4913	6.131	5.7803	5.0702	6.1305	6.1299	5.0695	2.5708	-0.62374	-0.27332
2.7805	2.0696	4.5512	3.4903	1.3585	2.7836	2.4335	4.2007	3.49	3.1337	4.5547	4.2047	-0.058941	0.64568	1.3629	3.1282	1.7172	2.7778	4.2048	2.0731	1.0058	2.0724	0.65109	0.29508	-0.76627	3.1341	2.0737	-0.41474	-0.76631	0.65273	-3.2623	-2.5505	-1.8542	-1.4929	-2.5505	2.073	3.4937	0.65086	-0.76239	1.7213	3.1277	4.1985	0.64932	1.7204	3.4923	4.9134	3.1324	3.4926	4.2029	2.4316	2.0713	2.4315	1.7204	3.1312	4.552	2.4302	-2.193	-1.4805	2.7744	2.7752	-0.068184	0.64293	1.0101	4.5532	2.0657	0.29343	1.3552	-1.1292	-1.8403	2.4311	1.7202	0.64857	0.64824	0.29731	0.29714	0.29697	1.7185	2.0689	2.0695	1.0024	-0.41984	1.358	0.29677	1.7183	1.0075	1.0073	1.0072	-0.77123	-2.5567	-0.42146	-1.1331	1.3564	3.488	1.7164	-0.76689	-0.066614	-1.8457	-0.76636	1.3512	1.7123	0.64496	2.0624	3.1273	1.3558	4.1935	4.5432	6.6741	4.1928	4.5784	8.1295	7.4192	6.7087	6.3582	5.6479	5.2877	5.2873	6.3578	4.2266	5.2505	5.6107	2.0584	-0.77262	1.7069
5.6004	4.5398	3.8294	5.2498	3.8288	2.7584	2.3921	3.8131	4.1635	4.5237	3.8134	2.0565	0.63548	2.0569	0.98641	2.0572	3.4682	3.8279	3.1177	3.8277	2.4063	2.0419	-0.075562	-2.2106	0.98594	4.1636	1.6969	-0.076057	-2.2104	1.3466	-2.2145	-0.44286	3.1177	5.2488	3.4676	4.5376	2.3915	0.63459	0.63383	2.391	1.3293	3.8113	4.1616	6.2926	7.0027	0.61916	-2.5628	3.1155	4.8722	2.4048	-3.6423	0.27263	0.27201	1.6935	3.4508	0.63212	1.3428	4.1749	3.825	3.4649	-0.079165	-0.43863	0.98335	2.7553	5.9571	3.1154	2.4053	2.4053	-0.077386	3.8113	0.6326	0.63232	0.63156	-0.080582	0.63096	0.98187	-0.079085	1.6922	2.7392	2.4029	2.4027	1.3267	0.9671	0.27026	-0.44668	0.981	-1.504	-0.44715	-0.081506	-0.44228	-1.5039	-1.8553	2.3867	3.447	1.6896	-1.51	-1.8564	1.3393	2.7364	-0.79403	-0.44263	0.26801	5.9375	5.5932	5.6122	4.191	7.0322	5.6115	5.2608	8.4516	7.3814	8.0912	6.3204	6.6705	5.9703	5.6095	5.2595	5.2594	5.2588	4.8987	1.3399	2.0503	4.1714
3.6125	5.3833	4.3068	3.2365	0.36792	1.0786	3.9469	0.75426	-0.34261	1.0794	2.1761	3.5613	3.5614	2.8512	-0.31736	-1.0439	0.74418	3.9121	3.5614	6.0422	3.2366	3.5609	2.851	2.1407	3.9117	2.8513	1.4305	-0.67779	-1.3783	-1.3783	0.74406	2.1659	-2.8026	-2.0911	2.14	4.6216	3.5608	2.5095	1.4483	1.0973	1.4828	4.6747	1.1326	1.0969	0.025425	0.73692	-0.66058	3.5793	2.5088	3.9293	-0.32398	-1.3623	1.8076	1.0959	3.964	1.4465	1.4458	2.1563	4.9983	4.2886	2.5074	1.1207	3.2182	2.8683	4.9996	6.7703	3.9296	-0.32473	1.4471	1.8069	-0.32492	-0.30095	-1.0134	1.806	2.5068	-1.0377	-0.30227	1.4453	2.5421	4.6734	1.4452	1.0954	-1.7244	0.38396	-1.0134	-0.66339	-1.3798	-1.7254	0.40705	2.1901	1.0934	1.4435	3.9603	3.25	4.9952	3.5747	1.8033	3.2141	2.1535	1.4427	-1.3908	1.1279	5.3804	3.2496	3.2489	4.3348	6.1053	1.4766	3.6236	8.9451	6.8145	8.5846	6.8138	6.4538	5.7534	6.453	6.1028	5.3924	4.6663	4.666	-1.0101	-0.29952	2.8938
