1.048	1.0474	1.3973	1.3982	0.35646	0.70728	0.69951	0.72134	0.031771	0.38625	0.72301	0.70926	1.0625	1.7381	1.3976	0.73451	0.73488	0.38534	1.752	0.70867	0.035003	0.37207	0.38547	0.35756	0.73467	0.73837	0.73511	0.031696	0.045823	1.0762	0.38564	0.38501	0.7069	0.031289	0.030623	0.047499	1.4242	0.73448	1.0786	0.38456	-0.31991	0.3873	-0.30314	0.38669	-0.30653	-0.3047	-0.9854	-1.3311	-0.98446	-0.30095	0.032493	-0.6418	-0.64453	-0.29112	-0.63001	-0.64065	-1.6553	-0.62812	-0.9686	-0.9965	-0.96554	-0.98103	-1.3202	0.73706	0.047502	0.061717	-0.98179	-0.98177	-0.28467	-0.64155	-0.62941	-0.2861	-1.3481	-1.0082	-1.6552	-0.96179	-0.31224	-2.3447	-2.6844	-2.7116	-8.5497	-1.3111	-1.658	-1.3184	-0.96486	0.40745	-0.62752	-2.0072	-1.6817	-0.61974	-0.96634	-1.6544	-2.3447	-3.0703	-5.7828	-5.8307	-13.365
1.8833	1.218	2.2438	1.8978	2.2483	1.895	2.2495	2.25	2.2333	1.8954	1.901	1.8979	2.5842	0.17802	0.85236	1.899	1.8832	1.899	2.2322	1.558	0.86373	2.2309	1.8852	1.8819	2.2362	0.86898	1.2005	0.51605	0.86792	0.851	0.53166	0.51425	1.1983	1.5625	1.5465	1.223	1.9025	1.5443	0.53119	0.84689	1.2203	1.5376	0.15801	0.85498	0.50938	0.18301	0.53274	0.87247	1.2221	0.16545	0.51475	0.19042	0.50979	0.88534	0.54186	-0.17364	0.51735	-0.15681	-0.86353	-0.50758	0.19118	-0.14467	0.20971	0.1689	0.19232	-0.13064	0.55894	0.88472	0.20794	-0.82269	-0.12735	-1.1609	-0.13032	-0.82391	-0.11735	0.22307	-0.80692	-0.82375	-2.8771	-1.4813	0.55464	-1.1662	-1.5041	-0.11842	-0.12647	-1.4801	-2.1703	-2.188	-1.8208	-1.1296	-9.7441	-6.3033	-3.5584	-9.7615	-6.3222	-3.2205	-1.1468
2.9687	2.6293	2.2774	3.3081	2.9711	2.6419	1.5901	1.9397	1.5929	2.2829	2.2907	2.2798	1.9515	2.278	2.9675	2.967	1.6177	2.966	1.967	1.5999	1.9366	2.277	2.6751	1.9691	2.6272	2.6266	2.2898	2.6254	1.2477	1.2932	1.5998	2.6402	1.2941	1.2459	1.9705	1.9661	1.283	1.6311	1.9658	2.3064	2.657	1.6175	1.6212	1.6334	1.6331	0.95268	0.58748	1.9706	1.6173	1.968	1.9724	1.2827	1.6261	1.9682	1.294	1.6212	0.58829	0.25186	0.58993	0.94052	1.2812	1.6271	2.3129	1.6187	1.6258	1.2777	1.2848	0.27367	1.278	0.96453	-0.41526	-2.1573	-2.5079	-3.9415	-6.009	-1.1921	0.54004	-1.197	-0.52504	-0.52151	-3.2527	-2.5935	-2.2093	-1.1959	-2.9002	-3.2532	-3.9474	-7.0274	-17.091	-18.12	-9.4703	-1.9026	-0.83834	-2.2251	-1.5317	1.2183	0.54532
2.459	3.4888	2.7983	2.7842	3.4737	2.458	2.0948	2.4451	3.1392	2.4429	3.1222	3.0903	2.4572	2.4566	3.1146	2.4573	2.7754	2.7983	3.1223	2.0943	2.7753	2.441	2.7981	3.4862	3.1141	2.7969	2.441	3.1214	3.829	2.1083	2.7977	2.7971	2.7965	3.113	3.1132	3.4912	3.1378	3.492	3.1203	2.1113	2.1071	2.7968	2.4602	2.7975	2.1081	3.1425	3.1432	1.4192	2.4589	2.7986	1.7757	2.1154	2.1123	1.7765	2.4671	2.1214	2.4642	2.8038	1.7733	2.1044	2.4626	3.1498	2.1169	1.4198	2.1141	2.4722	2.4719	1.7815	2.1172	-0.64595	0.39997	1.0895	0.74679	1.4305	1.7812	1.0977	0.76326	-3.0346	-2.336	0.0727	-2.3495	-3.0339	-3.3955	-2.0071	-2.6883	-5.1248	-5.1243	-14.43	-3.0271	-6.1423	-2.6878	2.1186	1.0883	-1.3224	-13.369	-15.444	-14.41
3.3675	3.3443	4.0587	4.0594	4.0597	4.4013	4.4083	3.0199	3.0405	3.6932	2.6771	3.7176	3.0419	4.0507	4.724	4.0572	4.3943	3.6925	3.3537	3.3805	3.7308	4.0572	4.0714	4.0453	4.3947	2.6979	3.0396	4.0553	3.3791	4.4194	4.4199	3.7302	3.0518	3.7036	4.043	4.0765	3.0385	3.3519	3.3867	3.3534	3.0478	3.0522	3.0407	3.048	3.7416	3.0474	3.3871	4.0776	4.4282	2.6988	2.3516	3.3898	3.7471	3.049	3.0487	3.7459	4.0855	3.7426	3.4007	2.6998	3.0504	3.3903	2.7036	3.3946	2.7066	2.7037	3.3932	2.7106	-2.1032	-0.042611	0.988	1.67	3.751	3.0322	3.0316	0.96337	1.3128	-0.070218	-2.4747	-3.5112	-0.7528	-0.40843	0.62172	-1.7576	-22.842	-12.807	-10.06	-10.713	-14.486	-8.9766	-6.9564	-5.5339	-6.5602	-19.364	-14.53	-8.6638	-10.008
4.2685	4.272	4.2563	4.6038	4.604	4.948	4.2684	4.9449	4.6082	4.9476	4.6031	4.9502	4.9498	4.6063	4.263	4.6073	3.9001	4.2716	4.2672	4.2705	3.92	4.2694	4.6092	4.6134	3.9575	4.6141	4.3082	4.9542	3.9574	3.6167	4.6462	4.268	3.9222	4.9527	4.2732	4.9877	4.3079	4.6475	4.3072	3.923	4.6465	4.6124	4.271	4.9655	4.3085	4.6128	4.3089	4.2748	4.2858	3.5955	3.5951	3.9358	4.6126	4.3092	3.9598	3.9377	3.9373	4.3094	3.9589	4.9661	3.9219	4.2804	3.9309	2.9075	2.2042	3.2479	2.2112	0.51919	2.5427	2.5421	2.2155	3.9342	3.5908	3.1925	2.8451	2.4717	2.156	0.42398	-0.26649	-1.6357	-2.3216	-5.4226	-4.379	-13.344	-14.029	-11.238	-13.992	-22.693	-21.678	-16.761	-9.8916	-8.8866	-18.532	-16.091	-19.186	-17.156	-18.17
5.3426	6.3608	5.6971	5.0041	5.6934	4.6388	5.3281	5.004	5.692	4.6548	4.9888	5.327	6.3728	5.6922	5.3279	5.325	5.6747	4.2951	5.3292	4.9858	6.0161	5.0024	5.3419	4.989	4.9884	5.0117	5.7011	4.634	3.9705	4.3108	4.6351	5.0011	4.6384	5.0119	5.3514	5.6773	4.6502	5.0122	5.3252	4.3234	4.3123	5.6797	4.3169	5.0128	5.0124	6.0182	4.9893	4.9899	4.3004	4.6649	5.0148	5.7045	5.698	4.6752	5.0072	5.3468	5.3481	5.3525	5.3529	5.0096	5.3492	5.3663	4.6759	5.0255	4.335	5.0081	3.646	3.2927	4.677	3.9809	3.3066	3.6337	4.6757	4.3339	4.3358	4.3392	4.335	2.9586	2.2668	1.2409	0.211	-1.1734	-1.8603	-5.6454	-3.9253	-5.6703	-8.3957	-12.528	-9.0826	-17.363	-13.209	-7.3672	-9.7727	-14.6	-8.7468	-10.113	-11.162
6.3313	5.9808	5.9948	5.9813	6.6716	6.6718	5.6493	5.9948	5.6541	5.3059	5.639	5.3071	6.3437	5.9879	6.3446	5.9886	5.3142	5.9937	5.6407	6.3426	6.3362	6.6764	6.6768	6.7047	5.9874	6.0152	5.9807	6.364	6.7034	6.6689	5.6731	6.3299	6.3643	7.0211	6.3654	4.9574	5.6409	5.3343	7.0202	6.3637	6.3483	5.9812	6.3494	6.3662	6.7065	5.9937	5.6758	4.6454	6.0151	5.3348	5.6535	5.6541	5.3209	6.0176	5.6489	5.6608	5.6604	5.9938	6.6834	6.3439	6.3444	4.9709	5.6553	6.3395	5.6552	5.3148	4.2804	4.6238	4.9633	5.3138	5.3144	5.9885	4.9728	4.7095	4.3598	3.6834	3.6792	3.3286	3.6782	3.3353	4.021	2.3062	0.92641	-0.43956	-1.8647	-5.233	-12.809	-12.837	-15.632	-20.103	-15.611	-4.9326	-4.9242	-6.6406	-6.6478	-6.3042	-4.9245
7.1144	7.7875	7.0967	6.7723	6.4192	6.7717	7.1136	7.4624	7.1104	5.7327	7.1097	6.0793	7.4626	6.0782	6.4046	6.7726	6.4192	6.7696	6.7737	7.1095	6.7728	6.4183	6.4355	6.095	6.435	6.7854	7.1119	6.4199	6.7727	6.7723	6.7859	6.7717	7.1252	6.7849	7.1096	6.0964	6.097	6.7875	7.4776	6.771	7.1107	6.7642	6.7699	5.7466	6.4149	6.4378	6.4161	6.1005	7.1125	6.4222	6.7656	7.4791	7.1111	6.7718	6.7662	6.4228	7.1072	6.7912	6.1007	7.1064	6.4399	6.466	6.789	6.4437	6.4442	6.7909	6.1012	6.795	6.7945	6.4439	6.4397	6.7893	6.1028	6.4673	5.7742	4.7624	4.4053	5.0956	5.0994	4.055	4.0721	-1.1062	-6.2716	0.27269	1.994	-4.5427	-7.9695	-6.2838	-3.1658	-10.395	-13.52	-3.4992	-4.1896	0.96282	1.3215	-4.8826	-1.0878
7.1105	7.1108	7.1144	7.4538	7.4531	7.1123	8.1378	7.1078	8.8281	6.7624	7.1127	6.7631	7.1126	7.7959	7.7954	7.451	8.1447	8.849	7.1292	7.4696	7.4561	7.4698	7.4556	7.1288	7.8083	7.1139	7.8071	7.8081	7.8087	6.7792	7.81	7.1298	7.1471	8.153	6.7787	7.8023	7.4867	7.1234	7.8103	7.4646	7.4711	8.1785	6.7981	7.8278	7.1475	7.1471	7.1482	6.8064	7.8231	7.49	7.4661	7.8296	7.4831	7.1488	7.8223	6.798	7.8292	7.1574	7.1439	7.1507	7.498	7.1436	7.1509	7.1566	8.1862	7.8219	7.1508	7.8375	6.4541	7.8383	7.1581	7.1577	7.4911	7.1954	6.1311	0.32196	4.1079	5.4793	4.7622	5.4664	5.4665	4.7484	3.0415	3.7072	4.4483	1.6461	-2.7821	0.26713	0.99499	0.95796	-0.38426	-5.2191	0.97131	-1.0603	2.7281	-0.71252	-1.4032
