-4.395	0.61839	-2.5923	-2.6084	-0.11176	-1.1541	-1.524	-0.43945	-2.2157	-3.2981	-2.6048	-0.44148	-0.79744	0.59698	-0.46397	-0.10769	-1.1544	-2.2119	-2.9349	0.27513	0.2523	-0.80792	-1.5168	-0.81084	-0.10797	-0.81013	-1.5334	-1.8813	-1.8746	-1.5307	-2.2282	-1.5274	-2.952	-2.2382	-2.9465	-2.6013	-2.2238	-4.0174	-3.3121	-1.5171	-1.166	-1.1728	-1.8791	-1.8716	-2.587	-1.8735	-1.5104	-2.9507	-2.5836	-2.2264	-0.79351	-1.8711	-2.5945	-1.8715	-0.097018	-2.2195	-1.5092	-0.7895	-1.867	-1.1557	-5.0937	-1.1751	-1.1599	-0.81264	-1.5133	-1.1591	-0.79408	0.27101	-5.096	-0.78755	0.25843	0.62638	0.27146	-0.44786	-0.4342	-2.5818	-3.2936	0.2706	-0.79027	-0.071166	-0.46133	-1.1776	-2.2432	-2.2479	-1.545	-2.2625	-5.1248	-3.3323	-2.2514	-1.544	-2.2437	0.25194	-1.8822	-2.6077	-2.613	-1.1825	-2.2393	-1.1828	-2.9705	-2.2641	-2.9755	-2.6227	-1.1925	-2.9719	-3.3083	-2.9667	-3.6874	-4.0817	-3.3207	-5.8521	-3.6979	-4.4256	-4.0522	-5.1288	-1.9156	-1.8868	-3.3403	-1.2044	-1.1519	-1.8799	-1.88	-1.1711	-1.5265	-1.1762	-0.81547	-0.11435	-0.43623	-1.4977	5.9192	6.995	6.62	6.6435	7.3545	5.2342	7.6798	6.6171	5.5791	7.3277	6.6157	7.3381	7.6842	7.684	7.6863	8.3826	6.6237
-2.1443	-1.7884	-1.4371	-2.4697	-0.71348	-1.4062	-2.8436	-2.8391	-2.8343	-3.5714	-3.2202	-1.4188	-1.0569	-1.0519	-2.1215	-1.0513	-0.68711	-1.7835	-2.8319	-1.4081	-0.66035	-0.66371	-1.0212	-0.66374	-3.8663	-0.68969	-0.66552	-1.7437	-0.66939	-2.4422	-1.379	-1.3824	-1.7344	-0.30866	-0.30598	-1.0144	-2.1007	-1.031	0.00061792	-1.0324	-1.3811	-1.7317	-0.31399	-2.4317	-1.0227	-0.66134	-1.417	-1.0172	-4.2346	-1.0183	-4.9523	-1.0255	-1.0552	-1.3764	-2.7912	-1.3728	-1.7379	-1.7625	-3.1621	-2.1369	-3.9074	-3.1627	-3.1609	-0.69823	-4.234	-1.0147	0.73373	-1.0325	0.024854	0.73199	1.7953	0.016806	0.36671	-0.32922	0.36634	0.72238	0.35882	-0.33905	-1.3977	-1.0284	-2.8208	-3.8878	-2.1076	-2.4725	-2.4671	-2.1118	-1.4333	-3.9118	-1.0419	-2.1101	0.027392	-1.4114	-1.7514	-0.67849	-0.68367	-2.1332	-3.5681	-5.3434	-5.3488	-2.1108	-3.2013	-1.777	-5.7247	-4.2693	-2.8497	-1.7624	-4.9894	-3.2055	-5.3558	-3.5527	-2.5215	-3.2192	-2.1377	-2.129	-2.1316	-1.7858	-1.8078	-2.4962	-5.3575	-3.2088	-3.9421	-0.72507	-1.057	-0.35768	-1.4221	-0.71247	-1.4187	-1.4145	7.0612	7.0845	8.8223	7.0836	7.7608	8.11	7.7593	7.4082	6.3698	8.8303	8.1352	7.4175	7.7673	6.7055	8.1329	8.4817	7.7807
-3.0859	-2.7366	-1.6787	-2.3879	-2.3717	-1.298	-0.62096	-2.0489	-3.106	0.092884	-2.4111	-3.8271	-2.0412	-2.0505	1.858	-1.2977	-0.94776	-0.24193	-2.3713	0.44864	-0.97536	-0.97853	-0.62268	0.43848	-0.63076	-1.3308	-0.98705	-1.3538	-0.26196	-0.99126	-0.96743	-0.97167	-1.323	-1.345	-0.61768	-1.6793	-0.64113	-0.64139	-1.3411	-0.99873	-1.3403	-1.3356	-0.98919	-0.28542	-0.99268	-1.3465	-2.0629	-1.3389	-2.4129	-1.6929	-2.4146	-2.7704	-1.3302	-0.27089	0.091667	-0.61881	-1.3332	-2.3999	-5.6367	-3.4812	-2.4298	-2.403	-1.7135	-1.7073	0.065663	-0.62297	-0.62191	-0.96795	-0.62216	-0.26567	2.1963	-0.2619	-0.99138	0.42745	-0.99334	-0.97161	-0.99874	0.08276	0.43659	-0.98947	-0.96461	-0.61244	-2.0599	-0.28636	-1.6711	-1.7003	-2.3881	-2.7772	-0.26329	1.1681	0.81382	0.46102	0.0819	-2.0321	-2.7554	-0.63073	-3.1132	-2.7883	-2.7689	-3.1228	-0.99222	-2.0496	-3.4797	-3.8302	-3.843	-3.8619	-1.6918	-1.014	-2.4367	-3.8816	-3.1391	-4.221	-4.2317	-3.1258	-3.8755	-3.845	-1.7299	-4.5635	-2.409	-2.7619	-4.5618	-4.5615	-2.0415	0.43336	-0.97498	-1.3168	-0.27135	1.49	6.8014	9.6141	8.2121	8.9127	9.2623	7.8502	8.2264	8.2094	8.2207	7.1589	9.637	8.2351	7.5076	7.8571	7.8724	7.1544	7.1703
-2.071	-1.7193	-1.6959	-1.3454	-2.4233	-2.0758	-3.1341	-4.9383	-2.0635	-2.4266	-0.66954	-1.388	-0.68606	-2.0705	0.072781	-0.99989	0.7677	0.41374	0.068552	-0.28404	-1.0074	-2.0892	-1.0086	-0.29403	-1.7163	-1.0318	-1.0096	-1.377	-2.0646	-1.3769	-0.31272	-2.0849	-0.31407	-0.67534	-0.67503	-1.0257	-1.0321	0.38657	0.03176	-0.66973	0.039486	-0.67149	-0.67572	-1.0283	-0.67706	-0.31274	-0.67621	-0.31405	-0.68001	-1.3842	-2.454	-1.048	-0.67299	-1.0486	-0.30968	0.039458	-1.4037	-1.4055	-0.33965	-3.5189	-1.7427	-1.7442	-1.0427	-1.0451	-1.3843	-0.33	1.4558	-0.33108	0.023819	1.0781	0.72709	-0.69507	0.032862	-0.3144	-1.0306	-0.31997	-1.0375	-0.67075	0.044405	-0.66903	-2.0824	-1.3829	-1.0308	-0.31839	-0.67738	-3.5146	-2.0923	-1.7385	0.39474	-1.02	-2.0997	-1.7323	-2.0873	-2.8208	-2.1028	-3.1588	-2.8058	-2.8522	-3.1929	-3.8801	-1.761	-3.1825	-3.1806	-2.4789	-4.9787	-3.9098	-1.77	-2.489	-1.7625	-1.0659	-2.4911	-4.974	-5.3203	-3.5466	-3.9037	-2.1211	-2.4702	-4.2658	-3.2048	-2.8268	-5.6763	-4.6196	-3.157	-0.67339	-1.0201	-3.5053	1.4519	7.824	10.285	8.5173	10.634	9.5835	9.5829	9.9325	8.5212	8.8709	7.1163	8.5312	7.1191	8.5258	8.525	8.8746	8.5236	7.8223	9.2227
-1.4025	-2.4768	-1.0545	-2.1	-1.0558	-2.4537	-1.3965	-2.4726	-4.9754	-3.1921	-1.7922	-4.2882	-4.9772	1.7735	-0.33704	-0.32296	-0.67963	-1.0576	0.37617	-0.32862	0.035121	-0.68706	-1.7544	-2.4624	-1.0334	-2.8282	0.030521	1.106	-0.66268	-0.31291	-1.3949	-0.31467	0.037298	-0.66768	0.7266	-0.31618	-1.7359	-0.33199	-0.35387	1.0718	0.045107	0.733	0.38007	-0.67748	-0.32421	-1.3902	-0.67829	-1.3945	0.0022766	-1.0644	0.0023031	-0.70485	-0.69486	0.36152	-1.7415	-0.34349	-1.7631	-3.8949	-3.567	-2.8445	-2.1278	-2.1295	-3.2052	-2.481	-2.8193	-1.3998	1.4223	-0.71312	0.0051034	1.0714	1.0838	0.3563	0.018237	0.35617	-0.34792	-2.461	-2.0977	-0.33991	-2.0969	-0.33859	-0.002046	-1.7596	0.34755	-0.35604	-2.1169	0.34767	-0.35219	-1.0664	0.36366	-0.34102	-1.0584	-2.1157	-1.4088	-1.0645	-3.1888	-2.837	-3.5435	-2.5184	-3.9372	-3.2384	-2.8724	-6.4066	-3.9232	-2.829	-3.5869	-1.0568	-3.2339	-1.4107	-6.4414	-3.5461	-1.7923	-0.035441	-2.8829	-7.1474	-3.2368	-5.0288	-5.7209	-2.5245	-3.5765	-3.9314	-3.2152	-3.2195	-2.8646	-2.4894	-2.469	-4.245	9.8917	9.8912	10.601	10.601	9.5396	8.8287	9.889	8.4774	10.238	8.8242	8.1372	8.4729	7.4349	8.1348	9.1809	9.1802	8.8194	8.8186	8.4675
-0.62388	-2.043	-1.6822	-2.0342	-0.98164	-0.97008	0.072188	-0.27974	-0.97127	-5.9471	-1.3124	-2.7346	-0.98751	-0.28365	-1.2917	0.1245	-0.93165	-1.2854	-0.22912	0.44981	-0.61419	0.4582	-0.61344	-1.3122	-0.9649	-1.6822	0.45525	-0.60586	1.8796	0.09915	-0.95185	-1.3084	0.099564	0.81434	2.2246	1.5115	0.45685	0.45481	-2.3826	2.5829	1.5181	3.6438	0.81215	0.46094	-0.25494	0.80988	-0.60448	-0.60439	0.8083	1.5113	-0.61134	0.45377	1.8812	0.10366	-0.24889	-0.26415	-2.0221	-1.3237	-2.0378	-3.1179	-3.4821	-5.6155	-3.0943	-0.97294	-0.9595	-0.60458	1.1642	0.81346	1.8766	0.80456	0.093035	-0.25495	1.5136	0.81177	0.4586	-1.3146	-2.7278	0.466	0.46282	0.81543	0.10062	-0.97755	-1.6642	-2.0482	-3.8033	-3.4449	-0.98151	-1.3285	-0.97058	-1.6642	-1.6671	0.083251	-1.6897	-1.322	-3.8039	-5.2412	-3.0918	-4.5166	-4.52	-4.93	-4.5054	-2.0233	-0.95466	-3.1305	-1.716	-3.1288	-3.0868	-3.4593	-4.1694	-6.3147	-3.4606	-2.4303	-2.426	-4.2066	-2.7439	-2.0359	-2.0704	-3.8065	-1.6707	-2.0135	-2.0096	-0.63651	-4.1571	-2.3769	1.1836	6.4509	12.794	10.683	11.033	9.9818	10.331	11.048	9.6203	10.68	11.046	8.9179	8.5786	8.2176	8.9437	10.004	10.353	8.9417	8.591	9.2903	9.9998
-2.8393	-0.71956	-0.35909	-0.71295	-1.4142	-1.4151	-0.36029	-3.1947	-2.8426	-4.2604	-2.853	-2.8416	-1.0684	-0.71471	0.70143	-1.0587	-1.4098	-0.70555	0.355	2.1207	1.448	-1.0298	-1.031	0.7339	0.38228	-1.3862	-0.68096	0.039909	-1.7307	2.1554	0.037347	0.036059	0.035206	0.38749	1.0881	-0.32705	0.76246	1.4747	1.4743	1.8243	1.4835	1.8347	0.76991	0.41675	0.74496	0.76822	0.41654	-1.0011	0.39174	1.8065	0.39013	1.0909	1.8147	1.4629	2.1603	1.8092	-2.4442	-1.3759	-2.104	-2.8112	-1.745	-3.1715	-4.5954	-2.8214	-0.67851	1.8016	0.39926	0.75096	0.73609	-0.31419	2.1508	1.448	1.087	-0.68141	-2.7921	-3.5161	-3.5212	-3.1503	1.8082	1.8072	0.74315	-1.0254	-1.0296	-2.4499	-3.1437	-1.3853	-3.8716	-0.3334	-2.7926	-1.73	-3.4868	-3.8521	-2.0797	-1.7142	-2.4638	-3.9019	-5.3369	-4.2598	-5.6871	-5.6913	-5.3208	-2.8214	-4.2386	-4.6075	-2.463	-2.8191	-3.5216	-3.1884	-6.4055	-3.1852	-4.6221	-3.1919	-3.1965	-1.7583	-1.7602	-3.1761	-1.407	1.0627	-3.1592	-5.341	-2.1332	-1.4181	-1.7425	-2.84	1.0627	6.7196	11.298	13.058	10.937	11.297	9.5354	10.236	9.5348	8.8238	7.7626	8.4722	8.133	9.8897	9.5387	10.238	10.588	10.937	9.5362	9.5349	10.235
-3.017	-0.91867	-1.624	-2.6778	-3.7403	-0.91191	-2.6365	-1.9679	-1.944	-4.4397	-1.2177	0.19575	-0.55502	-1.2458	-0.53311	-1.2479	0.18031	1.5938	2.6551	1.5929	3.0414	0.22696	1.6412	0.56303	0.92443	0.56132	2.687	0.92163	0.5703	1.9833	3.0461	1.632	0.92958	2.3328	0.92803	1.2786	1.2443	0.21337	1.2429	1.5939	1.2421	0.90197	2.3049	1.9538	-0.16357	1.6185	0.55483	1.9666	0.53699	1.6161	0.91216	1.6141	1.9641	3.7383	0.20928	1.2719	1.6213	0.53465	-0.51992	-0.50264	-2.2712	-1.2267	-3.3565	1.26	-0.52365	-1.9304	-0.87426	-0.51357	1.2532	1.6047	2.3217	1.971	0.53955	1.6186	0.20336	-0.16134	0.18891	0.53985	1.628	1.6276	3.0261	-1.9076	-1.9217	-0.86772	-0.86182	-1.564	-2.2713	-0.14861	-0.5028	-2.2605	-3.7082	-4.0416	-3.0013	-2.2857	-2.6333	-3.7206	-4.789	-6.2292	-5.5013	-5.1533	-4.079	-2.6563	-1.9389	-2.657	-4.4388	-4.4407	-3.014	-1.9428	-1.2544	-5.8775	-3.7417	-4.0759	-2.3015	-6.2359	-3.3732	-4.4475	-2.295	-6.1979	-1.9346	-3.3611	-3.7055	-2.9831	-1.2124	0.5314	-0.88361	9.0371	10.437	11.847	9.7361	10.086	8.6746	8.6745	9.0343	8.3233	9.7333	9.032	8.6713	10.42	8.6581	10.068	10.417	10.066	9.716	10.775	10.064
-1.1131	-0.76185	-0.41116	-1.1269	-2.5466	-2.8761	-2.8905	-2.5399	-2.1873	-5.0487	-4.6692	-2.1721	0.65562	-0.05409	0.30568	-0.40727	1.7059	2.781	2.4302	2.4292	2.4478	-1.7948	-1.7967	-1.4456	-2.1638	1.3704	2.4315	2.4312	2.0794	3.4916	3.5016	2.7898	3.1366	4.5513	1.3749	1.3742	-0.041019	2.0816	1.7203	2.7815	3.1313	3.4916	3.8526	2.7902	2.088	1.7269	1.376	1.0241	-0.039045	0.67095	3.1335	2.7822	2.7816	-1.1002	-1.4447	-0.036574	-1.0844	-0.73432	-2.8615	-1.7998	-2.1546	-3.9433	-1.8059	0.67695	-0.035303	-0.39076	-1.8049	3.153	2.8026	2.7986	2.0967	1.3887	1.0338	1.3841	-0.030936	0.32964	0.68134	2.4449	0.67921	0.32539	0.67736	-0.036665	-1.8047	-1.8095	-3.9358	-0.39298	1.0245	-2.5127	-2.1618	-2.5098	-2.5094	-5.7208	-7.5126	-4.6265	-2.5023	-2.5276	-4.2918	-7.1525	-6.1018	-3.5967	-3.599	-5.0231	-5.764	-5.719	-2.9083	-2.894	-5.0512	-2.9132	-1.8544	-2.1943	-4.6554	-3.6327	-5.7615	-3.971	-1.866	0.62666	-2.2069	-2.5636	1.0539	0.35059	-2.1292	-3.5565	-0.3708	0.67561	7.7413	11.622	10.212	10.222	10.572	11.272	9.8608	10.221	9.1598	9.5094	10.219	10.919	9.5075	9.8569	10.585	10.934	10.233	10.583	10.582	10.931	10.931
-2.0862	-2.0865	-1.0472	-2.465	-3.5435	-2.793	-2.4546	-2.8079	-1.4159	-3.5406	-5.662	-0.33152	-0.66974	-1.0204	1.4549	3.9182	5.3292	5.3281	3.9161	0.75006	1.4315	1.4474	-2.7981	-2.4661	0.38393	1.7784	3.5582	2.8566	2.8561	4.2567	4.9674	5.3275	4.9766	4.6255	3.2137	1.0891	2.1501	3.2118	2.8478	3.8982	3.5472	3.5469	3.1959	2.8451	3.2052	3.2051	2.1425	2.1416	1.7913	1.4396	2.4981	3.5591	3.5576	-2.0979	-1.0343	-0.33502	-3.51	-2.4546	-1.7136	-3.1609	-2.0771	-2.1012	-2.7807	-1.7168	-2.1058	0.020503	-0.30343	3.8983	6.0099	5.3206	0.733	0.73272	1.0836	2.172	0.056393	-1.0307	-1.0084	-0.65684	2.1693	1.8182	2.1451	-0.28648	0.3913	-1.3743	0.039157	0.3899	-1.3762	-3.1494	-2.0846	-2.4374	-3.4948	-3.1633	-4.2544	-3.5205	-4.223	-3.884	-5.29	-4.5914	-4.5989	-3.8821	-7.4566	-4.5977	-3.1994	-2.4962	-4.9488	-2.8391	-6.0394	-4.6135	-3.5462	-3.172	-2.8442	-2.1187	-4.9464	-2.4962	-2.147	-2.4756	-3.2038	-4.237	-3.5006	-4.5297	-5.2521	-2.0726	-3.1295	-0.28327	10.622	10.621	9.5703	10.27	11.358	10.648	11.707	10.647	11.356	10.646	11.706	10.645	10.644	10.293	10.292	10.989	11.7	11.699	11.699	10.998	11.348
