6.2883	6.6408	7.0094	8.0642	8.0647	7.7234	8.0673	7.7185	8.4364	7.7171	8.0646	7.3516	7.3402	6.631	7.162	8.5666	8.0531	9.4749	8.4157	7.346	8.0581	8.4188	7.7107	8.7718	7.0028	8.7752	6.6444	8.7713	8.4231	8.7696	8.4021	8.4044	9.4681	9.1106	8.7634	9.1163	7.349	9.482	8.775	8.778	9.4906	8.7837	8.0752	8.0777	8.4385	8.4368
8.0062	7.6449	8.7026	8	7.9792	8.3314	9.0422	8.3336	9.0445	7.6252	9.0466	8.6876	7.6283	7.9893	8.3401	9.4014	9.0521	8.3602	7.6494	8.7074	8.3553	9.063	9.3971	9.758	8.3395	9.4012	9.052	9.4042	9.056	8.6981	9.0616	8.0038	8.7072	8.71	9.4232	9.4257	9.0776	9.784	9.4232	9.7826	9.4082	9.4087	10.121	9.773	9.775	10.126
8.349	8.0007	8.3515	8.0034	8.354	9.7758	8.3562	8.7177	8.7353	8.7367	8.3743	8.3717	9.0794	9.0605	8.8272	8.3527	9.0635	9.0648	9.4261	10.137	9.4285	10.85	9.7817	9.0722	8.724	9.4359	9.7639	9.4385	9.7642	9.4134	10.473	10.145	10.108	10.111	10.114	9.4062	10.12	10.122	9.765	10.838	10.841	10.844	11.196	10.138	9.779	9.8261
6.9747	7.7336	8.0811	7.3787	8.436	10.188	8.768	9.4798	9.8404	9.4819	9.4824	10.554	9.8446	9.846	9.1366	9.8484	9.489	8.4302	8.7782	9.8475	10.199	9.8462	9.464	9.8247	9.8267	9.4683	10.89	11.252	10.184	9.8356	10.549	10.901	10.555	10.197	10.2	9.8696	9.873	10.207	10.934	10.206	10.582	10.565	11.627	10.918	10.57	11.281
9.1208	9.4825	9.8336	9.1251	9.4856	9.4874	9.4881	9.1294	10.2	10.552	9.8391	10.534	9.8345	9.0923	10.163	10.515	10.166	11.227	9.458	10.52	10.521	10.295	9.957	9.2078	11.317	9.4685	10.18	10.209	10.531	11.267	10.916	11.265	10.901	10.193	10.546	10.909	11.972	11.614	10.918	10.92	12.332	12.335	11.986	10.928	11.28	10.22
9.1092	7.3539	9.8421	8.7698	9.1096	9.8214	9.462	10.174	10.884	11.236	11.237	11.238	9.469	10.89	10.891	11.603	10.269	9.1314	9.841	10.543	9.8369	10.988	10.708	9.9451	9.3167	11.352	11.235	10.537	11.599	11.952	11.954	11.247	12.32	11.612	10.905	11.258	11.26	11.646	11.285	11.644	12.702	11.628	11.629	11.631	11.633	11.984
9.5312	10.243	9.1737	9.1755	9.5363	10.248	9.5385	9.18	10.251	10.296	11.704	10.292	9.5615	10.623	11.334	9.9154	9.6923	10.978	11.689	10.98	10.632	11.8	11.124	9.3155	10.419	12.061	11.702	11.702	10.64	12.036	11.675	11.309	11.662	12.735	12.738	12.03	11.323	11.325	12.038	12.39	12.391	12.754	12.756	12.047	11.339	10.977
10.148	9.0762	10.824	9.4154	10.126	10.828	11.189	10.481	11.191	11.543	11.904	10.835	11.196	8.7171	10.138	10.267	9.9494	9.7797	10.823	11.181	10.802	10.453	10.93	11.297	10.599	11.171	11.523	11.525	12.597	11.529	11.532	12.605	11.187	10.83	10.833	11.22	10.859	11.927	11.566	12.259	11.91	12.973	12.264	13.686	11.918	13.339
9.3882	10.45	10.101	10.102	10.453	10.455	10.816	10.461	10.458	10.456	11.146	9.7372	10.438	11.51	10.091	10.206	10.237	12.225	12.226	11.867	11.519	11.16	10.452	10.454	11.227	11.874	13.319	11.548	11.547	12.592	11.884	12.247	13.309	12.602	13.665	13.317	12.97	12.971	12.614	12.616	11.197	12.27	11.911	12.269	11.557	11.911
10.944	10.236	10.947	12.019	11.31	10.951	10.602	12.374	10.955	11.666	10.607	10.609	10.25	10.961	8.5054	9.5736	11.691	12.173	12.032	12.034	10.615	12.747	12.039	12.75	12.393	13.455	12.757	12.759	12.401	11.694	10.276	11.699	10.99	12.065	11.354	11.702	12.045	12.757	12.759	12.761	12.403	13.465	14.177	12.768	12.41	12.771
