0.41949	-2.0664	0.40725	-0.67022	-1.732	-0.67596	-2.7808	-1.7148	-0.65524	-2.792	-6.0353	-2.7967	-1.0309	-2.0907	-3.5172	-4.2401	-2.4574	-2.0896	-1.6928	-1.3405	-5.2751	-3.1072	-1.6796	-4.1977	-2.3976	-5.9564	-5.2376	-3.4683	-3.4406	-5.5885	-4.1461	-0.56652	-1.2867	-4.5028	-1.29	-0.91363	-3.4142	-3.0548	-3.7793	-2.0291	-0.60272	-4.1656	-3.4616	-4.1559	-4.139	-4.5197	-4.1601	-2.0283	-0.60936	-1.3339	-0.63019	-0.28309	-1.3616	-4.5678	-2.7899	-1.6894	-1.6952	-0.99098	-1.7044	-1.7053	-1.3579	-0.6412	-2.4182	-1.0045	-1.7088	-2.4211	-2.4172	-2.7373	-4.9049	-5.9801	-4.8979	-6.3336	-4.1643	-5.6242	-3.4585	-2.7413	-2.7435	-5.6248	-4.8798	-5.2233	-5.5782	-5.573	-3.4399	-2.0144	-4.159	-4.1426	-3.0755	-4.5052	-3.4498	-5.6035	-5.9303	-3.4238	-3.0707	-4.521	-5.233	-2.7012	-3.7809	-3.7788	-3.7742	-4.1513	-4.163	-5.9347	-5.1735	-3.0123	-6.6458	-4.4612	-5.1604	-2.6503	-3.7265	-4.4414	-4.8132	-4.1034	-3.0404	-5.8685	-3.0184	0.87779	7.925
-0.21007	0.13559	-0.58467	-1.6559	0.46148	-0.5669	-1.2844	-0.57343	-1.2955	0.4764	-1.3073	-5.2277	-0.93654	-0.59079	-2.3668	-4.1536	-4.1559	-2.6872	-3.0345	-3.4034	-2.3406	-1.6156	-2.6704	-1.6175	-1.6169	-5.1941	-3.3882	-0.88673	-3.3846	-5.8361	-2.9566	0.95483	-2.5996	-2.9599	-0.12454	0.93767	-1.9123	-2.9795	-1.5633	-1.9247	-3.006	-5.1351	-2.9709	-0.84638	-3.3499	-3.0097	-2.2911	-3.7259	-1.5838	-1.5922	0.1668	-0.8991	-1.2688	-3.7187	-2.3055	-2.6731	-0.54769	-1.2515	-0.90642	-0.90197	-0.55262	-0.90842	-0.90592	-2.3379	-4.492	-3.3702	-3.011	-3.3716	-3.7459	-4.4391	-5.1656	-4.786	-5.889	-5.5366	-3.0136	-5.5447	-4.7685	-5.8614	-4.77	-4.0625	-5.5045	-5.1638	-4.0642	-2.9843	-4.0638	-4.7751	-4.786	-3.7177	-2.9664	-4.0418	-3.3329	-4.4024	-2.6369	-2.6506	-5.1747	-4.786	-4.4303	-3.7035	-5.4917	-4.7973	-3.6834	-4.7605	-4.0304	-4.0274	-4.3862	-4.7414	-5.4471	-5.0803	-3.6722	-4.0413	-5.1256	-4.7185	-3.6405	-3.3075	-5.4474	4.8381	9.055
0.23288	-0.13708	-1.9254	0.20218	-0.12436	0.23077	-1.1913	-2.9766	-0.49741	0.91759	0.56722	0.56318	-5.4941	-0.50377	-3.3501	-3.3729	-4.0493	-3.3129	-0.49551	-1.8876	-2.2366	-2.58	-0.81429	-1.1614	-5.0811	-6.8749	-3.3108	0.24886	-4.3189	-4.3093	-2.8535	0.32579	-1.0807	-1.4771	1.3454	0.30901	0.30487	-2.2116	-5.77	-5.4248	-5.0716	-3.5945	-2.8892	-2.9079	-1.8482	-3.63	-2.202	-2.5657	-1.8825	-0.8043	0.95836	-0.46834	-0.084351	-0.81415	-2.5946	-2.2308	-1.1675	-0.4801	-0.81907	-1.1939	-1.1963	0.9285	-1.8965	-5.4823	-5.0835	-5.0785	-4.0116	-5.4428	-5.4409	-5.0892	-3.2847	-4.0058	-4.7158	-6.1789	-4.741	-5.7855	-3.269	-5.7737	-4.3504	-3.998	-4.3635	-3.9915	-5.4174	-6.1588	-3.9944	-4.7057	-3.2757	-3.9987	-4.6822	-4.6958	-5.7697	-4.3248	-2.5541	-4.6987	-4.3382	-4.3349	-4.6968	-6.4881	-3.9864	-3.9456	-3.9615	-5.3743	-4.2939	-4.2994	-5.3806	-4.6574	-3.9388	-3.575	-4.3112	-3.9566	-5.7716	-5.3564	-4.2849	-5.3636	-4.3082	1.386	9.8392
-0.55856	0.14579	-0.92302	0.86997	1.2122	-0.56156	-1.6182	-1.6252	-0.20509	-0.20596	-0.92457	-0.21141	-0.57534	-2.3495	-0.93196	-0.55463	-3.0367	-5.5164	-0.55288	-1.9605	-1.2394	-0.15584	-1.2221	-0.15119	0.55814	-2.6327	-3.7006	-1.8805	-2.6017	-3.6612	-1.8756	-2.5925	-2.2373	0.24761	-0.47096	-3.6676	-3.6801	-2.9537	-4.7598	-2.5852	-5.0824	2.7188	-2.6002	-3.3156	-3.676	-2.9741	-3.3317	-1.9172	-0.86624	-0.15815	-1.2321	0.56498	-0.14689	-1.9231	-3.0011	-0.8796	-0.16651	1.2346	0.17769	0.1715	0.17136	2.6414	-4.0898	-5.8455	-4.7788	-6.2236	-6.2082	-6.944	-5.1408	-4.0514	-4.7735	-3.3369	-5.8395	-5.4844	-5.8383	-5.7933	-4.7247	-4.3709	-4.3747	-2.9505	-3.3053	-1.8931	-4.0168	-3.3048	-3.3102	-4.4029	-4.4027	-4.3739	-5.4431	-4.7452	-5.8019	-3.2978	-4.3898	-3.6634	-3.666	-4.3828	-4.3948	-2.6011	-3.6291	-3.9804	-4.7386	-2.9216	-2.2128	-2.9176	-3.2744	-5.4474	-5.0657	-2.2225	-2.9355	-2.9349	-6.8345	-5.404	-3.9791	-3.2765	-3.6334	-1.4968	10.492
1.1659	2.562	-0.62405	-0.24197	-0.96118	-0.2596	0.79564	-0.97688	0.43417	0.079083	1.4933	0.061213	-2.401	-2.7661	0.42358	0.80972	-0.60743	-2.3768	-4.1423	-3.0739	-1.3151	0.48204	-1.9852	-0.22675	-0.20842	-0.2181	-0.2141	-1.5741	-6.9399	-6.2275	-1.946	-1.9391	-2.6522	-2.2916	0.53177	-1.2424	-0.18098	-1.9584	-4.8208	-5.8843	-2.6517	-2.6534	2.6536	1.5949	-2.6676	-0.90081	-1.6123	-1.27	1.2045	-0.21449	0.13072	-0.18887	-2.3292	-3.7569	1.9084	-1.2867	-0.22555	0.48024	-0.22682	0.12272	1.534	-2.0072	-5.2145	-5.5789	-5.5521	-4.106	-6.6165	-4.1128	-2.3334	-3.7537	-5.1776	-4.1014	-6.2472	-4.8299	-1.6221	-2.6477	-5.4933	-5.4903	-3.7153	-4.4203	-3.7212	-5.5073	-5.1483	-5.1494	-4.0714	-1.9453	-1.5938	-6.1967	-4.0545	-4.8185	-5.8514	-4.4126	-2.2793	-5.1359	-4.416	-6.2055	-6.2338	-6.2473	-6.5959	-4.4038	-3.7013	-6.5752	-5.8479	-5.0983	-2.9662	-4.0671	-3.3576	-2.9719	-2.2588	-3.372	-4.4009	-6.5736	-4.4021	-3.3401	-5.1338	3.0657	9.7468
-1.223	3.3539	1.9321	0.19314	1.5876	-0.52563	-0.88241	0.15555	1.5672	0.51076	1.562	1.5615	0.50483	-1.981	1.2084	1.9105	0.89669	0.18473	-4.7631	-2.9976	-0.51617	-1.908	-0.85056	-0.49979	0.21153	-0.84131	1.2829	-2.9226	-0.44484	-2.917	1.3259	-1.8645	-3.2791	-1.8609	0.62441	-0.8011	2.7267	0.61092	-2.9402	-3.6637	-4.3363	-2.5571	-0.44449	-2.236	-3.3118	0.95618	1.2975	3.7437	11.137	1.6279	0.56578	0.22141	-2.9687	-0.495	-1.5632	0.57522	0.90644	1.2544	0.90077	-0.1673	0.89466	0.17884	-5.8585	-2.6479	-2.608	-0.48024	-5.8121	-4.7336	-4.7348	-4.7287	-5.809	-6.8669	-5.4432	-5.0718	-5.0737	-4.3244	-5.0338	-6.1116	-4.6777	-3.9771	-5.0491	-4.6886	-5.7664	-4.7153	-3.9986	-5.0547	-6.1581	-5.4016	-6.49	-5.7753	-5.7758	-5.4241	-5.4179	-3.2612	-2.5697	-4.6956	-8.2951	-6.4869	-6.1345	-6.8115	-6.4505	-5.3819	-5.741	-5.7508	-5.7429	-3.6052	-5.3873	-5.3918	-2.8787	-6.1162	-4.6501	-2.5192	-1.8169	-5.0028	-0.74391	8.7627	11.25
-2.0366	-1.684	1.1292	0.41979	1.5018	1.1394	1.8455	1.4789	1.8369	1.8343	0.76869	1.8289	-0.29755	0.76659	-3.1213	1.4721	2.2214	1.8735	1.5202	0.11826	2.2368	-0.24865	-0.24646	1.1719	0.8264	0.8298	1.1959	1.5335	2.2843	3.3431	1.5794	-4.7857	0.8804	-2.304	0.53057	0.53189	-2.3104	-4.4394	-5.5124	-5.1551	-4.422	-3.7175	0.88261	1.5748	-1.2512	-0.19667	0.8582	1.9127	2.612	2.9512	2.5944	2.2364	-3.3968	-4.4691	-2.6914	2.248	1.8933	0.82587	1.1754	2.2351	1.5204	-0.24795	-5.2107	-1.3094	-5.1755	-4.4662	-5.5286	-5.1645	-4.4508	-3.7701	-4.8273	-5.1831	-5.1765	-4.8154	-5.192	-5.4852	-5.1331	-6.2123	-4.0666	-3.7175	-4.0655	-4.4235	-3.3576	-5.4935	-4.4308	-5.1409	-5.142	-5.1118	-6.5659	-4.4347	-2.3064	-4.7902	-5.863	-5.5009	-3.3467	-6.2249	-6.221	-5.1435	-4.0852	-4.3998	-1.9155	-4.3979	-5.4659	-6.9026	-5.8364	-5.8383	-5.8484	-5.4778	-4.4058	-0.5063	-0.15871	-2.9444	-5.0972	-4.368	6.2322	9.7566	10.109
-0.10335	-3.3037	-2.6041	1.9874	4.4794	2.0091	2.3528	2.6963	3.3903	1.9753	2.3234	1.9861	3.035	3.3865	0.20993	0.91382	3.3905	2.0165	3.0874	-0.80064	0.61001	-0.063903	-0.41152	3.8227	0.64773	0.64957	3.8271	2.415	3.8288	4.9054	1.0426	1.7323	2.8092	1.0225	1.023	2.4376	-2.5132	-3.5738	-3.9326	-3.2298	0.65239	-0.72339	-0.36694	3.5002	1.3868	-1.4502	-0.76021	2.0674	1.7102	2.7554	2.7481	2.3911	2.0345	-3.9445	-2.8874	-0.059252	2.7549	3.4484	7.3093	4.1436	2.729	3.789	-1.8608	-6.4742	-5.3944	-5.0187	-5.3724	-3.2331	-3.9368	-2.8753	-4.9967	-6.0554	-6.4212	-6.4358	-4.2805	-4.6284	-6.0046	-5.2953	-5.6545	-6.3795	-4.2393	-4.2414	-2.4747	-3.1756	-4.2475	-3.5391	-4.6115	-4.2787	-4.2814	-3.5325	-4.249	-4.9784	-5.6753	-4.9638	-4.5922	-4.2577	-4.2716	-5.6984	-5.6903	-4.9777	-3.1679	-4.6053	-4.5937	-3.885	-7.8088	-4.9531	-5.668	-5.2976	-6.0108	-6.0145	-4.9546	-1.7437	1.8212	8.501	12.038	10.64	11.693
1.0538	-0.72099	0.68672	1.7313	3.1362	3.4793	3.8561	4.9043	3.4935	3.841	4.5419	3.8411	4.8931	3.4924	0.6789	1.7318	2.7955	1.0337	5.6397	4.2505	3.529	3.541	-3.8751	2.8441	3.8964	3.1962	3.1968	1.0842	5.3013	6.0028	6.0387	3.587	3.5887	1.8262	2.1777	-0.63525	2.5415	-1.7057	-2.412	-2.0655	1.8117	3.9194	3.609	6.7658	0.41986	-1.3521	-4.9075	4.971	4.62	2.1497	4.2656	3.5487	4.2535	2.1218	-1.0118	2.1496	2.1492	2.5031	8.8256	8.1229	2.495	1.7825	-3.5198	-2.1008	-5.2957	-4.5726	-4.897	-4.5277	-3.8192	-3.83	-4.8924	-4.1761	-3.8354	-4.1844	-3.8279	-5.2388	-5.2328	-5.591	-4.4942	-5.218	-5.2116	-4.8625	-5.934	-5.2172	-4.5068	-1.3258	-3.1024	-3.1081	-5.2365	-6.6713	-4.8607	-4.5045	-7.7112	-6.2822	-6.6353	-4.1438	-0.60619	-2.7286	-2.728	-4.8667	-7.0007	-5.946	-5.9141	-5.5627	-5.5601	-6.9916	-5.5638	-3.7813	-6.2803	-5.5583	-3.7843	-3.4263	-2.3593	8.6103	9.6599	10.723	10.377
4.9572	5.6591	3.5522	1.4187	3.8748	5.9798	6.6735	5.6168	7.0486	5.284	6.695	6.3321	6.3328	6.3339	7.0355	6.6867	2.4744	1.0643	3.8805	6.3451	6.7354	6.7571	4.2958	1.4812	3.2454	4.9946	4.2952	-2.0469	6.7588	9.2307	9.2318	9.2326	6.1008	6.4521	5.0421	2.9407	-1.3004	-3.7809	-3.4215	2.5703	6.0788	2.91	3.6147	12.393	0.12075	-5.558	-5.5894	2.2151	8.8846	5.7161	6.7598	6.7517	6.396	6.0407	3.9237	4.2703	5.0039	4.6501	6.0354	4.9953	5.6809	3.5772	-4.5486	-4.1927	-3.8378	-4.188	-5.9489	-4.5212	-4.1305	-3.7722	-5.5581	-8.0329	-6.2626	-3.7747	-4.481	-4.4804	-4.8307	-5.1768	-6.9548	-7.6729	-5.5173	-4.7885	-4.8035	-4.442	-5.1446	-6.5783	-0.20694	-5.8809	-6.9496	-6.2503	-4.8268	-6.2141	-7.6459	-6.5879	-8.0117	-7.2969	-5.8641	-5.5068	-4.0855	-4.452	-3.7509	-3.3899	-4.4607	-4.4241	-6.2051	-6.9344	-5.1257	-6.2019	-2.3007	-5.5011	-4.7883	-3.0153	-4.0742	-0.53168	9.3182	10.073	9.7271
