-0.96701	-0.96388	-1.6579	-2.3639	-0.61206	-0.94657	-0.58455	-0.94627	-1.6779	-1.2991	-1.2953	-0.23037	-2.005	-0.94263	-2.006	-0.57783	-0.58123	-1.2951	-0.93735	-0.22482	-0.22598	-0.57603	-0.57861	-1.3122	-0.23266	0.11823	-1.3021	-0.95125	0.12285	0.11875	-0.22721	-1.2948	-1.9987	-2.3567	-1.9998	-0.57766	-0.57911	-0.57567	-0.22644	0.47868	-0.22506	0.12468	-0.22442	-0.22817	0.83568	0.82978	0.83244	1.1996	0.82916	0.82153	0.4656	0.11879	1.185	0.47111	0.81905	0.79459	1.5093	0.79457	0.094465	0.76641	1.1485	0.78432	0.089429	-2.4033	-1.3379	-0.28869	-0.63781	-1.3557	0.77208	1.8356	-1.3231	0.084731	1.1582	-0.26414	1.1497	0.42488	-1.0167	0.40928	-2.0327	1.1292	0.41222	2.1665	0.77076	2.5403	0.41292	-1.3593	4.299	1.1328	-0.64104	1.5004	-0.98396	-0.6236	1.8385	0.090084	0.089154	1.1511	-0.28327	1.1553	1.8401	0.44716	1.8789	2.5673	0.80982	-0.25432	-0.25163	1.1754	0.45428	-0.98667	-1.3031	-1.3108	0.11457	-0.59819	-1.6409	0.79554	1.5137	-0.6141	-0.60985	-0.95897	-0.62093	1.1456	-1.6856	-1.3347	-1.6811	-0.97771	0.79781	1.1557	1.8916	1.543	2.9307	0.79993	0.091258	0.081949	-2.3879	0.44948	0.79578	0.11662	0.45581	1.1708	-0.60948
-0.86776	-2.6439	-1.5835	-0.86263	-1.5911	-0.51986	-1.9458	-0.86634	-0.51396	-1.5895	-1.2341	-1.5864	-1.9428	-1.227	-1.2272	-0.86367	-1.2264	-1.2306	-1.9398	-0.1625	-0.86033	0.1974	-0.8673	-0.51153	-1.5813	-1.2258	-1.5803	0.54874	-1.5836	-1.229	-1.2392	-1.5887	-0.85222	-0.52082	-1.5827	-1.2342	-0.51469	-0.49526	0.20769	-0.51173	0.53699	0.18482	0.54339	0.53878	1.2516	0.90124	1.61	1.2518	0.54545	0.54488	0.19406	-0.16484	0.19349	0.54513	-0.16622	0.89344	0.89402	0.89388	0.15434	1.2247	0.50706	1.5735	0.50846	-0.5523	0.87033	1.5722	-0.20965	-1.6168	0.14813	1.2159	-1.6092	-1.6163	-1.268	-1.6152	-1.586	-0.54413	0.87737	-0.89208	0.50827	1.2157	1.2086	1.2078	-0.90481	1.2091	1.5675	0.13805	2.9798	2.2679	1.5658	-0.21041	-0.55002	0.16131	0.86313	2.2781	1.5761	0.51394	-0.19829	2.2791	0.87739	0.88617	-0.53315	-0.86178	0.5196	2.294	-0.50809	1.5928	1.5931	-0.52797	0.89371	-0.52431	-1.572	-0.1448	-2.6553	-2.6384	-0.85579	0.51933	1.2314	2.2903	0.17322	-2.3168	-0.20125	-1.6017	-1.2332	1.235	0.88666	0.90417	1.9423	1.9483	1.2494	-1.9661	-1.6333	-0.54476	-4.0808	-3.0226	-1.5972	-0.16281	-0.5139	-0.16854	0.18458
-0.78958	-1.1401	-1.8573	-2.2101	-1.8558	-1.4982	-1.1444	-1.1458	-1.1453	-1.1438	-1.4992	-1.1406	-1.1418	-2.2059	-0.081103	0.27854	-0.43698	-0.78316	-1.8515	-1.8533	-0.07632	-0.083471	-0.76731	0.28758	-0.78335	-0.42826	-0.78285	-1.8335	-1.1319	-0.77552	-1.1295	-0.77575	-0.42268	-0.42216	0.64261	-0.083056	-0.77336	-0.06824	-0.77185	-0.43851	0.28009	0.64573	-0.083158	0.29461	0.27966	0.63372	0.63326	0.99708	0.98536	0.99938	0.29628	-0.76997	0.63368	0.98593	1.3379	0.98603	0.27285	1.3277	0.97232	0.9514	-0.81197	1.6558	-0.80975	0.23733	0.95943	2.0177	-0.46274	-0.82551	-1.5498	0.59063	-1.5167	-1.1658	-0.81444	0.60673	-0.83581	-1.191	-0.11764	-0.47029	-0.47025	-2.6049	-1.5127	-1.9002	0.58284	0.23473	-0.12851	-0.10894	1.2824	0.22681	-0.13258	-0.48888	1.283	2.0096	2.727	1.9976	2.7015	3.4042	-1.1683	-0.11551	-0.44673	0.9662	-0.45163	-1.4909	-1.5163	-0.44571	0.62011	0.9772	2.3872	0.62263	1.6796	2.0365	0.99199	-1.4778	0.28682	0.97418	0.62972	0.2777	-0.43329	0.2665	-1.8923	-0.10086	0.95959	-1.1642	-0.80283	0.96214	2.0317	-0.072733	-0.44808	0.26682	-1.1541	-3.2947	0.95838	-0.46192	-0.82988	-1.8987	-2.9233	-1.1437	-2.211	-0.78977	0.65169
-0.49183	-1.5471	-0.84704	-1.5525	-1.5434	-1.196	-0.49319	-1.5588	-0.84883	0.21331	-0.50194	-1.8876	-1.1787	-1.9081	-1.5339	-1.9098	-0.84788	-1.1782	-1.884	-1.5312	-1.8807	-0.82426	-1.1776	-0.47237	-0.82219	-0.47215	-1.1978	-0.82265	-1.5328	-1.1814	-0.11442	-0.83729	-0.8361	-0.48681	-1.1825	0.22776	-0.48368	-0.46855	-0.83471	-0.4828	-0.82896	-0.48194	-0.11474	-1.1744	0.23143	1.2851	0.58232	0.58993	1.6476	0.93981	0.94181	0.59118	-0.82666	0.23892	0.23913	0.94216	1.6316	0.59091	-0.84327	0.90943	-1.9326	-0.13908	0.21465	-1.9378	-0.15929	0.8929	2.3035	0.88891	-0.87952	-0.51893	-1.5688	-0.52296	-0.15657	-0.15092	-1.5774	0.16876	-1.2235	-0.54303	0.87894	-0.1725	-0.53389	0.53033	0.51698	-0.54762	-0.53314	-1.9225	0.89888	3.0172	3.7191	1.9614	1.6109	0.54128	0.54528	1.9651	2.3109	2.6626	2.6696	-0.51165	-0.15025	0.91149	-0.13915	-0.8506	0.55613	-0.85189	-1.2067	0.56403	0.21241	-1.5534	-0.49972	-1.9041	-2.2541	-0.81475	-0.12321	-0.49077	0.56832	1.983	0.56721	-0.13211	-0.50333	-0.4894	-1.5626	0.22238	0.567	1.2642	0.57702	-0.13252	-0.13328	-0.85977	-3.0149	0.17911	0.56593	-3.3362	-1.5901	-1.5863	-1.9239	-0.13812	-0.13893	0.56632	-0.83529
-0.19386	-1.9715	-0.91249	-2.3014	-0.90594	-1.9661	-1.948	-1.6229	-1.2689	-0.55074	0.15074	-0.55249	-1.6022	-0.19704	-0.90981	-1.6136	-0.89669	-1.2474	-0.8948	-0.53284	-1.9492	-2.3033	-1.2477	-1.5955	-1.2433	-1.5971	-0.53125	-1.5965	-0.52524	-0.88844	-0.52615	-1.2507	-0.18256	-0.53317	-0.53502	-0.18372	0.17066	-0.18238	-0.53818	-0.18135	0.87304	-0.18119	0.17029	-0.18405	0.17174	0.16985	0.87383	0.87054	-0.53596	-0.18224	0.87068	-0.53391	0.87119	-0.53429	0.87118	0.16879	0.5081	0.52166	0.15547	-1.9747	1.2147	-0.55479	-2.3428	-3.3953	-0.93184	0.48529	-0.21646	-1.2976	-0.22021	0.13186	1.1992	-0.19946	-1.6391	0.48387	1.2015	1.2019	0.48327	0.13899	0.83889	-0.95295	1.5414	2.2445	1.5145	3.3075	2.5828	-0.22418	-0.93153	0.82933	1.1952	1.1829	0.48472	1.1908	-0.93029	-0.56759	0.49083	0.49362	1.1943	1.8915	1.2036	0.86598	0.13938	-0.20284	-1.2699	-0.2196	-0.91734	1.2084	1.2127	0.15204	-2.6839	-0.89478	-0.5339	-4.1036	-1.9737	-1.6135	1.5666	0.85572	0.50364	-1.265	-0.55143	1.9192	0.15685	-0.9146	0.85136	0.85623	0.85777	-0.935	-0.54627	-0.55516	-0.93201	1.9011	-3.0342	-5.1915	-1.9995	-1.9896	-0.56354	-2.3388	-1.258	-1.6081	-0.55718
-1.5304	-0.45145	-0.80158	-1.5163	-1.1528	-1.153	-0.44939	-1.8764	-1.5282	-0.45661	-0.10691	-0.45559	-0.45438	0.24738	-2.2255	-2.2277	-1.1637	-1.5256	-0.81068	-0.45816	-2.9345	-1.8752	-0.1053	-1.8741	-0.45705	-1.5221	-1.8742	-0.8078	-1.5168	-1.8718	-0.80753	-0.81112	-0.81278	0.60413	-0.81581	-0.11232	-0.8113	-0.10721	-0.4624	-0.46327	-0.11186	-0.45848	-0.46215	-0.80962	-0.46201	-0.4572	-0.10999	-0.4605	-0.80955	0.60707	0.60798	0.24387	0.60373	1.306	0.95606	-0.1077	-0.1008	-0.81779	0.59051	-0.83436	-0.4755	-1.1856	-0.83393	-2.2699	-1.8867	-0.49407	-0.14842	-1.2017	-1.564	0.92038	0.58372	-0.49604	0.57283	-1.8807	-2.6266	-1.561	1.2697	-1.9197	-1.2201	0.89908	-0.87016	1.9701	0.91517	1.2662	-1.583	0.56482	-0.49218	-0.84122	1.27	0.56808	1.2672	1.2686	-0.84889	-1.9179	0.5727	1.9737	1.9817	0.92843	1.6589	-0.83791	0.92915	-0.83642	-0.83544	0.58107	-0.48163	-0.81506	-0.47613	-1.8769	-1.1631	-2.571	-0.44152	-4.023	-1.8783	-1.1621	-0.44423	-1.1789	-0.81008	-0.80942	-0.82013	-1.8867	-0.46769	0.94847	-0.12716	0.23864	-0.83338	-0.47635	-1.8961	0.23132	-3.6688	-2.9609	-4.0403	-3.6874	-3.7008	-1.5495	-2.9448	0.23822	-1.8842	-1.1726	-0.82049
-1.245	-1.2413	-1.9534	-0.8882	-0.88791	-1.2377	-1.6001	-0.89462	-1.9621	-1.9599	-1.5974	-0.88156	-0.89145	-1.582	-0.54103	-0.53994	-0.89132	-1.5792	-1.5949	-1.9436	-1.5791	-1.9488	-0.52494	-2.6455	-1.5779	-1.5784	-2.2899	-1.2322	-1.577	-1.946	-1.2294	-0.53741	-0.53911	-0.18478	-0.88899	-0.88274	0.17699	-0.5299	0.52839	0.87929	-0.18294	-0.52804	0.53526	-0.52865	-0.17564	0.88679	0.88087	0.88113	0.88883	0.53148	-0.53318	0.53689	0.53732	-0.17425	0.18639	-0.52628	-1.5926	-0.54016	-0.5352	-2.3036	-1.2549	-0.54628	-3.3877	-1.617	-0.89895	-0.56111	-0.56037	-0.91112	-1.2667	-0.54956	-1.2653	-1.616	-2.3414	-2.3308	-1.5982	-1.9937	1.1966	-1.2823	1.5415	-2.7136	1.5257	-0.57507	2.9558	0.14383	0.83846	-0.92708	-1.9933	-1.2831	-0.5721	-2.6809	-0.90911	-1.2817	1.5404	1.1941	-0.21625	1.55	1.5632	0.526	-1.2559	1.2172	-0.18375	-0.53405	1.9451	1.9321	0.15155	-2.6502	-0.17975	-0.87901	0.52093	-3.0032	-1.9469	-2.2966	-1.9561	0.87299	-0.52796	1.5929	-4.0971	-4.066	-3.0361	-1.9718	-0.54267	-1.2452	-0.19097	-0.19585	-1.9639	-5.9055	-4.8271	-3.0331	-3.3834	-5.1754	-4.1216	-4.4712	-4.471	-4.4683	0.15695	-0.56149	-5.5138	-3.0299	-3.0152
-1.4388	-1.0844	-1.4364	-1.7867	-1.4359	-1.4431	-0.38022	-2.1456	-1.0905	-1.7929	-2.5056	-1.7912	-2.1489	-1.4471	-0.73607	-0.37984	-1.7965	-0.37902	-2.5101	-1.4466	-1.4438	-1.795	-1.0924	-1.7954	-0.73965	-1.7942	-1.0912	-0.72407	-0.3647	-1.0857	-0.3736	-1.4366	-1.4364	-0.37237	-0.73252	-0.73228	-0.37168	0.33174	0.6827	-0.73095	-0.018912	-0.7307	0.67006	-1.0828	-0.019605	-0.74303	-0.3688	0.33344	0.33369	-0.030073	-0.38176	-0.016199	-0.36705	-0.367	-0.02969	-0.029595	-2.519	-2.1527	-1.8057	-1.8058	-2.5257	-3.2541	-3.9354	-2.9052	-1.4564	-0.74897	1.0095	-1.1067	1.721	-3.2253	-2.1609	-0.75561	-1.4836	-1.1036	-0.06337	-0.067296	-1.1296	-1.4852	-0.78178	-1.4771	-1.8275	2.0483	1.3507	0.98713	-0.063541	-0.070789	0.63409	-2.5527	-2.5524	-0.065652	-1.4889	0.3105	0.63603	0.28933	1.3533	-0.38494	-0.032027	-1.4498	-1.0961	1.3821	1.384	-0.40387	-0.37651	1.3861	-0.7401	-0.026316	-0.3735	-2.1396	-4.6232	-2.1392	-0.72177	-0.73506	1.0377	0.67997	0.68804	-0.72682	-2.5251	-3.2063	-0.7666	-2.5347	-0.39628	-3.2192	-0.74442	-0.75652	-1.8112	-1.4744	-2.9089	-3.9567	-5.7385	-3.6162	-3.5972	-3.2638	-3.5917	-3.2557	-1.8011	-3.5787	-5.3828	-2.8738	-2.5182
-1.3514	-1.3506	-2.0546	-0.99852	-1.3601	-2.0626	-1.36	-1.3593	-0.99546	-0.64438	-2.0591	-1.7058	-1.3553	-2.0589	-1.7022	-1.3504	-2.0535	-1.3492	-2.7552	-2.0518	-0.98729	-1.6994	-1.3484	-0.63466	-2.402	-1.3475	-1.7084	-0.9822	1.1343	-2.0455	-0.27852	0.072417	-0.98031	-0.97946	-0.62759	-0.6288	-0.27703	0.073976	-1.3419	-0.97824	-0.97764	-1.3405	-0.62701	0.075237	-0.28858	-0.62634	-0.27409	1.477	1.1264	0.77566	1.1273	0.7761	-2.0636	-1.7108	-0.63435	-1.3589	-0.99812	-0.29547	-1.7142	-1.3628	-3.487	-3.5023	-2.4215	-0.31693	-1.7184	-1.3633	-3.1473	-1.731	-3.1478	-0.30033	-2.4193	-2.0696	-2.0798	-2.4307	-0.30084	-1.39	-2.0862	-1.3751	0.026151	-1.3877	-1.7444	0.36975	-0.30492	0.74431	-0.33084	-0.33176	0.37811	-1.0376	-1.7512	0.73501	-0.65323	-3.8501	-0.30555	1.1085	1.1036	0.041346	-0.9967	-1.3646	0.39548	0.39675	0.40473	-0.99141	-1.7048	-1.3653	0.057843	-1.0017	-0.64347	-2.7532	-1.6981	-1.3439	-1.34	-0.27558	1.4898	-2.3922	-1.367	-1.3665	-1.7019	0.77396	-1.3687	0.75095	-0.99947	-2.4158	-0.29818	-1.0053	-1.0089	-4.9148	-5.2787	-5.2821	-3.1501	-3.1668	-4.5599	-1.3703	-3.8414	-2.4155	1.8207	-1.3604	-1.714	-1.3596	-2.4163
-1.6562	-0.96203	-0.96227	-2.3764	-1.6634	-2.0246	-0.95989	-1.6609	-1.3103	-1.3092	-1.661	-1.6564	-1.6556	-3.07	-3.4211	-1.6547	-2.3666	-2.7199	-2.3675	-2.0149	-2.0148	-2.0142	-1.3013	-1.6615	-2.023	-1.6614	-0.25285	2.2217	0.10772	-0.25329	-1.3051	-0.25196	-1.3044	-1.6553	-0.25124	-0.95243	0.10934	-0.95372	-1.6556	-0.25005	-0.24904	-0.95148	-0.95075	-0.9512	-0.95366	-0.94971	-0.25106	-0.248	0.45132	1.1531	-0.96291	-2.379	-3.0871	-2.3798	-3.4394	-1.3089	-2.38	-2.3832	-3.7997	-2.7312	-4.8538	-3.1069	-3.1044	-4.5172	-1.6639	-5.5903	-2.7485	-2.0444	-1.3351	-1.6826	-1.3313	-2.3968	-3.4611	-2.3954	-2.3965	-2.7514	-2.0521	1.1227	-1.349	-2.0609	1.1111	0.41018	0.41003	1.1256	-2.7679	0.41169	-0.64312	2.1831	0.069882	-0.28978	0.071329	-0.29527	0.78057	0.086437	-2.0422	-1.683	-0.27709	0.43576	-1.3244	-0.95702	-1.3214	-1.6726	-2.0181	0.09768	-2.7342	-0.59903	0.10009	0.097923	-0.96124	-3.4204	-2.7133	-0.2461	0.11277	0.46467	0.11084	-1.3019	-0.9488	0.46518	-0.61458	0.09915	0.44962	-0.26215	-1.6687	-2.022	-0.62065	-4.5353	-4.8878	-3.4531	-5.2095	-4.5337	-4.1532	-1.6675	-0.95011	0.45599	-0.59893	-2.7143	-1.2991	-2.3628	-2.3751
