46.32	46.285	46.249	46.214	46.178	46.142	46.107	46.071	46.035	46	45.964	45.928	45.893	45.857	45.821	45.785	45.75	45.714	45.678	45.642	45.606	45.57	45.535	45.499	45.463	45.427	45.391	45.355	45.319	45.283	45.247	45.211	45.175	45.139	45.103	45.067	45.031	44.995	44.959	44.923	44.887	44.85	44.814	44.778	44.742	44.706	44.67	44.633	44.597	44.561	44.525	44.488	44.452	44.416	44.38	44.343	44.307	44.271	44.234	44.198	44.162	44.125	44.089	44.052	44.016	43.979	43.943	43.907	43.87	43.834	43.797	43.761	43.724	43.687	43.651	43.614	43.578	43.541	43.504	43.468	43.431	43.395
46.349	46.314	46.278	46.242	46.207	46.171	46.135	46.1	46.064	46.028	45.993	45.957	45.921	45.885	45.85	45.814	45.778	45.742	45.706	45.671	45.635	45.599	45.563	45.527	45.491	45.455	45.419	45.383	45.347	45.311	45.275	45.239	45.203	45.167	45.131	45.095	45.059	45.023	44.987	44.951	44.915	44.878	44.842	44.806	44.77	44.734	44.698	44.661	44.625	44.589	44.553	44.516	44.48	44.444	44.407	44.371	44.335	44.298	44.262	44.226	44.189	44.153	44.116	44.08	44.043	44.007	43.971	43.934	43.898	43.861	43.824	43.788	43.751	43.715	43.678	43.642	43.605	43.568	43.532	43.495	43.459	43.422
46.378	46.342	46.307	46.271	46.235	46.2	46.164	46.128	46.093	46.057	46.021	45.985	45.95	45.914	45.878	45.842	45.806	45.771	45.735	45.699	45.663	45.627	45.591	45.555	45.519	45.483	45.447	45.411	45.375	45.339	45.303	45.267	45.231	45.195	45.159	45.123	45.087	45.051	45.015	44.979	44.943	44.906	44.87	44.834	44.798	44.762	44.725	44.689	44.653	44.617	44.58	44.544	44.508	44.471	44.435	44.399	44.362	44.326	44.29	44.253	44.217	44.18	44.144	44.107	44.071	44.034	43.998	43.961	43.925	43.888	43.852	43.815	43.779	43.742	43.706	43.669	43.632	43.596	43.559	43.522	43.486	43.449
46.406	46.371	46.335	46.299	46.264	46.228	46.192	46.157	46.121	46.085	46.049	46.014	45.978	45.942	45.906	45.87	45.835	45.799	45.763	45.727	45.691	45.655	45.619	45.583	45.547	45.511	45.475	45.439	45.403	45.367	45.331	45.295	45.259	45.223	45.187	45.151	45.115	45.079	45.042	45.006	44.97	44.934	44.898	44.862	44.825	44.789	44.753	44.717	44.68	44.644	44.608	44.571	44.535	44.499	44.462	44.426	44.39	44.353	44.317	44.28	44.244	44.208	44.171	44.135	44.098	44.062	44.025	43.989	43.952	43.916	43.879	43.842	43.806	43.769	43.733	43.696	43.659	43.623	43.586	43.549	43.513	43.476
46.435	46.399	46.363	46.328	46.292	46.256	46.22	46.185	46.149	46.113	46.077	46.042	46.006	45.97	45.934	45.898	45.863	45.827	45.791	45.755	45.719	45.683	45.647	45.611	45.575	45.539	45.503	45.467	45.431	45.395	45.359	45.323	45.287	45.251	45.215	45.179	45.142	45.106	45.07	45.034	44.998	44.961	44.925	44.889	44.853	44.817	44.78	44.744	44.708	44.671	44.635	44.599	44.562	44.526	44.49	44.453	44.417	44.38	44.344	44.308	44.271	44.235	44.198	44.162	44.125	44.089	44.052	44.016	43.979	43.943	43.906	43.869	43.833	43.796	43.76	43.723	43.686	43.65	43.613	43.576	43.539	43.503
46.463	46.427	46.391	46.356	46.32	46.284	46.249	46.213	46.177	46.141	46.105	46.07	46.034	45.998	45.962	45.926	45.89	45.854	45.819	45.783	45.747	45.711	45.675	45.639	45.603	45.567	45.531	45.495	45.459	45.423	45.387	45.351	45.314	45.278	45.242	45.206	45.17	45.134	45.098	45.061	45.025	44.989	44.953	44.916	44.88	44.844	44.808	44.771	44.735	44.699	44.662	44.626	44.59	44.553	44.517	44.48	44.444	44.408	44.371	44.335	44.298	44.262	44.225	44.189	44.152	44.116	44.079	44.043	44.006	43.969	43.933	43.896	43.86	43.823	43.786	43.75	43.713	43.676	43.64	43.603	43.566	43.529
46.491	46.455	46.419	46.384	46.348	46.312	46.276	46.241	46.205	46.169	46.133	46.097	46.062	46.026	45.99	45.954	45.918	45.882	45.846	45.81	45.774	45.738	45.702	45.666	45.63	45.594	45.558	45.522	45.486	45.45	45.414	45.378	45.342	45.306	45.27	45.233	45.197	45.161	45.125	45.089	45.052	45.016	44.98	44.944	44.907	44.871	44.835	44.798	44.762	44.726	44.689	44.653	44.617	44.58	44.544	44.507	44.471	44.435	44.398	44.362	44.325	44.289	44.252	44.216	44.179	44.142	44.106	44.069	44.033	43.996	43.96	43.923	43.886	43.85	43.813	43.776	43.74	43.703	43.666	43.629	43.593	43.556
46.519	46.483	46.447	46.412	46.376	46.34	46.304	46.269	46.233	46.197	46.161	46.125	46.089	46.054	46.018	45.982	45.946	45.91	45.874	45.838	45.802	45.766	45.73	45.694	45.658	45.622	45.586	45.55	45.514	45.478	45.441	45.405	45.369	45.333	45.297	45.261	45.225	45.188	45.152	45.116	45.08	45.043	45.007	44.971	44.935	44.898	44.862	44.826	44.789	44.753	44.716	44.68	44.644	44.607	44.571	44.534	44.498	44.461	44.425	44.389	44.352	44.316	44.279	44.242	44.206	44.169	44.133	44.096	44.06	44.023	43.986	43.95	43.913	43.876	43.84	43.803	43.766	43.73	43.693	43.656	43.619	43.582
46.547	46.511	46.475	46.439	46.404	46.368	46.332	46.296	46.261	46.225	46.189	46.153	46.117	46.081	46.045	46.009	45.973	45.937	45.902	45.866	45.83	45.794	45.758	45.721	45.685	45.649	45.613	45.577	45.541	45.505	45.469	45.433	45.397	45.36	45.324	45.288	45.252	45.216	45.179	45.143	45.107	45.071	45.034	44.998	44.962	44.925	44.889	44.853	44.816	44.78	44.743	44.707	44.671	44.634	44.598	44.561	44.525	44.488	44.452	44.415	44.379	44.342	44.306	44.269	44.233	44.196	44.159	44.123	44.086	44.05	44.013	43.976	43.94	43.903	43.866	43.829	43.793	43.756	43.719	43.682	43.646	43.609
46.574	46.539	46.503	46.467	46.431	46.395	46.36	46.324	46.288	46.252	46.216	46.18	46.145	46.109	46.073	46.037	46.001	45.965	45.929	45.893	45.857	45.821	45.785	45.749	45.713	45.677	45.64	45.604	45.568	45.532	45.496	45.46	45.424	45.387	45.351	45.315	45.279	45.243	45.206	45.17	45.134	45.097	45.061	45.025	44.988	44.952	44.916	44.879	44.843	44.807	44.77	44.734	44.697	44.661	44.624	44.588	44.551	44.515	44.478	44.442	44.405	44.369	44.332	44.296	44.259	44.222	44.186	44.149	44.113	44.076	44.039	44.003	43.966	43.929	43.892	43.856	43.819	43.782	43.745	43.709	43.672	43.635
