0.75095	2.1633	0.76826	0.76753	0.038512	1.1004	1.118	0.38946	2.1619	2.8726	0.74892	0.38789	0.40437	1.8271	1.8284	2.1776	2.5199	3.2315	1.1009	1.097	2.5203	2.1596	1.4588	0.38597	0.74999	0.74875	0.033764	1.0963	1.46	1.0981	-0.32341	1.8064	0.38773	1.4587	2.153	3.5821	1.4519	1.4592	0.38775	0.7477	-1.0438	-1.756	2.1593	1.8098	1.0905	1.8089	0.028671	-1.7852	-1.4233	0.73957	1.0886	0.38479	-1.0461	1.8073	-3.1671	-2.4626	-2.1635	-0.38855	-2.8227	1.0969	1.096	-0.68696	-0.32817	1.4484	1.8051	1.0908	2.8659	3.2264	3.2262	2.8645	-0.33079	1.7958	1.0852	2.5136	-1.7646	-0.71716	1.7948	2.1456	2.5128	1.4434	1.4435	3.5667	2.1454	2.8562	2.5062	-0.3676	0.73243	1.7945	2.153	2.5058	1.7941	1.4514	0.73215	2.863	1.8004	2.5049	1.7992	1.7997	0.73567	0.016656	0.72802	1.0773	0.36553	0.72376	0.72313	1.7854	0.69452	-1.064	1.43	1.0434	0.33161	1.4027	1.7523	-0.38408	3.2072	4.9788	1.4347	1.0709	0.72289	3.5578	1.4272	2.147	2.1478	3.5695	2.1483	-1.3999	0.74192	1.45	2.5118	3.2256	3.222	2.5103	1.8165	4.6426	4.2819	4.6425	3.9315	3.9315	3.5712	3.2201	4.6418	4.9916	4.9916	2.5078	1.8009	2.1507	1.4497	1.0888	1.7971	0.025864	1.4489	1.7998
0.70889	2.13	1.7701	0.70863	1.0691	1.0668	0.70717	2.1298	2.8404	1.4188	1.7687	1.0306	0.70619	1.0293	0.70627	0.35436	1.4165	-0.0068824	0.70521	2.4775	1.4162	1.0653	1.7665	0.3532	3.1513	0.66702	1.7276	2.0888	1.7289	1.7219	1.3703	2.0889	1.7281	3.1428	3.8537	1.7212	2.4314	1.0231	2.4317	1.7236	1.3723	2.7918	2.4313	2.0809	2.4311	2.4302	0.65873	-0.40289	-0.76476	1.0178	1.3673	-0.76319	-1.4739	-0.051665	-2.1851	-0.068914	2.0828	2.4493	1.7405	2.4493	-0.38628	-0.38662	-0.036181	3.5189	2.096	2.454	1.7419	0.68028	2.8134	1.7338	-0.036449	1.383	1.7402	2.4439	1.7355	-1.4621	2.0956	3.865	2.4427	4.5753	2.092	1.3841	2.4429	1.7318	2.8035	2.4461	2.443	1.7321	-0.39216	3.5143	4.2251	2.804	2.4427	2.8025	0.32176	0.67119	1.7331	3.1519	1.7317	1.0298	2.0874	-1.1104	1.7326	2.4352	0.66453	0.66101	2.0811	4.5639	1.3688	0.66008	1.0192	0.65868	2.0805	0.66148	1.0225	1.7234	1.7225	1.7157	3.1447	3.8476	2.4336	2.0758	3.4978	3.8481	5.276	3.8547	3.8543	3.8546	3.8542	3.5406	3.8914	4.2504	2.469	3.8529	5.311	5.3108	4.6	4.2494	4.2121	4.5626	3.1782	4.5619	3.8515	2.4291	0.30578	2.0788	1.7186	1.717	1.3606	2.0782	1.7171	0.64914
2.1734	2.173	1.8228	0.7338	0.73332	0.021019	0.37223	1.4342	1.794	1.433	1.0829	1.4335	3.2155	2.1438	0.73064	0.731	1.4324	2.8537	1.0813	1.4319	1.4313	1.0807	0.72985	1.0834	1.7921	1.4307	1.7912	2.5015	2.1413	2.8521	0.36755	1.0792	1.4328	0.015447	2.8545	3.1882	0.34425	0.34377	-0.0071949	0.70288	2.8273	2.1163	2.4759	3.5378	2.8538	1.792	2.827	-0.0082433	1.0533	2.5023	1.4029	0.34175	-0.7469	-2.1446	-0.36925	2.0883	-2.8865	-2.1731	-0.37045	2.8524	3.2126	2.5013	1.0785	2.8242	3.2104	2.1394	1.4281	-0.72445	1.05	0.36466	1.3996	0.72549	0.72466	1.3988	1.7581	-1.4389	-1.7998	1.3979	2.1359	2.4964	4.9514	3.5571	2.4683	-0.015246	0.69744	2.8197	3.5298	3.1797	2.4691	0.3629	-0.015603	0.35911	3.5571	0.33508	2.1348	1.7836	0.33274	2.1341	1.7547	0.33118	1.0413	1.7521	4.612	4.6113	1.4159	1.4157	1.414	2.4852	-1.8382	0.32281	-1.1011	-1.8124	-1.814	-1.7869	-1.1118	0.31127	-1.7974	4.2709	3.9171	3.8929	2.4983	4.6206	2.849	3.1822	2.1351	3.5564	0.36439	1.7874	4.6163	4.2661	6.3974	5.6863	5.0032	5.3258	4.9753	3.5808	3.5804	4.6144	6.3953	5.6849	4.2641	4.6139	3.9164	1.4232	0.71937	1.0723	2.1334	2.4943	1.7834	2.4939	1.4217	2.4933
1.4882	0.77667	2.1991	2.1984	0.42507	1.8208	1.4707	1.4704	1.8207	1.8368	1.8365	1.1265	0.4243	1.836	0.42377	0.40613	1.4851	2.5299	1.4676	2.1951	0.77329	0.77294	0.045054	1.4675	1.4676	1.1237	1.4669	1.8166	0.75537	0.75876	2.528	0.75514	0.044224	0.40784	0.40721	2.5308	1.1086	2.1803	1.1015	-0.32793	0.040788	2.5429	2.549	1.8386	2.9097	3.2595	3.2529	3.259	2.9084	2.1982	1.4795	0.76864	-0.30974	-2.0953	-1.3664	-2.4459	-2.0939	-1.0228	1.126	0.77662	-0.65429	-2.0798	-1.7111	2.1962	1.4804	1.4811	0.77244	-1.0009	0.061767	-2.0759	-1.37	-2.4509	0.41314	-0.65937	1.4809	1.8248	-0.6594	2.185	1.8318	3.2525	2.5422	0.76957	-0.29925	1.824	1.4738	1.1136	1.1201	2.9023	0.058444	3.9628	1.4741	2.9023	0.41813	3.2521	3.2451	4.3053	-0.66304	0.41396	1.1166	2.1881	0.41094	-0.66164	-0.65953	2.5312	0.043154	2.8938	3.95	2.5314	-0.66486	0.039814	-0.30441	2.5289	-0.30571	1.8162	1.4662	1.1018	1.4618	3.594	3.237	4.6541	2.8857	2.8856	5.004	2.5216	2.8821	3.2323	6.0744	3.9429	0.76551	1.1164	2.1873	4.6688	5.7297	4.6686	5.7287	4.6683	5.3616	5.018	4.3073	5.0009	5.0009	4.29	4.2902	0.74963	1.8106	1.8072	2.8778	2.5172	1.8068	3.228	2.5176	3.2315
0.78603	1.1461	0.085152	1.1465	0.084098	1.1462	0.78501	2.9177	2.5668	3.2776	2.5672	2.2062	2.2058	2.5659	0.78363	0.78242	1.4938	1.4906	1.8545	2.5383	1.1425	1.4932	-0.28031	0.052873	1.8533	0.080993	2.564	2.5639	1.8263	0.75467	1.1149	2.5295	0.74776	2.1759	1.8251	0.045949	1.108	0.74726	0.39704	1.0805	1.8187	1.1075	1.824	3.2462	2.8856	3.2451	3.59	3.2451	0.74542	0.74632	0.042627	0.04389	1.0791	-1.0549	-1.7727	-3.1985	-3.5498	0.7454	1.4561	2.5277	2.5274	-0.31624	1.8224	0.75086	-1.0308	1.821	2.171	0.39247	1.4532	0.039971	0.039534	-2.1219	-2.0956	-1.0334	2.5221	3.2325	6.7747	3.5831	2.5218	1.4565	2.1607	0.73904	-0.67418	1.4499	-0.67363	-0.32322	3.9327	1.8102	2.1613	0.38834	0.38811	-1.3858	-0.32188	1.0987	1.449	-0.70214	-0.6757	-1.7492	0.38512	2.164	0.3848	-0.32787	3.9336	3.2321	0.38786	3.9313	3.9305	2.8686	0.37778	1.8057	2.1552	3.577	2.8843	1.8158	3.594	3.5933	1.137	4.3301	6.1008	3.2416	4.3027	4.6526	4.6792	5.0127	3.6184	4.3287	4.6785	4.3285	4.328	5.3884	3.9408	5.3879	5.0372	6.4578	5.7474	4.6767	6.0969	5.7467	5.7467	5.7466	6.0968	5.7463	2.5272	2.1667	3.9384	2.527	4.6483	3.938	3.2368	3.5868	3.5872	3.5872
0.39157	-1.0226	0.041351	0.75255	0.74779	1.098	2.5197	2.1697	2.5193	1.8119	1.4615	2.1688	0.7494	0.74656	1.4608	1.4605	0.038492	1.8069	2.1676	2.1706	2.171	1.0989	1.0997	2.1703	1.4591	1.8097	0.037022	1.8091	3.2311	1.809	1.4583	3.2303	0.3506	3.9039	3.5436	0.35379	0.35297	-0.70908	-3.1973	-0.70825	2.1356	1.0644	1.0632	2.4818	2.1315	3.2115	3.9228	3.9216	4.2718	2.8614	1.0783	-0.33104	0.37075	2.503	-2.1227	-1.7606	-0.33041	1.0827	-0.32986	-0.3338	-1.4018	-1.0407	2.4991	-0.33382	2.8585	2.8951	2.5342	0.04975	-2.1178	0.016377	-1.7555	-1.0462	0.36662	-1.0471	1.4371	4.9806	3.5556	2.4948	3.9157	3.2048	3.9156	2.1439	4.2693	2.8581	0.36556	2.8582	3.2083	-0.3403	-0.34014	0.36524	1.0762	-0.69663	1.783	1.0716	1.0755	0.3641	-0.34071	-1.0488	-1.7616	1.4301	2.4906	0.71695	4.6208	2.5249	2.8839	4.6547	4.2936	4.2929	4.616	0.0038166	0.71058	2.1684	2.8786	1.4196	-1.4261	1.4185	4.2868	3.5401	5.3209	3.5392	4.6464	4.9962	4.9962	3.5753	4.2857	5.3559	4.9958	6.066	2.8737	4.9916	5.3514	6.0613	6.0613	6.0607	6.4108	5.3502	4.2831	5.3533	6.0633	5.3529	4.282	5.7029	2.1604	0.027194	4.9919	4.2812	3.9306	4.9917	3.9311	4.9913	4.9912	3.8939
0.45175	0.45135	0.091702	1.8738	0.45135	1.873	1.8733	1.5124	1.1618	1.1611	2.5833	2.583	2.2224	2.9328	2.2215	1.8708	2.2215	2.9322	1.1439	1.1601	2.9312	2.9309	2.2209	1.87	2.2044	2.5808	0.79816	3.2806	1.5092	0.78166	1.4923	3.6239	2.2028	1.1411	1.492	-2.0914	-0.31624	-1.7664	-1.4053	-1.4057	-0.66844	0.74425	0.0056461	2.1655	2.2017	2.5614	2.562	3.2258	2.8754	2.5248	3.9351	3.9354	1.4539	2.5239	-1.7678	-3.5443	-1.3817	-0.66901	-0.31952	-1.0304	-0.66951	1.1029	-0.28251	0.39139	1.1381	0.066379	-3.8407	1.848	1.8475	2.1614	0.02752	0.38772	0.38862	1.0994	3.5805	3.5805	3.5806	-0.32435	2.8693	2.5554	3.5798	2.8688	1.4477	3.2195	3.9298	4.6402	3.2193	0.3857	1.0973	1.4469	2.1578	2.5184	-0.67602	1.0964	0.35941	-1.3894	-2.1274	0.023478	-1.3895	2.9026	-0.67939	-1.3551	2.9005	-1.3553	0.41585	0.054767	0.76533	3.2632	1.1239	1.4738	2.8949	1.8333	-0.3014	2.1821	3.6024	3.2615	6.1182	5.4075	2.9257	2.9094	3.2754	5.0562	3.9855	6.1165	5.0559	4.3456	5.7496	7.8866	5.0551	2.1966	4.6946	6.8248	7.885	8.2448	5.0533	6.1141	6.8239	6.4735	6.4735	6.113	3.9657	3.9658	3.2548	3.6149	2.5537	4.6917	5.0354	3.2705	4.3249	5.7453	5.0346	4.3241
1.3437	0.99319	1.3437	0.28186	0.28278	0.99241	-0.043046	-0.42907	1.3428	0.99208	1.7385	0.63206	3.8602	1.3421	2.0532	2.7987	2.4486	2.7989	2.7628	1.7011	2.762	2.412	2.0518	2.7619	3.1122	3.1121	1.7008	1.3403	2.0506	1.34	0.98913	0.63217	0.63289	0.28271	-0.084585	1.6982	0.98688	2.414	2.0481	2.0475	2.0479	4.8958	2.7638	3.8249	3.8244	2.7633	3.4743	4.1842	3.113	4.1841	3.1124	3.8172	2.0461	1.335	-1.4991	-3.3007	-1.8593	-1.8592	-2.1906	-1.13	-0.76708	0.29949	-1.8402	0.29843	-0.062365	-1.4755	-3.2678	1.358	1.3574	-1.8374	-0.064806	1.0063	3.4884	6.3297	4.9087	4.9084	-0.07247	0.28783	3.8313	6.3284	5.258	4.5475	4.9072	4.9074	3.1264	2.4258	4.197	2.4196	4.5408	1.3482	-1.1354	-0.7682	-1.4857	0.28651	1.3479	0.63701	-1.8485	0.29192	1.0022	0.99779	0.64097	1.7116	-1.8482	2.4207	1.7091	-1.1409	1.7073	1.3472	1.3421	3.1128	4.8935	4.5329	0.28231	1.3388	3.4701	4.89	5.2392	4.8889	0.2786	2.4068	3.1068	4.2133	5.2737	6.694	4.8871	3.4662	5.2728	5.2729	5.6326	3.4653	5.632	7.4025	8.4625	7.7519	5.9812	5.9812	5.2707	7.401	6.3045	6.3043	6.3042	5.2336	4.8833	6.6538	5.2332	5.233	5.2328	5.593	5.9428	5.9428	4.882	4.8821
0.26534	0.97575	0.26552	0.97589	0.9913	0.99117	0.64063	-0.069868	-0.071042	1.3512	1.351	1.7011	4.1828	2.7619	3.1219	2.4113	3.4718	3.4716	3.8315	1.3495	3.8314	3.4708	1.3335	2.0436	3.1205	1.349	2.7593	0.98805	0.97223	3.1196	1.3319	-1.1371	-0.45026	-0.07567	1.346	2.0566	3.117	2.3927	3.1173	0.98538	0.63462	3.4676	4.5374	2.3926	3.4524	4.1621	2.0411	4.5366	3.8259	3.466	4.5362	3.8254	2.0548	-1.8589	-1.5112	-3.9981	-2.5693	-5.0578	1.6945	-0.78887	-1.1399	-1.5	-0.078559	0.96881	2.7402	-1.5015	-5.0536	4.8703	3.449	-3.989	-2.221	0.63	2.4011	1.3394	3.1111	2.0498	0.97298	1.3384	3.4605	3.446	4.5166	5.5768	5.2266	4.5162	3.4455	4.1704	2.399	0.97729	2.7491	0.26677	-1.1471	0.26613	-0.084883	0.26655	-1.5074	2.0477	-0.4455	4.515	4.8646	2.7332	0.2638	2.3815	0.60984	-1.5111	3.4401	3.0896	2.7283	1.3163	2.0422	3.453	5.9433	5.5826	3.811	5.2309	4.5199	6.29	4.1583	2.0204	2.0204	4.5172	5.5774	6.2874	6.6562	6.6561	5.9558	3.1139	5.2451	4.1743	5.2445	5.2445	6.6546	7.3644	7.014	8.0741	7.0136	6.3031	5.9529	4.8825	6.6528	4.8819	6.3024	3.4452	5.2416	5.9518	5.9518	5.2414	5.241	5.5911	5.5751	5.9353	5.2248	6.635
-1.0125	1.1195	1.4697	0.37276	-0.3027	1.1187	1.1185	0.7581	2.1794	1.8289	1.8286	0.7576	2.8894	1.8285	2.179	1.117	1.133	2.1779	5.0197	5.7298	4.6592	4.6589	1.4672	2.1772	3.238	4.6589	3.2378	1.0805	2.1766	0.40502	0.75498	0.36891	1.4658	0.7192	0.36857	0.71886	-1.4033	0.36857	0.36861	2.515	3.9116	5.332	1.4294	1.7899	2.8501	1.7889	-2.117	0.030829	3.1991	4.6201	3.1988	2.8485	-0.68009	0.39101	0.74145	-3.5171	3.5595	0.0066521	1.4284	0.0064334	0.71755	-1.0559	-1.4052	1.4273	2.523	-3.5429	-0.70752	6.0742	2.5221	-1.7699	-1.0584	1.7844	4.2661	4.9762	0.025953	0.36157	-1.0353	0.3863	2.5026	4.6341	5.3443	6.0546	5.3442	4.9938	4.2834	6.4042	4.9935	2.1761	0.4048	-2.7915	-2.1044	2.8619	-0.66705	-1.0435	-0.33123	0.37969	0.017972	2.1865	2.5008	1.439	-2.7933	-0.69431	-1.396	-0.33481	3.6034	3.9532	1.1207	1.4698	1.8299	0.40776	0.75707	-0.34032	2.9036	4.6739	4.3229	5.0326	2.9003	1.0769	2.5237	3.6096	6.4404	6.8001	6.7999	6.7997	7.1495	5.7388	5.7388	5.7385	6.4386	8.2187	9.2786	9.2783	8.5679	8.2175	6.7969	6.4367	5.7362	4.6502	6.0858	5.3601	7.1304	5.3596	5.7197	6.0695	5.7192	5.7193	7.8396	8.5497	7.8394	8.1993	8.199	6.0681
