3.7539	2.3919	1.7062	2.043	2.3657	2.3901	2.0443	2.7312	2.7079	2.3909	2.709	2.0433	2.4175	2.0806	2.0811	3.1094	2.7619	3.1126	2.4293	2.4237	2.0805	2.4325	2.7592	2.7575	2.0768	2.7484	2.4316	2.4323	2.083	2.0839	2.7747	2.0868	1.4063	2.0708	1.7435	2.7582	1.3913	1.3897	1.7304	1.4224	1.3856	0.38365	0.69657	1.0392	1.4212	0.72548	0.71721	1.0354	0.73343	1.074	1.0596	1.037	0.38113	0.36799	1.0724	0.38297	0.69607	0.72807	0.73506	0.7358	0.72931	0.37032	1.0599	0.35309	1.0753	1.4138	0.047272	0.38208	0.70175	0.38923	1.0629	0.38763	0.73861	1.0658	0.73422	0.72881	1.0759	1.0768	0.38657	1.0701	0.38548	0.37855	0.04547	0.046093	0.040434	0.74354	0.38154	0.38914	0.38874	-0.31473	0.032925	0.032482	1.0661	2.098	2.0846	0.715	1.0617	0.38715	0.72523
3.6196	3.6036	2.9379	3.6109	2.9749	3.6183	3.2787	3.6132	3.2736	3.608	2.5805	2.5873	3.6236	2.9059	3.2464	3.5596	3.2477	3.2559	3.9627	2.9095	3.6139	3.2702	2.5807	2.9315	3.946	3.5805	2.5836	2.9182	3.2427	3.2435	3.6163	2.9007	3.5816	2.5523	2.5532	1.8639	1.5409	2.248	1.8824	1.87	2.2131	2.2138	1.5407	1.5575	1.8834	1.5589	1.2045	1.8714	1.2196	2.2317	2.2185	1.2028	0.85205	1.1865	1.8671	1.8853	1.8856	1.5438	1.8826	1.2033	0.84029	1.5312	1.5319	1.5779	1.2075	1.5481	1.8919	1.546	0.52064	1.208	0.52271	0.85997	1.891	1.2119	0.52618	1.5837	1.2435	1.2106	1.5589	2.2459	0.86267	1.9248	1.9255	1.246	0.17412	0.8951	0.52153	1.5597	1.2441	0.54425	0.88863	1.2354	1.1983	1.2025	2.2668	1.921	1.5808	2.2703	1.914
3.599	3.262	3.9526	3.2669	3.6137	4.6443	3.9548	3.2826	4.3055	3.2622	3.6166	3.9572	2.9699	3.9958	4.0087	4.0446	4.0138	3.652	4.6846	4.0075	3.9957	4.0125	3.3193	4.0453	3.657	3.3567	3.3575	3.3538	2.6745	3.0153	3.0161	2.9693	3.3577	4.0486	3.3432	3.344	3.3601	3.7072	3.3041	3.0186	2.3293	2.3138	3.3608	2.6652	2.6821	1.6417	2.6625	1.9706	1.9712	1.9742	2.6649	3.0054	2.6674	1.9764	1.6259	3.007	1.99	3.0045	3.0089	2.3157	2.3203	2.3211	2.6652	2.6689	1.6255	1.9765	2.0027	1.3174	2.6734	2.6683	2.6692	2.6761	2.6974	1.6335	1.9845	2.0105	1.63	2.0084	2.6754	1.9823	2.673	1.9863	2.3498	2.3238	2.6983	2.6989	1.6594	0.9799	2.3543	0.92071	2.2914	1.2618	2.2984	2.9818	3.3213	2.9788	2.2955	2.6435	2.6441
4.0544	4.0549	4.4431	5.7757	5.4701	4.3969	4.7911	4.398	4.7923	4.7928	4.7934	4.7939	5.092	4.095	4.7812	4.0681	4.7825	5.0869	5.0913	4.7481	4.0948	4.0632	4.4376	3.7426	4.0933	4.0578	4.4024	4.0969	4.0977	3.3746	4.0654	4.1	3.7463	4.411	3.7104	4.0988	4.7896	3.4103	4.7911	3.4117	4.0687	4.0684	4.407	3.7238	4.4083	3.7513	4.0696	3.0302	2.6908	3.3811	3.0544	3.384	4.4085	3.0614	3.0296	2.374	3.7209	4.4353	3.7455	4.0951	2.7164	2.7133	2.0241	2.3928	2.7201	2.3811	2.7185	2.7228	3.059	3.4107	2.7216	2.7226	2.7198	2.3983	2.3993	3.0664	2.7409	2.0329	3.0802	1.6907	3.0791	3.4297	2.4004	2.741	2.0516	2.7161	2.7421	2.7531	2.0229	2.3526	1.6661	2.6741	3.7283	3.7325	3.3816	2.692	3.7301	2.699	2.7175
5.4521	4.4365	5.8071	5.4714	4.782	5.1188	5.1193	4.7633	4.7761	4.4367	5.4587	5.7954	6.1483	5.4727	5.4732	5.8001	4.4444	5.4751	5.8114	5.812	5.1088	5.4709	4.7839	5.4885	5.8292	5.4623	4.8006	4.0846	4.1077	4.4447	4.8107	4.46	3.7708	5.8155	5.4763	5.127	5.1233	4.4441	4.8124	4.1232	4.4463	4.7808	4.4754	5.156	3.7528	4.7824	4.0957	4.814	3.7922	4.7813	3.7581	4.12	4.1207	3.0856	3.7528	4.8078	4.8146	4.1252	4.4759	3.7865	4.121	3.7879	3.7546	4.1361	3.7916	3.7812	4.1223	3.4447	3.782	3.4492	3.434	3.7871	3.1109	3.8008	3.7994	2.744	3.4348	3.7879	3.4386	3.437	2.7639	3.4536	4.1409	3.451	3.7992	4.1399	3.8004	3.7948	3.8016	3.798	3.1322	3.8225	4.829	4.1622	4.1616	4.5094	3.7937	4.5279	3.8384
5.5784	6.6128	5.5753	5.9297	6.2664	5.577	6.2675	6.2681	6.9625	6.9668	5.6012	5.9337	5.5807	5.9247	5.5752	5.5783	5.9265	4.9133	5.5777	4.9145	6.609	5.6036	5.576	4.9129	5.2612	5.602	6.2927	5.5796	4.6113	5.265	5.6054	5.9359	4.5728	5.2636	6.6183	4.5629	5.2422	5.2507	5.5914	5.2793	4.2597	4.9151	4.5759	4.588	4.9011	5.6194	4.2385	4.5668	4.5905	4.5662	3.8976	3.912	4.5888	3.9132	4.25	4.9444	4.9312	5.281	3.9144	4.5646	4.5653	4.9378	4.2649	4.2521	4.2608	5.2604	4.2682	4.2544	4.9464	4.6075	4.9261	4.2694	4.9281	4.2714	3.5824	3.9165	3.9163	4.6122	4.6106	4.2489	3.9158	4.5903	3.5748	3.9016	4.2523	4.2657	4.2515	3.913	3.9135	4.6237	4.284	4.2843	4.6371	4.6251	4.9594	4.9598	4.2983	5.6316	3.9088
5.9419	6.2825	6.283	6.6336	6.298	5.9447	6.2948	6.6093	6.2821	5.9203	6.2608	6.2837	5.9703	6.2986	6.3053	6.3137	5.9622	6.6606	6.325	6.7034	6.3615	6.3271	6.3138	5.6484	5.6214	5.9692	6.3123	5.2969	5.9876	6.3284	6.3291	6.33	5.9746	5.9916	5.9916	5.9748	6.3133	6.314	4.9609	5.6379	5.9763	5.637	5.9778	5.6377	5.6506	5.979	4.6119	4.9463	4.5992	5.2874	4.6018	5.2924	4.5959	5.2889	4.9433	4.9439	5.9807	4.9789	5.6696	5.9764	5.6712	4.2849	5.6346	5.3194	4.6304	4.6314	4.9825	4.9835	5.2908	5.3257	4.9858	4.6358	5.29	4.9848	4.6295	4.9864	4.6034	4.298	4.9888	5.3231	5.6728	4.6262	4.9805	4.625	4.9756	4.9763	5.323	5.3298	4.6654	5.3079	4.6182	5.2937	4.2769	6.3207	5.3325	5.3053	5.3096	5.6562	5.3344
7.3262	6.683	6.6373	6.3317	6.6385	6.6852	6.9895	7.3302	6.3345	6.3474	6.3313	5.9941	6.3123	7.6929	7.3434	7.0041	7.0047	7.0053	6.3518	7.0244	6.6469	6.9976	6.6482	5.9651	6.3157	7.0241	6.3348	6.3356	7.6987	5.6188	6.3157	7.0065	7.365	7.3658	6.6529	6.6774	6.6783	5.9888	6.6752	6.3098	5.9605	6.6774	6.6782	6.6665	5.9773	6.6679	6.3143	5.9777	6.6511	5.9754	5.976	6.3266	5.6233	5.3116	6.3421	5.9785	5.3119	5.9892	5.6499	6.3407	5.6517	5.6527	5.9975	5.9946	4.6329	6.3452	5.6392	6.0017	5.3189	5.6561	6.001	6.3481	5.323	6.3361	4.6336	5.3234	5.309	5.9983	5.6591	5.9999	6.0083	5.669	5.3259	5.6698	5.6657	5.6628	5.6634	6.0076	4.9617	5.6642	5.6822	6.3725	5.6829	5.3294	5.6833	5.3427	6.3697	5.6802	7.0607
6.737	6.7376	7.0782	7.4084	6.7327	7.0733	8.1038	7.8009	7.411	6.7193	6.736	7.1113	7.4208	7.4338	8.1239	7.4445	7.4451	7.4845	7.0965	7.1087	7.4478	7.0724	7.0992	7.4193	6.7676	6.3807	6.7575	7.1098	7.099	6.7475	7.462	6.7728	8.1154	8.1401	7.1109	7.1117	6.7901	7.1271	6.7878	6.7748	6.7755	6.7752	7.1124	6.7731	6.4376	6.7744	6.0988	7.4832	6.0861	6.7903	7.1299	6.4407	6.7875	6.438	6.4424	6.4392	6.0998	6.448	6.4447	6.1007	6.4422	6.1031	6.1041	6.7951	6.4461	6.1071	6.4658	6.1052	7.833	7.1569	6.1075	6.4662	6.8171	6.8179	6.1288	7.1596	7.1542	7.1606	6.1303	6.8116	6.1224	6.4555	6.8139	7.1607	6.4714	6.132	6.4662	6.1255	5.781	6.4089	6.7423	6.3926	7.4407	6.3995	6.7514	7.098	7.4485	7.0988	6.4083
8.4768	7.7936	8.478	8.8347	7.4529	8.1397	7.7897	7.7865	7.4469	7.4513	8.1419	7.1147	7.4629	7.1297	8.1541	7.8047	8.841	7.4794	8.1525	7.4808	7.7876	8.1383	8.479	7.4835	7.7903	7.4627	7.7873	7.1418	7.8226	7.4495	7.8241	7.485	7.8258	8.1766	7.1429	7.4837	7.8245	7.4853	7.1461	7.4869	7.4877	7.8161	7.8293	7.1228	8.1497	7.1341	6.7846	6.4575	7.1358	7.1402	7.137	6.4513	7.137	7.1339	6.7844	6.785	7.1394	6.7862	7.821	6.7918	7.8228	7.4827	7.4826	7.1448	7.482	8.173	6.7902	7.1451	7.83	8.1811	6.7976	6.1075	7.4892	6.4561	7.8308	7.1515	7.1524	6.4632	7.154	6.7985	7.8344	7.8279	6.8021	7.8266	7.8273	7.1478	7.1518	7.1482	7.4885	7.1525	8.5224	7.1517	7.1486	7.829	7.8294	7.4898	7.8141	6.7845	7.8312
