3.3745	-0.12795	1.2402	4.087	4.8131	5.1412	-0.86667	-3.361	-3.6798	3.4202	-0.86267	1.642	2.6959	5.5125	5.8924	6.9464	7.6603	7.6628	9.0768	7.3178	8.0036	7.655	8.7092	8.0105	8.3471	8.7161	8.7024	7.6575	8.7115	8.3356	8.675	7.991	8.6935	7.9812	8.3332	8.6995	9.412	7.6859	9.0653	8.6748	7.9906	8.3772	9.0561	8.348	8.3849	8.3873	8.0391	8.3916	8.3765	8.3788	8.7314	8.7324	8.3572	9.0692	8.0362	7.3371	7.3122	6.9537	8.7262	7.6648	8.0172	8.3693	8.372	8.7244	8.0256	6.5995	8.0159	6.9526	6.9383	9.4296	8.0204	7.3051	7.6579	7.6604	8.0303	8.3835	8.0198	8.7059	7.29	6.6252	8.7127	6.5858	6.6206	7.6673	9.0813	7.6553	7.9911	7.6421	7.3101	8.3908	8.7427	7.6926	8.3507	6.9833	7.301	7.6365	7.6813	8.3826	9.1073	9.8085	7.6828	8.0475	8.3981	7.6977	8.7338	7.6707	6.9449	8.0058	8.7131	8.3686	7.655	7.6541	7.6664	6.6042	8.0153	7.2993	7.9858	8.702	7.6521	6.9463	8.0053	8.6937	9.0688	7.6588	9.0711	8.6982	8.3483	7.9991	8.3494	8.0044	7.2898	8.0056	7.6454	8.3648	8.337	8.0046	6.9282	7.9922	7.9935	6.9335	7.9966	8.7148	8.6999	8.3507	7.3419	7.3438	7.6423	8.3456	8.6977	7.7021	7.3535	7.3549	8.7586	7.7226	8.0613	8.0623	6.6508	7.7005	8.0512	8.7673
9.1934	7.7833	7.4336	3.4951	2.7927	2.8313	3.852	3.5331	1.0297	2.8201	2.0803	1.0378	2.7888	4.2052	5.2977	7.073	7.7332	8.13	4.61	7.4375	7.4365	9.8843	9.1898	9.1889	9.8918	8.4864	8.1383	9.2022	7.0764	9.5074	9.5101	9.8312	9.1466	8.7983	8.8001	10.203	7.7804	10.207	10.573	9.5141	9.4987	8.1238	8.4423	8.1278	9.5082	8.4834	8.8459	9.5487	9.2005	9.8861	9.1875	9.5404	9.5156	8.8429	8.1076	8.8197	8.1108	8.1121	8.098	7.3976	8.8112	8.4792	7.7379	8.4573	9.5045	8.8063	8.8085	8.8263	8.4342	8.4359	9.1651	7.7633	9.1535	8.4693	8.8324	9.1619	7.4403	8.4802	8.4793	9.8795	8.4709	9.1831	7.4614	9.1875	8.8394	9.8919	8.1461	8.8423	8.484	8.8458	9.1841	8.162	9.925	8.8514	8.1652	8.1696	9.554	7.8047	10.264	8.1564	8.507	9.5646	7.1	8.8682	9.1982	10.249	9.1979	9.1832	8.4583	7.7574	8.8356	8.8352	9.1845	9.1837	10.594	9.529	10.219	9.5176	10.219	9.1631	8.8141	8.8219	9.1733	8.1071	8.1223	9.1707	8.1104	8.1111	8.1121	9.1602	8.465	9.5145	8.4695	9.5329	7.0861	7.7759	9.1749	8.8265	9.5289	9.1938	8.4705	9.5329	8.4871	9.8995	9.1871	8.8398	9.5424	8.4669	9.1959	8.1207	8.8495	8.8512	8.4761	8.8379	8.1288	8.483	9.1793	7.7825	7.7838	8.1378
7.4428	7.1074	7.0944	9.5553	5.3311	4.27	5.3332	5.3374	9.2418	8.8602	8.861	7.4376	8.8493	7.7907	9.5583	9.561	8.8628	6.4025	5.3433	7.8226	5.0049	7.1202	8.524	10.432	10.64	9.5759	9.9385	9.2303	8.8824	9.9358	10.288	9.2127	9.9249	10.277	9.9286	9.5842	7.4776	10.635	8.8892	9.5918	8.8794	8.882	9.2308	8.5364	10.646	9.5917	9.2435	9.5962	9.5983	9.9608	10.996	10.298	8.8893	9.2415	10.304	8.1938	8.199	8.5472	8.9029	7.8265	9.24	9.9524	8.5373	9.5966	7.4807	9.2451	8.1964	9.5994	8.5327	9.5857	7.8501	8.8897	9.9529	9.9558	9.5983	8.5739	8.9029	8.2049	8.2145	7.8806	9.6207	9.647	8.5983	9.3009	9.653	9.6551	10.018	10.02	9.6444	9.6226	8.5707	9.6497	10.011	9.2756	9.6271	8.2265	9.2781	9.9736	9.6138	8.9136	9.2647	9.6153	8.5787	8.9291	9.9498	8.8849	9.589	10.285	10.634	9.9339	8.5221	9.5726	8.8713	9.9313	8.2233	9.9306	9.9304	9.2589	9.9691	8.5579	8.5528	9.6054	9.2626	9.2577	9.9693	9.61	9.5968	9.5977	7.8309	10.311	10.662	9.2468	9.2548	8.9006	8.5527	9.255	9.2495	9.5956	9.2467	9.9626	9.9644	9.9615	9.5768	9.6083	10.321	9.9725	8.9245	8.8991	10.666	9.2566	8.9319	10.321	10.322	9.2874	9.6388	8.5895	10.339	9.6297	9.9914	10.693
7.0678	8.8002	8.8068	8.8077	7.4053	7.4061	7.7674	7.768	8.47	12.703	11.627	10.944	9.8518	11.265	11.284	9.8758	10.578	9.864	6.6935	7.0467	8.7941	10.207	9.1651	10.212	10.198	10.2	9.8966	11.616	10.558	10.584	10.236	10.238	10.933	10.935	10.577	10.579	9.88	9.5457	9.8979	9.8859	10.238	10.237	10.239	9.1848	10.244	11.306	11.308	10.6	10.966	10.609	9.1998	10.844	9.8914	9.8997	9.9019	9.9037	9.5548	8.496	10.259	9.9045	8.8347	9.5408	9.8933	10.245	9.1907	10.25	9.192	9.558	9.9068	9.8945	9.5462	8.8424	10.252	9.1979	9.5573	9.9143	9.5666	9.5695	10.623	10.258	9.1998	8.8521	9.2049	9.9512	9.243	10.306	11.018	11.02	9.9446	9.9469	10.649	8.5229	9.6014	9.9367	8.8771	8.1778	9.9394	10.29	9.5908	10.986	10.627	10.987	8.1595	10.982	9.9174	8.8604	9.5706	9.5703	10.606	10.606	9.208	10.605	9.1931	9.9169	9.5663	10.266	10.266	10.962	10.601	9.9007	8.4932	9.9011	10.963	10.258	11.319	10.256	9.9106	9.5478	10.25	9.9011	10.247	9.904	10.605	10.967	10.609	10.261	9.9064	10.595	9.5598	10.248	10.96	9.9069	9.5527	9.2079	10.27	10.622	8.5066	9.9127	10.615	10.253	9.9122	9.2036	9.9157	10.267	9.5683	10.27	9.9084	9.5599	10.612	9.5628
9.0924	10.504	9.4478	9.0985	11.545	11.895	12.607	12.257	12.258	11.549	12.26	12.624	11.565	11.186	12.963	11.905	11.907	10.859	11.211	10.513	9.4885	11.218	11.554	10.54	10.182	11.245	12.308	12.31	11.953	11.238	10.89	10.892	11.227	11.229	11.231	10.532	11.584	11.586	11.562	11.59	11.916	11.201	11.553	11.555	11.208	11.56	10.535	10.537	10.516	11.568	11.227	12.64	10.531	11.584	10.175	9.8411	10.193	9.8449	10.907	10.185	10.184	11.246	10.898	10.9	10.192	10.555	10.197	10.199	10.565	10.549	10.192	10.194	9.1465	10.56	8.7856	10.205	10.569	9.8546	8.7968	10.192	10.906	10.198	10.911	10.557	11.266	9.8511	9.8537	10.916	11.601	11.603	11.605	10.556	9.1408	9.8424	10.194	9.4947	11.257	9.4963	9.481	10.893	10.543	10.544	10.894	9.5078	10.204	10.564	10.204	9.5073	10.189	10.903	10.192	10.185	10.191	11.601	10.55	10.9	10.183	10.168	10.879	10.168	10.878	11.228	10.168	10.879	10.204	10.565	10.566	11.254	10.906	10.557	10.909	10.56	10.215	8.8051	10.563	10.205	10.567	9.8591	10.921	11.273	9.8575	10.21	11.629	11.281	10.215	10.934	10.579	11.268	10.57	10.922	11.274	10.925	10.217	10.202	10.914	10.565	11.954	10.572	10.557	8.791
13.077	13.101	12.042	12.042	13.438	14.139	14.14	12.73	13.791	13.092	13.793	12.747	13.808	13.443	13.43	13.095	12.387	11.689	13.102	13.804	10.979	13.102	11.318	12.731	14.144	12.736	12.038	12.041	11.356	13.115	11	12.045	10.987	12.399	12.051	13.113	12.054	10.97	9.561	11.414	11.686	12.721	13.783	10.965	11.317	12.729	12.031	12.384	10.979	12.392	12.023	13.089	12.381	11.683	11.325	12.388	10.293	9.9452	10.634	9.9355	11.694	11.696	11.699	10.29	9.5859	10.298	9.2403	9.9527	10.655	9.9396	10.293	10.295	10.298	10.651	10.654	11.007	10.343	9.9956	9.9984	11	11.747	11.389	10.335	10.338	9.631	10.7	9.9957	11.048	12.093	11.745	11.747	11.389	12.451	9.9947	11.397	9.9973	10.699	11.396	10.684	10.685	10.686	11.387	10.337	8.5702	10.968	11.678	9.5509	10.961	10.252	12.006	11.656	8.8378	11.295	10.948	11.294	11.297	10.597	10.232	9.8814	10.932	10.931	10.931	11.281	11.641	10.582	10.933	10.935	10.926	11.638	11.64	10.581	10.932	9.897	9.5378	11.286	10.237	11.288	11.29	11.292	11.294	10.596	11.322	11.66	11.662	11.688	11.329	10.944	11.679	11.681	11.323	10.974	10.953	11.328	10.283	10.285	11.337	10.975	11.327	11.329	11.69
12.648	14.048	15.459	13.684	14.395	13.685	15.096	15.447	15.448	14.399	15.099	14.75	13.675	14.74	14.741	14.391	14.032	13.684	14.036	15.098	13.34	13.726	14.063	14.775	14.428	13.37	13.722	14.434	13.026	13.378	12.664	12.999	12.651	13.003	10.207	13.006	12.658	12.323	11.625	10.567	11.279	11.965	11.616	10.908	11.97	11.972	11.975	11.98	11.282	11.284	11.62	11.622	13.034	12.326	11.278	10.571	10.556	11.636	10.928	11.29	10.898	10.9	11.263	11.265	10.907	10.909	9.9145	10.967	10.97	10.955	9.9071	11.671	10.963	11.326	11.679	10.245	10.974	9.9004	9.8854	10.265	11.301	11.304	13.067	9.9232	12.723	10.279	10.982	12.045	10.269	12.742	11.333	11.335	11.686	11.338	9.8923	9.5435	12.005	11.29	10.581	10.582	10.583	12.344	10.584	11.294	9.8783	10.585	10.578	10.913	11.273	9.8625	11.973	11.272	12.682	10.215	10.911	10.914	10.9	11.609	10.899	11.258	11.608	12.308	12.308	11.641	11.291	11.292	11.98	12.332	10.924	11.986	11.287	9.5015	10.203	10.581	10.905	11.616	12.664	11.254	11.256	13.019	11.961	11.613	11.615	10.931	10.583	10.584	11.283	11.984	13.046	13.048	12.339	11.991	10.946	10.598	11.31	12.349	12.001	11.652	12.714	10.945
13.181	13.891	14.926	15.287	15.987	16.338	16.689	17.05	15.99	15.641	14.235	16.331	14.918	14.572	14.573	15.284	14.224	13.148	15.986	14.562	14.564	12.791	13.853	13.855	15.618	14.21	13.152	13.517	15.276	13.511	12.097	14.559	13.501	13.152	13.864	14.216	12.107	12.459	11.734	11.386	12.432	12.084	11.726	12.438	12.79	12.792	11.384	12.83	11.071	12.467	12.119	12.121	12.473	12.126	11.768	11.42	12.833	11.088	11.791	11.076	11.429	11.781	10.732	12.145	12.497	10.739	10.045	11.107	11.793	11.795	11.098	11.101	10.754	9.7098	12.52	10.416	11.129	10.404	11.817	11.82	11.472	12.885	12.189	12.192	10.058	11.471	11.474	12.186	12.171	11.113	12.175	12.527	11.819	12.18	10.775	11.126	11.477	11.462	12.174	11.465	12.526	12.176	11.817	11.817	11.511	11.512	11.846	11.143	11.496	12.206	11.845	11.495	10.047	12.204	12.517	11.792	12.152	12.152	12.151	12.501	12.151	12.851	10.783	11.133	11.134	11.82	11.121	11.823	12.885	12.187	12.189	12.19	10.405	11.482	11.133	11.104	12.165	12.166	12.517	12.87	12.172	12.174	12.176	10.782	11.484	11.822	11.823	12.535	12.187	11.478	12.189	10.764	12.543	11.468	12.531	11.459	12.871	12.173	13.225	12.526
14.371	15.066	15.767	15.417	15.767	15.768	15.768	16.479	16.48	15.404	16.09	16.09	16.451	15.042	13.632	15.393	14.333	14.694	15.395	14.019	14.006	13.308	12.6	14.012	14.725	15.077	14.019	12.974	14.386	14.343	14.704	15.406	14.348	15.409	16.111	15.762	13.654	12.596	13.992	13.307	13.309	13.661	11.902	12.954	12.956	11.908	10.853	11.205	11.551	11.903	11.905	14.018	13.32	12.262	10.147	13.327	11.202	11.898	11.9	11.552	10.495	12.958	12.26	12.262	12.264	11.566	10.514	10.867	11.93	11.583	10.876	11.939	12.642	12.295	12.298	11.601	12.289	11.231	11.944	11.597	12.3	12.303	11.957	11.609	10.536	11.949	11.584	11.937	12.64	11.592	11.234	12.296	12.298	11.949	11.984	11.935	11.26	11.622	10.913	12.324	13.025	12.676	13.027	10.2	11.261	12.306	10.895	11.605	12.305	11.245	11.955	12.655	11.954	11.954	11.231	11.591	11.941	11.94	11.94	12.99	11.939	11.589	11.222	12.639	11.569	11.57	12.621	11.571	13.333	12.275	12.277	10.541	10.893	10.894	12.291	11.232	12.293	12.994	12.295	12.647	12.299	11.935	11.937	11.956	11.217	12.279	12.631	13.343	12.634	12.285	13.347	12.988	11.233	11.932	12.284	13.346	13.698	12.29	12.641	12.293
13.037	14.798	14.448	14.799	15.859	15.499	15.5	14.103	14.804	14.09	14.44	14.441	14.092	14.442	14.443	15.494	15.494	13.048	13.734	14.794	14.095	13.736	13.738	13.04	14.803	12.298	12.3	13.712	14.059	13.741	14.453	15.155	16.216	15.868	16.569	15.51	13.752	12.321	14.093	14.795	13.737	13.389	13.391	12.692	10.587	11.649	11.635	12.337	13.049	13.401	12.703	13.055	11.997	13.41	12.712	13.415	12.324	12.326	12.328	11.981	11.283	12.695	12.338	11.29	11.646	10.22	12.333	11.286	12.339	11.992	11.645	12.708	10.951	12.004	11.32	12.005	11.658	12.361	13.074	13.427	11.67	13.433	12.026	13.089	11.328	12.031	11.684	12.037	12.39	12.393	13.455	12.397	12.031	12.033	12.018	10.969	12.021	11.322	11.673	12.375	12.026	12.027	10.977	10.251	11.316	10.966	12.726	11.316	12.726	13.076	12.015	11.665	10.267	11.312	12.362	12.012	11.661	11.661	13.071	13.07	12.72	11.332	12.01	12.369	12.73	13.08	12.731	12.732	13.083	11.674	12.736	9.2	11.308	12.009	12.72	11.661	12.362	13.074	11.665	13.077	12.018	12.02	11.301	12.004	12.006	12.718	12.719	12.361	12.363	12.724	10.978	11.68	11.668	12.73	12.022	12.024	13.786	12.028	13.089	12.381
