0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2792	0	0.2425	0	0	0.27509	0	0.3424	0.35411	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31178	0.31856	0.36881	0.70854	0.62945	0.5943	0.4735	0.50981	0.62412	0.28663	0.45388	0.32594	0	0.29586	0.46175	0.475	0.31466	0	0.29057	0	0	0.32332	0.23816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25011	0	0	0	0	0.2792	0.36881	0.21923	0	0.21667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32488	0	0.36245	0.54015	0.64131	0.46553	0.6491	0.49609	0.55286	0.57173	0.48131	0	0.35752	0	0.36067	0.57969	0.24109	0	0	0.2647	0	0.34392	0.48477	0.32488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34842	0.33648	0.23329	0.27675	0.40432	0.26921	0.2869	0	0.24508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31399	0	0.37364	0.59845	0.72807	0.46501	0.49899	0.42217	0.58072	0.63094	0.35752	0.30131	0	0	0	0.45219	0	0	0.46036	0.23654	0.2488	0.45524	0.46036	0.26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28951	0	0	0	0	0	0	0	0	0.20189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24358	0	0	0.32679	0.36699	0.40851	0.27675	0.25348	0.25478	0.2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3009	0.36699	0.5787	0.47792	0.56865	0.43015	0.58505	0.54902	0.37095	0.41566	0.42313	0.53498	0.37095	0.34452	0.64124	0	0	0.29013	0.2194	0.27972	0.52925	0.50464	0.22092	0	0	0	0	0	0	0	0.22918	0	0	0	0	0	0	0	0.26432	0.39017	0	0.20189	0.25831	0	0.24233	0	0	0	0	0.21117	0.20741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45875	0.34309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32235	0	0	0	0.3424	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30269	0	0.26051	0.39944	0.74096	0.35661	0.67338	0.35661	0.4735	0.46915	0.47534	0.26307	0.28348	0.49755	0.47318	0	0.32205	0	0	0	0	0	0.39384	0.59332	0.45128	0.19636	0	0	0	0	0	0	0.38475	0.31005	0	0	0	0	0	0	0	0.36814	0.47051	0.43257	0.29301	0.30131	0.25036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6554	0.39258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45989	0.49209	0	0.58576	0.56656	0.70854	0.48399	0.41681	0.72249	0.553	0.65619	0.37551	0.36485	0.50306	0.38792	0.3679	0.50604	0.35963	0.26155	0	0	0.43015	0.69392	0.61702	0.96159	0.32525	0	0	0	0	0	0	0.36179	0.39928	0.17037	0	0	0	0	0	0.31758	0.40858	0.59208	0.49777	0.26155	0.27655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40505	0.71788	0.39613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26757	0	0.39081	0.2869	0.28348	0.27509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34042	0.51706	0.41125	0.46403	0.49899	0.34594	0.41364	0.40395	0.40767	0.50167	0.62453	0.59742	0.33452	0.34594	0	0.30451	0.32594	0.28345	0	0.23211	0	0.47865	0.7012	1.1095	0.79303	0.51047	0.21662	0	0	0.27316	0	0.21662	0.37336	0.43085	0.2236	0.29301	0	0	0.39081	0.37095	0.34842	0.40317	0.59653	0.49498	0.40159	0.366	0	0	0	0	0.21498	0	0	0	0	0.24855	0.16262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32644	0.58949	0.32424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3009	0.31921	0	0	0.19695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38181	0.40894	0.64233	0.48863	0.39068	0.6945	0.50306	0.49498	0.50067	0.47586	0.51047	0.62238	0.47318	0.23064	0.33506	0.36281	0.44199	0	0	0.37464	0.32139	0.42285	0.53813	0.82629	1.3088	1.2495	0.45017	0	0.32399	0.46175	0.37364	0.34601	0.32525	0.44254	0.39017	0.23807	0.3138	0	0	0.34309	0.38622	0.43037	0.38419	0.56958	0.61585	0.32517	0.20319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29781	0.57002	0.30315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43507	0.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33648	0.48399	0.30013	0.3464	0.43801	0.4328	0.476	0.52051	0.62372	0.59653	0.51189	0.50626	0.32399	0.25348	0.33989	0.3082	0	0	0.2488	0.49777	0.48965	0.59332	0.74646	1.2654	1.3381	0.61036	0	0.38475	0.52622	0.4138	0.35015	0.38475	0.62786	0.37682	0.25671	0.24264	0.18942	0	0.23816	0.32525	0.46553	0.4523	0.49481	0.56865	0.35543	0.20059	0	0	0	0	0	0	0	0	0	0.19129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52276	0.40159	0.32205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27584	0.28432	0.26594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41591	0.49673	0.58093	0.48152	0.50902	0.50067	0.33397	0.44266	0.54984	0.58891	0.55201	0.36881	0.39243	0.47511	0.2725	0.27085	0.38634	0	0.2222	0.21252	0.35963	0.33594	0.241	0.30449	0.69258	1.3761	0.49436	0.50851	0.57173	0.39384	0.57803	0.46259	0.3703	0.56865	0.3703	0.31819	0.37228	0.4658	0	0.30013	0.2826	0.33064	0.54292	0.73475	0.5285	0.40624	0.23371	0	0	0	0	0	0	0	0	0	0	0.17725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23079	0.22928	0.26798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
