-1.8458	0.28942	-0.065953	-0.42705	-0.77894	-1.4918	0.30149	0.66129	-0.4126	-0.4121	-0.76541	-0.76548	-0.41424	-0.054353	-0.41688	0.29393	1.0046	0.65506	-0.42046	1.0017	0.64966	-0.061205	0.64958	-0.061078	-0.77485	0.28611	-0.42532	-1.1363	-1.1374	-1.4912	-1.12	-0.40935	-0.04936	-0.76228	-0.76168	-1.4759	-0.41237	-0.053213	-0.41514	0.29757	-1.1266	-1.1295	1.0067	0.29483	-0.057223	-0.41905	-2.9092	-2.1954	-1.4818	-1.1324	-0.42078	-0.4235	0.26178	0.3094	1.3529	1.3517	0.64027	0.63901	0.63806	0.27713	0.98752	-0.047483	1.3567	1.3565	3.1291	1.3558	3.1267	1.3524	0.28202	-1.1424	-0.070723	0.27897	-1.1462	-0.073012	-1.1535	0.63751	0.63596	-0.41693	-0.76888	0.29148	-0.42735	-0.77302	-0.43009	-0.43042	0.27945	-0.07141	-1.8585	-0.067306	-1.5182	-2.5823	-0.78901	-2.2317	-0.11293	0.23579	-1.1894	0.25191	-1.8848	-2.2384	-1.1748	-1.5302	-1.5079	-1.5246	-3.3113	-3.3092	-1.183	-1.1779	-3.305	-2.2424	-1.5314	-3.6786	-2.2309	-4.3688	-2.5836	-0.80857	-1.1693	-0.80927	4.8865	8.4374	7.3659	8.0753	7.0142	6.653	7.3822	8.4514	6.6695	7.0286	6.6671	7.0092	7.008	6.6468	8.0661	8.0648	8.4237	8.0622	8.4211
-2.2553	-0.82471	1.3094	-0.789	0.24483	-0.46803	-0.8299	-1.8575	-0.82983	-0.11878	-0.47148	-1.1461	-1.5442	-1.1858	-0.12282	0.23698	0.58706	-1.8881	-0.82615	0.24528	-0.11005	0.60115	-0.4613	0.96064	-0.8238	-1.5454	-1.5402	-0.46576	-1.1785	-1.5406	-0.4686	-0.1182	0.24147	0.59161	-0.1209	-0.47323	0.23134	-0.8351	-0.12402	-0.84329	-0.82437	0.24763	0.59767	-0.1141	0.24503	-0.46767	-2.6051	-2.6031	-1.8931	-1.1825	0.27549	-0.085812	-0.11913	0.95226	0.59026	-0.1228	-0.43951	-0.44128	-0.80132	-1.8669	-1.157	0.97868	0.9389	1.3053	2.7301	1.3076	1.3061	1.3059	-0.11923	-0.12	-0.12344	-0.12205	-0.12968	0.58137	0.94048	0.5793	0.93947	-0.12776	0.57587	1.6373	0.22282	-0.48959	0.22181	-0.1272	-0.47888	-0.84152	0.22959	0.60108	-0.46226	-2.2983	-0.46574	-0.51278	-0.51424	-1.588	-0.11843	-0.83083	-0.11939	1.6529	-0.88035	0.19529	0.54134	0.19225	-2.3323	-1.2588	-2.6596	-3.0113	-4.0861	-4.7587	-3.3788	-3.0412	-3.7095	-2.5997	-0.46578	-1.2239	-0.46688	-0.82966	6.9664	8.3988	9.4582	9.1071	8.396	8.7455	8.3946	8.7438	8.3928	8.3446	9.1006	8.7391	9.0981	8.7367	8.0354	8.3841	9.0667	8.3553	9.0643
-2.9546	0.27209	-1.1524	-0.079215	-0.77392	-0.42333	0.64765	0.28612	0.28482	-0.066754	0.64463	-0.42737	-0.42834	-0.06788	-0.78088	-1.1416	-0.45869	-1.2074	-1.1726	-0.78628	-2.2385	-0.78791	-2.2118	-1.1755	-0.4652	-0.4664	-1.1792	-1.8657	-0.80117	-1.1616	-1.8497	-0.80291	-0.091737	-0.093356	-0.094316	0.61719	0.6161	0.61596	0.61375	-0.45732	0.96285	0.61255	0.61184	-0.10062	-1.1725	-0.8131	-2.6357	-1.9252	-1.5633	-0.5019	-0.8525	-0.50172	0.22744	-0.4851	1.6495	-0.12404	-0.12583	0.93557	0.58452	-0.82678	-2.9792	0.59622	1.2934	1.6534	2.7137	1.292	1.651	2.3608	-0.45186	0.61832	-0.83818	-0.8064	0.6164	0.96614	0.25386	-0.78912	1.3345	0.27004	0.27101	-0.44218	-0.12916	1.2824	0.21882	0.57896	-0.13496	0.57655	-1.5598	-1.2096	-0.84715	-0.49637	-1.5667	-0.13972	-0.14166	-0.14358	-1.2139	-1.9316	-0.85383	-0.14317	1.2894	0.22622	0.21855	-0.13294	-0.13346	-0.84584	-0.53234	-2.9833	-1.5986	-3.7327	-2.6359	-1.925	-1.5643	-2.9861	-1.2087	-1.9222	-0.85881	-0.49978	0.20699	8.363	8.3651	8.7212	8.7398	8.7391	8.0313	9.0878	9.4502	8.029	9.0882	9.087	10.156	8.7347	10.154	9.0823	10.501	9.7899	9.7887
-1.4844	-1.1244	-0.062439	-0.06299	-0.063292	-0.40718	0.29515	-0.41711	-1.4882	-1.1292	-0.067713	-1.1311	-2.2047	-1.1321	-1.8441	-1.1332	-1.1121	-1.4732	-0.051636	0.65999	-1.4796	-1.4802	-0.40873	-1.4828	0.30164	0.29938	-0.06135	-0.41165	-0.77493	-0.4153	-1.835	-0.77457	-0.41697	-0.4152	-0.065096	-0.41701	-0.41702	-0.4184	0.64333	1.3734	0.66185	1.3714	1.0104	1.7211	0.30831	-1.1153	-0.053253	-1.4777	-0.76632	-0.41277	-1.1251	0.29782	-2.2002	-0.06479	-0.40938	-0.77816	0.65082	-0.067561	0.29234	-4.0097	-2.5797	-0.42135	2.0921	1.7515	1.7506	3.1711	1.7495	1.0371	-0.37697	0.33361	-0.73989	-0.76719	-0.40711	-0.74117	-0.76966	-1.0946	-0.38402	-0.061137	0.29938	-0.062844	1.3579	0.64709	0.99601	0.29291	-0.065387	-0.39611	-0.39723	-2.1848	-1.1096	-1.112	-0.068439	-2.2049	-2.5552	-1.4932	-2.2079	-0.42406	-0.78447	-0.42618	-0.075149	1.3471	0.98533	0.63351	-1.1673	-1.1677	-1.1672	-3.3048	-2.9523	-1.8838	-2.9585	-3.2632	-3.6438	-3.9797	-2.227	-2.9175	-2.5829	-1.4768	-1.4801	3.1378	12.36	10.939	9.8784	10.588	9.1668	10.936	10.225	8.8045	9.5137	8.4524	9.5114	8.4499	9.869	10.239	10.22	8.799	8.0877
-2.1854	-1.4741	0.29691	-1.1272	0.66484	-0.037679	0.66392	1.3738	-0.39964	-1.4634	0.65983	-0.75331	-0.75287	-0.40277	-1.8263	-0.40497	-0.75344	1.0193	-1.8277	-1.4701	-1.8294	-1.8344	-0.76166	-0.051082	-1.4721	-1.4723	-1.1232	0.3003	-0.39286	-0.74457	-0.034324	-0.034388	0.666	1.0254	3.1568	-0.037841	0.31219	1.0217	1.0214	1.0203	1.0197	-0.049309	1.0185	1.3681	-0.051457	-1.8292	-1.1257	-0.41422	-1.4775	-1.1266	-1.8384	2.0673	0.29796	-0.037675	0.31276	0.66286	-0.038995	1.0221	0.66051	-0.058346	1.0034	-0.042328	2.11	1.7589	2.1086	1.7312	0.68502	1.0439	1.3675	-0.3796	-0.045835	0.65353	0.65315	0.65184	0.67204	1.0305	1.7417	1.0294	0.31718	2.0886	1.0264	0.30716	-0.40574	-0.75632	-1.4688	-1.8297	-1.1371	-2.2172	-1.8501	-0.067828	-1.1581	-2.2215	-3.2954	-2.2234	-0.80038	0.26032	0.62626	-0.784	-1.1453	-0.76891	0.9871	-0.081847	-2.9306	-1.5008	-0.79574	-2.9413	-2.2218	-2.9345	-4.3672	-2.9384	-0.79688	0.28269	-0.79636	-0.094527	-0.44961	-2.5885	-1.5132	-1.8759	10.228	11.638	11.64	11.639	11.998	11.288	10.227	10.226	10.225	9.8644	9.5136	10.573	10.571	10.22	9.8588	10.218	9.1462
-1.7984	-1.4483	-0.37676	0.68467	-0.027269	0.32299	-0.021797	-1.0914	-1.8044	-1.092	1.0301	-0.38276	-1.8071	-0.033489	-1.4569	0.31497	1.045	-1.4404	-1.0802	-0.36925	0.33123	-0.3709	0.32914	0.32878	1.0386	-1.0857	-1.0866	-0.37651	0.32515	-0.026547	-0.028589	0.32247	0.32073	0.32066	0.68039	0.66167	-0.04908	0.31633	1.7213	2.0813	0.31856	1.3879	0.67673	2.0975	1.3866	-0.036173	0.67364	0.3129	-0.76645	-0.054734	-0.76663	-0.76829	-0.057498	-1.4815	-0.76981	-1.1055	0.29107	0.29036	1.3772	-0.045267	1.359	1.3587	2.0689	2.0887	2.087	2.7972	2.0859	1.0135	2.4346	-0.7683	0.29999	-0.057556	0.65294	1.7189	2.7896	-0.054927	0.99985	0.64829	1.3571	0.64608	1.3563	0.28287	0.64262	-0.069323	-1.4924	-0.42755	-0.78635	-2.2273	-2.9241	-1.1232	-1.1405	-1.5023	-2.5828	-1.5173	-0.44979	-0.083449	-1.5079	-0.7969	-1.5266	-1.861	0.62206	-2.5906	-4.0179	-0.44106	-1.1702	-0.81618	-1.5286	0.24025	-0.81861	-2.5748	-2.5795	-3.2763	-1.5022	-1.8709	-0.81031	-0.81156	-1.8596	-0.43571	11.277	12.346	11.986	10.925	11.634	11.984	10.573	10.922	10.571	10.92	9.8593	11.269	9.4974	9.1295	8.4554	9.498	9.8733
0.36841	-0.34281	-0.37004	1.4281	1.0768	0.38365	-0.32717	0.3831	0.022556	-0.67973	-0.32958	-0.33031	-0.33081	-1.3921	-0.33218	-1.0451	0.016868	0.72694	-1.0475	0.014715	0.37418	0.37407	0.011809	-0.68988	1.7665	0.010242	-0.36823	0.34152	-0.72004	-0.3514	0.35867	1.0689	1.779	0.3563	2.1277	0.7059	1.0655	1.0638	1.0632	2.1241	2.4833	2.8328	0.69986	-0.012182	-0.012134	0.68154	0.3306	-1.0932	-1.4446	-1.4605	-1.8227	-1.8232	-0.71607	0.34591	-0.36524	-0.73363	0.69406	1.765	2.8253	0.34208	-0.36941	0.32409	1.0504	2.8216	2.471	3.1709	0.30975	1.731	-0.052104	-0.053508	1.3676	0.65627	1.016	2.0765	3.1372	2.8059	1.0333	0.67161	2.0926	2.8022	-0.39315	0.31687	0.31626	-1.4649	-0.75342	-1.8129	-2.1652	-2.5429	-2.1831	-0.74413	-0.39533	-0.74724	-1.4756	-0.41416	-0.41521	-0.40016	-1.1284	-2.193	-0.39916	-2.174	-0.40037	-2.5632	-3.2759	-1.825	-0.75472	-0.40414	-0.055142	0.65555	-0.78431	-2.2083	-2.8967	-1.4734	-0.41251	-0.76391	-0.063953	-1.1532	-1.84	-0.40158	11.291	12	10.243	10.262	10.597	10.611	9.1897	10.609	9.8983	9.5475	10.257	10.256	9.8953	9.5444	9.5433	9.5421	10.601
0.2228	-1.2007	-1.1859	0.23564	-0.47564	-0.47677	-0.82731	0.21741	-0.47773	-0.47852	0.21554	-0.83057	-0.49609	-1.9204	-0.14815	0.92337	0.92273	0.92133	0.22917	0.93985	0.93801	0.93737	1.2877	0.57652	1.6463	1.9962	0.9343	-0.48881	0.57137	2.3529	1.6411	1.9908	2.3501	-0.14316	3.0491	1.2405	2.3472	1.6359	1.9491	1.5981	2.6584	1.2356	2.3255	3.3858	3.0249	2.3238	1.2662	0.91531	0.20339	0.20276	0.20226	-0.15905	-1.2219	-0.51093	-2.6457	-0.51267	0.19811	-1.2258	-0.86474	1.2572	0.5459	1.9665	3.0272	1.9655	3.0256	2.344	1.983	1.2713	1.2704	-0.15249	0.20778	2.3393	3.0383	2.6876	2.687	3.3967	2.329	0.5464	0.90549	2.3263	1.2542	0.19221	-0.52032	-0.87238	-3.7334	-3.0214	-3.7332	-0.8866	-0.86775	-1.5797	-1.582	-0.83506	0.18951	-0.5218	-0.8749	-0.52415	-0.17492	-1.589	-2.6683	-2.664	-0.88646	-3.3789	-2.6665	-1.9562	-1.2507	-1.9617	-0.89065	-0.89183	-0.19135	-0.89073	-1.967	-0.87148	-0.52038	-0.52193	-0.87317	-1.9541	-3.7295	4.8343	12.275	11.565	11.214	10.853	9.4422	10.502	10.851	9.44	9.4392	9.0783	9.0775	9.0767	9.0758	7.6547	9.074	8.7439	8.3826
-0.13633	-1.5604	0.21175	1.2829	0.21104	0.21002	0.21003	0.58897	2.3597	3.0697	2.359	0.93671	-0.48577	0.93523	2.0057	-0.4882	-0.84489	-0.83965	2.7036	0.931	2.3514	2.0006	1.6395	2.3493	1.9983	1.2865	0.91956	0.91896	0.5676	2.3386	2.3376	2.0059	3.4161	3.7757	3.4142	3.7737	2.7023	4.4827	2.7006	3.4103	3.77	3.4091	3.4083	3.7677	4.4777	3.4002	2.6895	1.2771	0.91692	0.56537	2.3365	1.6247	-1.5705	-0.50957	-1.5885	-0.84102	-0.13069	0.20368	2	3.4106	1.639	1.9987	2.6783	3.0378	3.0372	2.3255	3.0354	0.55631	0.55514	-0.15624	0.90382	2.6752	2.6741	3.0338	3.7437	3.7428	3.742	3.381	3.05	0.91679	1.987	1.2757	0.20335	-0.5147	-1.5828	-2.6715	-2.3212	-1.2254	-1.9323	-0.87694	-2.3005	-1.5895	0.18282	-1.257	-0.90625	-0.90817	-0.90906	-0.9107	-1.9739	-2.7117	-1.9746	-0.91944	-1.2704	-0.92069	-0.18422	0.16488	0.52386	0.16289	-0.57533	-0.92701	-0.92816	0.1582	-0.55303	-2.3021	-0.17004	-1.2329	-0.17145	9.0584	11.538	10.467	9.7662	8.3452	10.115	9.4177	9.417	9.4164	9.4156	9.0649	9.4142	9.7735	9.7728	8.7017	9.771	9.4102	9.4093
-0.38849	-1.8116	-1.1009	-3.2369	0.31955	0.70638	1.4161	1.4148	2.8358	3.5458	2.1241	2.1239	0.70156	-0.0096034	0.69989	-0.39688	-1.1082	-0.3989	-0.048946	0.66069	1.0206	1.3895	3.8703	3.5194	3.1586	5.289	3.1571	3.8668	3.5156	3.865	3.5137	3.8634	4.2225	4.9321	3.5103	4.2201	2.4384	3.1478	3.1473	3.5069	2.7956	2.7946	3.4891	4.5487	3.8376	4.927	4.2159	1.0232	4.2147	0.66121	-1.1074	-0.75861	-0.39803	-0.75878	-1.1101	-1.111	-1.1114	1.0164	2.787	2.7862	3.8466	4.5606	5.2699	1.7269	2.4268	2.4262	2.7854	1.7436	0.32079	0.67097	2.8018	3.8619	4.2212	3.15	3.8594	3.1483	0.31494	2.4366	3.5064	-1.0946	-0.034226	1.0359	-0.38669	0.32344	-0.74913	-2.9064	-2.5564	-0.73727	-0.73766	-1.4411	-3.2715	-2.5386	-1.4225	-1.8303	-1.8316	-1.8579	-1.8591	-0.79778	-0.79857	-3.2808	-2.2087	0.27015	-1.1526	-1.5047	-0.092928	-1.5071	-1.5071	-0.80647	-0.096736	-0.097778	-1.5109	-1.136	-0.78688	0.60869	-1.8314	-2.498	-0.72683	9.9194	11.339	10.628	10.627	8.8559	10.625	10.625	10.624	10.263	10.262	9.2015	8.4907	7.7796	7.7788	9.5583	9.1973	8.4864	9.1956
