6.686	6.0036	7.0362	7.0153	7.0285	7.0397	7.7466	7.0576	6.7002	7.4562	7.4621	7.8165	8.1703	7.4715	7.112	7.4726	6.7446	6.0565	6.4017	7.1188	6.3791	6.0395	6.7398	7.09	6.0406	6.7455	6.0784	6.7442	6.428	7.1428	7.5172	7.218	7.6014	6.2111	5.1805	7.9622	6.9542	8.0213	5.9396	7.3344	6.9754	6.9626	7.6703	6.9233	6.8967	7.5814	5.7841	6.8485	6.8193	7.2521	7.9704	5.8527	5.1286	7.4636	6.2926	7.2689	7.9786	7.6321	7.321	8.3616	7.9988	6.2397	6.5723	6.5454	6.5391	6.5359	6.1741	7.5768	6.1983	6.1869	5.467	5.464	6.1694	6.1621	4.7357	6.0392	4.017	4.704	5.0058	4.6903	5.0801	4.3266	4.0123	2.3442	4.5498	0.73779	1.4807	3.2942	2.1338	2.8745	2.8714	1.5189	1.5713	3.9836	3.9967	2.6955	4.0731	4.5468	3.4865	3.1467	1.555	3.3375	4.4285	6.0298	6.012	5.7343	5.9446	5.2043	6.657	5.2414	6.6518	6.2991	5.481	7.2316	5.8168	5.817	4.3957	5.0954	6.8476	4.0405	5.4559	5.4148	6.1027	6.094	5.0244	5.3518	6.0361	5.6588	5.6275	5.2565	6.3122	6.662	5.6059
8.1794	7.4945	8.1885	7.8329	7.1347	7.1387	7.8476	7.8407	6.4601	6.794	8.5854	7.5395	8.2435	7.2197	8.5983	7.221	7.2203	7.567	7.5613	7.5543	6.5224	7.9153	7.5622	7.9117	8.614	6.8557	7.5855	7.943	7.603	7.2503	6.5912	7.6742	7.3462	8.0692	7.4148	8.1337	8.1202	6.7392	6.0432	8.1504	7.471	7.103	7.7704	7.427	7.7531	8.438	8.4252	8.3832	6.5443	7.3423	9.1493	7.7441	5.2074	5.0482	7.5189	7.4089	6.6934	9.1643	8.1024	9.1965	8.8238	6.6922	7.3975	7.0164	7.7155	5.9415	6.9817	8.0394	6.9632	6.2916	6.284	5.9399	5.2229	6.2708	5.5731	5.4549	6.2822	6.2309	6.8602	5.8576	5.2236	4.5179	5.2201	5.8666	5.2609	2.3007	3.1549	1.6251	3.4306	2.5944	3.3777	4.0775	4.4265	4.7304	3.7196	2.4645	2.4141	3.3839	2.7865	3.8844	3.0476	2.6829	4.4712	4.9216	5.2688	5.6034	7.4142	5.7424	5.6555	5.6008	5.6624	6.665	6.3687	5.2239	5.9247	5.207	6.9537	6.5914	4.8088	5.499	5.8484	6.2014	6.1851	6.1748	6.1629	6.8519	5.7642	6.4631	5.7241	5.3489	6.0536	6.408	4.6443
7.9118	7.2191	7.5707	6.8644	8.284	8.6376	6.8737	6.8805	7.2394	7.9474	8.314	8.6927	8.3474	7.9898	7.291	8.3771	7.2904	9.0717	7.6314	6.6206	8.375	7.6791	8.3602	6.9712	6.6204	7.6511	8.03	7.3364	7.345	6.2948	7.3987	7.7711	8.1441	7.8158	7.8118	7.5113	7.1536	7.8627	7.8929	6.4533	8.5991	8.5897	9.2759	8.2101	7.3357	7.514	7.4575	8.8159	6.5141	6.9788	6.7869	8.1416	5.7369	7.7593	8.5901	7.8585	8.515	8.5675	6.7866	8.8401	7.1639	7.151	8.1904	7.8276	6.3972	6.041	6.7348	7.7759	6.7146	7.057	7.0876	6.368	7.4289	6.7267	4.9465	5.6571	4.8991	5.9263	6.9101	5.8465	5.2815	5.9915	6.1272	5.4154	4.5741	2.7239	0.24287	3.0756	2.3199	4.4462	3.737	3.1402	2.7311	3.1056	5.1962	2.8047	1.3295	1.7038	3.47	4.6642	2.099	3.4986	3.8574	2.4554	4.3639	6.507	6.9168	5.7743	6.4749	6.1072	5.7745	6.1166	6.4711	7.18	6.1158	6.0148	7.049	6.6837	6.314	5.9541	5.5898	5.9319	6.624	6.9808	6.2525	6.5912	6.2221	7.2308	5.4683	5.1002	5.7832	5.7952	5.4459
7.8658	7.8648	7.5188	7.8796	8.2314	8.584	8.2418	8.2434	7.904	8.6082	8.2651	8.9974	8.6527	8.3059	7.5973	9.0097	8.3104	7.956	7.9511	8.2952	8.2876	7.5923	8.6437	7.5731	7.9668	7.2247	7.5786	7.585	7.9872	7.6413	8.3393	8.4195	7.7309	7.7374	7.4094	8.143	9.2331	8.5561	7.8373	8.2144	9.2453	8.5644	8.9021	9.5816	7.722	7.1685	8.4705	8.459	6.9599	8.6341	8.091	9.1823	7.6023	7.9925	7.4328	8.1595	8.1594	9.5375	8.4885	9.1771	8.5082	9.1967	6.014	8.1209	6.7005	6.3379	6.327	7.3679	7.7082	7.6993	7.3407	5.964	6.6729	6.672	6.427	6.2222	5.5517	6.2508	7.1702	6.8259	6.2444	6.2813	5.3659	3.916	4.6159	5.1398	1.9571	3.7646	3.8959	5.0427	4.8039	4.8008	3.6925	4.3926	3.2674	4.1071	3.7614	1.9874	3.0405	2.3606	3.7819	4.1317	3.428	2.3615	2.6834	6.0626	5.7111	6.4058	6.691	6.3622	6.7166	7.0649	6.7121	7.1046	6.3568	6.9578	7.2864	6.9132	6.5913	7.9362	6.5647	6.5563	6.5477	6.537	6.5258	6.8643	6.4996	7.503	6.8112	7.1565	6.8001	6.788	6.7891
9.2234	7.8071	8.5296	8.8792	8.5299	9.2427	8.8863	8.891	7.8463	9.9694	8.5676	8.5962	7.9012	8.2555	6.1397	8.608	7.8993	7.5454	7.8977	7.8852	7.8784	7.5436	8.2349	8.9249	6.795	8.5594	7.1515	8.562	7.8709	7.8917	8.9702	9.0098	8.3313	8.7041	9.4373	8.7435	8.7725	7.7385	9.1699	8.4774	8.8252	8.8465	8.479	9.8647	6.3432	8.7804	7.2931	9.1041	8.6137	8.3916	7.6857	8.7761	7.0117	8.79	7.7378	7.733	9.1341	8.4156	9.821	8.7482	9.1238	7.71	9.0991	7.686	8.3741	8.0456	8.0333	8.0223	7.6623	8.0036	6.9036	6.6224	7.6817	6.9697	7.4068	5.7944	6.8406	6.4681	7.4586	7.3385	6.4247	7.5484	6.1399	5.2353	3.7697	5.9336	4.7454	5.3729	4.5163	4.2421	3.9408	4.3399	2.5804	3.5839	3.5151	5.9964	4.4078	2.2732	2.6243	4.0636	3.7166	4.417	4.4134	3.7104	4.7705	5.396	7.2064	6.0393	6.305	5.9769	6.7062	7.0304	6.694	6.6099	6.5973	7.6224	8.3112	6.5266	6.5076	6.6576	7.5256	6.8167	7.5088	6.3275	6.0867	4.6958	7.1112	6.4242	6.4193	6.0574	6.409	6.3926	6.3935
8.2557	8.6119	10.044	6.8745	8.633	8.2743	8.6378	7.9353	8.9981	7.948	7.9573	8.3406	9.0587	6.2742	8.0038	9.0642	8.7124	8.7092	8.379	9.0838	8.3332	9.0936	8.0238	8.0137	6.5844	7.633	7.9724	7.2766	8.3473	8.0178	8.3893	8.4349	8.4571	8.4793	8.5018	9.5851	7.8508	8.9311	9.3087	8.2711	8.2947	9.3755	9.696	9.6695	8.7825	7.2513	8.5955	8.1062	8.806	9.9921	9.8884	9.1815	8.8702	7.432	8.8475	7.4382	9.534	8.8257	8.4534	9.5026	9.884	8.1105	9.5092	8.4365	8.7845	7.361	6.6424	8.7485	6.6186	9.0807	7.7076	7.3542	8.4035	5.603	8.4818	6.1425	7.2008	7.1676	6.7478	8.0564	7.1975	6.6251	6.4609	5.6592	5.9202	6.2693	4.9223	5.2047	4.1745	3.9834	3.3376	4.0671	3.3337	5.0462	5.6607	4.2509	5.8067	5.6088	3.4484	4.7252	4.9476	4.8804	4.4935	4.1411	4.1373	5.1897	6.3367	7.1705	8.483	7.5373	7.8292	6.767	6.3994	8.0921	7.3731	7.0983	6.6217	6.0615	6.2259	5.8531	7.5935	6.5211	7.2265	5.4551	7.5568	7.5444	5.4197	6.8659	6.8672	6.8557	6.492	6.8426	7.2037
7.1207	9.2497	8.5478	8.8967	9.2466	8.5474	7.5429	8.2572	7.9027	8.6197	8.2781	8.6608	10.083	9.3825	8.6832	9.3836	10.093	8.6794	8.3258	7.934	7.5779	8.305	8.2966	8.9874	9.6863	8.2636	7.9136	8.9471	8.6117	7.9457	8.7007	8.7225	9.805	8.7665	8.789	9.5123	9.8955	9.5582	9.5452	8.8679	8.9197	8.9173	9.9604	9.5727	8.9163	8.915	9.2295	8.7846	9.473	9.4637	9.4956	8.4436	10.451	9.5576	9.1559	8.4534	9.8554	9.4838	8.7751	8.7637	9.4952	8.7828	9.1206	7.6974	7.7194	8.7345	9.4229	7.6833	8.0228	8.0169	8.41	8.4072	7.695	9.1046	8.7535	8.1261	6.382	7.7285	6.9686	6.6565	7.7909	6.8969	6.7603	6.2656	5.6548	5.2549	5.3239	4.4961	3.1046	3.1883	4.6474	5.4095	5.0469	4.9457	5.7044	6.0188	4.91	5.4118	3.1016	4.9022	4.8414	4.8398	6.195	4.9577	4.4497	5.5395	5.9859	6.0878	7.8121	7.4928	7.5014	7.7998	7.7846	7.7655	7.4966	6.7695	6.7281	7.0477	7.2374	6.154	5.7856	6.8305	7.52	6.366	6.0383	5.7313	7.4882	6.7543	6.7493	6.7442	6.7349	6.375	7.4365
8.7221	8.3681	9.0756	8.363	9.4231	9.0732	7.3179	7.6815	8.387	9.4536	9.4844	8.4329	10.205	8.8051	9.5258	8.8185	9.528	8.1283	7.7754	9.1814	9.2	7.0716	8.4747	7.0545	9.5152	9.1537	8.7857	7.7184	8.7705	9.5112	8.122	9.5542	9.9261	9.9482	8.5599	9.6432	10.016	8.6316	9.3656	9.7658	9.771	9.0571	10.463	8.6954	10.002	7.7422	9.3166	10.41	9.3499	9.7264	10.42	9.2159	9.8844	10.231	7.9233	8.2719	8.2678	8.262	9.6611	8.9833	9.681	9.319	8.5963	8.9346	8.9227	8.5606	7.8917	7.8367	7.1643	7.1948	8.2486	8.5936	6.8303	8.5901	8.589	6.8112	7.5285	9.3004	7.8745	7.0267	7.4448	7.1744	6.2542	5.2001	6.2503	2.7357	4.8959	3.3449	3.7771	3.483	4.9465	4.2669	5.241	4.839	6.1022	4.9499	6.8525	4.4527	4.1873	4.6238	6.0571	6.2971	7.0054	6.1028	5.2374	4.1264	6.5039	6.9843	6.9154	7.23	7.5777	7.5762	8.2825	7.2199	7.5678	7.8162	6.0759	6.2023	6.0318	6.7252	7.4087	7.6221	6.567	7.2645	7.0027	6.9078	8.0514	7.9947	7.6292	7.2847	7.2842	7.6344	7.2846
9.8979	8.4903	10.247	9.5343	9.1832	9.1832	8.4846	8.5108	7.805	8.8934	8.551	9.2595	9.9721	7.8722	8.9436	9.3031	7.5525	8.9613	8.633	9.3291	7.563	8.9672	10.01	9.651	8.9407	8.5812	8.5788	8.5616	7.5253	8.5879	8.2318	9.3104	8.982	9.7043	10.076	9.749	8.0446	9.4777	9.1774	9.5387	9.1867	10.944	9.1788	9.5238	9.5169	7.1447	9.8958	9.453	10.884	10.164	10.866	10.59	9.8765	10.143	10.152	9.4506	8.7468	8.4265	9.5508	9.4739	9.8115	10.15	9.7878	8.482	8.3533	8.3419	8.3235	8.3178	8.35	8.3439	7.9866	8.6891	9.032	8.6804	9.3796	7.0101	8.0579	7.4525	6.8693	6.292	5.6263	6.6861	5.2246	6.0826	6.2805	5.6664	4.896	4.5869	4.585	5.336	4.5824	5.9441	7.0418	5.9894	6.4697	5.7676	5.0573	5.0835	4.3861	4.3839	5.0835	6.0147	6.6618	7.0603	4.5454	3.5427	5.9667	6.4326	7.0027	7.7112	7.7081	6.6459	7.7029	7.3508	6.9882	5.9479	6.5264	7.5657	8.0815	8.5847	7.3753	7.7228	8.533	6.6551	8.4126	6.6482	7.4317	7.4222	6.7105	6.7102	7.0597	7.42	7.0605
8.923	8.216	8.5593	8.554	8.9027	7.1446	8.5566	8.2303	8.9352	9.6503	8.247	8.958	9.681	8.6319	8.643	8.3158	6.9142	8.7077	8.3578	9.4045	9.0497	8.6934	9.0363	10.088	8.6681	8.3266	7.9736	7.9963	10.107	9.0486	9.7622	8.0066	10.479	9.4408	9.4627	8.0677	8.4406	9.5395	9.9171	9.9161	8.854	9.5509	10.257	9.902	9.5352	9.0747	9.3351	10.593	11.639	10.917	9.498	11.614	9.4926	8.7947	9.8551	8.8069	8.8472	7.7832	9.3599	10.242	10.932	9.5105	8.7984	9.8469	5.9763	7.7262	8.8189	8.8142	8.1083	8.8026	9.8562	7.7279	8.7804	8.422	7.8133	6.1059	5.1818	5.9614	6.0032	7.1094	6.7472	7.4071	8.1052	6.0394	6.0857	4.9678	5.7181	7.4784	5.6668	6.0638	7.0304	7.0292	6.4588	6.758	5.7174	5.8499	4.8206	5.5295	4.8176	5.5254	4.7344	4.1106	6.7402	5.2934	4.321	5.0703	5.1351	6.1773	7.1036	8.1612	7.4475	7.0963	8.1535	7.4411	6.3612	6.9687	6.593	8.6977	7.4413	7.439	7.4352	7.0823	7.4286	7.4253	6.814	5.2906	6.7779	7.1182	8.1779	8.5276	7.8166	7.8162	7.4665
