6.686	6.0036	7.0362	7.0153	7.0285	7.0397	7.7466	7.0576	6.7002	7.4562	7.4621	7.8165	8.1703	7.4715	7.112	7.4726	6.7446	6.0565	6.4017	7.1188	6.3791	6.0395	6.7398	7.09	6.0406	6.7455	6.0784	6.7442	6.428	7.1428	7.5172	7.218	7.6014	6.2111	5.1805	7.9622	6.9542	8.0213	5.9396	7.3344	6.9754	6.9626	7.6703	6.9233	6.8967	7.5814	5.7841	6.8485	7.1179	7.2521	7.9704	5.8527	6.1235	8.3699	6.7213	7.2689	7.9786	7.6321	7.321	8.3616	7.9988	6.2397	6.5723	6.5454	6.5391	6.5359	6.1741	7.5768	6.1983	6.1869	5.467	5.464	6.1694	6.1621	4.7357	6.7932	4.9984	5.2849	5.7029	5.6586	6.5978	6.0549	6.2642	5.3662	7.4131	6.3664	6.6214	7.3327	6.427	7.17	6.4428	6.1603	6.7124	7.4755	7.7416	7.7787	8.0448	8.0126	8.0134	7.299	7.2795	7.8916	7.4416	7.9016	8.1554	6.7661	6.3168	5.5765	6.9531	5.6105	6.7538	6.3798	5.481	7.2316	5.8168	5.817	4.3957	5.0954	6.8476	4.0405	5.4559	5.4148	6.1027	6.094	5.0244	5.3518	6.0361	5.6588	5.6275	5.2565	6.3122	6.662	5.6059
8.1794	7.4945	8.1885	7.8329	7.1347	7.1387	7.8476	7.8407	6.4601	6.794	8.5854	7.5395	8.2435	7.2197	8.5983	7.221	7.2203	7.567	7.5613	7.5543	6.5224	7.9153	7.5622	7.9117	8.614	6.8557	7.5855	7.943	7.603	7.2503	6.5912	7.6742	7.3462	8.0692	7.4148	8.1337	8.1202	6.7392	6.0432	8.1504	7.471	7.103	7.7704	7.427	7.7531	8.438	8.4252	8.3832	7.744	7.3423	9.1493	7.7441	6.7781	6.0752	7.8267	7.4089	6.6934	9.1643	8.1024	9.1965	8.8238	6.6922	7.3975	7.0164	7.7155	5.9415	6.9817	8.0394	6.9632	6.2916	6.284	5.9399	5.2229	6.2708	5.5731	6.2607	7.2684	6.8184	7.5082	6.5806	6.9677	5.9677	7.0457	7.3826	7.4757	7.1145	9.5421	7.3066	7.4071	6.7461	7.0427	8.0911	7.8504	7.6426	7.1077	7.4157	7.0719	7.3252	4.721	6.4137	7.7869	8.098	8.3271	8.7265	9.0244	7.1633	7.8503	6.4142	6.0508	5.6008	6.0267	6.665	6.6138	5.2239	5.9247	5.207	6.9537	6.5914	4.8088	5.499	5.8484	6.2014	6.1851	6.1748	6.1629	6.8519	5.7642	6.4631	5.7241	5.3489	6.0536	6.408	4.6443
7.9118	7.2191	7.5707	6.8644	8.284	8.6376	6.8737	6.8805	7.2394	7.9474	8.314	8.6927	8.3474	7.9898	7.291	8.3771	7.2904	9.0717	7.6314	6.6206	8.375	7.6791	8.3602	6.9712	6.6204	7.6511	8.03	7.3364	7.345	6.2948	7.3987	7.7711	8.1441	7.8158	7.8118	7.5113	7.1536	7.8627	7.8929	6.4533	8.5991	8.5897	9.2759	8.2101	8.1115	8.0501	7.4575	8.8159	7.3663	7.6189	6.7869	8.1416	5.7369	8.9653	9.1221	7.8585	8.515	8.5675	6.7866	8.8401	7.1639	7.151	8.1904	7.8276	6.3972	6.041	6.7348	7.7759	6.7146	7.057	7.0876	6.368	7.4289	6.7267	4.9465	6.8479	6.347	6.9989	7.2757	6.3632	6.8	7.5968	8.808	8.1347	6.8601	7.1104	8.0147	7.9542	7.0492	7.4298	7.9398	6.8975	7.1968	7.6319	8.6633	7.6635	7.5391	8.1236	8.1627	8.7443	6.935	8.8415	8.2072	8.0319	8.7027	8.72	7.7349	6.2529	6.8021	6.4814	6.1928	6.4759	6.6028	7.2949	6.193	6.0148	7.049	6.6837	6.314	5.9541	5.5898	5.9319	6.624	6.9808	6.2525	6.5912	6.2221	7.2308	5.4683	5.1002	5.7832	5.7952	5.4459
7.8658	7.8648	7.5188	7.8796	8.2314	8.584	8.2418	8.2434	7.904	8.6082	8.2651	8.9974	8.6527	8.3059	7.5973	9.0097	8.3104	7.956	7.9511	8.2952	8.2876	7.5923	8.6437	7.5731	7.9668	7.2247	7.5786	7.585	7.9872	7.6413	8.3393	8.4195	7.7309	7.7374	7.4094	8.143	9.2331	8.5561	7.8373	8.2144	9.2453	8.5644	8.9021	9.5816	9.2094	8.0576	8.4705	8.459	7.4583	9.0043	8.091	9.1823	8.0738	8.8285	7.4328	8.1595	8.1594	9.5375	8.4885	9.1771	8.5082	9.1967	6.014	8.1209	6.7005	6.3379	6.327	7.3679	7.7082	7.6993	7.3407	5.964	6.6729	6.672	6.7165	7.0343	6.9008	7.0947	7.715	7.1893	7.2331	7.4526	7.7278	6.4858	6.849	8.276	7.3175	9.1359	7.776	8.4367	8.1123	8.3493	7.1676	8.0072	6.8468	8.1755	8.3736	7.7901	8.4003	6.9895	8.5544	9.0065	9.0846	8.6624	8.6202	8.5001	6.6689	7.0363	7.18	6.7556	7.1784	7.4627	6.9641	7.2621	6.5295	6.9578	7.2864	6.9132	6.5913	7.9362	6.5647	6.5563	6.5477	6.537	6.5258	6.8643	6.4996	7.503	6.8112	7.1565	6.8001	6.788	6.7891
9.2234	7.8071	8.5296	8.8792	8.5299	9.2427	8.8863	8.891	7.8463	9.9694	8.5676	8.5962	7.9012	8.2555	6.1397	8.608	7.8993	7.5454	7.8977	7.8852	7.8784	7.5436	8.2349	8.9249	6.795	8.5594	7.1515	8.562	7.8709	7.8917	8.9702	9.0098	8.3313	8.7041	9.4373	8.7435	8.7725	7.7385	9.1699	8.4774	8.8252	8.8465	8.479	9.8647	8.6386	10.173	7.9573	9.1041	9.5588	9.4647	7.6857	8.7761	7.0117	9.178	7.7378	7.733	9.1341	8.4156	9.821	8.7482	9.1238	7.71	9.0991	7.686	8.3741	8.0456	8.0333	8.0223	7.6623	8.0036	6.9036	6.6224	7.6817	6.9697	7.6812	6.9516	7.8268	7.1998	7.9071	7.3385	6.9901	8.2347	8.1816	8.1861	6.5001	8.1887	8.6495	8.9045	7.0733	7.1581	8.5751	9.0393	8.9197	8.2281	6.482	8.2246	7.9233	8.7613	8.1813	8.9025	8.6379	9.2769	8.9981	8.7776	8.378	8.83	8.3259	6.809	6.842	6.3827	7.3444	7.4043	7.0443	6.6099	6.5973	7.6224	8.3112	6.5266	6.5076	6.7361	7.5256	6.8167	7.5088	6.3811	6.0867	4.6958	7.1112	6.4242	6.4193	6.0574	6.409	6.3926	6.3935
8.2557	8.6119	10.044	6.8745	8.633	8.2743	8.6378	7.9353	8.9981	7.948	7.9573	8.3406	9.0587	6.2742	8.0038	9.0642	8.7124	8.7092	8.379	9.0838	8.3332	9.0936	8.0238	8.0137	6.5844	7.633	7.9724	7.2766	8.3473	8.0178	8.3893	8.4349	8.4571	8.4793	8.5018	9.5851	7.8508	8.9311	9.3087	8.2711	8.2947	9.3755	9.696	9.6695	9.1539	8.634	9.064	8.1062	8.806	10.506	9.8884	9.1815	9.238	7.432	8.8475	7.4382	9.534	8.8257	8.4534	9.5026	9.884	8.1105	9.5092	8.4365	8.7845	7.361	6.6424	8.7485	6.6186	9.0807	7.7076	7.3542	8.4035	5.603	8.6454	6.8044	8.0627	7.7275	7.201	8.0564	7.8607	8.1627	9.5739	8.6611	8.5243	8.5677	8.3384	7.9586	7.2562	8.2575	8.3647	8.2053	8.6265	9.1104	7.8503	7.6489	8.6214	8.7724	5.0699	9.0709	8.501	8.2087	8.3595	8.5534	8.8896	9.4594	8.0913	8.1493	9.1799	8.1459	8.3434	7.2848	6.5694	8.0921	7.3731	7.2571	6.6217	6.3554	6.2259	5.8531	7.5935	6.5211	7.2265	5.4551	7.5568	7.5444	5.4197	6.8659	6.8672	6.8557	6.492	6.8426	7.2037
7.1207	9.2497	8.5478	8.8967	9.2466	8.5474	7.5429	8.2572	7.9027	8.6197	8.2781	8.6608	10.083	9.3825	8.6832	9.3836	10.093	8.6794	8.3258	7.934	7.5779	8.305	8.2966	8.9874	9.6863	8.2636	7.9136	8.9471	8.6117	7.9457	8.7007	8.7225	9.805	8.7665	8.789	9.5123	9.8955	9.5582	9.5452	8.8679	8.9197	8.9173	9.9604	9.5727	9.4962	9.7255	9.5563	8.7846	9.473	9.4637	9.4956	8.4436	11.137	9.95	9.1559	8.4534	9.8554	9.4838	8.7751	8.7637	9.4952	8.7828	9.1206	7.6974	7.7194	8.7345	9.4229	7.6833	8.0228	8.0169	8.41	8.4072	7.695	9.1046	8.7535	8.5004	6.9861	8.0512	6.9686	6.6565	8.2068	8.1171	10.692	9.2727	9.2753	9.0877	9.3112	7.7119	7.0113	7.6523	9.1779	9.5824	9.5882	8.3231	8.2407	8.8107	6.6315	8.1213	7.8605	8.3245	8.2599	8.7045	9.302	9.0626	8.9269	8.5066	8.0937	7.2322	8.4088	8.0978	8.0855	8.2286	8.0055	7.8276	7.8254	6.9812	6.9505	7.1248	7.2374	6.154	5.7856	6.8305	7.52	6.5675	6.2731	5.7313	7.4882	6.7543	6.7493	6.7442	6.7349	6.375	7.4365
8.7221	8.3681	9.0756	8.363	9.4231	9.0732	7.3179	7.6815	8.387	9.4536	9.4844	8.4329	10.205	8.8051	9.5258	8.8185	9.528	8.1283	7.7754	9.1814	9.2	7.0716	8.4747	7.0545	9.5152	9.1537	8.7857	7.7184	8.7705	9.5112	8.122	9.5542	9.9261	9.9482	8.5599	9.6432	10.016	8.6316	9.3656	9.7658	9.771	9.0571	10.463	8.6954	10.319	9.2047	9.6322	10.41	9.3499	9.7264	10.42	9.5404	10.259	10.549	7.9233	8.2719	8.2678	8.262	9.6611	8.9833	9.681	9.319	8.5963	8.9346	8.9227	8.5606	7.8917	7.8367	7.1643	7.1948	8.2486	8.5936	6.8303	8.5901	8.589	6.8112	7.5285	9.3004	7.8745	7.8894	8.4645	8.8085	9.7638	9.4584	10.727	8.8909	10.042	7.7658	9.263	8.9112	9.3187	8.8203	9.5919	9.1781	8.5847	7.5691	8.0789	7.1432	8.0022	8.3746	10.391	9.7484	9.1662	8.653	9.3014	8.399	9.247	7.9962	7.4917	7.6605	7.8859	7.769	8.445	7.3569	7.6886	7.8162	6.0759	6.2552	6.0318	6.7252	7.4087	7.6808	6.6953	7.3523	7.0027	6.9605	8.0514	7.9947	7.6292	7.2847	7.2842	7.6344	7.2846
9.8979	8.4903	10.247	9.5343	9.1832	9.1832	8.4846	8.5108	7.805	8.8934	8.551	9.2595	9.9721	7.8722	8.9436	9.3031	7.5525	8.9613	8.633	9.3291	7.563	8.9672	10.01	9.651	8.9407	8.5812	8.5788	8.5616	7.5253	8.5879	8.2318	9.3104	8.982	9.7043	10.076	9.749	8.0446	9.4777	9.1774	9.5387	9.1867	10.944	9.1788	9.5238	9.5169	8.605	10.395	9.453	10.884	10.164	10.866	11.032	10.382	10.464	10.152	9.4506	8.7468	8.4265	9.9269	9.4739	9.8115	10.15	9.7878	9.3435	8.3533	8.3419	8.3235	8.3178	8.35	8.3439	7.9866	8.6891	9.032	8.6804	9.3796	7.2021	8.3789	8.0141	8.1914	9.1562	9.0617	9.9984	8.5399	10.057	9.9688	10.621	9.2615	9.3573	9.7237	10.421	9.2358	9.0802	9.9225	9.5411	8.9053	8.4824	8.0763	8.7747	8.695	8.4168	8.5594	9.4663	9.1664	9.3138	8.2926	8.0988	9.0479	7.9066	7.6155	8.1118	8.0143	6.8222	7.7808	7.4644	7.1053	6.0366	6.5264	7.5657	8.127	8.5847	7.4539	7.8469	8.533	6.7294	8.5103	6.7645	7.4317	7.4222	6.7105	6.7102	7.0597	7.42	7.0605
8.923	8.216	8.5593	8.554	8.9027	7.1446	8.5566	8.2303	8.9352	9.6503	8.247	8.958	9.681	8.6319	8.643	8.3158	6.9142	8.7077	8.3578	9.4045	9.0497	8.6934	9.0363	10.088	8.6681	8.3266	7.9736	7.9963	10.107	9.0486	9.7622	8.0066	10.479	9.4408	9.4627	8.0677	8.4406	9.5395	9.9171	9.9161	8.854	9.5509	10.257	9.902	9.5352	10.296	9.3351	10.593	11.639	10.917	9.498	11.614	9.4926	8.7947	9.8551	8.8069	8.8472	7.7832	9.9633	10.242	10.932	9.5105	8.7984	9.8469	5.9763	7.7262	8.8189	8.8142	8.1083	8.8026	9.8562	7.7279	8.7804	8.422	8.3433	6.6954	6.5537	7.6527	8.9939	10.639	9.9226	9.8594	10.262	9.1015	9.8867	9.356	9.9293	11.262	8.9347	9.2678	9.539	9.5025	9.2131	9.4064	7.9101	7.3416	8.6748	8.5798	9.1122	9.0586	8.4387	7.8495	9.2937	7.871	8.0917	9.261	9.2949	7.4101	7.6638	8.6061	7.7464	7.2639	8.2695	7.6114	6.4814	6.9687	6.593	8.6977	7.5435	7.5569	7.6233	7.2209	7.5318	7.5341	6.814	5.3571	6.7779	7.1182	8.1779	8.5276	7.8166	7.8162	7.4665
