3.1447	3.8253	4.1792	2.7825	2.7808	3.4879	2.7974	2.7808	3.4849	3.8292	3.8448	3.4897	3.4892	3.4863	3.1483	3.488	3.8389	3.4835	3.814	3.8284	4.1645	3.5054	3.1338	3.5011	2.7969	3.4892	3.8127	3.5034	3.8371	3.8318	3.1529	3.5041	3.8303	3.1501	4.1939	3.1362	3.5074	3.848	3.85	3.1698	3.5117	3.854	3.1738	3.5174	3.4697	4.2071	4.2069	3.5129	2.8264	3.8524	3.8543	4.2103
4.975	3.9621	3.6117	3.9437	3.5908	3.9627	2.9333	4.6539	3.9424	3.6132	3.5889	3.6122	4.3017	4.6513	4.3107	3.5901	3.6145	4.3043	3.6214	3.6136	2.9332	4.3105	4.6602	3.9699	4.9793	3.2762	4.656	3.9946	3.6157	3.9493	3.6405	3.6404	3.9728	3.9902	4.3208	4.3207	3.6306	3.9768	4.0092	3.3191	4.0266	3.6426	3.6762	3.6423	4.0258	3.6532	3.68	3.3223	4.0121	3.6618	4.0029	4.3689
3.3296	4.3827	4.021	4.3677	4.0493	3.6945	4.6903	3.9999	4.3707	4.3489	4.706	5.0577	5.0658	5.0663	4.3724	4.022	4.0192	4.3751	4.0185	4.3706	3.334	4.0232	3.6877	5.0677	4.3736	4.0234	2.9931	4.0191	4.3727	4.3764	4.7338	4.0304	4.3743	4.0266	4.7204	4.3765	4.3739	4.3739	3.6083	5.0159	3.9594	3.9593	5.0154	3.9673	4.6571	3.9631	4.6529	4.3165	4.6525	3.9836	3.9782	4.3193
4.179	4.8688	5.2084	5.9017	4.8713	5.2071	4.8666	4.8686	4.5191	5.2172	4.5193	4.5226	4.8722	5.5593	5.1836	4.8669	4.5189	4.8734	4.5242	4.5201	4.8774	4.5233	4.5192	5.2041	4.19	3.4884	4.5291	5.2237	4.8836	4.5296	4.867	5.2232	5.5555	4.5168	3.8429	5.5466	4.5209	4.5334	4.8863	4.9003	5.5726	4.5424	4.8923	4.8884	4.2095	4.8856	4.2015	4.8913	4.8957	4.2055	4.8952	5.235
4.7589	5.4495	5.1078	5.1121	5.0751	5.459	5.4247	5.7981	5.1152	5.1071	5.4566	4.7681	5.4663	5.4631	5.4255	5.4589	6.1522	5.108	5.1077	6.4912	5.7971	5.4712	5.8005	5.8046	5.4719	5.8003	5.4676	5.4712	4.781	5.8031	5.463	5.1245	5.1135	5.1248	5.8086	5.8085	4.4446	5.1207	5.4461	5.0899	5.4459	4.7496	5.4533	4.7601	5.4575	4.0635	5.4809	5.4493	5.4429	5.1064	5.4561	5.7883
6.0283	5.9941	5.3037	5.337	5.6428	5.3883	5.6834	5.3456	5.6792	5.6789	4.9547	5.3018	6.0275	5.6546	5.6541	5.6784	6.3689	5.6795	6.0071	5.993	5.6564	4.9661	5.6558	6.6794	5.3376	5.6584	5.6529	6.003	6.0028	5.9949	5.3185	5.6561	5.656	5.6559	5.6558	5.3536	5.694	6.0063	5.2615	5.2614	5.2613	5.2611	5.2334	5.6009	5.6007	5.9543	5.6079	5.9548	6.2984	5.2643	5.604	5.9537
6.3825	6.383	7.0737	6.3604	6.0439	6.3835	6.4026	5.7026	6.0359	5.6954	6.3835	6.384	6.3784	6.0382	6.0439	6.381	6.7267	6.7324	6.3758	7.4194	6.7286	6.7331	6.7354	5.699	6.7325	5.3523	6.3782	6.3819	5.6979	6.7347	6.7493	6.0419	6.0594	6.3993	5.7016	6.3867	6.059	6.0427	5.0322	6.7499	5.3735	6.408	6.4017	6.7301	6.0638	6.7536	5.7233	6.0632	5.7267	6.0665	6.7562	6.0668
6.3945	6.3879	7.0441	6.3536	6.3551	6.3395	7.0699	6.6804	6.3567	5.9718	6.6727	5.9761	6.678	6.3537	7.7136	7.0304	7.3645	6.3402	7.0459	7.3633	7.0229	6.6665	6.3385	6.6798	7.3593	6.3362	7.3598	6.3296	7.0194	7.7092	6.6814	6.6689	6.6811	6.6687	6.6869	6.6792	7.0291	7.0367	7.1176	6.7638	6.0774	6.0811	7.1172	6.7632	6.7631	5.7414	6.4312	6.081	6.0846	6.4381	6.0764	7.1199
6.4541	7.5121	7.1114	7.111	7.4767	7.4539	7.1258	7.1109	7.1114	7.1119	7.4563	7.1282	6.4392	7.1272	7.1044	7.4601	7.4772	7.4792	7.106	6.7904	6.7902	8.1599	6.7657	6.4394	7.1052	7.4789	7.1048	6.7957	7.4866	6.4465	7.1701	7.8262	7.1322	7.4821	7.132	7.1695	6.4795	7.4897	8.1905	7.8508	6.1269	7.5105	6.4742	7.1603	7.1639	6.1476	6.8375	7.5273	6.8417	7.5315	7.5312	6.8409
8.5172	7.8333	7.5166	7.5159	7.8049	8.1544	7.8039	7.8534	8.199	7.1464	7.4882	7.1425	7.4893	8.1868	7.8287	7.1482	7.8215	7.8272	7.8344	7.4939	7.1567	7.8374	7.8376	8.1736	7.4833	7.157	7.1505	7.1427	7.164	7.8362	7.4861	7.8405	7.5002	6.4701	8.1839	8.1837	7.5075	7.8397	8.1903	7.1978	6.8477	6.8145	7.5421	7.8581	7.5418	8.5479	7.1777	8.2076	6.8649	7.5546	7.5544	7.2188
