8.0377	8.711	8.03	6.9695	8.0197	7.6628	8.0276	8.0389	8.3996	8.0534	7.6664	8.0306	7.3095	8.0377	7.6813	7.6847	8.0484	7.3404	7.3387	7.3507	7.6795	7.336	8.3986	8.0619	7.3535	7.0122	7.024	8.0901	7.7377	7.4076	8.0906	7.3872	8.092	8.1154	8.1241	8.4836	7.4314	8.1516	7.8001	8.8233	7.4258	8.8391	7.4417	7.794	7.464	8.5189	8.1871	7.4803	7.8347	8.1577	7.4509	8.8665	7.815	7.8168	7.8268	7.8297	7.8368	7.8475	7.1543	7.4646	7.8226	8.1898	7.8405	7.8617	7.8553	7.8625	8.2305	8.2524	8.5666	7.8654	7.1747	7.5225	7.5341	7.9109	7.9365	7.2476	7.9613	8.3347	8.2864	6.8984	8.3165	7.9633	7.6202	7.9779	8.6963	7.6424	7.6503	8.0084	6.8964	7.2528	7.9604	7.9678	7.6393	8.3607	8.7035	8.3749	7.6721	7.6833	7.9693	8.3503	7.6458	7.3043	6.9589	8.0205	7.6832	8.0411	8.0533	6.995	6.5992	7.6596	8.3797	7.683	8.0342	8.0341	8.0455	7.3557	7.3509	8.4229	7.7044	8.403	7.3846	7.3701	8.0782	7.7391	8.1342	7.7932	7.4175	7.775	8.1118	8.8277	8.125	8.1213	7.7379	7.7766	8.4885	6.7239	7.7808	6.7319	7.7337	8.4437	7.3895	7.7398	7.3929	7.3995	8.4704	7.4111	8.1045	6.7249	6.6901	8.0915	7.756	6.7039	8.4587	8.1068	7.7649	7.796	7.0948	8.5211	7.4217	8.4649	7.7802
8.8162	8.4695	8.7927	7.7387	8.4428	8.0971	7.7513	9.5066	9.1598	8.1263	8.1166	8.4399	8.458	8.812	8.465	8.1181	9.5225	8.1253	8.1191	8.4946	8.5025	8.4778	7.7804	8.1422	8.145	9.2083	8.5163	8.1746	7.836	8.8807	8.192	8.5143	7.1113	8.1816	7.8402	7.8488	8.909	7.8673	7.8728	7.1753	8.9493	9.2671	7.8698	8.228	8.9395	8.9587	7.2015	8.9534	8.6208	7.9242	8.5737	8.5917	8.5955	7.5397	8.2425	8.9636	8.974	9.6775	9.3349	8.2946	8.6092	8.9665	7.9224	8.6263	8.287	8.2946	8.3058	9.0104	7.9686	8.2834	7.9428	9.3588	8.3127	8.6741	8.338	7.9995	8.0158	8.0291	8.387	8.0085	7.6603	7.3248	7.6743	8.4001	8.3937	8.4015	8.0725	8.0782	8.4339	8.7262	8.3957	8.4025	9.111	8.4179	8.0627	8.0885	8.7934	8.454	9.5121	8.7602	8.1039	8.4285	7.411	7.3826	8.107	8.8172	8.5108	8.1404	8.1518	8.4507	7.753	8.1175	7.7679	9.1861	8.1409	8.1524	8.5129	7.4625	7.4729	8.8401	8.8554	8.1648	8.8786	8.8903	8.905	9.6193	8.5771	9.2814	8.9381	7.8278	8.5411	8.548	8.1984	8.1956	8.5509	7.8415	8.5541	8.2019	8.5586	8.1588	8.5067	8.8664	7.8098	9.2189	7.8121	8.1839	7.1277	8.2024	8.5588	8.8672	8.8749	8.8823	8.5263	8.8987	8.9079	8.9207	7.8642	9.6332	8.2419	7.4836	8.547
7.5029	8.9073	8.8809	8.5202	9.2393	9.2437	9.5979	9.6019	8.9053	9.2431	8.8965	8.8998	8.5389	9.243	9.9309	8.5333	7.8524	7.8433	8.9019	9.2601	8.5673	8.5565	8.1997	8.5712	8.5645	8.5717	8.2428	8.9516	8.9602	8.5971	8.2689	8.9422	8.9512	8.6096	8.6185	8.6273	8.9865	8.9959	8.6549	9.7153	7.9735	9.0062	8.3134	9.0214	7.9768	9.0321	8.6856	9.4044	9.3945	8.6984	9.4027	9.0156	8.6695	9.0374	9.0414	9.0478	8.354	9.4115	9.0679	8.3583	8.6892	9.3804	9.0369	8.6937	9.0511	8.7081	9.0695	8.723	9.0816	8.3902	8.7057	9.4202	8.7266	8.3865	7.7251	8.7637	8.45	8.1127	8.8025	8.8404	8.4566	8.8216	8.4794	7.7859	9.1948	8.1348	8.1569	8.512	7.8163	8.5228	8.4789	8.8195	9.1773	8.1503	8.1427	8.8516	9.21	9.2174	9.2245	8.8849	8.8351	8.8444	8.5038	8.1631	8.5269	8.8867	8.8966	9.2462	8.5564	9.2238	9.5831	8.5273	8.8985	9.2555	8.5764	8.9232	8.9339	8.6078	9.3191	9.2725	9.2831	9.2976	9.311	9.3229	8.3074	9.3685	9.7039	8.6849	9.0185	8.9653	8.6419	8.644	8.647	8.9992	9.3508	9.7024	9.7042	8.9894	9.0078	10.061	8.5949	9.3152	7.9179	8.9562	8.2747	8.276	9.3185	8.273	8.9798	8.5873	9.3087	8.2656	8.9742	8.6185	8.6413	10.052	9.3611	9.0195	9.3719	8.9781	8.2736
9.8776	9.187	10.241	9.86	9.5205	9.5187	9.5227	9.1767	8.8441	9.1984	9.5379	9.2052	9.2083	8.467	8.4981	8.8381	9.1946	9.1886	8.5097	9.568	9.2395	8.8968	8.5216	10.28	8.8863	8.8937	9.2509	9.6085	8.5661	9.6085	9.2534	9.6129	8.5482	9.6075	9.2663	9.6251	9.6342	8.9369	8.6022	8.9559	9.3219	10.376	8.9434	8.9505	8.9548	9.3152	8.6262	10.368	9.6715	9.3252	8.9855	10.007	8.9598	8.9643	9.3183	8.2857	9.3283	9.3486	10.055	8.998	9.3688	9.3336	10.041	10.048	9.0043	9.3613	9.3727	9.0261	9.3877	10.092	9.4052	9.3671	8.6769	8.3402	10.103	8.7092	8.3712	9.4382	9.8017	9.4655	9.8238	10.141	8.7554	10.168	9.1245	10.181	9.8348	9.1451	9.494	9.153	9.4593	10.166	9.1227	8.78	9.1349	8.8112	8.4693	9.1779	9.5356	9.543	10.199	8.7939	10.218	9.1771	8.8497	8.8461	8.5195	8.1549	10.266	10.626	9.1773	10.237	9.1938	8.5008	9.556	8.8897	9.227	9.2614	9.272	9.2828	9.235	9.2223	9.6089	9.5975	9.6331	9.9938	9.2789	10.712	8.9639	9.6665	9.6072	9.9597	9.619	9.6155	10.318	9.6233	8.9243	9.6232	9.6257	9.278	9.2318	9.9322	8.8846	9.5912	10.644	8.8966	9.2473	9.6067	8.5584	9.2829	10.292	9.9491	9.593	9.251	8.9234	8.9327	8.5926	9.6483	9.6536	9.9998	9.6123
9.1261	9.8299	9.4711	9.8103	10.861	9.4689	10.183	9.4911	9.1312	9.4852	10.199	8.8057	8.8089	9.8324	10.195	9.8403	9.8482	10.216	8.8133	9.8855	9.1792	9.8873	8.8254	8.8329	9.5402	9.5476	9.9052	9.2123	10.28	9.8974	9.1997	9.9092	9.8815	9.1901	9.9053	9.9078	9.5668	9.9259	9.949	9.5945	9.9681	9.2641	9.233	9.603	9.2569	9.261	9.2651	8.2187	9.9737	8.9273	9.9656	9.2445	9.5825	9.2502	8.8904	8.8945	9.5988	10.314	9.2599	9.6167	10.334	10.299	9.6093	10.326	9.6229	9.2797	10.348	11.055	8.952	8.9597	10.392	9.6327	9.2922	9.3157	9.3268	9.6878	9.3499	9.3621	9.0252	9.7387	9.3967	9.0201	9.3791	9.7511	9.7656	9.7622	9.4297	10.481	10.125	10.131	9.4004	9.4069	10.1	10.121	9.7794	9.788	9.4474	9.4574	9.4652	10.535	9.7843	10.144	9.4528	10.523	8.7717	9.1315	9.8355	9.5524	9.9127	10.266	9.524	10.233	10.241	9.2013	10.967	8.8659	9.9276	10.302	10.299	10.31	10.276	9.2359	9.9469	10.308	10.68	8.9305	10.341	9.9948	9.2968	9.6529	10.295	9.948	9.9548	10.308	9.6102	9.2593	9.9654	10.317	10.32	9.6222	10.266	9.5683	10.63	9.9219	9.9246	9.9342	10.642	9.936	10.656	9.9517	9.9061	10.624	10.275	10.644	10.292	10.301	9.9571	10.313	11.028	11.037	10.284
10.612	9.5615	9.5698	10.596	9.55	10.255	9.555	9.5628	10.267	10.271	9.2142	9.9416	10.265	9.1941	9.5717	10.629	10.987	10.294	9.2417	9.96	11.012	9.2654	9.9503	9.2477	10.309	9.6159	10.324	9.9808	9.2779	9.9964	10.355	9.2668	9.6293	10.338	9.9969	9.3017	10.015	10.024	10.033	10.043	9.6959	9.6651	10.722	10.028	10.384	8.9785	10.393	10.047	10.751	10.069	10.06	10.386	8.9799	8.9838	9.6985	10.053	9.7058	10.76	10.415	10.771	9.7274	10.057	9.7134	9.72	10.077	10.434	10.091	10.098	9.756	10.114	10.471	10.785	10.096	9.756	10.467	10.828	9.429	10.151	10.164	9.8273	10.139	10.503	10.174	9.4794	10.546	10.907	10.914	10.921	10.572	9.8767	9.8336	9.4828	10.2	10.207	10.215	9.8736	9.8829	10.943	10.255	10.27	9.8756	9.1707	9.1977	10.254	9.9137	10.274	10.283	10.644	10.654	9.6075	9.9158	9.9251	10.64	9.9463	11.012	9.6114	10.333	11.044	11.765	10.709	10.667	11.732	12.092	10.693	10.703	11.065	10.37	10.722	10.024	11.077	10.322	11.039	10.341	11.045	11.758	10.35	10.353	10.356	10.008	10.011	10.309	9.9595	10.655	10.307	10.309	10.312	10.316	10.32	9.9985	10.681	10.989	10.67	10.328	9.2516	11.045	10.701	11.766	11.061	10.717	10.722	11.025
10.877	9.4705	10.145	10.863	10.868	10.868	9.816	10.881	10.174	11.239	10.892	9.8491	9.8088	10.176	10.533	10.19	10.907	10.915	9.5121	10.93	10.232	10.946	10.211	10.932	10.579	9.5363	8.8333	9.9012	10.259	10.618	10.259	10.231	10.256	9.8979	10.257	10.616	9.5743	9.2332	10.643	10.653	10.676	10.643	9.5986	9.6046	10.311	9.9668	11.383	10.327	10.681	9.999	10.662	10.316	9.6198	9.9739	10.678	10.331	10.335	10.689	9.9926	10.011	9.9767	10.683	10.69	10.696	11.063	10.71	11.427	10.724	10.032	10.038	10.353	10.354	10.711	9.3178	9.6776	10.739	9.3635	11.122	10.425	9.7374	10.77	10.434	10.448	10.461	11.183	10.835	10.496	10.856	10.163	10.518	10.476	10.481	10.488	11.555	10.503	11.221	10.87	10.531	11.254	9.8569	10.866	10.175	10.528	10.538	11.258	10.558	10.217	9.5315	10.578	9.8301	9.5031	10.214	10.226	9.8876	10.599	10.61	10.621	10.281	11.353	10.593	11.665	10.959	10.619	10.98	11.701	10.648	11.36	9.9552	9.9539	10.948	10.955	10.957	10.957	10.963	11.326	10.619	9.2253	9.9253	11.689	10.589	10.589	11.3	10.241	10.243	10.595	10.948	11.312	10.605	10.624	10.917	10.924	10.244	10.952	11.67	12.027	10.271	10.277	10.632	10.987	10.61	10.602
11.39	9.6331	10.671	11.021	10.328	10.332	12.097	10.691	11.045	11.749	9.6428	9.9666	10.334	10.34	11.397	11.054	11.411	10.369	10.726	10.734	10.742	10.007	10.728	10.025	10.743	10.4	9.6977	10.415	10.062	9.7106	10.393	8.99	10.762	9.7102	10.779	11.138	11.147	10.456	10.106	10.499	10.467	10.823	10.478	11.884	10.13	10.136	9.7922	11.209	11.214	11.568	10.831	10.828	10.832	10.837	11.19	11.192	11.545	10.499	10.866	10.468	10.836	11.192	11.198	11.555	10.151	9.4579	10.876	10.172	10.889	10.854	11.214	11.921	9.8177	10.885	11.243	11.252	11.263	10.575	10.227	9.8396	9.5089	10.576	10.939	10.601	10.613	11.325	10.987	10.648	10.66	10.967	10.286	10.268	11.008	9.9545	10.672	11.03	10.69	9.9919	10.355	11.025	10.331	10.705	11.766	11.075	11.435	11.445	11.105	10.739	9.9777	11.048	11.061	10.722	10.374	10.747	10.76	11.821	12.182	11.143	10.743	11.454	11.489	12.2	11.861	12.221	11.179	11.881	11.183	11.518	10.777	10.403	10.406	10.769	11.122	11.825	11.478	11.481	10.784	10.077	10.794	10.024	11.438	10.738	10.739	11.091	11.793	12.146	11.099	10.753	11.458	10.713	10.373	10.74	11.798	11.454	10.399	10.405	10.77	11.475	10.084	11.44	10.759
9.7349	10.792	10.092	10.099	11.863	11.157	11.16	10.465	11.529	11.173	11.52	10.814	10.819	10.826	10.483	10.841	10.148	11.566	11.213	10.524	10.149	10.857	11.575	10.872	11.23	10.887	10.894	11.251	10.208	10.161	10.172	10.179	10.537	11.246	10.905	10.913	10.572	11.282	10.241	10.904	10.559	11.625	10.57	11.636	10.231	10.938	11.294	10.951	10.93	10.235	10.94	11.294	9.5373	10.951	11.303	10.605	10.958	9.9109	9.5148	10.223	10.584	11.283	11.649	12.006	11.303	11.309	10.966	10.646	10.961	10.617	10.974	11.331	10.988	11.345	11.002	12.42	10.668	10.329	10.999	10.315	10.678	10.34	11.052	12.474	11.076	11.088	11.1	10.761	10.026	10.037	10.748	11.104	11.11	11.827	11.474	11.133	10.794	10.448	10.759	11.472	11.135	10.798	11.873	10.825	9.7746	10.494	10.505	10.81	11.52	10.833	11.193	11.555	10.866	10.178	11.592	11.606	11.281	10.18	11.592	11.603	12.324	11.275	11.996	11.296	10.596	11.297	11.649	11.591	11.587	10.89	10.893	11.595	11.598	11.961	9.8437	11.967	11.26	11.556	10.87	11.93	12.28	11.22	12.281	12.633	11.224	11.937	11.58	10.836	11.541	10.847	11.553	11.56	11.217	11.572	10.877	11.942	11.237	10.496	10.154	11.92	11.565
10.469	10.473	11.187	11.191	10.844	10.488	10.851	10.854	10.858	10.123	10.127	10.134	9.7912	10.859	11.566	11.573	10.881	10.888	10.167	11.234	12.292	10.899	11.957	11.615	11.272	10.219	9.8754	10.942	10.217	9.5052	11.623	9.8707	11.639	10.237	11.306	10.965	10.264	10.957	10.256	10.612	11.327	10.622	10.988	11.694	11.699	10.645	10.301	9.8902	10.597	10.253	10.61	10.975	10.979	10.98	10.981	11.333	10.626	10.252	10.606	11.32	10.615	10.98	10.986	11.342	9.9391	11.006	11.013	10.991	10.287	10.643	10.649	11.016	11.023	11.38	10.327	10.334	11.012	11.023	10.673	11.045	11.758	10.009	10.721	11.443	10.395	11.116	9.676	10.738	9.6987	11.82	12.182	10.431	11.147	11.154	11.161	10.461	10.786	10.096	11.168	12.23	11.193	11.907	11.571	10.526	10.891	10.901	10.167	11.93	10.179	11.599	10.9	11.621	11.283	9.1745	11.308	11.345	11.648	11.661	11.322	11.333	11.694	13.115	11.366	12.417	11.007	11.718	10.962	10.965	12.027	12.031	12.034	11.686	11.689	10.632	11.695	10.988	10.916	12.327	10.566	10.915	13.386	11.976	11.626	10.567	10.919	10.214	10.173	11.931	11.935	10.53	11.946	10.892	11.258	11.613	11.969	11.624	10.885	10.19	11.256	11.961	11.267
