1.8896	1.8905	1.5411	2.2258	1.9072	0.47122	0.45446	0.83367	0.47322	1.1867	0.11075	0.82305	1.1745	0.46131	1.5612	1.894	1.5455	1.5638	1.5467	0.12513	1.8994	0.83763	1.5511	2.2528	1.5552	2.2566	0.12635	1.5537	1.5542	1.1975	0.84774	1.1986	-2.007	-0.60679	2.2626	0.8526	2.6239	-0.9291	-3.0644	-1.2776	1.9176	2.6329	0.4927	0.1433	2.2757	1.5756	1.9276	0.50673	0.86894	-0.20696	1.2217	0.513	2.998	2.9993	1.5886	0.87708	0.16363	0.88139	0.1721	0.17818	1.9551	2.3103	2.3142	0.90614	0.20051	0.91562	1.2687	1.9849	0.9174	0.92037	1.6356	3.0476	1.9874	0.56479	1.2496	4.8323	3.4803	2.7011	1.6408	-0.51917	-0.87915	-0.84501	-1.9448	0.29681	1.7222	0.57871	1.6517	1.6528	0.23022	0.58134	-0.132	-0.84169	-1.9078	0.94167	2.7147	2.3543	0.94098	-0.13146	0.23005	0.22629	-0.84359	-0.48691	2.7056	-0.519	-1.2066	-1.5674	-0.49734	-1.9205	-1.5647	-1.5681	3.0457	-1.5685	-2.4805	-0.64754	3.292	1.8667	1.4526	-0.6865	0.05699	0.91089	0.19658	-2.658	-3.0152	-5.1607	-6.5815	-4.433	-2.6583	-3.3744	-1.9673	-3.3796	-3.0179	-2.6881	-3.042	-2.6977	-2.3366	-0.56207	-0.56007	-0.92446	0.14978	-1.2774	-0.56395
0.43668	1.5005	1.1498	1.1509	1.8524	1.8665	2.2247	0.44313	2.5301	2.2179	2.5319	1.8217	1.4711	1.8229	0.086372	0.44967	0.76335	2.1873	0.451	1.1268	1.1285	0.76772	2.5418	3.2533	0.051609	-1.3728	-0.29767	0.77199	1.1328	1.126	1.4778	-0.65455	1.482	0.76873	1.8319	0.068079	1.1343	-0.64869	-0.28564	-1.7078	0.068152	1.4917	-1.3535	0.071202	-0.27984	0.78476	-0.98829	-1.6914	-0.26667	-1.6922	2.2151	2.5664	0.794	-0.22231	2.9752	2.2281	4.0038	1.1667	1.1699	1.1724	1.1826	3.6722	2.255	2.9648	1.906	0.13068	1.2063	2.2784	4.0528	0.85469	2.6297	1.5752	0.50615	1.2176	0.85878	2.632	1.917	1.6832	1.568	-1.9903	-2.7088	-3.777	-1.9268	0.13486	-0.56991	-0.54037	0.50214	0.8477	-0.57461	0.14338	-0.56738	0.49873	-0.9215	0.84937	-0.21354	0.14097	0.50463	2.272	-0.21267	-1.9986	-0.21358	0.49809	-0.92383	-4.1274	0.12307	-0.21037	-0.21078	0.84916	0.49748	-0.92769	0.27555	-2.9306	-1.5008	2.8021	1.0134	0.35865	-0.99048	4.2578	1.3959	-2.1592	-2.1529	-4.6971	-0.58788	-3.3927	-6.6109	-3.0464	-1.6207	-2.6872	-1.9889	-3.4077	-3.7699	-2.6962	-1.9956	-1.2838	-0.96129	0.46194	0.46166	-0.61243	0.8096	-0.25463	0.45504
1.8682	0.83423	-0.60805	1.1862	1.1875	0.8382	2.2601	2.5946	1.8748	-0.60476	0.81432	2.2275	1.5177	1.5184	1.195	-0.24991	1.5205	0.10911	1.1745	1.527	0.46676	0.82794	0.46643	1.8906	1.8643	0.80267	2.216	1.8932	2.6012	1.8936	0.83265	0.47315	2.2466	3.6691	2.9595	0.47658	1.9007	-0.94316	-2.392	-1.3178	1.9069	0.48531	-0.25194	-0.22445	-0.60065	-2.0251	-4.5414	-3.0833	-3.0831	-0.95318	2.6319	3.344	2.9822	3.344	2.2772	1.9291	1.2206	-1.6247	-0.19715	2.2908	3.3642	3.7194	1.9247	1.9554	1.9605	1.6046	0.51997	1.6113	2.3244	3.7489	0.20607	-1.9292	-0.86278	1.9557	1.272	0.53433	0.18507	0.18581	2.3372	-0.52512	0.51037	-0.19881	-0.54857	-1.2336	0.9286	0.90172	-0.49287	0.21858	0.56545	-0.85488	0.93019	-0.49193	0.93041	1.2544	1.6317	-0.52001	-0.49286	2.3144	-1.2592	-1.5953	0.53993	-1.2351	-2.661	-2.3116	-2.3133	-2.6931	-1.2392	-0.50183	0.89212	0.18018	-3.0472	-0.53485	-1.086	0.42342	-0.68741	0.78496	0.78288	3.5733	2.1951	-2.109	1.1066	-3.3834	-5.1372	-6.9231	-7.6841	-5.5106	-3.0443	-0.91783	-1.6326	-3.3852	-3.0506	-1.9898	-1.6119	-1.6399	-0.56825	-2.3533	0.14102	-0.2174	-0.22296	0.49051	-0.22279
0.85516	1.5672	0.12886	1.2177	0.14688	0.158	0.50912	1.5715	0.51202	1.5748	2.9969	1.9261	0.51453	1.5777	0.86761	4.0443	2.2821	4.0541	0.50687	1.2057	2.2805	1.5671	2.6299	2.63	2.9944	2.2844	2.6319	1.5743	0.86036	-0.19841	1.919	-0.55733	1.2103	2.9996	0.86924	2.2918	1.5788	-0.90065	-0.19474	-0.90364	1.9399	0.87987	-1.9659	0.17156	-0.18505	-2.3344	-2.3183	0.51428	0.17305	-3.7346	1.9539	0.89107	-0.16571	-0.16456	3.742	0.54674	3.7434	3.7464	3.7534	3.7563	1.978	-0.50544	1.9875	3.0601	0.93532	-1.5441	0.94473	1.6589	0.95048	0.95266	0.23582	1.2999	2.3584	3.4269	3.0766	1.2885	-1.1958	0.9392	2.008	3.4302	3.4312	2.0037	2.3714	0.59632	2.012	3.0836	1.2952	2.0129	-0.47675	1.6634	1.0405	-1.1895	1.3003	2.0149	2.7256	2.7254	-0.10818	-0.81893	-0.82039	-0.84263	0.57964	-2.612	-4.3912	-2.6026	-0.10573	-0.82514	-0.46812	-0.82154	2.0167	4.4985	1.6642	0.7309	-1.9016	-0.82314	0.73634	-2.4423	0.78834	-0.6637	-3.0941	-3.4682	-2.043	-0.10888	-1.9133	-1.8976	-6.172	-3.3157	-1.5443	0.22825	-0.83622	-1.1986	-2.2625	-2.2652	-2.2669	-2.2853	-0.15115	-1.2218	0.5563	0.90446	0.90186	0.89892	1.2467
2.2908	1.2299	1.2214	2.2831	1.9296	0.86259	0.16549	2.2964	2.2868	1.5765	1.5779	2.2858	1.5791	0.16777	0.8698	1.9419	2.2939	2.2947	2.6561	1.9458	2.2971	1.5874	2.2991	1.9493	1.9233	1.9507	0.50263	1.565	2.9797	0.49684	3.3413	1.2102	3.3498	1.5684	1.5699	1.5707	0.86131	-0.9159	-0.55452	0.15896	1.5804	1.5814	0.51441	-3.7726	0.86785	-1.9663	-0.54091	0.87301	1.9459	1.9473	1.5947	1.2451	-0.53229	1.9594	4.0835	3.0245	3.3868	1.2839	2.3483	0.90275	1.2661	-0.50963	0.90749	1.9895	2.7048	0.91911	-0.48204	3.06	3.0625	3.7818	2.0058	1.3031	0.93745	2.3669	2.3679	3.072	3.0726	2.723	2.3703	2.7309	3.8672	2.3652	2.0872	2.0957	1.3055	-0.11505	-0.14182	0.59667	4.8516	2.7303	-0.34931	-0.0062537	2.7368	0.60528	-0.81804	-0.10744	1.6652	0.59588	-0.11584	-0.11664	-1.206	-2.2786	0.94353	-0.46908	-1.8938	0.94785	5.562	-0.8263	-1.8975	3.0772	0.24073	2.0127	3.072	1.2918	3.0624	2.7106	-1.0069	-0.97755	-2.3993	-0.61938	-0.60035	0.4599	-1.1797	0.24058	-1.5541	-0.48517	1.6371	0.22312	-0.85118	-0.85614	-0.49362	-0.14581	-0.85932	-0.85985	0.88577	2.6658	0.18081	0.17958	1.6165	3.37	1.5863
2.6126	3.3238	3.3282	1.5394	1.5401	0.12378	1.1892	1.1825	1.8978	1.184	2.2556	1.546	2.2581	0.83665	1.8995	1.5495	3.3223	1.5515	0.48104	1.5567	0.13593	2.6201	1.1988	-0.21222	1.561	1.9121	1.2015	2.2367	1.526	-0.95396	-2.7377	1.5313	3.651	1.5305	2.9896	1.92	2.5958	2.5977	2.9602	2.6021	1.8935	2.2557	-0.93267	-1.6432	-2.7155	-0.92863	0.48497	-3.0684	-0.57453	0.48856	1.5586	4.4282	1.2366	0.52702	2.2743	3.3741	3.0251	0.18459	-0.52264	0.86705	-0.90223	-0.54732	1.2297	-0.88995	1.5996	0.53271	-3.0069	0.54099	2.676	1.2918	3.0392	3.0414	3.0421	3.3777	0.53504	3.0281	2.6687	1.9619	0.89778	3.3807	1.7201	3.479	4.1904	2.4341	-0.80859	3.3847	1.2531	-0.48938	1.651	-0.51831	-0.86861	-2.566	1.6153	0.94177	-0.15649	1.967	-0.12022	-2.6158	-0.75634	-0.51603	-2.9967	-0.51432	-1.5764	0.19717	-4.0647	-4.3895	-1.1889	-2.6129	-1.5761	1.6553	1.2939	0.9068	3.0751	2.7137	4.8448	3.4231	-0.83523	-2.8133	-2.4595	1.8135	1.9903	3.06	1.276	1.9849	1.6317	1.6304	1.9782	1.6257	-1.2219	0.55083	-1.5726	-0.86628	-0.51488	0.54668	0.54523	0.90354	0.19093	2.6715	3.7301	3.3775	3.3751
2.3061	1.5725	2.6666	3.0139	1.9539	0.87705	0.52724	1.2149	3.3473	2.3014	1.5923	1.5926	0.88289	1.2443	1.5955	2.3068	1.9577	1.9588	2.3094	1.5841	3.0063	0.54024	1.586	-0.53592	1.2377	1.2382	1.2391	1.2391	2.3013	-0.21853	-0.95481	1.9158	3.0141	2.6649	2.306	3.3677	3.0186	2.6709	4.444	2.6745	0.89431	1.5716	-0.91063	0.12669	-1.9716	-3.392	-3.781	-2.71	1.2319	0.16241	-0.53811	-1.2473	-2.3192	0.20401	0.93309	0.56878	1.2979	1.9946	-0.88369	-0.13202	-2.6508	-1.9357	-3.0054	1.269	-0.07262	2.3934	-1.5641	-0.77006	3.0586	4.1576	2.0016	4.1613	2.041	1.7764	2.0063	1.3854	2.7181	4.5262	3.8163	0.9739	2.0966	1.6498	2.1344	3.1093	2.0129	0.59176	1.7778	-2.1188	1.6909	1.0767	-1.5044	-0.43181	-2.0806	-1.1257	0.98157	-2.1572	-1.8539	-1.142	-3.5539	-2.8388	-2.2149	-2.9269	-0.43194	-3.3161	-3.318	0.23134	-0.83191	-4.3453	1.3527	3.8175	3.106	2.3942	3.1033	2.3912	3.8112	-2.2292	-2.5657	0.25211	-1.6793	-4.3487	-2.0698	2.7286	1.6782	2.386	3.4204	1.6697	1.6333	-0.8537	-0.11958	-0.47256	-1.1858	0.22577	0.58351	0.9317	0.20292	1.6229	0.92676	1.9959	3.7656	3.0374	2.3246
3.2423	2.8923	3.2436	2.8809	1.8206	1.793	0.71949	1.4709	2.1789	2.535	2.8862	2.8871	1.8268	1.4319	2.5038	1.083	2.1813	1.4713	1.4727	2.5082	1.0877	2.1499	3.9219	3.2121	2.8629	1.4461	1.4473	0.73663	-2.4645	0.38789	0.73231	0.022392	2.8723	1.8126	1.8143	1.8108	3.5841	5.0071	3.5926	2.885	3.5981	-1.0204	-0.30878	0.7549	-0.30445	-3.1659	-2.8023	-2.8022	1.8401	2.5515	3.2533	1.8428	1.8401	0.77088	1.4834	-0.99459	3.2585	1.1389	2.2083	1.5014	-0.9782	-1.3255	-3.112	-2.3939	-0.19136	2.306	3.744	7.6645	2.342	4.1215	3.4139	1.1915	-0.22919	0.94985	0.97891	-0.82393	0.83138	4.0244	1.1927	0.48151	-0.22959	-0.22994	-1.2914	1.1799	2.2417	2.9524	0.11019	0.11114	-0.83922	-2.6829	-0.95378	-3.0856	-2.371	-0.94922	0.4692	0.21596	-0.5912	0.47102	-0.82785	-1.5552	-2.2584	-3.0841	-1.2993	-2.3683	-1.656	-3.0792	-3.7912	-3.0828	-0.23703	2.6062	2.6066	2.6059	0.47335	0.11228	-1.6612	0.4715	0.14615	0.10886	-0.59426	-1.854	-3.0935	-3.7709	1.9193	3.328	4.7468	2.9734	2.2609	1.548	0.83562	-1.2903	-0.58011	0.82972	-0.23455	0.78894	-0.62047	0.78513	0.78394	0.43155	3.9725	4.681	5.0394
1.8113	2.1363	1.4297	3.5468	2.1229	2.8329	3.1849	4.9651	1.4298	2.1266	2.4777	3.8997	1.7694	2.4808	2.1406	0.72052	2.8432	3.2044	3.2056	2.8459	0.013982	-0.34567	4.0978e-05	2.8335	3.5451	2.4849	0.36768	0.36876	-1.7614	-3.1832	-1.7532	1.0813	0.73259	1.4434	2.4914	3.9138	6.746	6.0479	5.69	3.9213	2.1524	0.7476	1.4599	2.5229	1.1029	0.037431	-2.4455	0.046663	-0.31244	2.5182	-1.7361	-2.0817	-1.3694	1.1023	-0.31767	1.4662	1.4844	3.2571	0.40252	-2.7759	-0.63721	-3.1192	-1.692	-2.766	-0.62186	2.6294	6.1803	4.774	3.3643	4.4459	4.0775	0.91486	2.5909	1.531	1.2889	1.6234	4.0003	2.3152	1.5191	1.1594	-0.9486	-1.3096	-0.94711	1.5221	2.9342	0.46649	-1.6561	-0.14651	-0.81784	-4.4076	0.10499	0.10587	-3.4525	-3.8019	-0.23832	-2.2897	-2.9989	-4.1646	-3.802	-3.073	-4.0414	-2.7358	-1.664	-3.086	-2.0237	-1.6612	-1.6621	-2.3597	0.83608	1.5298	3.6508	1.1836	1.8932	0.82997	0.11805	3.6602	0.82718	0.82443	1.5334	0.46012	2.5901	0.81528	3.3312	3.679	2.9654	2.2621	-0.23399	-0.23626	0.43585	0.79346	1.5015	0.42717	0.4246	-2.4295	0.76872	-1.006	-0.30645	0.40169	3.9536	5.7221	4.9943
1.5624	2.6239	3.3452	5.1164	1.5685	4.0473	5.472	4.4124	5.8302	0.8579	2.9902	6.5325	2.9918	3.3432	1.207	2.9949	0.51363	2.271	1.5772	2.639	2.6245	2.2752	2.9869	1.5666	-0.23988	-0.95006	-0.92456	-0.92475	1.1846	-0.92377	0.4999	2.2469	3.309	2.9599	2.9617	4.7697	2.9646	6.8684	5.8461	3.6822	5.1059	5.1088	5.4613	2.6214	0.14123	-2.3172	-3.3786	0.50671	-0.56406	-1.2636	-1.2635	-1.2624	1.2217	-0.90877	0.15473	2.6745	-0.51702	-1.5761	3.3934	1.2769	0.17426	0.53991	0.89576	-0.52264	0.95803	3.1021	1.6956	3.4825	1.3895	2.0819	4.9658	2.8193	2.1236	2.4783	0.21085	4.9419	4.9306	2.445	0.57027	1.9921	-0.82763	0.92074	0.92099	0.9207	-0.1403	0.92089	-1.202	1.2813	-2.6257	-3.6983	1.3162	-2.2394	-2.2388	-0.10525	-5.4233	-1.8786	-0.59352	-2.4635	-3.5976	-4.3887	-3.3508	-4.0269	0.23227	-0.47769	-3.3147	-1.8896	-0.4759	-1.8897	5.2083	4.8482	0.9452	-1.8894	0.24931	-0.10114	2.3801	1.6697	-0.47892	0.23161	1.6515	0.58888	3.4353	3.434	5.5635	3.0808	4.8495	3.0767	3.0742	0.94024	0.58806	0.93566	-1.189	-0.83963	-0.14693	0.56208	-0.51143	-1.9273	-1.2174	2.675	6.5753	6.2229	6.5708
