43.377	43.414	43.45	43.487	43.523	43.56	43.597	43.633	43.67	43.706	43.743	43.78	43.816	43.853	43.889	43.926	43.962	43.999	44.035	44.071	44.108	44.144	44.181	44.217	44.254	44.29	44.326	44.363	44.399	44.435	44.472	44.508	44.544	44.58	44.617	44.653	44.689	44.725	44.761	44.798	44.834	44.87	44.906	44.942	44.978	45.014	45.051	45.087	45.123	45.159	45.195	45.231	45.267	45.303	45.339	45.375	45.411	45.447	45.483	45.518	45.554	45.59	45.626	45.662	45.698	45.734	45.769	45.805	45.841	45.877	45.913	45.948	45.984	46.02	46.056	46.091	46.127	46.162	46.198	46.234	46.269	46.305	46.34	46.376	46.412	46.447	46.483	46.518	46.554	46.589	46.625	46.66	46.695	46.731	46.766	46.802	46.837	46.872	46.908	46.943	46.978	47.014	47.049	47.084	47.119	47.155	47.19	47.225	47.26	47.295	47.33	47.366	47.401	47.436	47.471	47.506	47.541	47.576	47.611	47.646	47.681	47.716	47.751	47.786	47.821	47.856	47.891	47.925	47.96	47.995	48.03	48.065	48.099	48.134	48.169	48.204	48.238
43.405	43.441	43.478	43.515	43.551	43.588	43.625	43.661	43.698	43.734	43.771	43.808	43.844	43.881	43.917	43.954	43.99	44.027	44.063	44.1	44.136	44.173	44.209	44.245	44.282	44.318	44.355	44.391	44.427	44.464	44.5	44.536	44.572	44.609	44.645	44.681	44.718	44.754	44.79	44.826	44.862	44.899	44.935	44.971	45.007	45.043	45.079	45.115	45.151	45.187	45.224	45.26	45.296	45.332	45.368	45.404	45.44	45.475	45.511	45.547	45.583	45.619	45.655	45.691	45.727	45.763	45.798	45.834	45.87	45.906	45.942	45.977	46.013	46.049	46.085	46.12	46.156	46.192	46.227	46.263	46.299	46.334	46.37	46.405	46.441	46.477	46.512	46.548	46.583	46.619	46.654	46.689	46.725	46.76	46.796	46.831	46.867	46.902	46.937	46.973	47.008	47.043	47.079	47.114	47.149	47.184	47.22	47.255	47.29	47.325	47.36	47.395	47.431	47.466	47.501	47.536	47.571	47.606	47.641	47.676	47.711	47.746	47.781	47.816	47.851	47.886	47.921	47.956	47.991	48.025	48.06	48.095	48.13	48.165	48.199	48.234	48.269
43.432	43.469	43.506	43.542	43.579	43.616	43.652	43.689	43.726	43.762	43.799	43.835	43.872	43.909	43.945	43.982	44.018	44.055	44.091	44.128	44.164	44.201	44.237	44.274	44.31	44.346	44.383	44.419	44.455	44.492	44.528	44.564	44.601	44.637	44.673	44.71	44.746	44.782	44.818	44.855	44.891	44.927	44.963	44.999	45.036	45.072	45.108	45.144	45.18	45.216	45.252	45.288	45.324	45.36	45.396	45.432	45.468	45.504	45.54	45.576	45.612	45.648	45.684	45.72	45.756	45.792	45.827	45.863	45.899	45.935	45.971	46.007	46.042	46.078	46.114	46.149	46.185	46.221	46.256	46.292	46.328	46.363	46.399	46.435	46.47	46.506	46.541	46.577	46.612	46.648	46.683	46.719	46.754	46.79	46.825	46.861	46.896	46.931	46.967	47.002	47.038	47.073	47.108	47.143	47.179	47.214	47.249	47.284	47.32	47.355	47.39	47.425	47.46	47.496	47.531	47.566	47.601	47.636	47.671	47.706	47.741	47.776	47.811	47.846	47.881	47.916	47.951	47.986	48.021	48.056	48.09	48.125	48.16	48.195	48.23	48.264	48.299
43.46	43.497	43.533	43.57	43.607	43.643	43.68	43.717	43.753	43.79	43.827	43.863	43.9	43.936	43.973	44.01	44.046	44.083	44.119	44.156	44.192	44.229	44.265	44.302	44.338	44.374	44.411	44.447	44.484	44.52	44.556	44.593	44.629	44.665	44.702	44.738	44.774	44.81	44.847	44.883	44.919	44.955	44.992	45.028	45.064	45.1	45.136	45.172	45.208	45.245	45.281	45.317	45.353	45.389	45.425	45.461	45.497	45.533	45.569	45.605	45.641	45.677	45.713	45.749	45.784	45.82	45.856	45.892	45.928	45.964	46	46.035	46.071	46.107	46.143	46.178	46.214	46.25	46.285	46.321	46.357	46.392	46.428	46.464	46.499	46.535	46.571	46.606	46.642	46.677	46.713	46.748	46.784	46.819	46.855	46.89	46.925	46.961	46.996	47.032	47.067	47.102	47.138	47.173	47.208	47.244	47.279	47.314	47.349	47.385	47.42	47.455	47.49	47.525	47.56	47.596	47.631	47.666	47.701	47.736	47.771	47.806	47.841	47.876	47.911	47.946	47.981	48.016	48.051	48.086	48.12	48.155	48.19	48.225	48.26	48.295	48.329
43.487	43.524	43.561	43.598	43.634	43.671	43.708	43.744	43.781	43.818	43.854	43.891	43.928	43.964	44.001	44.037	44.074	44.11	44.147	44.183	44.22	44.256	44.293	44.329	44.366	44.402	44.439	44.475	44.512	44.548	44.584	44.621	44.657	44.693	44.73	44.766	44.802	44.839	44.875	44.911	44.947	44.984	45.02	45.056	45.092	45.128	45.165	45.201	45.237	45.273	45.309	45.345	45.381	45.417	45.453	45.489	45.525	45.561	45.597	45.633	45.669	45.705	45.741	45.777	45.813	45.849	45.885	45.921	45.957	45.992	46.028	46.064	46.1	46.136	46.172	46.207	46.243	46.279	46.314	46.35	46.386	46.421	46.457	46.493	46.528	46.564	46.6	46.635	46.671	46.706	46.742	46.777	46.813	46.848	46.884	46.919	46.955	46.99	47.026	47.061	47.096	47.132	47.167	47.202	47.238	47.273	47.308	47.344	47.379	47.414	47.449	47.485	47.52	47.555	47.59	47.625	47.66	47.695	47.731	47.766	47.801	47.836	47.871	47.906	47.941	47.976	48.011	48.046	48.081	48.116	48.15	48.185	48.22	48.255	48.29	48.325	48.359
43.515	43.552	43.588	43.625	43.662	43.699	43.735	43.772	43.809	43.845	43.882	43.919	43.955	43.992	44.028	44.065	44.102	44.138	44.175	44.211	44.248	44.284	44.321	44.357	44.394	44.43	44.467	44.503	44.54	44.576	44.612	44.649	44.685	44.721	44.758	44.794	44.83	44.867	44.903	44.939	44.976	45.012	45.048	45.084	45.12	45.157	45.193	45.229	45.265	45.301	45.337	45.374	45.41	45.446	45.482	45.518	45.554	45.59	45.626	45.662	45.698	45.734	45.77	45.806	45.842	45.878	45.914	45.949	45.985	46.021	46.057	46.093	46.129	46.165	46.2	46.236	46.272	46.308	46.343	46.379	46.415	46.45	46.486	46.522	46.557	46.593	46.629	46.664	46.7	46.735	46.771	46.806	46.842	46.878	46.913	46.948	46.984	47.019	47.055	47.09	47.126	47.161	47.196	47.232	47.267	47.302	47.338	47.373	47.408	47.444	47.479	47.514	47.549	47.584	47.62	47.655	47.69	47.725	47.76	47.795	47.83	47.865	47.901	47.936	47.971	48.006	48.041	48.076	48.111	48.145	48.18	48.215	48.25	48.285	48.32	48.355	48.389
43.542	43.579	43.616	43.653	43.689	43.726	43.763	43.8	43.836	43.873	43.91	43.946	43.983	44.019	44.056	44.093	44.129	44.166	44.202	44.239	44.276	44.312	44.349	44.385	44.422	44.458	44.495	44.531	44.567	44.604	44.64	44.677	44.713	44.749	44.786	44.822	44.858	44.895	44.931	44.967	45.004	45.04	45.076	45.112	45.149	45.185	45.221	45.257	45.293	45.33	45.366	45.402	45.438	45.474	45.51	45.546	45.582	45.618	45.654	45.69	45.726	45.762	45.798	45.834	45.87	45.906	45.942	45.978	46.014	46.05	46.086	46.122	46.157	46.193	46.229	46.265	46.301	46.336	46.372	46.408	46.444	46.479	46.515	46.551	46.586	46.622	46.658	46.693	46.729	46.764	46.8	46.836	46.871	46.907	46.942	46.978	47.013	47.049	47.084	47.119	47.155	47.19	47.226	47.261	47.296	47.332	47.367	47.402	47.438	47.473	47.508	47.544	47.579	47.614	47.649	47.684	47.72	47.755	47.79	47.825	47.86	47.895	47.93	47.965	48	48.035	48.07	48.105	48.14	48.175	48.21	48.245	48.28	48.315	48.35	48.385	48.419
43.57	43.607	43.643	43.68	43.717	43.754	43.79	43.827	43.864	43.9	43.937	43.974	44.01	44.047	44.084	44.12	44.157	44.194	44.23	44.267	44.303	44.34	44.376	44.413	44.449	44.486	44.522	44.559	44.595	44.632	44.668	44.705	44.741	44.777	44.814	44.85	44.886	44.923	44.959	44.995	45.032	45.068	45.104	45.141	45.177	45.213	45.249	45.285	45.322	45.358	45.394	45.43	45.466	45.502	45.539	45.575	45.611	45.647	45.683	45.719	45.755	45.791	45.827	45.863	45.899	45.935	45.971	46.007	46.043	46.079	46.114	46.15	46.186	46.222	46.258	46.294	46.329	46.365	46.401	46.437	46.472	46.508	46.544	46.58	46.615	46.651	46.687	46.722	46.758	46.793	46.829	46.865	46.9	46.936	46.971	47.007	47.042	47.078	47.113	47.149	47.184	47.22	47.255	47.29	47.326	47.361	47.396	47.432	47.467	47.502	47.538	47.573	47.608	47.643	47.679	47.714	47.749	47.784	47.819	47.855	47.89	47.925	47.96	47.995	48.03	48.065	48.1	48.135	48.17	48.205	48.24	48.275	48.31	48.345	48.38	48.415	48.449
43.597	43.634	43.671	43.708	43.744	43.781	43.818	43.855	43.891	43.928	43.965	44.001	44.038	44.075	44.111	44.148	44.185	44.221	44.258	44.294	44.331	44.368	44.404	44.441	44.477	44.514	44.55	44.587	44.623	44.66	44.696	44.733	44.769	44.805	44.842	44.878	44.915	44.951	44.987	45.024	45.06	45.096	45.132	45.169	45.205	45.241	45.277	45.314	45.35	45.386	45.422	45.458	45.495	45.531	45.567	45.603	45.639	45.675	45.711	45.747	45.783	45.819	45.855	45.891	45.927	45.963	45.999	46.035	46.071	46.107	46.143	46.179	46.215	46.251	46.287	46.322	46.358	46.394	46.43	46.466	46.501	46.537	46.573	46.609	46.644	46.68	46.716	46.751	46.787	46.822	46.858	46.894	46.929	46.965	47	47.036	47.071	47.107	47.142	47.178	47.213	47.249	47.284	47.32	47.355	47.39	47.426	47.461	47.497	47.532	47.567	47.602	47.638	47.673	47.708	47.743	47.779	47.814	47.849	47.884	47.919	47.954	47.99	48.025	48.06	48.095	48.13	48.165	48.2	48.235	48.27	48.305	48.34	48.375	48.41	48.445	48.479
43.624	43.661	43.698	43.735	43.772	43.808	43.845	43.882	43.919	43.955	43.992	44.029	44.066	44.102	44.139	44.176	44.212	44.249	44.285	44.322	44.359	44.395	44.432	44.468	44.505	44.541	44.578	44.614	44.651	44.687	44.724	44.76	44.797	44.833	44.87	44.906	44.942	44.979	45.015	45.051	45.088	45.124	45.16	45.197	45.233	45.269	45.305	45.342	45.378	45.414	45.45	45.487	45.523	45.559	45.595	45.631	45.667	45.703	45.739	45.776	45.812	45.848	45.884	45.92	45.956	45.992	46.028	46.064	46.1	46.136	46.172	46.207	46.243	46.279	46.315	46.351	46.387	46.423	46.458	46.494	46.53	46.566	46.601	46.637	46.673	46.709	46.744	46.78	46.816	46.851	46.887	46.923	46.958	46.994	47.029	47.065	47.1	47.136	47.171	47.207	47.242	47.278	47.313	47.349	47.384	47.42	47.455	47.49	47.526	47.561	47.596	47.632	47.667	47.702	47.738	47.773	47.808	47.843	47.878	47.914	47.949	47.984	48.019	48.054	48.089	48.124	48.159	48.194	48.229	48.265	48.3	48.335	48.369	48.404	48.439	48.474	48.509
43.652	43.689	43.725	43.762	43.799	43.836	43.873	43.909	43.946	43.983	44.02	44.056	44.093	44.13	44.166	44.203	44.24	44.276	44.313	44.35	44.386	44.423	44.459	44.496	44.533	44.569	44.606	44.642	44.679	44.715	44.752	44.788	44.825	44.861	44.898	44.934	44.97	45.007	45.043	45.079	45.116	45.152	45.188	45.225	45.261	45.297	45.334	45.37	45.406	45.442	45.479	45.515	45.551	45.587	45.623	45.66	45.696	45.732	45.768	45.804	45.84	45.876	45.912	45.948	45.984	46.02	46.056	46.092	46.128	46.164	46.2	46.236	46.272	46.308	46.344	46.38	46.415	46.451	46.487	46.523	46.559	46.595	46.63	46.666	46.702	46.738	46.773	46.809	46.845	46.88	46.916	46.952	46.987	47.023	47.058	47.094	47.129	47.165	47.201	47.236	47.272	47.307	47.343	47.378	47.413	47.449	47.484	47.52	47.555	47.59	47.626	47.661	47.696	47.732	47.767	47.802	47.837	47.873	47.908	47.943	47.978	48.013	48.049	48.084	48.119	48.154	48.189	48.224	48.259	48.294	48.329	48.364	48.399	48.434	48.469	48.504	48.539
43.679	43.716	43.753	43.789	43.826	43.863	43.9	43.937	43.973	44.01	44.047	44.084	44.12	44.157	44.194	44.231	44.267	44.304	44.341	44.377	44.414	44.45	44.487	44.524	44.56	44.597	44.633	44.67	44.706	44.743	44.779	44.816	44.852	44.889	44.925	44.962	44.998	45.035	45.071	45.107	45.144	45.18	45.216	45.253	45.289	45.325	45.362	45.398	45.434	45.47	45.507	45.543	45.579	45.615	45.651	45.688	45.724	45.76	45.796	45.832	45.868	45.904	45.94	45.977	46.013	46.049	46.085	46.121	46.157	46.193	46.229	46.264	46.3	46.336	46.372	46.408	46.444	46.48	46.516	46.552	46.587	46.623	46.659	46.695	46.731	46.766	46.802	46.838	46.873	46.909	46.945	46.98	47.016	47.052	47.087	47.123	47.158	47.194	47.23	47.265	47.301	47.336	47.372	47.407	47.443	47.478	47.513	47.549	47.584	47.62	47.655	47.69	47.726	47.761	47.796	47.832	47.867	47.902	47.937	47.973	48.008	48.043	48.078	48.113	48.148	48.184	48.219	48.254	48.289	48.324	48.359	48.394	48.429	48.464	48.499	48.534	48.569
43.706	43.743	43.78	43.817	43.854	43.89	43.927	43.964	44.001	44.038	44.074	44.111	44.148	44.185	44.221	44.258	44.295	44.331	44.368	44.405	44.441	44.478	44.515	44.551	44.588	44.624	44.661	44.698	44.734	44.771	44.807	44.844	44.88	44.917	44.953	44.989	45.026	45.062	45.099	45.135	45.172	45.208	45.244	45.281	45.317	45.353	45.39	45.426	45.462	45.498	45.535	45.571	45.607	45.643	45.68	45.716	45.752	45.788	45.824	45.86	45.896	45.933	45.969	46.005	46.041	46.077	46.113	46.149	46.185	46.221	46.257	46.293	46.329	46.365	46.401	46.437	46.473	46.508	46.544	46.58	46.616	46.652	46.688	46.723	46.759	46.795	46.831	46.866	46.902	46.938	46.974	47.009	47.045	47.08	47.116	47.152	47.187	47.223	47.258	47.294	47.33	47.365	47.401	47.436	47.472	47.507	47.542	47.578	47.613	47.649	47.684	47.719	47.755	47.79	47.825	47.861	47.896	47.931	47.967	48.002	48.037	48.072	48.107	48.143	48.178	48.213	48.248	48.283	48.318	48.353	48.388	48.423	48.459	48.494	48.529	48.564	48.598
