5.9889	4.8974	5.2497	5.2664	5.98	7.0341	6.6856	5.9732	7.2752	6.9337	6.3941	6.5837	8.3724	8.7038	8.6013	8.3209	7.9565	8.3873	7.6686	7.8564	8.2948	7.8702	7.7733	7.4494	5.6823	8.0063	6.6754	7.0538	8.2442	7.3222	7.6968	6.6052	6.3789	7.6817	8.3863	6.9981	7.0317	6.6935	7.0159	7.0269	7.6936	7.737	6.6891	8.1718	6.6871	5.5979	7.7325	5.9562	7.0192	7.0052	7.7047	7.3536	7.3529	6.9851	7.3507	7.0394	8.1	7.4138	7.5144	6.4655	7.6186	8.1619	7.0267	7.3293	7.3648	8.0822	8.0044	6.2688	6.6015	7.6588	8.3598	6.5974	6.6017	8.3631	6.5962	8.0077	7.3068	6.5828	6.9329	6.2283	7.6277	7.2776	7.6434	7.2774	7.6277	7.9783	7.2933	6.5654	7.6124	7.963	7.9631	6.9554	7.6122	8.6645	6.9029	8.0181	8.665	7.6822	7.9514	8.7064	7.3047	7.6695	9.4185	8.0215	7.6721	7.6728	8.0242	7.3251	8.3646	7.6511	7.98	7.9809	7.6674	6.5702	8.3694	6.9226	8.6863	7.9867	8.3262	7.6269	7.6282	6.9226	6.9242	8.6878	6.9595	7.6386	7.6634	7.9871	7.6283	7.2783	7.2837	7.286	9.0504	7.9879	6.9323	8.6963	7.9934	5.2078	8.688	8.3391	6.5743	8.3409	7.9919	7.6427	8.3456	7.2972	8.3683	8.7364	6.9465	8.0261	7.6612	8.7295	6.9527	7.6643	8.0322	7.6666	7.6684	7.3194	7.6737	7.3254	8.363	8.0146	8.0165	7.662	7.6705	8.3667	7.6681	7.6704	8.3591	8.012	7.3184	6.6104	7.6717	6.9651	5.9215	7.3377	6.9839	8.7485	8.3861	7.3416	7.6879	6.6369	8.4024	7.7041	8.0575	8.0602	7.0007	8.4156	6.9889	7.7014	7.726	8.0528	6.3143	7.0154	7.7264	7.0152
5.3627	6.4262	6.4113	6.7646	7.1275	6.0679	6.771	6.406	6.7584	6.0838	6.7247	7.8274	7.527	7.8637	8.7354	8.9639	8.6033	8.9725	8.2796	8.4579	8.1108	7.6788	7.3793	7.8661	8.8289	7.7632	7.5683	8.9454	8.3325	8.1637	6.8063	9.3539	7.2137	7.8126	7.4174	8.1991	7.499	8.2003	7.7744	8.7764	8.4662	7.858	7.8576	7.8567	7.5053	7.5075	7.156	7.8355	8.535	7.7735	6.7576	8.5153	8.5014	7.814	8.1674	8.19	7.5798	7.1055	7.8688	9.0278	8.2346	7.769	8.1384	8.1149	8.4863	7.0775	7.4269	8.8377	8.8374	8.1265	8.1229	8.1095	7.4081	7.7322	7.4206	7.7704	7.4339	8.1466	8.1197	7.769	8.8137	8.8133	7.4024	7.402	7.7662	8.8275	8.1169	7.4161	8.1166	7.7521	7.7516	8.8129	7.7378	9.1633	9.5139	8.1025	8.0868	8.7977	8.7977	8.7852	9.4859	8.4256	8.8034	7.7266	8.4421	8.0926	7.3924	7.3937	8.8063	8.4205	7.0276	8.4302	8.0873	7.381	9.1494	8.4336	9.8526	7.7362	8.1604	8.0773	8.4353	8.4239	7.3742	8.0766	7.7272	7.7282	8.4301	7.3796	8.7977	7.0189	8.7822	7.0219	8.4295	8.4318	8.434	8.0853	7.3862	7.7386	6.6788	8.429	8.4301	8.4312	7.3847	8.7931	8.0842	8.4372	9.1501	7.0403	8.0966	7.7342	8.7972	8.7985	8.0894	8.4645	7.7644	9.1524	7.7416	8.118	6.0118	8.1081	7.0591	7.7622	9.1758	8.8272	8.1224	8.8351	8.1227	7.424	7.776	7.4173	8.1214	8.1247	7.7786	9.1937	7.7803	8.8459	8.1461	8.1442	8.8594	8.4869	8.4903	8.4931	8.8571	8.8597	8.1352	8.5044	8.1569	9.2197	9.5719	7.7956	9.5423	8.8423	8.1323	8.1556	6.3936	7.4553
6.866	7.2146	5.4345	7.2056	6.8577	5.0913	6.5057	6.8577	6.8595	7.8722	6.182	7.4807	8.0482	7.8731	8.8271	8.9525	7.8501	8.7507	7.8197	7.7914	8.1354	8.4768	8.3959	7.9028	6.7137	7.6231	7.8716	7.8579	7.6893	8.249	7.853	8.0456	7.6309	8.2101	7.7971	8.8107	7.5731	7.9242	7.4493	7.576	8.6377	7.2227	8.9966	8.9918	7.9212	8.2663	8.2652	7.5258	7.13	7.8745	8.1859	8.5663	8.2155	8.7941	9.0276	8.5891	8.9553	7.5652	8.265	8.9028	6.4405	8.8186	7.2516	8.2229	8.5878	8.2298	8.2352	7.1668	7.8668	7.1656	8.56	8.9102	8.2092	8.2083	8.2077	8.2067	8.9014	9.2641	8.55	7.4886	7.8223	8.8898	9.2338	9.2337	8.5331	8.5332	9.2374	7.8261	8.8872	8.5325	9.2191	8.8727	8.8726	9.2466	7.8116	8.1721	9.2471	8.873	8.5469	9.2239	8.8856	9.9471	9.5879	9.2382	8.2023	9.254	7.1425	8.9051	8.1915	8.5565	8.5452	8.1899	8.8974	8.5481	8.8935	9.2514	8.2019	7.8368	8.5489	8.5501	9.2399	8.5406	8.1955	8.547	9.2451	8.5455	8.901	8.181	8.5188	8.885	8.1735	8.8754	8.8772	8.1525	9.9422	8.1563	8.5085	9.5872	8.8882	8.4997	8.1509	7.4749	8.8535	9.2052	7.4787	8.8913	8.5431	6.7872	8.1634	8.1988	8.8874	8.188	8.5399	9.2412	7.831	9.2429	8.8926	7.8364	8.1991	8.5516	8.1894	7.124	7.4762	8.896	9.9589	8.9004	7.134	7.8368	7.4879	9.6021	7.8345	9.2429	8.8971	9.9617	9.2553	8.9096	8.2134	8.2182	8.9471	9.2781	8.9395	8.9431	6.8175	8.2485	8.2348	8.2533	7.8796	9.6586	8.5935	9.2955	9.2971	7.871	9.2831	9.9937	7.8723	7.8718
7.157	8.0529	7.8724	5.3881	7.4995	7.1511	7.5041	6.8051	5.3986	7.8036	6.8071	7.4985	6.7755	6.0372	8.6221	8.022	9.6492	7.7368	9.1729	8.2064	8.1825	7.9173	8.2509	9.6054	8.9204	9.1489	7.8523	8.3362	8.2516	8.6164	9.9792	8.549	9.04	7.6392	7.9828	8.877	8.6189	8.2519	7.8862	8.6038	8.8639	9.2139	8.5723	8.9714	9.9892	8.9177	8.9167	8.9052	7.4965	8.2064	8.9022	7.5083	7.8367	6.6895	8.5375	8.1786	8.8861	7.8676	8.94	8.5452	8.919	8.2794	8.2011	9.2217	9.2201	8.5182	9.2179	9.5808	8.8657	8.5186	8.1678	8.5004	8.1456	9.1996	9.5591	7.4309	9.1977	10.258	8.4899	7.789	8.8455	7.7729	8.8236	7.4188	9.1735	8.8373	9.174	8.4869	8.1368	9.5478	9.1736	8.4728	8.4661	9.1733	8.116	7.7658	8.4662	8.4729	9.8775	9.1746	8.8062	8.8074	9.1581	9.1587	9.1597	8.7841	9.5215	8.7854	9.8468	9.5237	8.4257	9.4872	8.7776	9.4895	8.08	9.4923	8.4333	8.1281	8.8302	9.8486	8.8203	8.4713	9.5338	9.5349	8.8258	7.4192	10.589	7.4018	9.1514	9.167	10.217	8.0909	10.57	9.1616	8.0957	8.4482	9.1665	9.5284	8.453	8.805	10.57	9.8547	8.7953	9.1471	9.1482	9.1491	8.8003	9.1763	9.5147	9.1563	8.4437	9.1696	9.1708	8.4712	8.4721	9.5335	9.5381	8.1273	8.8291	9.177	9.1694	9.5315	8.823	8.1247	7.7901	9.1793	7.7942	9.1968	8.8348	9.1867	9.1885	8.8405	6.7465	7.4513	9.9136	9.2075	8.1749	9.2303	9.2349	8.1746	9.2274	9.5919	8.5351	8.538	9.9518	9.2436	9.6095	9.6114	8.5486	8.9044	8.5556	7.4757	9.2423	8.8932	8.8934	8.5366
6.7526	6.7415	6.3939	7.804	7.096	6.0327	8.1616	7.4629	7.815	7.1066	7.1118	7.7348	7.9326	8.2616	9.9668	8.9556	9.7469	8.0597	8.9074	8.2927	9.1783	8.4282	8.5115	9.0189	8.1166	9.492	9.0264	8.9111	8.4764	8.9387	9.0141	9.1013	8.0196	9.4795	10.125	9.6336	9.5376	9.929	7.0819	9.2104	9.353	9.0897	9.5444	7.793	10.659	9.4196	9.8005	8.492	8.1441	8.8397	9.5496	8.1421	8.474	9.1842	9.4567	9.1844	9.534	9.8293	9.8612	9.7238	9.4751	9.467	8.8858	9.1483	8.7865	8.4354	9.4946	9.1434	10.193	8.8156	9.0229	10.338	8.7955	8.0944	8.1074	9.154	8.8067	7.7551	9.1657	8.8053	8.8048	9.6005	9.8495	9.8494	9.4993	8.7887	8.0887	9.1493	9.1432	9.1428	9.499	9.8289	8.7682	8.7682	9.4787	9.829	9.1286	8.7517	9.4794	10.541	10.153	9.8033	9.8043	10.155	8.7453	8.049	8.3963	9.8079	9.8089	9.4632	8.7499	9.8029	8.7433	9.4555	8.3963	9.4584	8.7494	9.8151	9.8166	8.7573	9.4694	8.3976	9.4594	10.521	10.163	9.113	8.4378	8.7764	10.189	9.8347	9.1295	9.1251	11.238	10.179	9.13	7.7343	10.197	9.499	9.837	8.7918	9.1262	8.7674	9.843	8.4375	9.8459	9.4971	9.4981	10.91	9.5004	9.1561	9.4942	9.1456	9.1468	9.8485	9.149	9.1495	9.8507	10.202	8.7918	9.8468	8.78	9.8365	8.7778	10.191	9.8425	9.8441	9.496	8.8113	9.1494	9.175	9.5275	9.5146	8.1072	8.1114	10.227	9.8812	8.4683	8.4728	9.8944	9.8926	9.5306	9.5351	8.4789	9.5437	9.5461	8.5014	8.8401	8.1551	7.0961	10.27	10.271	9.2053	8.8466	9.2081	8.8487	10.26
6.1315	7.5592	8.2625	7.1964	7.8994	7.5516	8.2546	6.499	6.1499	7.5601	8.2623	7.69	9.8378	8.3544	7.9165	8.9319	9.4664	9.391	9.4031	8.9443	8.8239	8.438	9.1124	8.8649	8.5472	8.9821	9.9594	9.6131	9.6398	8.5834	10.407	10.226	9.9975	9.6927	8.3676	8.6153	9.5387	10.359	9.3074	8.7655	8.8382	9.1438	9.2519	9.9266	10.115	9.6768	8.7715	8.1949	8.5538	8.9029	9.2462	9.246	9.9374	10.288	8.8803	8.8767	10.722	9.7332	9.9331	9.7966	10.336	10.007	10.16	9.9168	8.8498	10.609	9.9079	9.9071	9.9062	10.255	9.197	9.1788	10.728	9.1769	9.5266	9.5259	8.1281	8.8242	10.585	8.1264	8.126	9.171	8.4706	7.4329	10.232	8.8208	9.171	8.8444	9.1946	8.8442	9.1941	9.5305	10.591	10.241	9.8907	8.4832	10.241	9.1805	8.8346	9.5359	9.5241	8.8246	9.8862	9.8868	9.5274	9.8883	9.1788	8.8329	8.8339	9.1847	9.8838	9.885	9.8862	9.1776	9.5294	10.591	10.242	10.594	10.249	10.947	9.1787	10.241	9.8918	9.5332	9.1844	9.896	9.8982	11.351	9.2358	10.298	8.8828	9.5786	10.291	9.9422	10.644	10.646	8.5399	9.5883	9.5936	10.306	9.233	8.8844	10.647	9.2377	9.589	9.9504	10.302	9.5923	10.304	9.5983	9.2361	9.5878	11	9.5906	9.2412	8.5415	11.004	9.9775	9.2681	8.2079	9.2553	9.6068	9.6088	9.9711	9.973	10.675	9.6167	11.029	8.9198	8.2256	9.6095	8.5748	8.9142	9.6316	10.346	8.5832	10.004	8.9421	8.9467	8.6008	10.7	10.004	10.009	10.713	10.017	8.2317	8.9605	9.3129	10.008	8.5993	9.3013	8.2251	8.9374	9.999	10.35	9.2907
7.1229	7.4925	9.286	8.1739	7.8163	6.418	8.1814	7.4734	6.7743	6.4262	7.4789	5.4223	6.8926	9.2542	8.6567	8.7706	8.0603	8.552	8.6668	9.1923	9.4197	8.3555	8.8775	7.9867	9.7599	9.2957	9.3201	9.824	9.8958	9.9738	9.9763	10.067	9.5729	10.362	9.4881	10.028	10.752	10.161	8.2212	9.0204	9.3406	9.6054	9.6843	10.01	9.9411	10.777	10.37	8.0077	8.6284	8.8634	9.2126	8.5	9.5536	10.254	7.4356	9.9028	9.5515	10.122	11.192	9.7989	11.189	9.9191	9.6771	10.147	9.0542	9.8756	9.8745	8.4966	9.5559	10.255	9.176	9.5351	9.8842	10.233	7.7344	10.232	9.8808	8.7931	9.8531	9.8525	8.7762	9.4861	8.7759	10.187	9.1263	9.8366	9.4864	8.7995	9.1498	10.21	10.049	8.7852	9.8455	10.196	10.896	9.8455	9.8457	10.197	9.8607	9.5112	9.4994	9.8505	9.8512	10.202	9.5027	10.554	10.905	9.8551	9.5095	9.15	9.8492	10.201	10.552	10.554	10.555	10.557	9.8578	10.553	10.561	10.206	9.8446	9.1357	10.898	9.8488	9.8504	10.203	9.8384	11.598	9.1222	10.522	9.4734	10.876	8.7666	10.179	10.18	10.532	8.4464	9.1485	9.5101	9.4745	9.1394	8.067	9.8529	8.4574	9.5056	10.207	10.909	7.4016	9.1636	9.875	10.563	10.564	10.916	10.567	10.217	7.7404	8.8019	10.22	10.564	10.215	10.902	9.5019	9.5025	9.5047	9.8568	9.5087	8.4834	8.8358	8.4876	9.9008	9.8878	10.24	10.243	10.945	10.598	10.603	10.257	9.9112	9.9157	9.1833	10.232	8.4756	10.241	10.945	10.249	10.953	10.956	10.958	9.9125	9.914	10.266	9.9004	9.1914	10.953	10.604	9.5548
7.2961	6.9485	7.2838	7.9969	8.3497	8.3524	8.3547	8.0067	7.6588	6.2632	5.5546	6.949	7.3008	8.184	8.2596	8.0142	8.4489	9.1931	7.234	9.4171	8.6591	8.4836	9.9485	10.184	10.035	10.439	10.248	9.8637	11.762	11.002	9.6981	9.71	10.413	9.3282	9.7007	10.413	10.198	9.1773	9.0104	8.6012	10.78	10.732	10.455	10.02	10.278	9.9663	9.3663	9.6183	9.9971	10.294	10.002	9.7761	9.0754	9.7754	10.673	9.7737	8.6757	10.368	8.599	9.3025	8.65	10.004	10.062	11.121	10.059	9.7078	10.057	9.7055	9.0471	9.0286	9.7278	10.077	10.426	10.424	10.073	8.6449	11.132	10.054	10.054	9.6874	10.037	9.687	9.6872	10.387	8.9871	10.388	8.6405	9.7004	10.037	9.6862	11.097	9.3359	10.386	10.036	10.036	10.746	10.387	8.9706	11.082	9.6597	10.01	10.721	9.3119	10.363	10.724	11.075	8.968	9.319	9.67	9.3084	10.01	11.772	10.363	11.425	10.726	9.0103	10.729	10.37	10.415	9.704	10.406	10.407	10.768	10.41	10.412	10.775	11.127	9.6824	10.035	10.374	10.736	10.027	10.739	11.091	10.033	11.094	9.6991	10.387	9.3383	9.6901	10.042	9.6934	10.045	10.757	10.048	11.109	10.4	10.762	10.053	10.743	10.384	9.6851	11.097	10.037	10.388	9.6889	10.39	9.3336	10.752	10.021	9.3217	9.6729	10.734	11.085	10.736	9.3277	10.38	10.382	8.6236	8.9946	10.758	10.4	9.3517	9.3543	10.407	10.41	11.125	10.419	9.7165	10.055	10.409	10.414	11.128	11.483	10.076	10.43	10.434	10.087	9.4116	8.3527	9.7484	10.45	10.101	9.7523	10.814	10.455
7.4076	8.1698	8.4301	8.1167	8.4795	7.0717	7.4244	8.1272	5.6906	7.4542	7.788	7.0894	6.7299	7.4415	7.2478	8.6539	7.4876	7.1396	8.4178	7.4177	8.3529	9.1427	9.6695	10.925	10.672	10.595	9.0348	9.649	11.081	9.4122	9.7997	9.6536	9.2023	9.7633	9.4764	9.7835	9.7427	9.2103	9.9107	10.214	9.5238	10.256	10.747	11.027	11.045	10.557	10.967	10.69	9.6146	10.033	12.037	10.842	10.584	10.442	10.8	11.531	10.245	10.144	9.8125	10.563	10.212	9.7495	9.8503	10.559	10.208	10.127	10.46	9.3961	9.7644	9.4668	9.1155	9.8705	11.542	10.872	9.8108	9.044	11.157	10.541	9.1146	10.525	11.585	9.8143	10.525	10.875	10.175	10.174	9.7976	9.4473	10.144	10.143	10.843	10.843	10.843	10.143	10.493	11.194	10.147	10.498	10.136	9.7769	10.138	10.838	10.839	10.14	10.841	10.841	9.7818	9.0956	10.495	10.146	11.198	11.199	10.851	11.562	11.564	10.855	9.4591	9.8106	9.7996	10.861	10.513	11.574	10.515	10.868	11.93	9.8121	9.8077	9.7976	10.16	11.922	11.214	11.576	10.518	10.87	11.221	9.8259	9.8276	10.175	9.4668	9.8186	10.18	10.882	10.884	11.235	10.537	11.238	9.1319	9.819	10.18	9.8213	10.183	10.534	10.534	11.595	10.536	10.537	10.887	9.0864	10.148	10.148	10.149	10.5	10.501	10.152	10.853	9.7936	10.506	9.131	9.8186	9.4707	9.8232	9.8252	10.538	11.241	10.193	10.196	10.198	10.553	8.8041	10.219	10.923	10.227	9.8716	10.936	10.59	10.594	10.948	10.952	9.871	8.8222	9.1742	10.236	9.527	10.238	10.94	10.941
7.4892	8.2026	7.8552	8.2084	8.211	7.1532	9.2669	7.1586	6.445	7.1478	7.4998	6.4501	5.7405	6.8023	7.5038	7.5049	7.156	7.299	8.0149	8.5897	8.0847	8.4614	9.3569	11.247	10.391	9.3845	9.8849	8.3937	9.6482	9.5552	9.3305	9.9267	10.557	10.359	9.4931	10.083	9.0789	8.9052	11.161	10.063	10.748	10.146	11	10.61	11.394	10.668	9.8535	10.25	10.309	10.396	11.036	10.219	11.075	10.251	10.175	11.001	10.273	9.3121	11.668	10.874	10.904	9.9356	10.181	10.605	9.8051	9.6767	9.985	9.4232	10.771	10.464	10.84	11.125	10.526	10.621	10.62	9.2014	9.9106	10.244	11.303	11.303	9.8926	10.243	11.653	10.593	10.953	10.243	9.7991	10.572	10.572	10.221	10.571	9.8708	10.571	8.4732	9.1739	9.8847	10.933	10.224	10.224	10.575	11.286	11.637	11.988	10.228	9.8783	9.5291	8.8302	10.242	10.593	10.954	12.006	10.247	10.959	12.01	9.5512	10.236	10.575	11.637	10.938	9.5289	10.581	11.292	11.294	9.886	10.589	10.224	10.214	10.556	11.619	10.561	11.974	10.565	10.567	10.219	8.8333	10.245	9.5327	10.585	10.586	10.588	10.589	11.301	10.953	9.544	10.596	9.1798	9.8768	9.5278	9.8789	10.23	11.292	10.942	10.943	10.233	10.944	8.817	8.8034	10.215	10.566	11.276	9.5168	10.568	11.279	11.63	8.8328	8.4834	9.1707	9.5327	9.8848	10.587	10.239	10.242	10.244	10.957	10.599	9.5518	9.2018	10.265	10.269	10.273	9.9273	10.282	10.996	11	11.704	11.008	9.952	8.5418	9.9559	9.959	9.9607	10.312	11.374	11.025	11.726	11.377
