65.098	65.088	65.079	65.069	65.059	65.05	65.04	65.03	65.02	65.01	64.999	64.989	64.979	64.968	64.958	64.948	64.937	64.926	64.915	64.905	64.894	64.883	64.872	64.861	64.85	64.838	64.827	64.816	64.804	64.793	64.781	64.769	64.758	64.746	64.734	64.722	64.71	64.698	64.686	64.674	64.661	64.649	64.637	64.624	64.611	64.599	64.586	64.573	64.56	64.548	64.535	64.522	64.508	64.495	64.482	64.469	64.455	64.442	64.428	64.415	64.401	64.387	64.374	64.36	64.346	64.332	64.318	64.304	64.289	64.275	64.261	64.247	64.232	64.218	64.203	64.188	64.174	64.159	64.144	64.129	64.114	64.099	64.084	64.069	64.054	64.038	64.023	64.007	63.992	63.976	63.961	63.945	63.929	63.914	63.898	63.882	63.866	63.85	63.834	63.817	63.801	63.785	63.768	63.752	63.736	63.719	63.702	63.686	63.669	63.652	63.635	63.618	63.601	63.584	63.567	63.55	63.533	63.515	63.498	63.481	63.463	63.446	63.428	63.41	63.393
65.051	65.042	65.032	65.023	65.013	65.003	64.993	64.983	64.973	64.963	64.953	64.943	64.932	64.922	64.912	64.901	64.891	64.88	64.869	64.858	64.848	64.837	64.826	64.814	64.803	64.792	64.781	64.769	64.758	64.746	64.735	64.723	64.712	64.7	64.688	64.676	64.664	64.652	64.64	64.628	64.615	64.603	64.591	64.578	64.566	64.553	64.54	64.528	64.515	64.502	64.489	64.476	64.463	64.45	64.436	64.423	64.41	64.396	64.383	64.369	64.356	64.342	64.328	64.314	64.3	64.286	64.272	64.258	64.244	64.23	64.216	64.201	64.187	64.172	64.158	64.143	64.128	64.114	64.099	64.084	64.069	64.054	64.039	64.024	64.009	63.993	63.978	63.963	63.947	63.931	63.916	63.9	63.885	63.869	63.853	63.837	63.821	63.805	63.789	63.773	63.757	63.74	63.724	63.707	63.691	63.674	63.658	63.641	63.624	63.608	63.591	63.574	63.557	63.54	63.523	63.506	63.488	63.471	63.454	63.436	63.419	63.401	63.384	63.366	63.349
65.005	64.995	64.986	64.976	64.966	64.957	64.947	64.937	64.927	64.917	64.907	64.897	64.886	64.876	64.865	64.855	64.844	64.834	64.823	64.812	64.801	64.79	64.779	64.768	64.757	64.746	64.735	64.723	64.712	64.701	64.689	64.677	64.666	64.654	64.642	64.63	64.618	64.606	64.594	64.582	64.57	64.557	64.545	64.532	64.52	64.507	64.495	64.482	64.469	64.456	64.443	64.43	64.417	64.404	64.391	64.378	64.364	64.351	64.337	64.324	64.31	64.297	64.283	64.269	64.255	64.241	64.227	64.213	64.199	64.185	64.17	64.156	64.142	64.127	64.113	64.098	64.083	64.069	64.054	64.039	64.024	64.009	63.994	63.979	63.964	63.948	63.933	63.918	63.902	63.887	63.871	63.856	63.84	63.824	63.808	63.792	63.776	63.76	63.744	63.728	63.712	63.696	63.679	63.663	63.647	63.63	63.613	63.597	63.58	63.563	63.547	63.53	63.513	63.496	63.479	63.462	63.444	63.427	63.41	63.392	63.375	63.358	63.34	63.322	63.305
64.959	64.949	64.94	64.93	64.92	64.911	64.901	64.891	64.881	64.871	64.861	64.851	64.84	64.83	64.82	64.809	64.798	64.788	64.777	64.766	64.756	64.745	64.734	64.723	64.712	64.7	64.689	64.678	64.666	64.655	64.643	64.632	64.62	64.608	64.596	64.585	64.573	64.561	64.549	64.536	64.524	64.512	64.499	64.487	64.475	64.462	64.449	64.437	64.424	64.411	64.398	64.385	64.372	64.359	64.346	64.332	64.319	64.306	64.292	64.279	64.265	64.251	64.238	64.224	64.21	64.196	64.182	64.168	64.154	64.14	64.126	64.111	64.097	64.082	64.068	64.053	64.039	64.024	64.009	63.994	63.979	63.964	63.949	63.934	63.919	63.904	63.889	63.873	63.858	63.842	63.827	63.811	63.795	63.78	63.764	63.748	63.732	63.716	63.7	63.684	63.668	63.652	63.635	63.619	63.602	63.586	63.569	63.553	63.536	63.519	63.503	63.486	63.469	63.452	63.435	63.418	63.401	63.383	63.366	63.349	63.331	63.314	63.296	63.279	63.261
64.913	64.903	64.894	64.884	64.874	64.865	64.855	64.845	64.835	64.825	64.815	64.805	64.794	64.784	64.774	64.763	64.753	64.742	64.731	64.721	64.71	64.699	64.688	64.677	64.666	64.655	64.643	64.632	64.621	64.609	64.598	64.586	64.575	64.563	64.551	64.539	64.527	64.515	64.503	64.491	64.479	64.466	64.454	64.442	64.429	64.417	64.404	64.391	64.379	64.366	64.353	64.34	64.327	64.314	64.3	64.287	64.274	64.261	64.247	64.234	64.22	64.206	64.193	64.179	64.165	64.151	64.137	64.123	64.109	64.095	64.081	64.066	64.052	64.038	64.023	64.009	63.994	63.979	63.964	63.95	63.935	63.92	63.905	63.89	63.875	63.859	63.844	63.829	63.813	63.798	63.782	63.767	63.751	63.735	63.72	63.704	63.688	63.672	63.656	63.64	63.624	63.607	63.591	63.575	63.558	63.542	63.525	63.509	63.492	63.475	63.459	63.442	63.425	63.408	63.391	63.374	63.357	63.34	63.322	63.305	63.288	63.27	63.253	63.235	63.218
64.867	64.857	64.848	64.838	64.829	64.819	64.809	64.799	64.789	64.779	64.769	64.759	64.749	64.738	64.728	64.718	64.707	64.696	64.686	64.675	64.664	64.653	64.642	64.631	64.62	64.609	64.598	64.587	64.575	64.564	64.552	64.541	64.529	64.517	64.506	64.494	64.482	64.47	64.458	64.446	64.433	64.421	64.409	64.396	64.384	64.371	64.359	64.346	64.333	64.321	64.308	64.295	64.282	64.269	64.255	64.242	64.229	64.216	64.202	64.189	64.175	64.162	64.148	64.134	64.12	64.106	64.092	64.078	64.064	64.05	64.036	64.022	64.007	63.993	63.979	63.964	63.949	63.935	63.92	63.905	63.89	63.875	63.86	63.845	63.83	63.815	63.8	63.784	63.769	63.754	63.738	63.723	63.707	63.691	63.675	63.66	63.644	63.628	63.612	63.596	63.58	63.563	63.547	63.531	63.514	63.498	63.481	63.465	63.448	63.432	63.415	63.398	63.381	63.364	63.347	63.33	63.313	63.296	63.279	63.261	63.244	63.227	63.209	63.192	63.174
64.821	64.811	64.802	64.792	64.783	64.773	64.763	64.753	64.743	64.733	64.723	64.713	64.703	64.693	64.682	64.672	64.661	64.651	64.64	64.629	64.619	64.608	64.597	64.586	64.575	64.564	64.552	64.541	64.53	64.518	64.507	64.495	64.484	64.472	64.46	64.448	64.437	64.425	64.413	64.4	64.388	64.376	64.364	64.351	64.339	64.326	64.314	64.301	64.288	64.276	64.263	64.25	64.237	64.224	64.211	64.197	64.184	64.171	64.157	64.144	64.13	64.117	64.103	64.089	64.076	64.062	64.048	64.034	64.02	64.006	63.991	63.977	63.963	63.948	63.934	63.92	63.905	63.89	63.876	63.861	63.846	63.831	63.816	63.801	63.786	63.771	63.756	63.74	63.725	63.709	63.694	63.678	63.663	63.647	63.631	63.616	63.6	63.584	63.568	63.552	63.536	63.52	63.503	63.487	63.471	63.454	63.438	63.421	63.405	63.388	63.371	63.354	63.338	63.321	63.304	63.287	63.27	63.252	63.235	63.218	63.201	63.183	63.166	63.148	63.131
64.775	64.766	64.756	64.747	64.737	64.727	64.718	64.708	64.698	64.688	64.678	64.668	64.657	64.647	64.637	64.626	64.616	64.605	64.595	64.584	64.573	64.562	64.551	64.54	64.529	64.518	64.507	64.496	64.485	64.473	64.462	64.45	64.439	64.427	64.415	64.403	64.391	64.379	64.367	64.355	64.343	64.331	64.319	64.306	64.294	64.281	64.269	64.256	64.243	64.231	64.218	64.205	64.192	64.179	64.166	64.153	64.139	64.126	64.113	64.099	64.086	64.072	64.058	64.045	64.031	64.017	64.003	63.989	63.975	63.961	63.947	63.933	63.918	63.904	63.89	63.875	63.861	63.846	63.831	63.816	63.802	63.787	63.772	63.757	63.742	63.727	63.711	63.696	63.681	63.665	63.65	63.634	63.619	63.603	63.587	63.572	63.556	63.54	63.524	63.508	63.492	63.476	63.46	63.443	63.427	63.41	63.394	63.377	63.361	63.344	63.328	63.311	63.294	63.277	63.26	63.243	63.226	63.209	63.192	63.174	63.157	63.14	63.122	63.105	63.087
64.729	64.72	64.711	64.701	64.691	64.682	64.672	64.662	64.652	64.642	64.632	64.622	64.612	64.602	64.591	64.581	64.57	64.56	64.549	64.539	64.528	64.517	64.506	64.495	64.484	64.473	64.462	64.451	64.439	64.428	64.416	64.405	64.393	64.382	64.37	64.358	64.346	64.334	64.322	64.31	64.298	64.286	64.274	64.261	64.249	64.236	64.224	64.211	64.198	64.186	64.173	64.16	64.147	64.134	64.121	64.108	64.095	64.081	64.068	64.054	64.041	64.027	64.014	64	63.986	63.972	63.959	63.945	63.931	63.917	63.902	63.888	63.874	63.86	63.845	63.831	63.816	63.802	63.787	63.772	63.757	63.742	63.728	63.713	63.697	63.682	63.667	63.652	63.637	63.621	63.606	63.59	63.575	63.559	63.543	63.528	63.512	63.496	63.48	63.464	63.448	63.432	63.416	63.399	63.383	63.367	63.35	63.334	63.317	63.301	63.284	63.267	63.25	63.234	63.217	63.2	63.183	63.166	63.148	63.131	63.114	63.097	63.079	63.062	63.044
64.684	64.675	64.665	64.656	64.646	64.636	64.627	64.617	64.607	64.597	64.587	64.577	64.567	64.556	64.546	64.536	64.525	64.515	64.504	64.493	64.483	64.472	64.461	64.45	64.439	64.428	64.417	64.406	64.394	64.383	64.371	64.36	64.348	64.337	64.325	64.313	64.301	64.289	64.278	64.265	64.253	64.241	64.229	64.217	64.204	64.192	64.179	64.167	64.154	64.141	64.128	64.115	64.103	64.09	64.076	64.063	64.05	64.037	64.023	64.01	63.997	63.983	63.969	63.956	63.942	63.928	63.914	63.9	63.886	63.872	63.858	63.844	63.83	63.815	63.801	63.787	63.772	63.758	63.743	63.728	63.713	63.699	63.684	63.669	63.654	63.638	63.623	63.608	63.593	63.577	63.562	63.547	63.531	63.515	63.5	63.484	63.468	63.452	63.437	63.421	63.404	63.388	63.372	63.356	63.34	63.323	63.307	63.29	63.274	63.257	63.241	63.224	63.207	63.19	63.173	63.157	63.139	63.122	63.105	63.088	63.071	63.053	63.036	63.019	63.001
