7.4317	8.6977	7.7983	7.6491	7.9867	6.2253	7.6394	6.9451	7.6253	8.4686	7.2771	6.9615	6.2613	7.6169	7.4574	7.269	8.3208	7.3155	6.6185	7.2896	7.3179	8.3712	9.0822	7.3076	6.5973	8.0109	8.7124	6.2386	7.6783	8.03	8.0304	7.6816	7.6684	7.3131	6.583	8.0028	8.3606	6.9375	8.357	7.3012	6.9564	7.3108	6.6082	5.895	6.5968	6.9494	7.648	7.6632	7.6513	7.3154	7.4354	6.6074	8.7212	8.7084	8.009	8.0103	8.0115	7.0875	7.6673	6.2403	8.0202	7.3167	8.7203	7.306	7.6619	6.7092	8.0158	7.6508	8.3693	6.5927	8.0059	8.7087	9.0704	8.3466	4.8908	6.2354	7.2986	7.6505	7.3009	9.4143	7.3566	8.0595	7.71	7.3466	5.2379	7.6459	7.3641	7.3658	7.3665	8.4194	7.3698	7.7076	6.455	7.3602	4.9985	7.3627	6.6167	8.0671	7.3673	7.3328	7.7206	8.737	7.724	8.026	6.9657	4.8804	8.3803	6.9699	7.6826	7.3371	6.7507	7.0029	7.3374	7.3288	7.3337	5.9191	8.387	8.0342	7.3343	6.9787	8.3914	7.691	7.6881	8.03	8.031	7.6812	7.6821	7.6832	7.368	6.2913	7.687	8.3902	8.4259	8.0753	8.7661	8.7685	7.7195	6.9947	8.0583	7.3597	5.9494	7.3644	7.0001	7.3831	6.6453	6.9917	7.7107	7.729	7.357	7.3807	6.7274	7.8308	6.9993	6.9973	8.3985	6.2901	7.4758	6.8028	7.4805	7.7884	5.2344	6.6477	8.4061	7.7034	6.6439	6.9814	7.6936	5.939	6.9916	7.3501	7.705	8.7569	7.7873	5.703	6.3133	6.2855	7.3485	7.349	6.4078	6.6408	8.0546	7.3786	7.0186	8.0783	6.665	7.375	7.0131	7.7257	7.377	6.3156	6.6685	6.3268
9.5166	9.1675	8.108	7.2197	5.8647	7.0599	7.3975	9.5111	8.4655	8.4531	8.1033	8.8297	9.1669	8.4717	9.1687	7.759	8.1106	8.8224	8.4627	7.7635	8.8492	7.7897	8.8514	7.0912	8.1195	8.4572	8.4578	7.4089	9.549	8.4901	8.8512	8.1417	8.459	7.4228	8.1245	8.8232	8.8283	9.5261	8.1164	8.1218	7.7733	6.7069	8.1224	6.7161	7.7645	8.1167	7.7676	8.113	8.2185	8.6408	7.9355	8.469	8.4764	7.0838	8.1082	6.7115	8.4612	6.5257	9.5245	8.4789	8.8401	8.4815	6.7338	7.7834	7.0838	8.8198	7.7879	8.4901	8.478	8.84	7.7805	7.7961	8.4846	9.5605	8.4727	8.4882	7.0715	8.1401	9.5523	7.7756	9.5544	8.4954	7.4288	7.7965	8.1176	8.4694	8.1206	7.7875	8.123	8.4747	7.4388	8.4777	7.7782	7.0927	7.0803	7.7825	7.4272	8.1299	8.1376	7.4321	8.4908	6.7178	7.787	8.8493	7.7758	8.1278	7.7728	8.835	8.132	8.1271	7.5161	8.4867	9.1986	8.8499	8.4765	7.7711	6.7142	7.7731	8.1249	8.1323	7.7765	8.4814	8.1323	7.7823	8.4842	7.7707	8.1219	9.1833	7.4229	8.8394	7.4299	7.7822	8.1305	7.7817	9.1981	7.4499	8.129	8.8419	8.4839	8.482	6.7538	7.7901	8.4933	7.8186	8.5197	8.5182	8.1594	7.8113	8.5133	8.1646	7.8152	8.5172	6.7591	6.756	7.4685	6.3987	8.1584	7.4581	7.8096	7.8068	6.7492	9.9237	6.7438	7.4622	7.4546	7.8089	7.4464	7.4467	6.72	6.7218	8.1512	8.4861	9.2871	8.2222	7.4341	7.4494	7.7823	7.7789	6.3685	8.4825	6.7457	8.1353	8.4873	8.8717	8.1365	7.4576	8.4837	8.5057	8.1564	7.4564	5.7193	8.8707
8.2056	8.8836	8.2085	8.3361	7.6201	6.9809	6.6034	7.5134	9.6028	7.8666	8.5306	8.9061	8.9312	8.9322	8.2325	8.0401	7.6429	7.2412	7.8623	7.4875	8.5754	8.9273	9.6021	8.553	8.5541	8.191	8.1918	8.5443	9.2453	9.5971	9.598	8.1986	8.1731	9.225	8.5256	8.5134	7.8036	7.4548	7.8063	8.1683	6.4616	8.2254	8.1729	7.8854	8.2294	7.506	7.1516	8.6811	9.449	9.1112	8.3538	7.8585	9.2711	9.6225	8.9232	8.9167	7.9833	8.0333	8.6877	8.2147	7.8555	9.268	8.9192	8.3114	5.2144	8.2022	8.9049	9.2563	8.908	8.5592	9.2613	7.5049	8.2173	8.9159	8.2197	9.2584	8.559	8.2097	8.9116	8.9126	8.2133	7.8779	6.827	8.567	7.8817	7.8687	7.1451	7.8476	8.2331	8.585	7.8894	7.5408	8.6028	7.5434	7.8949	7.8825	8.5812	9.2968	8.2478	7.1818	7.5332	7.8915	8.2538	8.255	8.6008	7.1823	8.245	8.9416	8.242	9.2946	8.2448	7.886	7.5203	8.2197	8.5711	7.8352	8.223	7.8635	7.5145	7.489	7.2209	8.9288	8.229	8.2033	8.5809	8.8923	7.4814	7.516	6.7816	8.1953	8.581	7.4879	8.2006	8.9029	9.6395	8.2266	7.4844	7.6241	7.176	7.8755	8.939	8.2445	8.2432	8.2488	8.2503	7.8888	7.8786	9.2919	8.9428	8.9443	8.9461	7.5355	7.8806	7.2754	7.8809	7.5282	7.8689	8.2357	7.1934	6.8191	7.5451	9.9941	8.2335	7.8973	7.8727	7.8706	7.893	7.8876	7.1711	7.5234	7.875	6.8242	7.286	8.3441	7.8926	7.875	8.2343	8.9465	7.1699	7.8719	8.9344	7.8889	8.9377	7.878	8.2376	8.9368	8.5991	6.8398	8.9467	7.5363	8.2483	7.5254
8.3035	9.5484	8.139	9.9011	8.963	10.039	7.6152	7.8999	8.1321	8.8336	9.1855	9.5469	9.8983	9.8996	8.267	6.855	8.6801	7.9913	7.5724	9.9265	8.85	8.8518	8.502	7.4429	8.5047	8.5065	9.1935	8.495	8.1456	8.497	8.8483	8.8499	8.1442	8.4919	9.1969	8.1477	8.8357	8.837	7.4408	8.8534	7.8043	7.8058	7.7935	8.6074	8.1602	8.1477	8.4995	8.9508	8.2559	7.9178	8.5043	7.0986	9.2077	8.1621	8.1633	8.5006	9.0084	8.6553	9.3654	7.9462	7.5454	8.5017	8.1527	9.9847	8.6609	7.5572	8.4944	8.8463	10.259	9.9099	9.5613	9.913	10.265	9.2196	8.8568	8.1575	7.8086	9.2104	9.5722	9.5731	7.8069	8.1586	8.8598	8.8615	8.8623	9.1998	8.1508	8.8527	9.5645	9.2058	8.1563	8.4816	7.7829	8.4846	7.4513	7.4123	9.1756	8.8268	9.1787	8.8298	9.5419	8.8328	7.827	8.8799	8.9532	8.1684	9.9307	8.1712	9.9336	8.1739	8.5256	8.5304	8.4982	8.5136	8.5148	8.8527	8.8537	9.2052	8.5062	8.1567	7.7908	8.859	9.2102	8.5106	8.1448	8.8459	8.483	8.4837	8.1341	8.8363	9.1876	8.489	8.4907	9.1931	8.8451	9.2201	9.57	10.028	6.5344	8.1652	8.8685	8.5209	7.8265	7.4638	9.2272	8.8772	7.4645	8.1709	9.223	9.2243	8.175	9.227	7.8269	8.2884	8.5434	8.8918	8.8894	8.5303	8.882	7.1212	8.8972	8.5479	8.8985	8.8993	8.5365	7.8468	7.8314	8.8889	8.1891	8.541	9.2422	9.6035	9.6046	8.1945	6.7872	7.1361	7.4821	8.195	7.8406	8.1924	9.245	9.9567	8.191	7.8418	7.8491	8.5424	9.2479	8.1893	9.2372	8.1872	8.188	7.4789
9.1329	9.8409	11.253	11.254	9.4885	10.354	8.6348	8.6423	7.5355	8.7701	9.4817	9.1265	9.8344	9.8293	9.8364	8.7709	8.758	8.4093	7.8678	9.9219	9.473	9.8247	9.4688	11.238	10.172	7.448	7.6987	6.9892	8.0512	8.4032	8.4104	8.0553	9.8375	8.4281	8.7789	9.1446	10.182	9.1296	9.8351	9.8365	9.1378	10.19	9.4907	8.0753	8.7832	8.0639	7.7147	9.4773	9.1284	7.3745	6.6926	9.1326	9.5173	10.896	10.581	9.5074	8.0973	9.5097	8.8004	8.465	8.6019	8.8039	10.576	8.8201	9.9859	9.169	9.5203	9.1717	10.224	10.225	8.1157	8.8113	9.88	8.8144	7.7647	5.7687	9.1645	8.8055	8.4401	9.8684	9.1694	8.8105	9.5221	9.5232	8.7976	7.7343	9.1471	8.0877	9.5	8.0907	9.2402	8.1926	8.7953	8.8006	8.101	8.4351	8.791	8.092	9.8545	8.0949	9.8575	9.5088	9.5142	8.4514	7.7521	8.1036	9.1555	9.8578	8.891	7.8313	8.4508	9.163	8.8245	8.826	7.0657	7.4139	7.415	7.7596	8.462	9.6096	7.1487	9.1753	8.8294	8.1301	8.481	8.4812	8.8193	8.82	9.1811	9.5327	9.1837	9.2458	8.1297	9.1884	8.1333	9.5452	9.8854	9.5374	9.1891	8.4806	9.8945	8.4859	8.4886	7.4327	9.2023	7.5205	8.9095	9.5371	8.478	8.4855	10.242	8.4817	8.4827	10.245	9.5458	9.2173	8.8553	9.5573	7.4471	7.7982	7.4482	9.2104	9.9116	9.5621	8.1521	8.1434	8.4913	8.8409	8.1345	7.7858	9.1982	9.199	8.8533	8.4905	9.2011	8.8532	8.5019	8.1367	9.2071	9.5585	7.4622	8.8515	8.1665	8.8545	7.8181	8.5039	9.5632	8.5145	8.8482	8.1488	8.5137	7.458
11.343	9.2665	10.995	9.5856	10.648	8.5715	10.146	8.3012	9.2616	10.673	9.6139	9.0387	9.7125	9.9778	9.9722	9.27	9.2567	9.6021	9.4101	9.384	9.6051	8.5597	9.2609	10.323	11.024	9.2652	10.312	10.314	10.315	10.667	9.9674	10.669	9.6128	8.8407	8.1245	8.8435	10.235	8.1151	8.1163	9.5288	8.8336	8.8351	8.4824	8.488	8.1286	9.5271	8.4776	8.1182	8.4804	8.1215	8.833	9.5349	9.8962	9.1908	9.5421	9.529	9.8903	10.942	7.7854	9.8942	8.2331	9.5361	9.9115	10.613	9.9139	9.1909	8.8419	9.1933	9.1947	9.9066	9.1978	10.26	8.8744	8.5258	8.5269	7.5582	8.1552	9.5674	9.9289	9.5699	9.9312	9.2224	8.5229	9.2286	8.5291	8.5168	8.8687	8.87	8.1645	9.2231	10.07	7.216	6.0581	8.8821	8.1731	9.221	8.5226	8.5235	7.4648	8.5267	8.5286	9.9407	8.8855	9.2371	7.1268	8.8757	8.8771	9.5794	8.6466	8.8816	10.294	8.8845	9.2861	7.9542	9.0111	7.1588	8.9212	6.9198	8.3379	9.1257	8.7043	10.112	7.2436	7.5212	9.2833	9.981	8.2113	8.5721	10.334	9.2749	8.2151	8.9269	8.5815	9.2796	8.9316	8.9354	9.9865	8.9281	9.6306	9.2824	8.9348	8.937	7.5521	8.6146	8.9671	8.3416	8.2546	8.9577	8.2493	10.021	9.6624	9.6638	9.6649	9.3299	8.9801	8.9784	9.6771	8.6191	8.6202	8.621	7.2105	8.2619	10.034	8.7206	6.9808	8.6152	8.6131	7.9025	9.3073	9.6589	8.6093	8.2338	8.9609	9.6627	8.235	7.5333	8.2327	6.4695	9.2884	9.2897	8.9412	9.643	9.6448	10.006	8.9464	7.8843	7.9171	10.003	9.6738	8.2636	9.6756	9.6771
9.5577	9.5584	8.8236	9.1745	10.263	9.5234	9.1645	9.8759	10.928	9.8787	10.58	10.581	8.8215	9.5571	9.9079	10.246	10.947	9.1879	9.5485	10.251	10.601	7.7451	9.9035	9.1583	9.8696	9.1471	9.5075	9.8598	10.561	9.512	9.5127	10.215	8.7988	7.74	9.1513	9.4992	9.5002	8.4413	9.5028	9.5046	9.146	9.8579	8.4482	9.5106	8.4409	8.4421	8.7937	9.145	9.1464	10.208	9.509	8.8005	8.4847	8.5848	8.123	9.1746	9.5357	10.588	10.239	8.4787	10.241	8.8314	9.1565	9.5178	9.5049	8.7959	8.0965	8.5506	9.8603	9.5113	9.5131	10.565	10.216	9.8679	9.1682	8.4692	8.1202	9.5324	10.234	10.235	10.586	8.8409	8.8418	8.8436	8.8448	8.1318	9.5442	8.1351	9.1866	10.249	9.5496	7.4335	8.8424	7.7869	8.8487	9.5462	9.1878	9.1891	8.1402	7.7816	8.1434	8.8452	9.1907	9.5524	8.4933	9.8914	9.8927	9.8946	7.7746	9.5473	10.599	9.9001	9.5316	8.4662	8.8176	9.5154	7.7457	9.3102	8.6065	9.8704	9.5215	9.8727	7.7759	8.4871	8.1144	9.5361	8.8267	8.8277	10.239	9.8904	9.8914	7.4352	8.4832	8.1476	8.4986	8.8245	9.1904	9.903	8.8444	9.1968	9.199	9.201	8.8531	8.8552	9.9168	9.1991	9.1905	9.5531	8.8441	9.1955	8.8468	7.6028	8.7029	7.79	8.4993	7.8208	7.8126	9.2242	9.9362	8.5263	9.2276	8.3115	8.9554	6.5675	8.625	9.226	8.1466	8.1419	7.7818	8.1429	10.255	6.7372	9.556	8.1498	8.4982	7.7866	9.1964	9.552	8.1423	8.5802	8.2218	9.1976	8.8493	9.9109	8.1527	7.7913	8.8505	8.499	8.4978	8.1482	9.2001	10.262
9.6895	9.6905	9.4886	9.146	10.218	8.4451	9.4689	10.758	10.759	10.4	10.401	11.554	7.9263	8.9883	8.6148	10.377	10.028	10.74	11.182	11.443	10.743	9.3343	10.035	11.101	10.751	10.739	9.6793	10.382	10.032	9.6838	10.745	10.386	10.081	8.6718	10.069	9.7209	9.7219	10.424	9.7245	10.426	7.2197	10.429	8.9935	10.046	10.033	9.6841	9.3353	10.387	10.038	10.39	9.6905	9.0351	10.043	8.4376	8.392	10.426	10.077	10.078	9.3789	9.7303	8.3042	10.793	10.068	10.779	10.056	9.707	10.505	8.7996	9.4715	10.062	9.7137	8.3179	9.03	10.418	10.055	9.3701	8.6611	10.423	10.074	10.426	9.7265	9.028	9.7126	9.7145	9.3517	9.0032	9.7048	9.3563	9.7074	10.769	9.7104	8.3047	8.3063	8.3074	9.3555	9.0065	9.3588	9.7101	10.412	9.7133	8.3042	9.366	9.718	9.019	9.0502	10.452	10.453	9.755	9.4062	9.758	10.459	10.461	8.3015	8.6667	8.3038	9.7158	7.7591	9.1285	9.7197	8.6603	9.3718	10.073	8.6635	7.6273	7.9649	9.1119	8.3173	9.0283	10.08	10.791	8.3149	9.7332	9.7343	7.257	9.3769	9.7179	9.3701	9.0219	10.075	10.076	9.0281	6.9023	8.6725	8.6741	8.6733	9.0181	9.3698	9.3724	9.3743	9.7259	8.733	8.5223	11.204	8.6924	8.6913	9.0425	9.0434	8.7855	8.1438	8.0577	9.4866	9.5148	8.8288	8.824	9.7935	7.9773	9.0319	9.0327	9.0327	9.0334	9.7345	9.7353	8.6756	9.0841	8.3457	7.3718	8.0931	8.3412	9.4024	8.3432	7.995	9.7572	7.6417	8.6985	8.6972	8.6959	9.7551	8.3362	8.7983	7.6379	9.7501	9.4013
9.4679	10.618	9.641	9.9649	9.9501	8.9471	10.674	10.626	10.878	11.589	11.336	8.5047	8.5008	8.0319	9.4434	11.206	11.567	11.209	11.209	10.511	9.8011	9.8029	9.4534	8.7742	10.886	10.537	10.888	10.19	9.2562	9.2528	10.193	9.1175	9.829	9.4665	10.177	11.229	10.88	9.4713	10.533	9.4741	9.4754	9.8307	8.7671	8.7691	8.42	9.1217	9.123	9.8244	9.8259	10.188	9.1282	8.7728	10.17	8.848	10.659	9.1132	10.525	9.5605	9.9249	8.8396	9.2326	9.4699	8.4302	10.192	10.543	10.895	10.546	11.335	9.9355	10.2	8.0635	9.4754	9.463	8.7642	9.8156	10.177	8.4179	9.1195	10.531	9.8221	8.4261	8.4246	9.1295	9.1173	10.179	9.8204	10.182	9.8234	9.8247	8.0787	9.8272	9.8288	8.4432	8.7806	9.4825	9.1334	9.1353	11.248	10.549	9.4901	10.202	8.0955	8.8079	9.4957	9.4971	9.1484	9.4999	9.1515	10.213	10.215	9.5059	8.4567	7.7276	10.2	8.4407	10.903	10.204	9.4946	9.4964	9.1474	10.559	9.85	8.1027	7.7406	7.8289	8.9179	9.1546	10.566	10.567	9.858	10.919	10.22	7.4024	8.4515	8.8029	7.3935	10.566	9.158	11.271	9.8621	10.225	10.227	9.1672	9.4897	8.7816	8.4335	9.1357	9.8385	9.8409	8.0817	9.1436	10.205	8.1159	7.0642	8.4677	8.8189	8.1097	7.5141	8.9594	8.8855	10.303	9.9735	10.009	7.8361	8.4872	8.8381	8.4886	9.1893	8.8391	10.6	10.251	9.8908	8.4881	9.5368	9.8852	9.6128	9.2606	9.8774	9.178	9.5294	9.1812	9.1828	8.8323	5.7007	8.5442	5.7858	7.1545	9.6129	9.2596	8.8145	8.8159	10.227
10.238	8.5686	8.9598	9.5402	8.8315	9.2987	9.3056	9.5456	12.008	10.598	10.96	8.9399	8.2484	9.1925	10.964	10.255	10.607	10.258	10.969	10.971	8.4839	10.596	9.8822	10.234	10.585	9.1766	9.5371	9.5392	9.3099	8.935	10.242	9.5271	10.235	9.8859	9.8865	10.589	10.239	10.591	10.952	10.244	9.5581	9.1856	8.2297	9.1884	9.8997	10.601	8.8421	9.9037	9.9051	9.9067	7.7968	8.1576	10.269	10.27	9.2113	9.9222	10.623	10.764	10.061	8.2963	8.3064	7.4369	9.1992	9.5603	10.972	10.613	10.974	12.026	11.677	9.918	7.8832	9.5497	10.962	10.963	9.1934	9.5551	10.257	9.5577	9.559	6.4017	7.1035	7.8017	9.2035	9.9156	9.5667	8.8581	8.5094	9.5713	9.9226	10.274	8.8883	9.5629	8.8774	8.8787	9.9406	8.8814	10.644	10.295	10.647	8.8879	7.822	8.86	8.5117	8.5131	9.925	9.2162	9.5776	8.8693	9.2206	9.9324	9.2234	8.8577	9.1859	9.8975	9.5489	10.25	10.962	9.9024	9.1939	10.605	9.5564	9.1836	9.2077	8.607	8.9625	8.9916	9.9224	10.984	11.334	10.626	9.2094	8.508	9.1983	8.4991	9.5606	9.912	10.614	9.2777	9.982	6.8771	9.9864	8.5094	8.494	9.1961	9.1979	9.2001	9.5622	9.9149	9.2068	9.9191	8.8594	7.8728	8.5218	9.2238	10.285	10.287	9.5877	9.9386	9.9403	9.2958	9.2314	7.4919	8.55	8.1932	8.1944	9.6057	9.2458	9.6062	9.3175	10.376	9.9559	10.304	7.8539	9.9461	8.8994	9.2509	8.9021	10.314	9.6141	8.9053	9.6167	8.9057	7.1274	8.5366	8.184	7.913	9.0166	9.3641	7.9541	8.6115	11.011	9.9497
