7.2935	5.8862	4.972	4.6212	5.8822	7.1623	6.7569	7.2867	5.165	6.9311	6.9339	8.3348	8.3508	5.9237	6.612	6.9308	7.3275	6.936	6.9386	6.9755	6.9786	5.9304	7.3456	5.5256	6.598	6.2504	6.2805	7.3449	5.5626	6.64	7.3538	6.9843	6.2686	5.5593	6.6241	5.9254	6.629	6.6439	7.3445	6.9862	7.3488	7.3478	7.3457	6.977	6.9628	6.6146	5.9156	7.3472	5.9217	6.6261	6.977	6.9758	6.6027	7.3177	7.354	5.5521	7.3452	6.6213	7.7035	4.5578	7.6897	6.9705	8.0797	5.9706	8.0437	7.0295	8.0942	8.7981	8.4073	6.6887	7.3992	7.3904
8.4798	6.3728	8.137	6.1082	8.4278	7.8876	7.8916	7.0319	6.3272	7.3876	6.1735	7.3967	6.3378	6.6866	8.1011	7.7406	8.8049	7.0791	7.0487	7.0854	7.0889	6.7308	7.4114	6.7108	6.7107	7.7888	6.3535	6.7076	6.3864	6.3622	7.0766	6.3691	7.4325	7.0817	7.0697	7.4227	5.9964	7.7617	6.0015	7.0819	8.4854	7.4197	6.0314	7.4342	8.4601	6.3741	6.7034	8.1174	7.7703	7.4463	7.8002	7.4505	7.4499	7.7933	7.4607	7.8009	6.7433	7.8227	7.8266	7.8305	7.4828	7.4694	7.1191	8.1785	8.5329	8.1863	7.863	8.217	7.5229	7.5223	8.5507	7.8729
6.7619	6.7635	7.4666	7.8085	7.4611	7.4636	7.4507	7.8036	7.8063	6.7575	7.1105	8.1741	7.8161	7.1179	5.7265	7.139	5.7151	7.4764	6.0713	6.0743	8.5506	6.7918	6.4447	7.8495	6.7988	7.4893	7.8423	7.8452	7.1512	6.8004	7.8546	4.6788	7.8599	7.5142	6.8057	7.5036	6.4479	7.1514	6.8032	6.8055	8.2254	7.5111	7.5116	7.8605	7.8501	7.5261	7.8555	7.8582	7.184	7.5375	7.8666	8.9538	7.1676	8.9209	7.8636	7.5647	7.9188	7.9225	8.2631	8.2914	8.2949	7.9118	7.9361	7.2015	8.2923	7.2088	8.3001	9.3547	8.3069	9.6851	8.287	8.9868
8.4399	8.4418	8.6393	6.836	8.4726	7.064	7.4169	7.7503	6.0182	7.0593	7.0748	8.125	7.4168	7.4193	8.8468	8.149	7.7849	8.1382	7.7907	7.083	7.4362	6.7426	7.8033	6.7493	7.1026	7.1019	8.5037	8.5073	8.51	7.8126	8.5157	8.5184	7.8142	7.4566	7.4562	7.444	7.4466	7.8088	8.1618	8.1639	7.8196	8.1723	7.1131	8.5199	7.4573	8.8646	8.1663	7.4622	8.172	8.1786	8.8785	8.5315	7.8357	8.8859	9.9395	9.2326	8.5362	7.8395	8.5438	8.5819	8.2355	7.8883	9.2899	9.2901	7.1556	7.1591	8.5743	8.9447	9.993	9.2858	9.6492	10.351
8.4262	8.044	8.2247	8.0325	7.3682	7.3708	8.0743	8.061	7.3627	8.0664	8.769	8.7717	6.9866	8.0762	7.3514	8.0814	5.9531	8.7712	8.0473	8.0504	6.6419	7.0197	8.434	7.7366	7.3888	7.028	7.7293	7.0221	6.6887	6.6916	8.4421	8.1083	8.1108	7.7495	8.4624	8.0876	7.753	7.4054	9.1688	8.4607	7.4119	8.8153	8.1206	7.4156	8.4681	8.4606	8.463	8.4655	8.4683	7.7648	7.4172	8.4712	7.7712	9.5321	9.5251	8.1177	10.233	7.7694	8.1232	7.7773	9.5488	8.4913	8.8357	9.8963	8.1291	9.5438	7.4297	9.9014	9.9052	9.9086	9.906	9.5553
9.5692	8.5206	7.8123	8.1755	7.8313	8.8944	8.8936	6.7722	7.1251	8.1788	7.831	8.5441	8.8966	7.1118	7.8146	8.1675	7.8041	8.1576	7.8098	7.1123	7.8159	7.8191	7.1256	7.829	7.4772	8.8797	7.822	8.886	8.5389	8.8918	6.7972	8.5474	7.8396	8.903	7.8543	7.4936	8.1961	7.4981	8.561	8.9135	9.6162	8.5679	8.2133	8.2118	10.331	7.1482	8.5654	8.5679	9.9813	9.6241	9.987	7.5528	8.9636	8.5793	9.3066	9.3102	10.025	9.6689	10.033	8.6201	8.9809	8.627	8.9776	10.039	6.5036	10.036	10.04	9.3373	8.6402	10.401	9.6965	10.753
7.7344	6.0905	8.2366	8.1016	7.3772	8.4405	8.0772	7.3693	8.7829	8.4351	5.639	8.09	6.3547	8.0949	8.4716	7.0613	7.7506	8.1133	5.6481	7.4089	8.4726	7.4188	8.8294	7.4215	7.0747	7.7648	7.0678	8.1315	6.3565	8.4878	7.4298	8.8437	8.8464	7.7703	8.8295	8.4703	8.8228	9.1754	6.0589	9.5404	8.1317	7.127	7.4776	8.5365	9.5871	8.8789	8.8811	9.594	8.8863	9.2394	9.6024	8.8942	8.8672	9.5772	8.5116	9.2158	9.5801	9.5844	8.8782	8.556	10.298	9.262	10.323	10.315	10.319	8.2114	11.386	11.03	10.684	11.036	9.9876	10.649
8.2271	8.3851	8.2451	8.948	8.9503	7.8922	7.169	9.4461	7.8846	8.5875	7.5393	7.1819	6.8175	8.2311	7.5484	8.2206	7.163	7.5256	8.2288	8.9423	7.8846	7.5711	8.2411	8.2749	7.9142	7.567	7.9204	8.9841	7.216	7.5795	7.9325	6.8882	6.8897	8.2996	8.2901	8.6429	9.3556	9.7081	9.0103	8.6525	8.6547	9.716	8.3168	8.3067	10.069	9.7213	10.424	7.965	9.0281	10.431	9.0465	10.096	9.7456	8.6792	10.804	9.3975	9.7519	9.0395	9.7605	9.7649	10.117	10.451	10.102	10.447	10.451	9.4043	9.408	10.462	11.175	10.12	10.829	10.827
8.7467	8.7488	9.4515	8.7372	9.0742	8.1676	7.471	8.168	9.0844	9.087	9.0893	7.8067	8.034	8.048	8.037	6.9889	8.0427	8.4056	9.4586	7.0008	6.6464	8.057	8.4205	7.6997	8.4133	9.4668	8.0595	8.423	7.7156	8.779	7.0145	7.7157	8.4251	8.7671	9.4698	9.1225	10.185	10.188	9.1298	9.1555	7.7448	9.1536	8.0833	9.496	8.7977	8.0895	9.8524	10.215	9.857	7.7505	8.8098	10.57	9.8544	9.8577	10.572	9.166	10.931	10.235	10.239	8.4631	10.224	10.568	9.8616	10.576	10.93	11.284	10.587	11.291	11.293	10.941	11.682	10.962
7.5484	7.0689	8.4449	9.1725	8.1245	8.971	9.318	8.6303	8.6402	7.4271	8.2833	7.4253	9.1726	7.4148	7.7778	7.0701	9.1838	7.4264	7.7889	8.4924	7.4473	7.4465	8.8476	8.1505	8.1536	7.8068	8.1602	8.1636	8.8668	6.3916	7.0916	8.1416	8.4946	7.437	8.8504	8.8531	9.2059	9.2082	8.5106	7.8121	8.5103	8.5018	10.264	9.5662	10.618	10.621	10.273	10.625	9.2271	8.8756	9.5773	10.991	9.2232	9.5876	10.642	11.006	11.011	8.2062	9.9542	9.9681	10.313	11.378	10.672	11.036	11.39	10.334	11.398	9.9711	10.669	11.377	11.37	11.021
