-1.0686	-0.70739	-0.70822	-0.72383	-0.35509	0.0059977	0.0068321	-0.35337	-0.36896	-0.352	0.0097546	-0.3505	-0.34983	-0.34965	-0.70076	-1.0603	-0.69885	-1.4096	0.72558	-0.0051988	-0.0049498	-1.0768	-0.69937	-1.0759	-0.71371	-0.0015837	-0.69518	-1.0554	0.017121	0.016069	0.016989	0.72918	-0.34223	-0.35914	0.71386	0.0027603	0.0027979	-0.34039	-0.35743	-0.35586	0.0048968	0.35638	0.35746	-0.7059	-1.0655	0.35841	0.35917	1.4309	1.4312	1.0548	0.70483	-0.72574	-1.0847	-1.4316	-0.72546	-3.2142	-1.0865	-1.4358	-0.70006	0.68743	-0.022799	-0.022106	-0.7334	-0.029257	0.32373	0.68978	-0.38135	0.69259	0.32465	2.1058	-0.024386	-0.38426	-1.4476	1.0467	1.039	0.68844	-0.74171	-0.015361	0.69072	0.3289	2.0966	-1.1181	-0.027053	0.69127	1.4035	0.69283	2.4664	1.0445	1.7476	2.8104	2.8106	1.7326	1.0383	2.4345	0.307	2.4185	3.8401	3.503	2.7689	1.7087	1.7088	3.1532	3.4806	2.0825	0.64782	1.6893	0.97905	0.97899	-0.41551	1.3684	2.4036	0.63014	0.63182	2.044	-0.76357	-0.41226	0.29752	-0.73814	-0.025147	1.0095	0.65764	1.0115	1.0105	1.3733	2.0764	1.3762	-0.78598	1.7276	2.4384	-1.1481	-1.858	-1.8429	-2.8952	0.6634	-2.1554	-2.1812	-2.895	-0.045624	-1.4664	-2.1834	0.28131	-2.1768	-0.40288	-0.42903	-0.42879	-2.8904	0.31105	-0.067132	-3.6028	-0.041372	0.99659	-2.1767	-1.8498	-2.9153	-2.5363	-4.324	-4.6674	0.31262	-0.42218	1.3707	-0.79243	-1.487	-0.41698
-0.41464	-1.1279	-0.06329	1.3397	-0.43412	0.62979	-0.79386	-0.79253	0.63227	-0.43125	-0.79129	-2.1873	0.28241	-1.5002	-1.1399	-0.78721	-0.42533	-1.137	-0.42551	-0.074072	-0.78564	-1.8471	-0.75617	-1.4691	-1.1076	-1.1073	-0.0431	-1.1056	-0.042027	-0.042392	-1.1048	-0.39199	0.67125	0.32063	0.32037	0.32125	-0.39111	-0.038309	0.32197	0.67493	-1.4605	-0.055863	0.30604	-0.76639	0.65803	0.3071	1.3422	1.0194	0.99266	0.6332	-0.085209	1.3453	0.62626	-2.5653	-2.5805	-2.5719	-2.9328	-1.8573	-0.42757	-2.8856	-0.78715	-1.5057	-0.081209	-0.43841	-0.079914	-0.43084	0.28166	0.28231	-0.43537	-0.42795	0.63403	-0.78769	-1.1446	-0.78755	-0.41918	2.0584	-0.067811	-2.5952	-1.5045	-0.10469	-0.10693	0.2558	0.63255	0.97521	-0.09673	1.3332	0.62303	1.684	3.099	2.7498	3.4604	3.1002	3.0739	2.3703	2.7137	1.6594	2.0198	2.0203	2.019	2.3771	2.3711	0.24697	2.0207	1.6677	0.60618	0.25448	0.24913	0.27314	-0.086642	0.27428	1.6711	1.6714	0.60335	0.25977	0.26039	1.6737	-0.43296	0.99017	0.27944	0.99766	1.6986	0.63777	0.99185	0.27981	0.28147	0.97709	0.9934	0.99482	-0.78895	0.63316	0.97065	-2.2554	-1.5007	-2.559	-1.8718	-1.5184	-1.1761	-1.1826	-1.8688	1.3115	-0.11118	0.60211	-0.1097	-1.5164	-1.1725	-0.4592	-1.8838	-0.45835	-1.8816	-1.1531	-1.5306	-1.5365	-2.97	-2.5997	-1.9094	-3.3118	-3.68	-3.6637	-0.43633	0.96963	0.58567	-1.1946	-0.10927
-0.42928	-0.42965	0.28296	-0.42761	-0.065859	-0.77646	-0.77692	-0.42456	-1.12	-0.77545	-0.75822	-0.75624	-0.044633	-0.40392	-0.75382	0.30793	-1.1154	-0.75351	-0.75261	-1.1134	-0.75218	-1.4632	-0.7717	-0.0588	-0.41887	-0.0564	-1.8426	-1.4736	-1.4725	-0.40895	-1.1268	-1.1283	-0.053334	0.65803	0.65733	0.29692	0.65908	-0.76259	-0.76245	-0.05059	0.30074	-0.049908	-0.048937	0.30151	-0.048644	-0.047495	-0.04072	0.66385	0.66527	0.66544	1.3671	-1.485	0.66699	-1.4672	-0.42918	-1.1401	-0.77959	-1.8512	-0.77232	-0.75382	-0.77005	-0.41894	-0.4451	0.2668	1.6907	-0.075643	-0.44253	0.63055	0.26991	-0.76829	0.6388	0.98275	1.6943	0.63304	-0.0779	-0.78856	-0.79572	0.62826	0.98553	1.6896	0.26793	0.26825	0.26816	0.26867	1.6916	2.0498	1.3399	1.7006	1.7005	2.7622	3.4728	2.0518	3.1162	3.1165	3.467	2.4053	1.696	2.4132	2.4055	2.7572	3.4752	1.3352	0.99159	2.4147	2.7577	1.7041	1.705	0.99473	2.0364	-0.78456	0.24095	0.95292	1.3041	2.3759	2.0154	0.60391	1.3433	1.7032	0.28229	-0.46743	0.24508	0.24605	0.64271	2.019	1.6695	-0.46363	0.60874	-2.5626	-0.46239	-3.2789	-1.1355	-1.1505	-2.5622	-3.2548	-1.8844	-1.5069	-0.78704	0.61191	0.61358	-0.45967	0.25362	2.0262	-0.073984	-2.2094	-1.8435	0.96631	-1.5188	-2.5567	-2.556	-1.1684	-0.80632	-1.8552	-1.8621	-3.988	-0.44278	-1.154	-1.4985	-2.9218	-2.2017	-0.45001	1.346	2.0502	0.63834
-1.0757	-0.36478	-0.012405	-1.4353	-0.0119	-0.36206	-0.030451	-0.38055	-1.4524	-1.0905	-1.4517	-1.0902	-0.73847	-1.0883	-1.0869	-0.73655	-0.024096	0.68796	-0.73422	-1.0862	-1.7602	-0.73322	0.015386	-1.7586	-0.37141	-0.73125	-0.33395	-0.69363	-0.69334	-0.33215	-1.4043	0.018741	0.38059	0.73061	0.7318	-0.32982	1.4442	-0.68955	-1.3995	0.022876	0.38471	0.38504	-0.32585	-0.34497	-0.34475	0.36701	1.0691	0.71934	1.7812	1.0704	0.72021	0.68363	-0.025728	-1.051	0.33749	-0.73473	-2.5091	-1.797	-3.5736	-1.7998	-0.73567	-1.0855	-0.036621	0.68876	-0.018584	-1.0807	-1.0803	-0.01756	-0.36721	-0.36706	1.0455	0.69653	0.69692	-0.031538	-0.38156	-0.38094	1.0483	-0.030398	-0.74208	1.0321	-1.0904	-0.77475	-0.027746	-0.010685	0.68434	2.0878	1.0171	1.7016	1.3782	2.4403	2.8001	1.7289	2.4405	0.33142	3.1614	3.161	3.165	1.0327	2.1035	2.4504	0.70601	1.0558	1.0551	1.7673	2.812	1.0575	1.4185	0.70471	0.70452	0.70586	0.70665	0.70634	-0.71258	-0.3532	0.35724	1.0586	1.0593	0.014692	1.788	0.35957	2.135	-0.35157	0.36448	1.4255	0.00013486	-1.0573	-1.7729	-1.0425	0.3808	0.01952	0.73113	0.39763	-0.31458	-0.6911	0.36754	-0.34328	-0.36951	-1.77	-1.4375	-0.013535	0.70035	-0.012762	-0.72254	0.70113	-0.7231	-2.4988	-2.8407	-3.5571	-2.8408	-1.0724	-1.4288	0.70554	-1.0679	-2.1407	-1.0898	-1.4496	-2.8783	-1.4263	-0.35279	-0.71287	1.421	2.4827	1.3946
-0.0040998	-0.36388	-0.0029205	-0.0015764	-0.71324	-1.0739	-1.7841	-1.0727	-1.0719	-1.0444	-0.68351	-0.6834	0.35345	-0.32995	-0.6801	0.032289	-0.32835	-0.32894	-1.0395	-1.0381	-0.67752	-0.32588	-0.67565	-0.69626	-0.34396	0.36781	0.017235	-1.0554	-0.3422	0.36937	0.37027	-0.6912	-0.69164	-0.34138	0.37097	-1.0517	-1.7755	0.72412	-1.0634	-1.3993	-1.7603	-0.33628	0.37591	-1.0463	-0.33531	0.37651	0.37733	0.027449	1.0886	2.1513	-0.33212	0.73023	1.442	1.4421	0.38066	0.70503	0.0029427	-2.1302	-1.7866	-1.0679	-2.129	-0.3277	-1.4225	-1.4423	-0.012059	-0.34432	-1.407	-1.408	-1.0549	-1.0879	-0.015067	1.0537	-0.0079624	-0.014226	0.33631	-0.01295	0.68831	-0.38057	-0.73628	0.33878	-0.72923	-0.73539	0.33354	-1.4393	1.3958	2.8177	0.67885	0.32834	1.7576	0.33571	1.3984	1.3985	0.68664	-0.76841	1.0285	2.8169	2.8008	2.4505	2.4667	3.1609	2.0904	1.7566	1.3962	1.3967	1.397	2.819	1.0482	-0.37332	1.7596	-0.025935	-1.0976	0.33181	1.3945	1.0441	0.33392	0.68469	2.4675	0.68461	0.68615	1.3908	2.1017	2.4626	2.8129	0.68095	0.33741	0.68249	0.33217	0.34623	-3.2308	-2.1509	-1.7996	-1.7998	-3.2191	-1.7919	-1.0751	-0.36928	-0.015415	-0.71965	-1.0867	-0.014474	1.3979	-1.0854	-0.71758	-0.36795	-1.0773	-2.1411	-0.72344	-0.37169	-1.4342	-3.5709	-0.37042	-0.3716	-0.37671	-0.37449	-0.39201	-0.39167	-0.72519	-0.72486	-1.4358	-0.0046602	2.1109	3.1829	-0.011111
-0.71115	-0.35022	0.35181	-0.70908	0.0017506	-0.017154	-0.36756	0.33424	-0.015999	-1.076	0.33734	-0.013286	0.69778	1.0498	-0.72307	-0.010461	-0.010477	-0.36102	-1.4319	-1.0709	-1.4321	-0.71869	-1.0696	-1.0691	-1.0689	-1.0683	-0.6996	-1.0498	-1.7621	-0.71555	-1.0497	-1.0503	1.4354	0.36436	0.013561	1.0759	-0.33551	0.36681	0.72757	-0.33353	0.017357	0.018132	-0.0013697	4.8697e-05	-1.0612	0.35089	1.0623	1.4231	0.001541	0.0020017	-0.34804	1.0639	1.4262	1.7764	1.0656	2.1209	0.33841	-0.72198	-0.72771	-1.4331	-1.4324	0.71843	-0.3603	-1.789	-0.71897	-2.4984	-1.0919	-1.7871	-1.0672	-0.35512	-1.4285	-1.4333	0.33928	0.34013	0.70033	-0.37691	0.34117	1.0354	1.0493	1.0367	-0.0111	0.32405	1.0515	0.32757	0.68323	0.67049	1.3811	1.7463	2.1066	2.4435	1.0362	2.0944	2.4441	1.0074	2.428	1.7334	2.4441	2.8051	2.4448	1.7342	1.7343	1.384	-0.39184	0.30974	2.442	1.3818	2.0931	1.0228	0.67271	1.7342	1.4215	-0.35194	-0.014116	0.00062531	-0.36371	-0.71028	-1.0746	-1.0599	1.4111	1.0509	1.4247	0.71488	0.71476	-0.70727	-1.4175	-0.34467	0.0052588	0.34398	-2.1607	-2.8733	-1.0869	-2.1767	-3.2229	-2.8384	-2.1415	-1.4287	0.32492	-1.4342	-0.36125	1.762	2.436	0.70121	-1.0725	-1.7829	-0.73295	-2.4941	-0.71986	0.66613	-0.71862	-0.043012	-1.4655	0.30852	-0.392	0.31368	0.31319	-3.5953	-2.8835	-1.0973	-0.38854	0.6735	1.0605	1.7723	0.34943
-1.0761	-0.3641	-0.013538	-0.71333	-0.71401	-0.71298	-1.0738	-0.71153	-1.7574	-1.0454	-0.68442	-0.68326	-1.0434	-1.0424	-1.3935	0.02026	0.020942	-0.32876	-0.32837	-0.32789	-0.32743	-1.0381	-1.4085	-0.34731	0.3655	0.36638	0.0061806	0.71754	1.0786	0.0074341	-0.69374	0.36851	0.36934	0.75578	0.36989	-1.0161	-0.30344	-0.30266	-1.0496	-1.013	-1.0139	-0.65211	-1.3634	-0.65065	-0.64964	-0.29921	-1.01	0.051797	-0.68569	0.37798	0.72771	0.72899	1.09	1.4404	2.1515	2.1518	0.37917	-0.0063777	-1.4184	-1.0671	-1.0409	0.73261	0.68715	-0.72367	-1.7707	-2.834	-0.34811	-0.34765	-0.69832	-0.019814	-2.4814	-1.057	-0.71987	0.0050099	0.71741	1.772	-0.71086	1.0614	0.69547	-0.0085561	1.7738	0.3465	1.4144	1.7751	-0.012637	-0.70708	2.1268	1.4103	3.1881	1.0664	2.1281	-0.010732	1.0674	1.0417	2.4997	2.1389	0.71748	2.4659	1.7553	2.8502	0.36781	2.1057	1.0792	0.68508	1.4221	1.4231	1.7836	2.4746	0.69299	-0.38135	2.1027	-0.016457	0.68283	0.33187	0.34567	-1.0759	-0.37792	-0.37821	-1.0891	0.33426	-0.026547	-0.025612	1.7571	0.34932	-0.010723	-0.024001	-0.36691	0.33883	1.7743	1.4136	1.0645	2.4856	-1.4461	-2.4928	-2.4924	-1.0825	-1.7934	-0.36488	-0.371	0.6912	-0.0056622	1.777	-2.1426	-0.71998	-0.36775	-0.36816	-0.35408	-0.70451	1.4181	-1.0638	-0.70344	-1.7746	-1.4394	-0.72725	1.7829	1.3961	-0.37537	0.33659	-0.7254	2.1361	-0.37334	-1.437	-1.4378
-0.064804	-0.76621	-0.78604	-0.084621	0.27626	-0.4336	0.27729	-0.08244	-0.78325	-2.2037	-1.1428	-0.080039	1.3423	0.63232	0.28319	-1.1382	0.99454	-0.075924	-0.07469	-1.1366	-0.77582	-0.42503	0.2871	-0.073184	-1.138	-1.4888	-1.8483	-0.77638	-1.8434	-1.8474	-0.77463	-1.1349	0.28715	0.63801	-0.42337	-0.072118	1	-0.071607	0.28977	0.64091	-0.088646	0.98312	0.62314	0.27291	1.3355	0.62474	0.27461	0.98578	-0.43577	1.6975	1.3378	0.98777	1.3383	2.4099	2.7607	1.6997	1.6997	0.99413	-0.42754	1.3457	-1.4881	-0.42914	-0.075475	-0.42587	0.28609	0.28697	-1.8522	-0.4454	0.28241	-1.4899	-1.1403	-1.5062	0.63417	-0.076375	0.99485	1.3456	0.98	-0.79219	0.98013	1.3316	2.4027	-0.79082	0.59732	0.2534	-0.81459	1.3093	0.24839	2.3809	0.95943	0.25491	0.96675	1.3116	0.96117	0.55058	1.6225	1.2613	1.2618	1.6388	2.014	2.349	1.2622	-0.49464	0.59316	-0.11808	0.95447	0.59386	-0.46673	-0.45951	-0.10877	-0.80907	-0.45826	-1.169	-0.10643	0.25462	-0.11243	0.96575	0.2555	0.25134	1.6737	-0.80889	-1.17	-0.10738	1.3151	2.026	-0.45177	-2.2295	-0.4563	0.96787	1.6788	3.4497	1.318	0.61175	-1.537	-1.9391	-2.2739	-1.5308	-1.1836	-1.5346	-0.12066	0.59386	0.94782	-0.82467	-0.11687	-2.6025	-1.8933	0.24475	0.23871	0.58978	0.95027	0.5911	-0.47001	1.3027	-0.46847	2.375	-1.1784	0.59507	-0.84264	2.7279	0.59647	2.379	-4.0649	-1.573	-0.83978
0.20872	-0.14143	0.20983	0.57101	0.57098	-0.85064	-0.1391	0.92355	-0.49819	-0.83203	-0.48065	-0.48006	-0.83061	-1.1799	-1.5406	-0.11748	0.94405	0.23411	-0.13616	0.21476	0.57661	-0.13419	0.57707	-0.13316	-1.1934	-1.1939	-0.13179	-0.13072	-1.5535	-0.13023	-0.49101	-0.49039	-0.12966	1.6788	0.25808	-0.45285	0.97014	0.25964	-0.45102	-0.45112	0.62134	-0.44909	0.62224	0.9734	0.62352	0.62384	0.62413	0.97482	0.62557	1.3364	1.3374	2.048	1.6876	2.0481	0.97795	2.0135	2.0141	1.6343	2.6961	0.92463	1.2854	0.57543	-0.49546	-0.13489	-1.2119	0.57705	-1.9185	-1.583	-0.85509	-0.50409	-0.5074	-0.85812	-1.5653	0.20451	0.20414	-0.85816	0.56974	-0.14039	-0.50134	-0.5005	-0.85079	-1.5768	0.91096	0.19651	0.9122	-1.2066	0.5624	1.6194	2.3299	1.9848	0.56403	-0.14705	-0.14648	1.2656	0.90541	0.1946	0.91093	-1.5461	1.6475	1.2976	1.2974	1.6223	0.56126	0.54229	1.6289	0.56348	-0.14257	-0.14175	-0.50636	0.91603	-0.14343	0.56693	0.57166	1.2792	-0.14288	-0.50304	-0.47648	0.59526	0.23555	0.94712	-0.13981	-1.887	-0.81804	0.60345	0.95464	-0.11187	1.3159	0.60559	0.95151	0.95124	1.3117	0.57531	-1.553	-1.2232	-0.51669	-1.1961	-0.10736	0.95291	-1.5254	-0.81302	-1.1706	-0.10719	0.60878	-0.46208	-0.10659	0.24393	-0.49249	1.2904	-0.12781	1.2908	1.6418	2.0066	0.93644	0.58232	0.58749	-1.1841	-0.48269	0.9392	0.21067	1.9895	-4.0721	-1.2314	-1.937
2.1153	0.3439	-0.016207	-0.015985	1.0557	-0.014645	0.69669	-0.013939	-0.72437	-0.72382	-0.36251	-1.4234	0.34976	-0.36009	-1.0705	-0.0084441	0.35181	-0.35836	0.35324	0.35351	-1.4172	-1.0669	-2.4938	-1.0706	-0.3591	-0.35845	-0.35746	-1.4183	-0.71808	-1.0676	-1.7782	-1.418	0.35573	3.1877	1.0666	0.3373	-0.023622	-0.37234	1.0493	1.4002	1.0504	-0.37009	-0.019937	0.69134	0.6923	1.7633	0.3421	1.0534	1.4043	1.0549	2.4661	2.8266	2.827	2.1173	2.8276	2.1182	1.7676	2.469	3.5403	1.769	2.4697	-0.35778	-1.0687	-1.0689	-0.71692	-2.8409	-2.8371	-1.7733	-0.72683	-1.0609	-1.0603	-0.35318	-0.7141	1.0686	1.0682	0.71323	-1.4278	-1.8053	-0.031102	0.32978	-0.38069	0.68126	1.3925	0.33138	1.0279	-1.8111	3.15	1.7393	1.0449	1.7397	2.0907	1.0346	-0.38671	-1.8184	-0.40048	1.3868	0.32609	1.387	2.103	2.4531	2.8135	1.3867	1.3871	0.67676	0.68222	2.1038	0.32726	0.33362	1.0446	-0.025199	-0.37486	0.33628	0.33123	0.6878	-0.017846	-1.4043	1.0801	0.36919	-0.36608	1.406	0.69605	-0.7251	-0.69952	0.35101	0.35199	0.35309	1.4142	-0.0062899	-0.031385	1.7501	-1.4424	-2.5416	-2.892	-2.1802	-2.5207	-1.0964	-2.1579	-0.3796	-0.71377	-0.3532	-1.4411	-0.71339	-0.73871	-2.8397	-1.063	0.35869	-0.027529	-0.7388	-0.73868	-0.74246	0.3346	-0.37508	-0.38003	-0.37985	0.33237	-1.4459	1.395	1.755	2.1067	1.757	2.4576	-3.5762	-1.4522
