8.6862	8.3511	7.636	7.988	7.9899	8.693	8.6948	6.9184	9.0428	6.9061	8.6864	8.688	8.6904	8.3418	8.6786	7.3223	8.6989	8.6853	7.3125	7.3149	7.9733	8.3261	8.3719	8.0237	8.7267	7.6778	8.0303	8.3661	7.6674	7.3336	8.7239	9.7875	8.0412	8.0431	7.3298	8.7471	7.6762	8.0294	9.7764	8.0109	6.9519
8.0686	8.0937	7.745	9.1343	8.8098	9.1622	8.8139	7.7547	9.1445	8.443	8.4589	7.7462	8.4252	9.1617	8.467	9.5298	9.1822	8.834	9.5364	10.222	7.4358	9.1619	8.1167	9.1794	8.4711	8.1469	9.2101	9.2124	8.1535	8.85	7.4167	8.8544	9.2104	7.4505	8.1532	7.0995	8.8326	8.4882	9.2013	9.5364	9.1886
8.5187	8.8707	9.5727	8.8743	8.8761	8.9022	7.4928	9.2564	8.5342	9.2605	8.5454	9.5981	9.9604	8.2008	7.8666	8.2286	9.2821	9.2841	9.6364	9.6214	8.897	8.9255	9.2778	8.9032	8.9055	9.2578	9.26	9.2621	7.8534	8.8999	7.1539	8.9038	7.8582	8.907	8.9226	8.5742	9.2328	8.8878	9.2404	8.1745	8.5268
9.5462	9.5315	9.8836	7.7773	8.8267	8.4819	8.4843	9.8971	8.8386	9.1908	8.4756	10.239	7.7786	9.1819	9.184	9.8966	9.5485	8.8735	9.9025	10.289	9.9241	9.2154	9.184	8.8693	8.505	9.2078	8.159	9.2119	9.5747	7.8094	9.912	8.1524	8.8706	8.5059	9.2082	8.5034	8.8555	9.5641	8.8594	9.572	8.8471
9.8422	9.4772	9.8294	10.182	8.7663	10.186	8.7704	9.8393	9.1346	9.1366	9.8225	8.4138	8.7657	9.1278	9.8242	10.183	10.184	9.8364	9.8318	9.4837	9.4693	7.7096	9.8236	10.176	8.7671	9.4734	9.832	8.4171	9.1297	9.4816	9.8167	9.8183	9.4697	10.172	7.7118	8.4377	8.4399	8.7921	8.7941	9.5065	8.0809
9.9442	9.2194	10.282	9.5734	9.5753	10.288	9.9394	10.292	10.678	10.329	8.8702	8.5556	9.9686	10.321	8.9055	8.9073	9.976	10.322	9.2634	11.026	7.8433	10.313	7.4971	11.018	8.562	10.322	10.324	9.6193	9.6213	9.6226	9.6077	9.9693	9.9707	8.5555	9.6142	8.9156	9.5416	9.9099	8.8452	8.4804	8.8327
10.244	10.596	9.5472	9.8992	9.9013	10.253	11.316	10.607	9.1723	9.8848	10.247	9.8722	10.574	10.226	11.989	9.9032	9.5547	10.607	10.259	9.5606	9.5461	9.188	10.25	11.313	10.955	10.257	9.522	9.1639	10.576	10.561	9.5122	10.564	10.566	10.217	10.569	9.8702	9.8664	8.8078	9.1601	9.1451	10.208
10.736	10.027	9.6791	10.031	8.9962	8.2878	8.6399	8.6418	10.054	10.04	9.3416	9.3435	10.396	10.047	10.399	10.401	8.9857	9.6879	10.75	8.9748	11.088	11.09	9.6812	10.743	10.035	11.098	9.6929	9.3445	10.03	9.6809	10.033	10.384	8.9852	10.387	10.389	9.0037	9.7328	9.7381	9.0234	9.7256	9.7278
10.514	10.166	10.868	9.4594	10.172	9.1165	10.179	9.1202	10.166	9.8083	11.221	10.172	11.934	10.876	11.938	8.7515	9.8039	10.166	10.501	10.503	10.155	10.507	11.209	9.4508	9.8364	10.515	10.2	9.4751	11.237	9.8281	10.54	9.8312	10.193	11.245	10.896	9.1372	8.7827	9.1183	10.181	10.533	10.534
11.284	9.1657	10.578	11.29	11.292	9.1863	9.5323	10.944	10.586	10.588	10.59	10.952	9.8933	9.8949	10.597	8.8512	9.1867	9.8987	10.601	10.963	9.9044	11.317	11.669	9.91	9.1851	9.5471	8.1216	10.584	9.5353	10.947	10.238	11.3	10.241	9.8926	9.5271	9.1687	9.8847	9.8864	10.239	10.951	10.242
10.474	10.116	9.0672	7.6614	8.6975	9.4095	10.472	10.824	9.7653	10.477	9.7691	9.7707	10.122	8.3664	8.7183	10.474	9.7656	10.118	10.479	10.121	10.833	9.4246	10.487	10.122	9.4069	10.109	10.821	10.112	11.524	10.825	9.0662	9.7677	9.422	9.7734	9.4083	10.47	10.482	11.184	10.126	10.488	9.7796
9.6295	8.2337	10.34	10.342	9.6335	10.345	9.9973	10.349	9.641	8.9426	9.6445	8.9486	8.9339	9.9958	9.9975	10.349	10.701	10.703	11.405	10.706	9.2906	8.2319	9.2779	10.34	9.9916	11.393	11.045	10.697	9.998	9.6393	8.2133	9.9687	9.97	10.321	10.323	11.024	10.986	9.9377	9.9396	8.5311	9.2459
9.8497	9.8514	9.4931	9.4948	8.8092	9.145	9.8571	10.909	10.561	10.213	10.564	10.566	9.1571	7.7308	9.493	9.4786	9.8403	11.602	10.544	11.606	9.8475	10.549	11.251	8.4445	8.7802	9.4819	11.244	11.246	11.247	9.1383	8.7895	9.8512	9.4925	7.3858	9.8415	10.893	11.235	10.186	10.188	10.54	9.8415
9.9523	9.2438	9.2322	9.5842	10.996	10.298	11.71	10.302	10.304	9.245	9.5966	9.2408	9.9363	9.5779	10.29	10.641	9.9429	9.5847	9.5863	9.2381	8.1795	9.2544	9.9498	9.5912	10.653	9.5943	10.306	10.308	10.659	9.9607	8.9019	9.2661	9.9615	10.313	9.6039	9.6052	8.8768	9.9386	8.8797	8.1712	8.8759
10.952	9.8939	9.8958	9.5474	8.4888	10.278	9.9198	9.9219	9.9235	9.9251	10.637	9.578	9.2295	9.9313	8.1652	9.9114	9.9131	9.9149	9.9165	8.1577	9.92	8.8715	9.5731	9.5746	9.2126	10.275	10.976	9.9174	10.279	10.631	10.982	9.9235	9.9248	9.589	9.2239	9.2253	10.298	10.299	10.3	10.652	10.303
10.215	10.217	9.5185	9.8705	9.8722	9.5241	9.5258	8.4846	9.8965	10.248	10.25	10.961	10.253	9.1941	9.1957	9.9076	8.8221	9.1579	9.8698	9.8716	9.8733	10.225	10.226	10.228	10.579	10.231	8.4556	9.8906	10.242	9.8938	11.656	10.597	10.248	10.249	9.9007	9.902	9.5309	9.8824	9.5336	9.8852	10.587
9.1264	10.539	9.1303	9.132	10.194	10.896	9.1374	8.7892	9.4782	9.48	10.192	9.1328	8.7842	9.4861	9.4876	9.4893	9.1409	8.8259	9.1282	10.224	9.8653	9.8671	10.929	9.5197	9.5212	10.233	9.5241	9.8756	9.1639	10.926	10.227	10.579	9.5199	9.1711	10.583	9.5238	9.8591	8.7942	8.432	10.558	9.8486
