7.6985	8.0506	6.9919	6.9835	7.3363	7.6991	6.9874	6.6331	7.7024	5.9205	6.6171	7.6904	7.6925	6.9847	8.4079	7.7002	6.9924	7.3454	7.7084	8.0619	7.3543	6.6473	6.6506	7.7214	6.6504	7.7204	8.087	6.6658	7.7359	6.2888	6.659	6.6618	7.0244	7.3769	7.7396	6.3216	7.3843	7.3865	7.0385	7.3909	8.4634	7.0429	7.0409	6.6791	6.3269	7.0429	7.3923	6.6713	7.3847	7.7483	7.3914	7.3948	8.1088	6.6919	7.766	6.3492	7.4135	7.0672	7.0786	7.785	7.7853	8.1356	8.1356	8.143	7.0827	7.4328	6.7152	7.7863	7.079	8.8527	8.5057
6.5719	7.9752	7.977	7.2118	7.9612	8.3143	8.6668	7.9692	7.2614	6.9038	6.5564	8.3293	7.2785	7.274	7.2766	7.2766	7.9859	7.6251	7.6242	7.2734	8.6787	6.9114	7.9848	7.2777	8.3413	7.9946	7.6374	8.0006	8.0038	7.2963	6.9662	7.6522	7.3045	7.3313	6.9698	6.9686	6.9668	8.036	7.6742	6.6031	8.0258	8.7279	8.03	8.0322	9.0946	6.9666	7.6796	8.3925	7.6853	7.3383	7.3415	7.6927	6.2718	8.0525	6.9993	6.9823	7.7098	7.6931	7.7037	8.418	8.4218	8.7757	9.1396	9.1433	9.147	8.4404	9.1544	8.0977	7.7406	9.1642	8.8055
7.6569	7.2988	7.3007	8.3636	7.6827	8.0185	8.7306	8.0192	7.3079	7.6838	8.383	8.0193	8.0215	7.674	7.3164	7.3191	7.6817	8.3849	7.6879	6.6206	8.394	6.9869	8.0505	7.7037	7.3438	7.7034	6.6497	7.0095	7.7189	7.7185	7.3479	7.0005	8.0634	7.7158	7.0077	8.0708	8.0731	7.7252	8.4279	7.7297	7.732	8.7943	8.0844	8.0827	7.7312	8.4301	7.3686	8.7749	8.0639	8.0568	8.7706	7.3665	8.067	9.131	9.8449	7.7281	8.4321	8.436	9.8603	8.8042	8.4481	9.5188	8.4457	7.7487	8.8062	8.8062	9.5194	8.806	9.509	9.5122	8.805
7.7206	8.0693	7.7024	7.7152	8.4277	7.37	8.0728	7.7252	7.7278	7.7304	8.7931	7.7353	8.798	8.0904	7.7429	7.395	7.3909	8.0936	8.4499	6.6786	7.388	7.0174	7.7309	7.3839	7.027	8.0906	7.3936	8.0971	6.6896	8.103	7.0451	8.8184	7.7607	7.4127	7.7614	8.137	8.1356	7.7839	8.4927	7.0706	7.7716	7.7738	9.5462	8.4884	8.4907	8.133	8.4958	8.4985	8.8515	8.1443	8.8577	8.8609	9.5708	9.2205	7.8002	8.1673	9.2379	8.5282	8.1684	8.5231	8.8771	9.5911	9.245	8.8886	8.5422	9.9661	9.2596	10.324	7.8465	9.6207	9.6237
8.4579	8.46	8.4623	9.1053	8.0474	8.4002	8.0515	7.6902	8.049	6.9878	8.0536	9.1007	7.6828	9.4656	8.3979	8.0507	7.6933	7.6963	5.5786	8.0624	7.7052	7.7086	8.4221	7.7617	7.0146	7.7144	8.4708	7.7604	8.47	8.4694	7.3991	7.7517	7.4042	7.7567	8.1195	9.1822	8.4744	8.837	7.7689	8.4813	7.4233	8.1356	8.4858	7.4238	7.4387	8.1477	8.8566	8.8554	8.1441	7.4274	9.2009	9.2043	8.8575	9.5711	8.5046	8.5081	9.2226	10.297	9.5908	8.1746	9.5989	8.5295	9.5999	8.5299	8.8868	8.8902	9.9504	9.9503	9.9395	10.303	10.305
8.441	8.5446	7.7156	9.4788	8.421	8.7736	8.4261	8.4288	8.4313	7.7236	8.7864	8.0788	7.3711	7.3736	7.3763	7.7358	7.3749	7.3742	7.0499	6.6726	7.0374	7.0405	7.7539	8.1072	8.8205	8.4737	8.4768	9.1902	7.7729	8.486	8.4889	8.1316	7.7841	7.4231	8.1322	7.7806	8.1293	8.8546	8.1428	8.4927	7.7848	8.4972	9.9195	8.5015	9.9238	9.216	9.5685	9.9312	9.574	9.9369	8.5197	9.2305	10.29	8.8696	9.5797	9.5802	8.5372	9.598	9.2416	9.956	10.31	8.8935	10.318	9.9714	10.685	9.9788	9.6224	10.336	11.76	11.052	10.343
8.4577	8.9467	8.8222	7.7249	8.7976	8.7996	7.3843	7.0167	8.0856	8.0908	8.4278	8.4303	8.7927	7.7252	8.438	8.0907	8.0936	7.0262	8.4493	7.3922	8.1052	7.3983	7.4014	7.4015	8.1111	7.7504	7.3999	7.7658	7.0551	7.7557	8.4686	8.4715	8.4744	8.1269	9.1896	9.1921	10.265	8.8469	8.8493	9.2015	9.2038	8.4939	8.8521	8.4903	8.4884	8.847	8.8317	9.1805	9.1732	9.1759	9.5391	9.5424	10.256	9.549	10.613	8.8469	10.621	10.626	10.98	9.5739	9.9253	9.2156	9.2159	9.5762	9.2164	9.2426	10.313	9.945	9.2374	10.659	12.081
8.3674	8.0195	9.0819	9.4049	8.3371	8.6997	9.0523	7.9948	9.0575	8.71	7.6422	7.6448	7.6474	8.0087	7.6478	6.9427	7.2961	6.9412	7.9978	7.6406	7.6434	8.3568	8.3597	8.0129	9.0763	9.0795	8.7326	8.3757	9.4489	7.6716	7.6746	9.0962	6.9647	8.3841	7.3227	8.3877	7.6761	8.0346	9.7969	9.7992	9.8012	9.093	9.4551	9.0972	9.4595	9.4616	9.8138	9.1059	8.7584	10.181	10.18	9.4691	10.529	8.7843	9.8452	9.4958	10.206	9.4922	9.8464	10.561	10.565	10.569	10.573	9.5168	12.001	9.8745	10.938	12.012	10.943	11.652	12.36
7.2634	9.3961	8.6883	8.3303	9.0392	7.2577	7.2523	7.251	8.3084	8.3109	7.7238	8.6659	9.0286	8.3214	9.0343	9.7472	7.9697	8.6827	7.9753	9.0485	7.981	8.6907	7.2697	8.6893	7.2683	7.9839	7.9836	8.6854	8.3384	7.6312	8.3443	9.7674	8.3501	9.0629	9.0657	9.4184	10.131	9.0733	8.7156	9.7855	9.0734	8.3612	8.7094	8.3834	8.3815	9.4401	9.4328	10.495	9.7974	10.86	11.573	11.216	11.579	10.513	10.518	10.172	10.176	9.8301	11.601	9.4714	9.8319	10.893	9.839	9.1294	10.9	10.533	11.607	12.319	11.25	11.962	11.614
7.547	8.4616	8.464	8.8169	8.1092	8.1118	8.8245	7.5361	7.4094	6.4458	8.4737	7.4126	7.7619	7.7612	6.6757	7.3851	8.0847	7.3774	7.3801	7.7332	8.806	7.7387	8.4517	8.4549	8.1081	8.1115	7.7546	8.4681	8.1197	8.1191	7.0482	7.7575	8.1523	8.5013	8.5004	7.7819	9.2049	9.2074	7.439	9.2111	10.273	9.215	9.9272	10.279	10.641	8.8732	10.285	9.5835	10.282	8.8705	8.8691	9.9283	10.634	8.8645	9.5707	10.275	9.9293	9.9334	10.998	10.292	11.716	10.66	10.665	10.309	10.313	11.737	11.026	11.734	10.672	9.2502	9.9938
