46.663	46.627	46.591	46.555	46.518	46.482	46.446	46.41	46.374	46.337	46.301	46.265	46.229	46.192	46.156	46.12	46.083	46.047	46.01	45.974	45.938	45.901	45.865	45.828	45.792	45.755	45.719	45.682	45.646	45.609	45.573	45.536	45.5	45.463	45.427	45.39	45.354	45.317	45.28	45.244	45.207	45.17	45.134	45.097	45.06	45.024	44.987	44.95	44.913	44.877	44.84	44.803	44.766	44.729	44.693	44.656	44.619	44.582	44.545	44.508	44.471	44.435	44.398	44.361	44.324	44.287	44.25	44.213	44.176	44.139	44.102	44.065	44.028
46.634	46.598	46.561	46.525	46.489	46.453	46.417	46.381	46.344	46.308	46.272	46.236	46.199	46.163	46.127	46.09	46.054	46.018	45.981	45.945	45.909	45.872	45.836	45.799	45.763	45.727	45.69	45.654	45.617	45.581	45.544	45.508	45.471	45.435	45.398	45.361	45.325	45.288	45.252	45.215	45.178	45.142	45.105	45.068	45.032	44.995	44.958	44.922	44.885	44.848	44.811	44.775	44.738	44.701	44.664	44.627	44.591	44.554	44.517	44.48	44.443	44.406	44.369	44.332	44.295	44.259	44.222	44.185	44.148	44.111	44.074	44.037	44
46.604	46.568	46.532	46.496	46.46	46.424	46.388	46.352	46.315	46.279	46.243	46.207	46.17	46.134	46.098	46.062	46.025	45.989	45.953	45.916	45.88	45.843	45.807	45.771	45.734	45.698	45.661	45.625	45.589	45.552	45.516	45.479	45.443	45.406	45.369	45.333	45.296	45.26	45.223	45.187	45.15	45.113	45.077	45.04	45.003	44.967	44.93	44.893	44.857	44.82	44.783	44.746	44.71	44.673	44.636	44.599	44.562	44.526	44.489	44.452	44.415	44.378	44.341	44.304	44.267	44.231	44.194	44.157	44.12	44.083	44.046	44.009	43.972
46.575	46.539	46.503	46.467	46.431	46.395	46.358	46.322	46.286	46.25	46.214	46.177	46.141	46.105	46.069	46.032	45.996	45.96	45.924	45.887	45.851	45.815	45.778	45.742	45.705	45.669	45.633	45.596	45.56	45.523	45.487	45.45	45.414	45.377	45.341	45.304	45.268	45.231	45.195	45.158	45.121	45.085	45.048	45.011	44.975	44.938	44.901	44.865	44.828	44.791	44.755	44.718	44.681	44.644	44.608	44.571	44.534	44.497	44.46	44.424	44.387	44.35	44.313	44.276	44.239	44.202	44.165	44.128	44.092	44.055	44.018	43.981	43.944
46.546	46.51	46.474	46.438	46.402	46.366	46.33	46.294	46.257	46.221	46.185	46.149	46.113	46.076	46.04	46.004	45.968	45.931	45.895	45.859	45.822	45.786	45.75	45.713	45.677	45.641	45.604	45.568	45.531	45.495	45.458	45.422	45.386	45.349	45.313	45.276	45.239	45.203	45.166	45.13	45.093	45.057	45.02	44.983	44.947	44.91	44.873	44.837	44.8	44.763	44.727	44.69	44.653	44.616	44.58	44.543	44.506	44.469	44.433	44.396	44.359	44.322	44.285	44.248	44.212	44.175	44.138	44.101	44.064	44.027	43.99	43.953	43.916
46.517	46.481	46.445	46.409	46.373	46.337	46.301	46.265	46.229	46.192	46.156	46.12	46.084	46.048	46.011	45.975	45.939	45.903	45.866	45.83	45.794	45.757	45.721	45.685	45.648	45.612	45.576	45.539	45.503	45.466	45.43	45.394	45.357	45.321	45.284	45.248	45.211	45.175	45.138	45.101	45.065	45.028	44.992	44.955	44.918	44.882	44.845	44.809	44.772	44.735	44.699	44.662	44.625	44.588	44.552	44.515	44.478	44.441	44.405	44.368	44.331	44.294	44.257	44.221	44.184	44.147	44.11	44.073	44.036	43.999	43.962	43.925	43.888
46.488	46.452	46.416	46.38	46.344	46.308	46.272	46.236	46.2	46.164	46.127	46.091	46.055	46.019	45.983	45.946	45.91	45.874	45.838	45.801	45.765	45.729	45.693	45.656	45.62	45.583	45.547	45.511	45.474	45.438	45.402	45.365	45.329	45.292	45.256	45.219	45.183	45.146	45.11	45.073	45.037	45	44.963	44.927	44.89	44.854	44.817	44.78	44.744	44.707	44.67	44.634	44.597	44.56	44.524	44.487	44.45	44.413	44.377	44.34	44.303	44.266	44.229	44.193	44.156	44.119	44.082	44.045	44.008	43.971	43.934	43.898	43.861
46.459	46.423	46.387	46.351	46.315	46.279	46.243	46.207	46.171	46.135	46.099	46.063	46.026	45.99	45.954	45.918	45.882	45.845	45.809	45.773	45.737	45.7	45.664	45.628	45.591	45.555	45.519	45.482	45.446	45.41	45.373	45.337	45.3	45.264	45.227	45.191	45.154	45.118	45.081	45.045	45.008	44.972	44.935	44.899	44.862	44.826	44.789	44.752	44.716	44.679	44.642	44.606	44.569	44.532	44.496	44.459	44.422	44.385	44.349	44.312	44.275	44.238	44.202	44.165	44.128	44.091	44.054	44.017	43.981	43.944	43.907	43.87	43.833
46.431	46.395	46.359	46.323	46.287	46.251	46.214	46.178	46.142	46.106	46.07	46.034	45.998	45.962	45.926	45.889	45.853	45.817	45.781	45.744	45.708	45.672	45.636	45.599	45.563	45.527	45.49	45.454	45.418	45.381	45.345	45.309	45.272	45.236	45.199	45.163	45.126	45.09	45.053	45.017	44.98	44.944	44.907	44.871	44.834	44.798	44.761	44.725	44.688	44.651	44.615	44.578	44.541	44.505	44.468	44.431	44.394	44.358	44.321	44.284	44.248	44.211	44.174	44.137	44.1	44.064	44.027	43.99	43.953	43.916	43.879	43.842	43.805
46.402	46.366	46.33	46.294	46.258	46.222	46.186	46.15	46.114	46.078	46.042	46.005	45.969	45.933	45.897	45.861	45.825	45.788	45.752	45.716	45.68	45.644	45.607	45.571	45.535	45.498	45.462	45.426	45.389	45.353	45.317	45.28	45.244	45.208	45.171	45.135	45.098	45.062	45.025	44.989	44.952	44.916	44.879	44.843	44.806	44.77	44.733	44.697	44.66	44.623	44.587	44.55	44.513	44.477	44.44	44.403	44.367	44.33	44.293	44.257	44.22	44.183	44.146	44.11	44.073	44.036	43.999	43.962	43.925	43.889	43.852	43.815	43.778
