0	0	0	0	0	0	0	0	0	0	0	0	0	0.19194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14433	0.17865	0	0.25246	0	0	0	0	0	0	0	0	0	0	0	0.21158	0	0	0	0	0	0	0	0	0	0.16439	0.18626	0.27112	0.36444	0.27776	0.18674	0.17825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28951	0.2792	0.19443	0.25321	0	0.27752	0	0.23619	0	0.25635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20414	0	0	0	0	0.15999	0	0	0.22408	0	0	0	0	0	0	0	0	0	0.14807	0.23624	0.21686	0.15712	0	0	0	0	0	0	0	0.20444	0.23947	0.27121	0.22363	0.24236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21395	0	0.16197	0.17643	0.24704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0.2222	0.22646	0.34716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20769	0.22638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17194	0	0	0	0	0	0	0	0	0	0	0.18394	0.20318	0.29498	0.18978	0.15795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25011	0.29383	0.28604	0.16963	0.17414	0.37526	0.31178	0.34842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15668	0.42313	0.50493	0.26318	0.20582	0.15727	0	0	0.21117	0	0	0	0	0	0.21662	0.16924	0	0	0	0
0	0	0	0.24262	0	0	0	0	0	0	0	0	0	0.18511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18743	0.16625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13509	0.15795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19694	0	0.30923	0.23362	0.30013	0.3148	0.29126	0.27464	0.35335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37743	0.22642	0.21923	0	0	0	0	0.41125	0.40663	0.28777	0.34512	0.1715	0	0	0	0	0	0	0	0	0	0	0.20582	0	0	0
0	0	0.16982	0	0	0	0	0.20098	0	0	0	0	0	0.15588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14426	0.1976	0.1472	0	0.17602	0.18323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34797	0.26757	0.16012	0.22081	0.27675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2165	0.23654	0.25478	0.17991	0	0	0	0.14654	0	0.21125	0.38845	0.62276	0.44515	0.24724	0	0	0	0	0	0	0	0	0.22934	0.23965	0	0
0	0.23656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2282	0.15408	0.15012	0	0	0	0	0.14903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18051	0	0	0.17194	0.15795	0	0	0	0.19271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19318	0.18345	0.15984	0.31216	0.24508	0.22361	0	0.19695	0	0.19318	0	0	0.16852	0	0	0	0	0	0.38622	0.3731	0.18109	0.20992	0	0	0	0	0.20076	0.32332	0.33064	0.45524	0.45523	0	0	0.15517	0	0	0	0.22934	0	0.31758	0.26155	0	0
0.18511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19508	0	0.16423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16867	0.1976	0.16838	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16652	0	0	0	0	0	0	0	0	0	0.2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20981	0.29478	0.36071	0.18949	0.2809	0.23371	0.30086	0	0.17991	0	0	0	0	0	0	0	0	0.18227	0.29301	0.18705	0.3009	0.15461	0	0	0	0	0.241	0.23508	0.30739	0.39699	0.20582	0.21662	0	0.18436	0.1659	0.30556	0	0	0	0.28837	0.19548	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22682	0.1472	0.21553	0	0.17825	0.20318	0	0.18557	0	0	0	0	0	0	0	0	0	0.17194	0.16731	0	0	0	0	0	0	0	0.17491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24963	0.25478	0.30269	0.35205	0.35205	0	0	0	0.16741	0	0	0.2425	0.17758	0	0	0	0	0	0.31107	0.21662	0.21395	0	0	0	0	0	0.19322	0.33991	0.2919	0.39519	0.22646	0	0	0	0	0	0	0	0	0
0.16094	0.24262	0.18511	0	0	0	0	0.18756	0.26141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16414	0.20697	0	0	0	0	0	0	0	0	0.12985	0.18911	0	0	0	0	0	0	0	0.17602	0.16206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21667	0.20319	0.29478	0.36814	0	0	0.39081	0.28951	0.2869	0.22785	0.2725	0.39081	0.22785	0	0	0	0	0.244	0	0.19318	0	0	0	0	0	0	0	0.25506	0.37902	0.44018	0.25671	0	0	0	0	0	0	0.17842	0
0	0.305	0.2488	0.27147	0.16756	0.17095	0	0.21637	0	0.1556	0	0	0	0	0	0	0	0	0	0	0	0	0.15246	0.20549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14914	0	0	0	0	0	0	0	0.13511	0	0	0	0	0	0	0	0	0	0	0	0	0.18279	0.20008	0.17194	0.16414	0	0	0	0.16838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17545	0.24358	0	0	0.18239	0.18227	0.35826	0.2826	0.24572	0.35205	0.17074	0	0.25166	0.22501	0.30923	0	0.27752	0	0.23508	0	0.21395	0.39293	0.23802	0	0	0	0	0.24572	0.37526	0.30635	0	0.15939	0.15413	0.18389	0.17493	0.21117	0.2194	0.18316
