0.64268	-2.9084	-0.41721	-3.6243	-1.4941	0.6367	-1.1395	-2.9146	-1.8403	-2.9067	-0.41384	-0.76675	-2.9107	-0.41958	-1.4937	-1.8481	-1.1458	-2.5721	-2.207	-1.4953	-0.77849	-0.77646	-0.42259	-3.2749	-0.42664	-0.77932	-0.77936	-0.80331	-1.1453	-1.8566	-0.78525	-2.209	0.96549	-0.80913	-1.1685	-2.2119	0.98773	-0.80911	1.3374	-0.79443	0.26869	0.61456	-0.44606	-1.1575	-0.1014	-0.10586	2.0176	2.0227	1.319	-0.10922	1.3338	1.3085	0.61647	0.97616	0.60916	0.6161	1.6809	0.98447	-0.084454	-0.79418	0.24054	1.3095	1.3303	1.3137	1.6576	0.95333	0.25996	0.59191	0.58799	-0.10917	0.24227	-0.46165	0.24536	-0.13208	0.5919	-2.2841	-1.9148	-3.3278	-0.82894	-2.2563	-2.2727	-2.6268	-0.11421	-1.2022	-3.7168	-1.2251	-1.2081	-3.7058	-1.9145	-0.16136	-1.5806	-2.6564	-1.5867	-2.6674	-2.9929	-0.095968	-1.5356	0.60513	-1.543	-2.2476	-1.8978	-2.2306	1.3137	-1.5243	-2.6091	0.60655	-0.4506	-0.8345	6.6101	7.6847	9.761	6.6103	6.5865	6.9612	7.9984	7.3336	6.9366	6.9406	5.5539
-0.30206	-0.65796	-1.3611	-0.65827	0.044973	0.39839	0.38555	-0.30191	-2.0924	-0.66632	-1.0059	-1.0095	0.034739	-2.0962	-1.7296	-2.0872	-1.7175	-1.029	-1.7433	-1.7449	0.033058	-0.67132	-1.0259	-0.67968	-1.3984	1.0899	-1.3987	0.37602	-1.3976	-1.0382	-1.7487	-0.32978	-1.3973	0.73848	-0.69575	0.0056672	-0.34854	1.4193	1.0674	0.35376	0.016541	-1.4208	-0.0056066	-2.1207	-1.0537	-0.69635	-1.0597	1.77	1.4201	1.4215	0.70944	0.71358	0.71234	0.34978	-0.35677	-0.34888	1.4177	-0.0021726	1.0725	0.71372	1.414	-0.35687	1.0652	0.71451	-0.71167	0.70833	-1.0693	-1.055	0.35376	0.35628	-0.3524	0.34975	-2.4997	0.33549	0.33194	-1.4599	-0.39954	-0.039962	-1.8009	-1.0936	-2.5206	-1.1091	-2.1629	-1.8112	-2.5478	-1.0993	-2.2006	-3.6339	-1.1302	-1.8229	-0.094792	0.66448	-0.74674	-1.1292	-1.4599	-0.73158	-2.142	-2.1565	-0.031887	1.743	0.32249	-1.4583	1.034	0.68086	-2.1638	-3.9299	-2.8621	0.699	8.4634	8.463	6.7004	8.829	8.4684	8.825	6.3491	6.7087	7.7681	6.0109	6.3635
-1.2857	-3.0618	0.11844	-0.93092	-0.94744	0.47389	-0.59785	-1.2975	-2.368	-2.0154	-0.94686	-0.59453	-0.95446	-3.4318	-3.0891	-0.59955	-0.60093	-0.60147	-1.3047	-1.3022	-0.60036	-0.95391	-0.60584	-0.95479	-0.25308	-0.60613	-1.3135	-1.6664	-1.3146	-0.26422	-0.25741	-2.0252	-0.95857	-0.25804	-0.25968	-0.96175	-0.26054	-1.3211	0.829	0.4224	0.42015	0.41884	-1.702	-0.2907	0.081542	-0.29081	-0.28622	1.4836	1.1238	1.475	0.77276	1.8904	2.5378	-0.99829	0.42332	0.77658	0.42164	-0.29173	0.42944	1.8443	1.8442	2.1922	0.77802	0.42511	0.77286	-1.3565	-0.64145	-0.29165	-1.699	-0.64051	-0.64428	-0.99837	0.059417	-1.3602	-2.0706	-3.1667	-1.7181	-1.3651	-2.461	-4.2138	-0.32471	-3.529	-4.5696	-1.3876	-2.1063	0.033297	-1.3939	-0.68724	-1.0393	-0.35146	-1.7482	-0.68076	-3.5263	-3.5475	-1.7421	-2.0889	-3.1865	-1.7479	-0.69604	0.37835	-1.0268	-0.67559	-0.70796	-1.0368	-1.3865	-2.8069	-1.7664	-0.327	5.7036	9.5597	8.5087	8.1618	8.1578	6.039	7.4465	7.427	8.1396	8.1413	6.7312
0.093848	-0.62225	-0.62204	0.099759	0.094532	0.10367	-0.61813	-1.3244	-0.25697	-1.6775	-0.62115	-0.96752	0.44749	-1.3311	-3.1114	-1.6797	1.8646	0.091007	0.098286	-1.6725	-0.2549	0.097266	0.093448	-0.97091	-1.6808	-0.28453	-1.0015	-1.6878	-1.3285	-0.99813	0.77218	-1.7021	-0.28565	0.76858	-0.28728	0.73536	0.3822	1.0805	-0.32571	-2.0669	0.022695	0.030779	0.027107	-0.31013	-0.35045	-0.31086	-2.1007	0.022667	-0.31406	-1.4017	-0.33336	1.4383	0.7243	-2.0643	1.441	0.023483	1.0779	2.8713	0.036291	0.73976	-1.7492	0.72245	0.017731	1.8015	0.35915	0.017273	-0.33916	0.015682	-2.1137	-3.1779	0.38771	-0.3425	-1.4263	-2.4952	-0.71839	-1.0812	0.01173	0.34376	-3.1801	-4.9788	-3.9638	-0.041971	-0.69439	-2.4943	-1.0515	-3.9007	-3.8987	-0.70045	-1.0523	1.0031	-1.0703	-2.1767	-3.1784	-1.7729	-2.877	-2.4799	-1.7974	-0.73903	-1.8003	0.68359	-1.0644	-0.023054	-1.766	-2.143	-0.66079	-1.3956	-1.7452	-1.3932	-4.255	9.1998	10.61	8.4984	8.8747	7.4367	7.4678	7.8028	8.5319	8.1827	7.4452
-1.7291	-0.3005	-1.3779	-1.376	-0.30105	0.0080159	-1.3666	-2.1165	-1.0129	-1.0164	-0.65477	0.35747	-0.65668	-0.35127	-1.0649	-1.4212	-2.0773	-0.33231	0.35513	0.35479	-2.0757	-0.35112	0.016536	-0.3368	0.015041	-0.0035833	1.0759	0.011429	0.71178	0.36743	1.0788	0.36768	0.014952	-1.0686	0.36228	0.36283	0.34796	2.1121	2.1114	-0.010371	-1.076	-1.0692	-2.1314	-2.131	-0.3647	-4.2795	-0.71562	-0.7137	-0.36082	1.7538	2.1039	0.68715	2.1022	0.6939	1.0548	-0.70905	-0.0093445	0.69491	-1.0828	-3.2094	-1.43	0.33678	0.68367	1.3966	1.0486	-1.0737	0.33836	-2.1593	-1.8068	-1.4304	-1.0799	-1.4329	-0.36639	-2.1406	-0.74403	-2.1685	0.66451	-0.40129	-0.74388	-2.5291	-1.4688	-2.8845	-1.8284	-4.6692	-0.75117	-1.8239	-0.090284	-1.4731	-1.8288	-0.058151	-1.4681	-0.41185	-1.8324	-2.2154	-0.76761	-2.8891	-3.9801	-2.203	-0.40759	-1.4435	-1.0976	-3.2226	-1.114	-0.37548	-0.73081	-3.2233	-2.1706	-0.73198	-1.4448	8.4442	8.7939	8.0931	8.0927	8.4388	9.1539	8.799	8.7969	8.7976	8.0967
1.1869	0.12079	-0.93428	0.83768	0.83627	-0.57885	0.12554	-0.93065	-1.2862	0.48123	0.12058	-0.23324	-0.2353	-0.93851	-1.654	-0.24135	-0.23583	0.47979	-0.58508	-1.2909	-1.2912	-0.57297	-0.57471	-0.94306	0.4875	0.1078	0.12204	1.1862	0.122	-0.22491	0.12805	0.1274	0.10299	-0.22791	0.48515	0.81107	-0.22985	-0.23156	-0.271	-1.3114	-0.62497	-1.6833	-2.0509	-3.461	-2.0535	0.051595	-3.8476	-0.64943	-1.6913	0.79342	1.4937	1.142	1.1409	1.4981	-0.25266	1.4994	0.082267	0.78044	1.1302	1.4664	2.5293	1.4808	2.542	0.77654	0.77386	1.119	0.78193	-1.3531	-1.3562	0.41032	-0.2976	-0.30322	0.76147	-0.65666	0.40546	0.042661	-0.66089	-1.3591	-1.0102	-0.66239	-0.31153	-0.66613	-1.014	-2.0814	-2.0875	-1.7279	-0.6644	-2.4432	-2.0876	-0.66714	-0.67038	-1.7414	-1.022	-1.0259	-2.0936	-2.7778	-1.3778	-1.3564	-2.7722	-2.0623	-1.7024	-1.7169	-3.8291	-1.3391	-2.4181	-3.4839	-2.4058	-2.4041	-4.9021	8.5448	9.245	8.8943	8.1799	9.2438	8.5478	9.5964	8.5472	6.7867	8.8977
-2.4441	0.047235	1.461	0.74687	0.39931	0.72756	-0.31373	0.40211	-3.8678	-0.31588	-0.66891	-1.7416	2.1365	-1.7264	0.01852	-0.34537	0.72295	0.72421	-0.34185	-0.34015	0.019793	0.017696	0.36859	0.021655	2.1376	2.1366	-1.0559	0.36876	-1.7592	1.0744	0.021746	1.0749	0.37034	1.073	1.0712	1.7786	1.4268	1.4252	-1.0572	-0.35378	0.0075677	-1.7534	-0.69709	0.36421	-1.078	-1.4041	-4.5893	-0.70202	1.0655	-0.68971	1.425	0.0080305	2.4894	2.8391	0.73054	1.0833	1.4413	0.025596	0.71475	1.0651	0.71148	2.4764	0.020955	1.0602	1.0606	-0.35555	1.0673	0.7116	0.011745	1.7731	0.70981	0.3565	0.0027728	1.7699	-4.6072	-2.5049	-0.38521	-0.036251	-0.001958	-0.39112	-3.2181	-2.4875	-2.8512	-0.73019	-1.0779	-1.4558	-0.012913	-2.1479	-1.0808	-1.4401	0.3317	-2.1405	-0.74978	-1.103	-1.1052	-3.8974	-3.5726	-0.73939	-3.5795	-0.74737	-2.8715	-1.4144	0.0042312	-2.1261	-4.9994	-6.0404	-1.067	-1.7726	-0.69321	5.3153	10.249	11.305	8.8375	8.8373	8.1408	6.7309	7.0826	7.0802	7.7805
-0.13394	0.21787	0.5662	0.56568	-0.13853	-0.48647	0.21842	0.56975	-0.13219	-0.13431	0.2162	0.9258	-0.13705	-0.13958	1.2501	1.6006	1.5991	1.5985	1.2534	0.19072	0.19012	0.89925	1.5973	1.2449	1.5955	0.89013	1.9436	0.88939	2.6522	0.52445	0.17869	0.89274	1.2436	0.53005	1.241	1.2364	3.0001	0.88651	0.17266	-0.89259	-0.18417	-2.3072	-0.90197	-0.54682	-0.19617	-2.3048	0.15334	-0.54854	-0.53854	0.16438	-0.53969	1.2118	0.16553	1.2241	2.2766	0.50451	1.217	0.50435	1.5806	0.15173	0.51531	1.2259	0.14766	-0.55504	0.49801	0.48365	-1.2718	0.50412	-1.9694	-1.2793	-2.3221	1.1998	1.1976	-0.56965	-2.3222	-0.20139	0.14584	-4.8315	-2.6852	-1.2857	-3.0717	-4.1309	-2.6922	-0.92779	-2.7221	-1.2772	-2.0098	-3.0494	-3.0513	-1.2805	-0.57054	-1.9862	-2.6963	-4.1231	-1.6584	-0.22884	-2.3375	-1.6154	-3.0571	-1.9918	-2.7069	-1.2677	-0.55638	-1.2652	-1.9661	-3.7511	-0.17937	-0.19574	-3.3837	-3.0298	7.5665	11.088	8.9764	8.6159	7.9149	8.2858	9.698	7.9386	6.5119
1.756	1.7562	0.35039	-0.011207	-0.36318	-0.013022	1.7538	1.0538	0.35222	-0.36056	-0.010757	2.1141	1.3772	1.3763	2.438	1.7261	1.7242	3.1357	3.1344	2.4379	1.7269	1.3759	2.437	1.7241	0.31849	1.3676	2.0778	3.8397	2.7759	2.4244	2.0729	2.7793	1.717	2.7796	1.3656	1.3654	-0.049729	2.4114	2.0596	2.4098	1.3458	-2.1872	-2.5382	-1.4839	-1.1149	-1.4731	-1.8217	0.64948	-0.76377	0.2967	2.7651	3.1153	5.2366	4.5247	3.823	2.7606	1.7063	1.3558	1.7053	1.3539	1.3494	-0.062879	2.0593	1.3463	0.64257	0.29833	-0.062674	-0.77456	-1.4871	-1.4746	-3.2485	-1.8259	1.7053	1.0029	0.64874	0.99893	0.9976	-0.4312	-2.9007	-2.5517	-2.9306	-3.6452	-1.5011	-2.8971	-1.5029	-1.5198	-1.5192	-1.5209	-2.928	-1.5202	-3.9898	-4.7055	-1.5231	-3.6554	-2.5838	-2.5731	-1.5182	-3.252	-2.8924	-2.8921	-2.1915	-2.8972	-3.6187	-2.1981	-3.6174	-3.2553	-0.77292	-3.9607	-3.6113	-2.1924	-3.9642	7.6907	9.8013	10.508	9.4504	9.0961	7.6851	8.7512	10.163
3.5637	2.1507	3.5617	2.4996	1.4461	2.8571	2.8554	3.2052	1.797	0.73499	3.5609	1.7976	2.1474	2.8639	2.5033	3.5629	3.2112	4.261	3.9092	3.9077	1.7925	2.8602	1.7984	2.4993	1.446	1.4454	1.0829	1.4389	2.4897	3.1992	2.8479	3.5475	2.4853	3.5526	2.4919	2.8521	2.1402	2.4888	3.1964	3.5452	4.245	1.0459	-0.721	-2.4871	-1.7688	1.753	-2.129	-0.0020743	0.019382	2.1102	4.2219	5.9826	4.2197	3.8684	4.5787	3.8671	4.2163	2.453	1.7603	3.1715	1.0482	1.0466	0.70092	-1.4157	-0.71497	-1.0717	-2.4859	-1.0709	-0.71988	-2.8463	-3.9157	-2.4817	-2.8336	2.4625	2.1111	-2.1316	0.69719	1.405	-0.3639	-2.1327	-3.5434	-6.7606	-2.8464	-5.309	-2.831	-1.4294	-1.4329	-3.5518	-1.0674	-3.187	-1.787	-2.5047	-3.2064	-1.7935	-3.9386	-2.1269	-0.68017	-0.68108	-3.5047	-2.4854	-3.5417	-2.452	-2.1203	-1.7742	-3.1655	-2.8088	-2.8149	-2.1186	-0.34101	-1.0399	-0.32769	7.4256	10.596	10.956	9.8953	8.8344	8.8309	8.4833	10.245
